kind	idx	trial	task	truth	formF	formG	chal	base	booster	ops
adv	200038	r2a_motiondir_200038	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200039	r2a_motiondir_200039	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200040	r2a_motiondir_200040	motiondir	SW	NW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200041	r2a_motiondir_200041	motiondir	NE	N	NW	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200042	r2a_motiondir_200042	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200043	r2a_motiondir_200043	motiondir	SE	E	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200044	r2a_motiondir_200044	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200045	r2a_motiondir_200045	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200046	r2a_motiondir_200046	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200047	r2a_motiondir_200047	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200048	r2a_motiondir_200048	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200049	r2a_motiondir_200049	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200050	r2a_motiondir_200050	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200051	r2a_motiondir_200051	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200052	r2a_motiondir_200052	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200053	r2a_motiondir_200053	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200054	r2a_motiondir_200054	motiondir	SE	NW	S	S	WITHHOLD	WITHHOLD	1431000
adv	200055	r2a_motiondir_200055	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200056	r2a_motiondir_200056	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200057	r2a_motiondir_200057	motiondir	NE	SW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200058	r2a_motiondir_200058	motiondir	SW	S	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200059	r2a_motiondir_200059	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200060	r2a_motiondir_200060	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200061	r2a_motiondir_200061	motiondir	NW	W	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200062	r2a_motiondir_200062	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200063	r2a_motiondir_200063	motiondir	NW	SE	W	W	WITHHOLD	WITHHOLD	1431000
adv	200064	r2a_motiondir_200064	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200065	r2a_motiondir_200065	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200066	r2a_motiondir_200066	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200067	r2a_motiondir_200067	motiondir	S	NW	S	S	WITHHOLD	WITHHOLD	1431000
adv	200068	r2a_motiondir_200068	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200069	r2a_motiondir_200069	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200070	r2a_motiondir_200070	motiondir	SE	SW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200071	r2a_motiondir_200071	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200072	r2a_motiondir_200072	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200073	r2a_motiondir_200073	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200074	r2a_motiondir_200074	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200075	r2a_motiondir_200075	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200076	r2a_motiondir_200076	motiondir	NW	S	S	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200077	r2a_motiondir_200077	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200078	r2a_motiondir_200078	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200079	r2a_motiondir_200079	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200080	r2a_motiondir_200080	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200081	r2a_motiondir_200081	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200082	r2a_motiondir_200082	motiondir	W	SW	W	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200083	r2a_motiondir_200083	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200084	r2a_motiondir_200084	motiondir	NE	SW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200085	r2a_motiondir_200085	motiondir	SE	S	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200086	r2a_motiondir_200086	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200087	r2a_motiondir_200087	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200088	r2a_motiondir_200088	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200089	r2a_motiondir_200089	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200090	r2a_motiondir_200090	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200091	r2a_motiondir_200091	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200092	r2a_motiondir_200092	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200093	r2a_motiondir_200093	motiondir	SW	NE	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200094	r2a_motiondir_200094	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200095	r2a_motiondir_200095	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200096	r2a_motiondir_200096	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200097	r2a_motiondir_200097	motiondir	S	NE	S	S	WITHHOLD	WITHHOLD	1431000
adv	200098	r2a_motiondir_200098	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200099	r2a_motiondir_200099	motiondir	NE	SW	E	E	WITHHOLD	WITHHOLD	1431000
adv	200100	r2a_motiondir_200100	motiondir	S	E	S	S	WITHHOLD	WITHHOLD	1431000
adv	200101	r2a_motiondir_200101	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200102	r2a_motiondir_200102	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200103	r2a_motiondir_200103	motiondir	SE	W	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200104	r2a_motiondir_200104	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200105	r2a_motiondir_200105	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200106	r2a_motiondir_200106	motiondir	W	SE	W	W	WITHHOLD	WITHHOLD	1431000
adv	200107	r2a_motiondir_200107	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200108	r2a_motiondir_200108	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200109	r2a_motiondir_200109	motiondir	SW	W	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200110	r2a_motiondir_200110	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200111	r2a_motiondir_200111	motiondir	NE	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200112	r2a_motiondir_200112	motiondir	N	NW	SE	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200113	r2a_motiondir_200113	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200114	r2a_motiondir_200114	motiondir	NE	SW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200115	r2a_motiondir_200115	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200116	r2a_motiondir_200116	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200117	r2a_motiondir_200117	motiondir	SE	NW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200118	r2a_motiondir_200118	motiondir	SW	NW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200119	r2a_motiondir_200119	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200120	r2a_motiondir_200120	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200121	r2a_motiondir_200121	motiondir	W	SE	W	W	WITHHOLD	WITHHOLD	1431000
adv	200122	r2a_motiondir_200122	motiondir	W	W	N	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200123	r2a_motiondir_200123	motiondir	W	E	E	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200124	r2a_motiondir_200124	motiondir	NW	NE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200125	r2a_motiondir_200125	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200126	r2a_motiondir_200126	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200127	r2a_motiondir_200127	motiondir	NE	NW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200128	r2a_motiondir_200128	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200129	r2a_motiondir_200129	motiondir	SW	NE	E	E	WITHHOLD	WITHHOLD	1431000
adv	200130	r2a_motiondir_200130	motiondir	E	SW	E	E	WITHHOLD	WITHHOLD	1431000
adv	200131	r2a_motiondir_200131	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200132	r2a_motiondir_200132	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200133	r2a_motiondir_200133	motiondir	W	NW	W	W	WITHHOLD	WITHHOLD	1431000
adv	200134	r2a_motiondir_200134	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200135	r2a_motiondir_200135	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200136	r2a_motiondir_200136	motiondir	SE	NE	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200137	r2a_motiondir_200137	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200138	r2a_motiondir_200138	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200139	r2a_motiondir_200139	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200140	r2a_motiondir_200140	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200141	r2a_motiondir_200141	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200142	r2a_motiondir_200142	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200143	r2a_motiondir_200143	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200144	r2a_motiondir_200144	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200145	r2a_motiondir_200145	motiondir	W	S	W	W	WITHHOLD	WITHHOLD	1431000
adv	200146	r2a_motiondir_200146	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200147	r2a_motiondir_200147	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200148	r2a_motiondir_200148	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200149	r2a_motiondir_200149	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200150	r2a_motiondir_200150	motiondir	S	N	S	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200151	r2a_motiondir_200151	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200152	r2a_motiondir_200152	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200153	r2a_motiondir_200153	motiondir	SW	NE	W	W	WITHHOLD	WITHHOLD	1431000
adv	200154	r2a_motiondir_200154	motiondir	S	NW	S	S	WITHHOLD	WITHHOLD	1431000
adv	200155	r2a_motiondir_200155	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200156	r2a_motiondir_200156	motiondir	NW	SE	NW	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200157	r2a_motiondir_200157	motiondir	NW	SW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200158	r2a_motiondir_200158	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200159	r2a_motiondir_200159	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200160	r2a_motiondir_200160	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200161	r2a_motiondir_200161	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200162	r2a_motiondir_200162	motiondir	SW	NE	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200163	r2a_motiondir_200163	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200164	r2a_motiondir_200164	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200165	r2a_motiondir_200165	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200166	r2a_motiondir_200166	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200167	r2a_motiondir_200167	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200168	r2a_motiondir_200168	motiondir	SW	NE	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200169	r2a_motiondir_200169	motiondir	E	N	E	E	WITHHOLD	WITHHOLD	1431000
adv	200170	r2a_motiondir_200170	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200171	r2a_motiondir_200171	motiondir	SW	NE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200172	r2a_motiondir_200172	motiondir	S	E	S	S	WITHHOLD	WITHHOLD	1431000
adv	200173	r2a_motiondir_200173	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200174	r2a_motiondir_200174	motiondir	NW	S	E	E	WITHHOLD	WITHHOLD	1431000
adv	200175	r2a_motiondir_200175	motiondir	SE	NE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200176	r2a_motiondir_200176	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200177	r2a_motiondir_200177	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200178	r2a_motiondir_200178	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200179	r2a_motiondir_200179	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200180	r2a_motiondir_200180	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200181	r2a_motiondir_200181	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200182	r2a_motiondir_200182	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200183	r2a_motiondir_200183	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200184	r2a_motiondir_200184	motiondir	NW	N	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200185	r2a_motiondir_200185	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200186	r2a_motiondir_200186	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200187	r2a_motiondir_200187	motiondir	SE	N	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200188	r2a_motiondir_200188	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200189	r2a_motiondir_200189	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200190	r2a_motiondir_200190	motiondir	N	STILL	N	N	WITHHOLD	WITHHOLD	1431000
adv	200191	r2a_motiondir_200191	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200192	r2a_motiondir_200192	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200193	r2a_motiondir_200193	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200194	r2a_motiondir_200194	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200195	r2a_motiondir_200195	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200196	r2a_motiondir_200196	motiondir	W	NW	W	W	WITHHOLD	WITHHOLD	1431000
adv	200197	r2a_motiondir_200197	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200198	r2a_motiondir_200198	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200199	r2a_motiondir_200199	motiondir	SE	E	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200200	r2a_motiondir_200200	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200201	r2a_motiondir_200201	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200202	r2a_motiondir_200202	motiondir	NW	SW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200203	r2a_motiondir_200203	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200204	r2a_motiondir_200204	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200205	r2a_motiondir_200205	motiondir	E	S	E	E	WITHHOLD	WITHHOLD	1431000
adv	200206	r2a_motiondir_200206	motiondir	SW	S	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200207	r2a_motiondir_200207	motiondir	SE	NW	S	S	WITHHOLD	WITHHOLD	1431000
adv	200208	r2a_motiondir_200208	motiondir	SW	NW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200209	r2a_motiondir_200209	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200210	r2a_motiondir_200210	motiondir	NE	SW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200211	r2a_motiondir_200211	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200212	r2a_motiondir_200212	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200213	r2a_motiondir_200213	motiondir	SW	NE	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200214	r2a_motiondir_200214	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200215	r2a_motiondir_200215	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200216	r2a_motiondir_200216	motiondir	NW	SE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200217	r2a_motiondir_200217	motiondir	N	SE	N	N	WITHHOLD	WITHHOLD	1431000
adv	200218	r2a_motiondir_200218	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200219	r2a_motiondir_200219	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200220	r2a_motiondir_200220	motiondir	W	N	W	W	WITHHOLD	WITHHOLD	1431000
adv	200221	r2a_motiondir_200221	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200222	r2a_motiondir_200222	motiondir	SE	NW	NW	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200223	r2a_motiondir_200223	motiondir	SE	SW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200224	r2a_motiondir_200224	motiondir	W	W	W	W	WITHHOLD	WITHHOLD	1431000
adv	200225	r2a_motiondir_200225	motiondir	SE	NW	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200226	r2a_motiondir_200226	motiondir	SE	W	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200227	r2a_motiondir_200227	motiondir	N	N	N	N	WITHHOLD	WITHHOLD	1431000
adv	200228	r2a_motiondir_200228	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200229	r2a_motiondir_200229	motiondir	E	E	E	E	WITHHOLD	WITHHOLD	1431000
adv	200230	r2a_motiondir_200230	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200231	r2a_motiondir_200231	motiondir	N	S	N	N	WITHHOLD	WITHHOLD	1431000
adv	200232	r2a_motiondir_200232	motiondir	N	N	E	E	WITHHOLD	WITHHOLD	1431000
adv	200233	r2a_motiondir_200233	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200234	r2a_motiondir_200234	motiondir	NE	SW	NE	NE	WITHHOLD	WITHHOLD	1431000
adv	200235	r2a_motiondir_200235	motiondir	SW	SW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200236	r2a_motiondir_200236	motiondir	N	N	E	E	WITHHOLD	WITHHOLD	1431000
adv	200237	r2a_motiondir_200237	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200238	r2a_motiondir_200238	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200239	r2a_motiondir_200239	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200240	r2a_motiondir_200240	motiondir	NE	W	N	N	WITHHOLD	WITHHOLD	1431000
adv	200241	r2a_motiondir_200241	motiondir	NW	NE	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200242	r2a_motiondir_200242	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200243	r2a_motiondir_200243	motiondir	SW	N	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200244	r2a_motiondir_200244	motiondir	SE	NE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200245	r2a_motiondir_200245	motiondir	N	N	W	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200246	r2a_motiondir_200246	motiondir	N	N	S	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200247	r2a_motiondir_200247	motiondir	SE	N	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200248	r2a_motiondir_200248	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200249	r2a_motiondir_200249	motiondir	S	N	S	S	WITHHOLD	WITHHOLD	1431000
adv	200250	r2a_motiondir_200250	motiondir	NW	NW	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200251	r2a_motiondir_200251	motiondir	NE	NE	NW	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200252	r2a_motiondir_200252	motiondir	S	N	E	UNRESOLVED	WITHHOLD	WITHHOLD	1431000
adv	200253	r2a_motiondir_200253	motiondir	NE	NW	SW	SW	WITHHOLD	WITHHOLD	1431000
adv	200254	r2a_motiondir_200254	motiondir	NW	N	NW	NW	WITHHOLD	WITHHOLD	1431000
adv	200255	r2a_motiondir_200255	motiondir	E	W	E	E	WITHHOLD	WITHHOLD	1431000
adv	200256	r2a_motiondir_200256	motiondir	SE	SE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200257	r2a_motiondir_200257	motiondir	S	S	S	S	WITHHOLD	WITHHOLD	1431000
adv	200258	r2a_motiondir_200258	motiondir	W	E	W	W	WITHHOLD	WITHHOLD	1431000
adv	200259	r2a_motiondir_200259	motiondir	SE	NE	SE	SE	WITHHOLD	WITHHOLD	1431000
adv	200260	r2a_motiondir_200260	motiondir	NE	NE	NE	NE	WITHHOLD	WITHHOLD	1431000
