kind	idx	trial	task	truth	formF	formG	chal	base	booster	ops
adv	200091	r2a_pitchdisc_200091	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200092	r2a_pitchdisc_200092	pitchdisc	SAME	HIGHER	HIGHER	SAME	WITHHOLD	WITHHOLD	179200
adv	200093	r2a_pitchdisc_200093	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200094	r2a_pitchdisc_200094	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200095	r2a_pitchdisc_200095	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200096	r2a_pitchdisc_200096	pitchdisc	SAME	SAME	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200097	r2a_pitchdisc_200097	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200098	r2a_pitchdisc_200098	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200099	r2a_pitchdisc_200099	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200100	r2a_pitchdisc_200100	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200101	r2a_pitchdisc_200101	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200102	r2a_pitchdisc_200102	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200103	r2a_pitchdisc_200103	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200104	r2a_pitchdisc_200104	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200105	r2a_pitchdisc_200105	pitchdisc	HIGHER	HIGHER	SAME	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200106	r2a_pitchdisc_200106	pitchdisc	LOWER	HIGHER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200107	r2a_pitchdisc_200107	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200108	r2a_pitchdisc_200108	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200109	r2a_pitchdisc_200109	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200110	r2a_pitchdisc_200110	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200111	r2a_pitchdisc_200111	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200112	r2a_pitchdisc_200112	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200113	r2a_pitchdisc_200113	pitchdisc	LOWER	HIGHER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200114	r2a_pitchdisc_200114	pitchdisc	HIGHER	SAME	SAME	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200115	r2a_pitchdisc_200115	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200116	r2a_pitchdisc_200116	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200117	r2a_pitchdisc_200117	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200118	r2a_pitchdisc_200118	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200119	r2a_pitchdisc_200119	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200120	r2a_pitchdisc_200120	pitchdisc	SAME	SAME	LOWER	SAME	WITHHOLD	WITHHOLD	179200
adv	200121	r2a_pitchdisc_200121	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200122	r2a_pitchdisc_200122	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200123	r2a_pitchdisc_200123	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200124	r2a_pitchdisc_200124	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200125	r2a_pitchdisc_200125	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200126	r2a_pitchdisc_200126	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200127	r2a_pitchdisc_200127	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200128	r2a_pitchdisc_200128	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200129	r2a_pitchdisc_200129	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200130	r2a_pitchdisc_200130	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200131	r2a_pitchdisc_200131	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200132	r2a_pitchdisc_200132	pitchdisc	SAME	LOWER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200133	r2a_pitchdisc_200133	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200134	r2a_pitchdisc_200134	pitchdisc	LOWER	HIGHER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200135	r2a_pitchdisc_200135	pitchdisc	LOWER	LOWER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200136	r2a_pitchdisc_200136	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200137	r2a_pitchdisc_200137	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200138	r2a_pitchdisc_200138	pitchdisc	SAME	SAME	LOWER	SAME	WITHHOLD	WITHHOLD	179200
adv	200139	r2a_pitchdisc_200139	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200140	r2a_pitchdisc_200140	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200141	r2a_pitchdisc_200141	pitchdisc	LOWER	SAME	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200142	r2a_pitchdisc_200142	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200143	r2a_pitchdisc_200143	pitchdisc	LOWER	HIGHER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200144	r2a_pitchdisc_200144	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200145	r2a_pitchdisc_200145	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200146	r2a_pitchdisc_200146	pitchdisc	LOWER	HIGHER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200147	r2a_pitchdisc_200147	pitchdisc	LOWER	LOWER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200148	r2a_pitchdisc_200148	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200149	r2a_pitchdisc_200149	pitchdisc	SAME	SAME	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200150	r2a_pitchdisc_200150	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200151	r2a_pitchdisc_200151	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200152	r2a_pitchdisc_200152	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200153	r2a_pitchdisc_200153	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200154	r2a_pitchdisc_200154	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200155	r2a_pitchdisc_200155	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200156	r2a_pitchdisc_200156	pitchdisc	HIGHER	SAME	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200157	r2a_pitchdisc_200157	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200158	r2a_pitchdisc_200158	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200159	r2a_pitchdisc_200159	pitchdisc	LOWER	LOWER	SAME	LOWER	WITHHOLD	WITHHOLD	179200
adv	200160	r2a_pitchdisc_200160	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200161	r2a_pitchdisc_200161	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200162	r2a_pitchdisc_200162	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200163	r2a_pitchdisc_200163	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200164	r2a_pitchdisc_200164	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200165	r2a_pitchdisc_200165	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200166	r2a_pitchdisc_200166	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200167	r2a_pitchdisc_200167	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200168	r2a_pitchdisc_200168	pitchdisc	HIGHER	SAME	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200169	r2a_pitchdisc_200169	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200170	r2a_pitchdisc_200170	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200171	r2a_pitchdisc_200171	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200172	r2a_pitchdisc_200172	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200173	r2a_pitchdisc_200173	pitchdisc	SAME	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200174	r2a_pitchdisc_200174	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200175	r2a_pitchdisc_200175	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200176	r2a_pitchdisc_200176	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200177	r2a_pitchdisc_200177	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200178	r2a_pitchdisc_200178	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200179	r2a_pitchdisc_200179	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200180	r2a_pitchdisc_200180	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200181	r2a_pitchdisc_200181	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200182	r2a_pitchdisc_200182	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200183	r2a_pitchdisc_200183	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200184	r2a_pitchdisc_200184	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200185	r2a_pitchdisc_200185	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200186	r2a_pitchdisc_200186	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200187	r2a_pitchdisc_200187	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200188	r2a_pitchdisc_200188	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200189	r2a_pitchdisc_200189	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	WITHHOLD	WITHHOLD	179200
adv	200190	r2a_pitchdisc_200190	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200191	r2a_pitchdisc_200191	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200192	r2a_pitchdisc_200192	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200193	r2a_pitchdisc_200193	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200194	r2a_pitchdisc_200194	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200195	r2a_pitchdisc_200195	pitchdisc	LOWER	LOWER	LOWER	LOWER	WITHHOLD	WITHHOLD	179200
adv	200196	r2a_pitchdisc_200196	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200197	r2a_pitchdisc_200197	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200198	r2a_pitchdisc_200198	pitchdisc	HIGHER	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200199	r2a_pitchdisc_200199	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200200	r2a_pitchdisc_200200	pitchdisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	179200
adv	200201	r2a_pitchdisc_200201	pitchdisc	LOWER	LOWER	SAME	LOWER	INSTALL	WITHHOLD	179200
adv	200202	r2a_pitchdisc_200202	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200203	r2a_pitchdisc_200203	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200204	r2a_pitchdisc_200204	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200205	r2a_pitchdisc_200205	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200206	r2a_pitchdisc_200206	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200207	r2a_pitchdisc_200207	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200208	r2a_pitchdisc_200208	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200209	r2a_pitchdisc_200209	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200210	r2a_pitchdisc_200210	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200211	r2a_pitchdisc_200211	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
adv	200212	r2a_pitchdisc_200212	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200213	r2a_pitchdisc_200213	pitchdisc	SAME	LOWER	LOWER	SAME	WITHHOLD	WITHHOLD	179200
adv	200214	r2a_pitchdisc_200214	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200215	r2a_pitchdisc_200215	pitchdisc	SAME	HIGHER	SAME	SAME	WITHHOLD	WITHHOLD	179200
adv	200216	r2a_pitchdisc_200216	pitchdisc	HIGHER	HIGHER	HIGHER	HIGHER	INSTALL	INSTALL	179200
adv	200217	r2a_pitchdisc_200217	pitchdisc	LOWER	LOWER	LOWER	LOWER	INSTALL	INSTALL	179200
