epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
25	0	7358	0	0	0	914	19	0	-256	-32	110	-39	204	490	999	785	981
26	1	3177267	0	0	0	835	18	0	-255	-107	-279	62	204	154	499	72	464
27	1	2018618	0	0	0	870	18	0	-254	-116	-301	126	204	166	549	74	510
28	2	6685734	0	0	0	785	19	0	-300	-153	-100	-58	226	288	595	309	572
29	2	5392580	0	0	0	723	24	0	-324	-179	-52	-196	248	279	471	320	459
30	0	995338	0	0	0	904	24	0	-281	-38	60	-46	248	534	998	777	980
31	0	6942	0	0	0	904	24	0	-281	-38	66	-46	248	540	999	786	981
32	1	3102869	0	0	0	826	23	0	-280	-113	-323	53	248	204	499	71	464
33	1	1973214	0	0	0	864	23	0	-279	-121	-346	116	248	215	549	74	511
34	2	6625398	0	0	0	781	24	0	-323	-157	-144	-67	268	336	599	310	575
35	2	5329307	0	0	0	717	29	0	-346	-184	-96	-204	288	326	472	319	460
36	0	966508	0	0	0	897	29	0	-302	-46	19	-57	288	581	998	777	981
37	0	7252	0	0	0	897	29	0	-302	-46	23	-57	288	585	999	784	981
38	1	3059553	0	0	0	821	28	0	-300	-118	-364	42	288	250	501	72	466
39	1	1921565	0	0	0	859	28	0	-299	-125	-388	104	288	261	550	74	512
40	2	6514420	0	0	0	777	29	0	-341	-163	-187	-78	307	381	599	308	576
41	2	5273432	0	0	0	714	34	0	-364	-187	-139	-215	326	371	476	319	463
42	0	945856	0	0	0	891	34	0	-319	-51	-22	-71	326	625	998	777	980
43	0	7225	0	0	0	891	34	0	-319	-50	-17	-71	326	630	999	785	981
44	1	3061770	0	0	0	815	33	0	-316	-122	-405	28	326	294	500	71	465
45	1	1902410	0	0	0	855	33	0	-313	-128	-429	90	326	304	551	73	512
46	2	6458389	0	0	0	774	34	0	-354	-165	-228	-91	344	424	603	308	580
47	2	5236862	0	0	0	712	38	0	-377	-190	-180	-228	362	414	480	319	467
48	0	981215	0	0	0	888	38	0	-332	-58	-60	-88	362	666	996	776	978
49	0	7156	0	0	0	888	38	0	-332	-57	-55	-88	362	671	999	785	981
50	1	3050212	0	0	0	816	37	0	-327	-125	-443	12	362	335	505	72	470
51	1	1902227	0	0	0	856	37	0	-323	-129	-467	74	362	345	557	74	518
52	2	6392734	0	0	0	776	37	0	-363	-168	-268	-106	379	462	606	306	581
53	2	5196847	0	0	0	714	41	0	-385	-192	-219	-243	396	452	485	318	471
54	0	1067501	0	0	0	887	41	0	-340	-62	-97	-106	396	704	995	776	977
55	0	7018	0	0	0	887	41	0	-340	-61	-92	-106	396	709	999	784	981
56	1	3067883	0	0	0	815	40	0	-335	-129	-479	-6	396	374	506	72	471
57	1	1895311	0	0	0	857	40	0	-331	-133	-504	57	396	384	559	75	520
58	2	6340141	0	0	0	779	41	0	-371	-171	-306	-122	412	500	610	305	585
59	2	5147704	0	0	0	717	45	0	-392	-197	-257	-258	428	489	487	315	473
60	0	1384531	0	0	0	887	45	0	-348	-71	-132	-126	428	740	992	774	974
61	0	92889	0	0	0	887	45	0	-348	-70	-127	-126	428	745	996	782	979
62	1	3065399	0	0	0	819	44	0	-342	-133	-516	-24	428	411	509	72	474
63	1	1889635	0	0	0	859	44	0	-337	-137	-541	39	428	421	561	75	521
64	2	6298031	0	0	0	780	45	0	-377	-174	-342	-140	443	538	613	306	588
65	2	5116155	0	0	0	719	50	0	-398	-200	-295	-275	458	526	490	314	476
66	0	1289100	0	0	0	885	50	0	-355	-75	-165	-146	458	779	993	777	975
67	0	145762	0	0	0	885	50	0	-355	-74	-162	-146	458	782	995	782	978
68	1	3101206	0	0	0	819	49	0	-349	-136	-552	-42	458	449	512	73	476
69	1	1883836	0	0	0	859	49	0	-343	-139	-577	22	458	460	565	75	525
70	2	6251351	0	0	0	778	50	0	-383	-177	-379	-157	472	575	613	305	588
71	2	5069246	0	0	0	717	55	0	-401	-203	-331	-290	486	563	493	313	479
72	0	1232233	0	0	0	883	55	0	-359	-78	-197	-165	486	816	993	780	976
73	0	117795	0	0	0	883	55	0	-359	-77	-194	-165	486	819	995	785	978
74	1	3107579	0	0	0	817	54	0	-351	-136	-587	-59	486	483	513	72	478
75	1	1899991	0	0	0	859	54	0	-345	-137	-612	5	486	493	568	75	528
76	2	6240965	0	0	0	778	55	0	-385	-176	-414	-173	499	609	617	304	592
77	2	5055985	0	0	0	717	60	0	-403	-202	-366	-306	512	597	498	313	483
78	0	1273050	0	0	0	883	60	0	-361	-79	-230	-184	512	849	993	780	975
79	0	143863	0	0	0	883	60	0	-361	-78	-227	-184	512	852	995	785	978
80	1	3123191	0	0	0	818	59	0	-352	-138	-619	-77	512	517	517	73	481
81	1	1881210	0	0	0	860	59	0	-346	-139	-645	-12	512	527	570	75	530
82	2	6212092	0	0	0	779	60	0	-385	-180	-447	-190	525	642	619	303	594
83	2	5023229	0	0	0	718	65	0	-403	-205	-399	-323	538	629	500	311	485
84	0	1282733	0	0	0	879	65	0	-361	-82	-258	-205	538	882	993	782	976
85	0	142803	0	0	0	879	65	0	-361	-81	-255	-205	538	885	995	788	978
86	1	3183769	0	0	0	815	64	0	-352	-140	-650	-95	538	549	517	73	481
87	1	1901189	0	0	0	858	64	0	-345	-142	-676	-29	538	559	570	75	530
88	2	6182556	0	0	0	779	64	0	-384	-181	-480	-205	550	673	622	301	596
89	2	5005986	0	0	0	717	69	0	-402	-208	-431	-338	562	661	502	310	487
90	0	1243055	0	0	0	879	69	0	-361	-86	-286	-224	562	915	993	785	976
91	0	115760	0	0	0	879	69	0	-361	-85	-283	-224	562	918	996	791	979
92	1	3228048	0	0	0	815	68	0	-351	-143	-680	-113	562	580	519	73	483
93	1	1911628	0	0	0	858	68	0	-344	-143	-706	-46	562	590	573	76	533
94	2	6147445	0	0	0	779	68	0	-383	-183	-511	-221	573	704	625	301	598
95	2	4988972	0	0	0	716	73	0	-401	-208	-462	-354	584	692	506	310	490
96	0	1321689	0	0	0	875	73	0	-360	-89	-314	-243	584	946	992	786	976
97	0	170391	0	0	0	875	73	0	-360	-88	-311	-243	584	949	995	792	978
98	1	3251182	0	0	0	814	72	0	-350	-144	-710	-130	584	611	521	73	485
99	1	1919401	0	0	0	857	72	0	-342	-143	-737	-62	584	620	574	75	533
100	2	6129822	0	0	0	779	72	0	-380	-184	-541	-237	594	734	628	301	602
101	2	4963711	0	0	0	718	76	0	-397	-209	-492	-369	605	721	511	310	495
102	0	1234769	0	0	0	874	76	0	-356	-91	-339	-263	605	975	993	789	977
103	0	201357	0	0	0	874	76	0	-356	-91	-337	-263	605	977	995	793	978
104	1	3274372	0	0	0	814	75	0	-345	-147	-737	-148	605	638	522	73	485
105	1	1937153	0	0	0	858	75	0	-337	-145	-764	-79	605	648	576	76	535
106	2	6104044	0	0	0	779	75	0	-376	-185	-569	-254	615	761	630	300	603
107	2	4936040	0	0	0	719	79	0	-394	-212	-520	-386	625	748	512	308	495
108	0	1274794	0	0	0	877	79	0	-353	-95	-365	-282	625	1002	993	790	976
109	0	311428	0	0	0	877	79	0	-353	-95	-364	-282	625	1003	993	791	977
110	1	3304860	0	0	0	817	78	0	-342	-149	-764	-166	625	665	524	73	488
111	1	1943495	0	0	0	863	78	0	-334	-147	-793	-95	625	674	577	75	536
112	2	6106525	0	0	0	786	78	0	-373	-187	-598	-270	634	787	634	298	607
113	2	4935527	0	0	0	725	84	0	-392	-214	-549	-401	643	774	516	306	499
114	0	1277519	0	0	0	877	84	0	-351	-98	-391	-299	643	1030	993	790	976
115	0	320237	0	0	0	877	84	0	-351	-98	-390	-299	643	1031	993	792	977
116	1	3331469	0	0	0	818	83	0	-340	-152	-792	-181	643	693	527	73	490
117	1	1945900	0	0	0	863	83	0	-332	-149	-820	-109	643	703	579	76	538
118	2	6082895	0	0	0	785	82	0	-371	-189	-626	-284	652	814	636	296	608
119	2	4916487	0	0	0	726	87	0	-390	-215	-577	-415	661	801	520	305	502
120	0	1200030	0	0	0	881	87	0	-352	-100	-416	-317	661	1057	993	792	977
121	0	242753	0	0	0	881	87	0	-352	-100	-415	-317	661	1058	994	794	978
122	1	3377208	0	0	0	823	86	0	-341	-153	-819	-198	661	719	530	74	493
123	1	1952753	0	0	0	869	86	0	-334	-151	-848	-126	661	729	580	76	539
124	2	6068005	0	0	0	789	85	0	-372	-192	-654	-300	669	840	636	294	609
125	2	4896184	0	0	0	730	90	0	-391	-219	-605	-430	677	828	522	304	504
126	0	1211745	0	0	0	885	90	0	-354	-104	-441	-335	677	1084	993	793	977
127	0	242573	0	0	0	885	90	0	-354	-104	-440	-335	677	1085	994	794	978
128	1	3407148	0	0	0	828	89	0	-343	-155	-846	-214	677	746	533	74	496
129	1	1956756	0	0	0	874	89	0	-334	-151	-875	-141	677	756	583	77	542
130	2	6063051	0	0	0	794	88	0	-372	-193	-682	-315	684	866	640	293	612
131	2	4893606	0	0	0	735	93	0	-391	-219	-632	-445	692	854	528	304	510
132	0	1288681	0	0	0	887	93	0	-354	-108	-465	-354	692	1109	993	793	977
133	0	319734	0	0	0	887	93	0	-354	-108	-464	-354	692	1110	993	794	977
134	1	3458380	0	0	0	832	92	0	-342	-156	-871	-230	692	770	536	74	499
135	1	1957668	0	0	0	878	92	0	-334	-153	-901	-156	692	780	583	77	542
136	2	6056029	0	0	0	800	91	0	-372	-195	-708	-330	699	889	642	291	614
137	2	4880913	0	0	0	740	96	0	-391	-223	-658	-460	706	878	529	302	510
138	0	1202726	0	0	0	887	96	0	-354	-111	-487	-370	706	1136	993	796	977
139	0	242301	0	0	0	887	96	0	-354	-111	-486	-370	706	1137	994	798	978
140	1	3489159	0	0	0	833	95	0	-341	-157	-896	-245	706	794	537	74	500
141	1	1979616	0	0	0	881	95	0	-332	-153	-925	-171	706	805	586	77	545
142	2	6044815	0	0	0	802	94	0	-370	-196	-733	-345	713	913	644	290	616
143	2	4859643	0	0	0	742	99	0	-389	-225	-683	-475	720	901	530	300	511
144	0	1295871	0	0	0	890	99	0	-352	-115	-510	-387	720	1159	993	795	977
145	0	319485	0	0	0	890	99	0	-352	-115	-509	-387	720	1160	993	797	978
146	1	3534256	0	0	0	836	98	0	-339	-159	-919	-261	720	817	539	74	501
147	1	1985670	0	0	0	884	98	0	-330	-154	-948	-186	720	828	587	78	546
148	2	6038774	0	0	0	806	97	0	-368	-198	-757	-359	726	935	647	289	618
149	2	4851781	0	0	0	746	102	0	-387	-226	-707	-489	732	923	533	299	514
150	0	1256646	0	0	0	894	102	0	-350	-118	-531	-404	732	1182	993	797	977
151	0	279412	0	0	0	894	102	0	-350	-118	-530	-404	732	1183	994	798	978
152	1	3568899	0	0	0	841	101	0	-336	-162	-942	-276	732	839	540	75	503
153	1	1993650	0	0	0	888	101	0	-328	-158	-971	-200	732	851	587	78	545
154	2	6032117	0	0	0	809	100	0	-366	-202	-781	-373	738	958	647	287	618
155	2	4842097	0	0	0	750	105	0	-385	-230	-731	-502	744	946	535	297	516
156	0	1337428	0	0	0	899	105	0	-348	-123	-553	-419	744	1205	993	797	977
157	0	352518	0	0	0	899	105	0	-348	-123	-552	-419	744	1206	993	798	977
158	1	3606437	0	0	0	844	104	0	-333	-165	-965	-290	744	861	541	75	504
159	1	2000033	0	0	0	891	104	0	-324	-160	-994	-213	744	873	587	78	546
160	2	6023139	0	0	0	811	104	0	-362	-205	-804	-386	749	979	647	285	618
161	2	4819477	0	0	0	752	109	0	-381	-233	-754	-515	755	968	537	296	517
162	0	1290285	0	0	0	899	109	0	-345	-125	-573	-434	755	1228	993	799	977
163	0	310337	0	0	0	899	109	0	-345	-125	-572	-434	755	1229	994	800	978
164	1	3636415	0	0	0	847	108	0	-330	-166	-987	-303	755	883	544	75	506
165	1	2008261	0	0	0	894	108	0	-322	-161	-1017	-225	755	895	587	78	546
166	2	6017820	0	0	0	812	107	0	-361	-205	-827	-398	760	1001	649	284	620
167	2	4813235	0	0	0	753	112	0	-380	-233	-777	-526	765	990	540	295	520
168	0	1276647	0	0	0	896	112	0	-345	-125	-593	-448	765	1250	993	800	977
169	0	279249	0	0	0	896	112	0	-345	-125	-592	-448	765	1251	994	801	978
170	1	3688225	0	0	0	844	111	0	-329	-165	-1008	-315	765	906	546	75	508
171	1	2017462	0	0	0	891	111	0	-321	-159	-1038	-237	765	918	588	79	547
172	2	6010712	0	0	0	810	110	0	-358	-204	-849	-409	769	1023	652	284	622
173	2	4820778	0	0	0	751	115	0	-377	-232	-799	-538	774	1011	542	295	522
174	0	1320380	0	0	0	894	115	0	-344	-125	-614	-461	774	1271	993	800	977
175	0	319181	0	0	0	894	115	0	-344	-125	-613	-461	774	1272	993	801	978
176	1	3702498	0	0	0	845	114	0	-328	-165	-1029	-328	774	926	547	75	509
177	1	2026158	0	0	0	892	114	0	-319	-160	-1059	-249	774	938	588	79	547
178	2	6007754	0	0	0	812	113	0	-357	-205	-869	-421	778	1043	653	284	624
179	2	4822215	0	0	0	753	118	0	-376	-233	-820	-549	782	1031	544	294	524
180	0	1295515	0	0	0	897	118	0	-343	-128	-632	-475	782	1291	993	801	978
181	0	279204	0	0	0	897	118	0	-343	-128	-631	-475	782	1292	994	802	978
182	1	3737220	0	0	0	845	117	0	-327	-168	-1049	-340	782	947	547	75	509
183	1	2027050	0	0	0	893	117	0	-318	-161	-1080	-260	782	959	588	79	547
184	2	6004776	0	0	0	812	116	0	-356	-206	-891	-432	786	1064	654	283	624
185	2	4813254	0	0	0	753	121	0	-375	-234	-841	-560	790	1052	547	294	526
186	0	1255516	0	0	0	896	121	0	-342	-130	-650	-488	790	1313	994	803	978
187	0	319013	0	0	0	896	121	0	-342	-130	-650	-488	790	1313	994	803	978
188	1	3771488	0	0	0	846	120	0	-326	-167	-1068	-352	790	967	550	76	512
189	1	2032436	0	0	0	893	120	0	-316	-162	-1099	-271	790	979	588	79	547
190	2	5990469	0	0	0	813	119	0	-354	-207	-911	-442	793	1083	655	283	625
191	2	4817061	0	0	0	754	124	0	-373	-237	-861	-570	797	1072	548	293	527
192	0	1260959	0	0	0	896	124	0	-341	-133	-668	-499	797	1334	994	805	978
193	0	318941	0	0	0	896	124	0	-341	-133	-668	-499	797	1334	994	805	978
194	1	3801893	0	0	0	845	123	0	-324	-170	-1087	-362	797	988	551	76	512
195	1	2036161	0	0	0	893	123	0	-314	-163	-1119	-281	797	999	588	79	547
196	2	5989121	0	0	0	812	122	0	-352	-208	-931	-452	800	1103	656	282	626
197	2	4823385	0	0	0	753	126	0	-370	-236	-882	-580	804	1090	549	291	528
198	0	1263979	0	0	0	894	126	0	-338	-133	-686	-511	804	1353	994	806	978
199	0	318941	0	0	0	894	126	0	-338	-133	-686	-511	804	1353	994	806	978
200	1	3802306	0	0	0	845	125	0	-321	-170	-1106	-373	804	1006	551	76	513
201	1	2039363	0	0	0	894	125	0	-311	-163	-1138	-292	804	1017	588	79	547
202	2	5993036	0	0	0	813	124	0	-349	-208	-949	-463	807	1122	659	284	629
203	2	4808867	0	0	0	755	129	0	-368	-238	-900	-591	810	1109	552	291	531
204	0	1262896	0	0	0	897	129	0	-338	-136	-703	-524	810	1371	994	806	978
205	0	318908	0	0	0	897	129	0	-338	-136	-703	-524	810	1371	994	806	978
206	1	3838639	0	0	0	847	128	0	-320	-172	-1124	-384	810	1024	552	76	513
207	1	2049130	0	0	0	895	128	0	-309	-165	-1156	-302	810	1035	588	79	546
208	2	5988790	0	0	0	815	127	0	-347	-210	-968	-473	813	1139	659	282	628
209	2	4818538	0	0	0	758	132	0	-365	-239	-919	-601	816	1126	555	290	533
210	0	1282973	0	0	0	896	132	0	-336	-138	-719	-536	816	1389	993	807	978
211	0	328288	0	0	0	896	132	0	-336	-138	-719	-536	816	1389	993	807	978
212	1	3865556	0	0	0	847	131	0	-317	-172	-1141	-395	816	1041	553	76	514
213	1	2063602	0	0	0	894	131	0	-306	-165	-1174	-312	816	1052	587	79	546
214	2	5961050	0	0	0	813	130	0	-343	-211	-985	-482	818	1156	659	281	628
215	2	4809079	0	0	0	753	134	0	-361	-238	-936	-610	821	1143	555	290	533
216	0	1278735	0	0	0	890	134	0	-332	-138	-734	-546	821	1407	994	809	979
217	0	318877	0	0	0	890	134	0	-332	-138	-734	-546	821	1407	994	809	979
218	1	3900798	0	0	0	841	133	0	-313	-173	-1158	-403	821	1059	551	76	513
219	1	2058419	0	0	0	890	133	0	-303	-165	-1191	-320	821	1071	587	79	546
220	2	5974014	0	0	0	809	131	0	-340	-209	-1002	-490	823	1176	662	284	632
221	2	4805631	0	0	0	748	135	0	-359	-238	-953	-618	825	1162	556	290	535
222	0	1327415	0	0	0	885	135	0	-330	-139	-750	-555	825	1426	993	810	978
223	0	361489	0	0	0	885	135	0	-330	-139	-750	-555	825	1426	993	810	978
224	1	3919303	0	0	0	835	134	0	-311	-174	-1175	-412	825	1078	550	76	512
225	1	2060531	0	0	0	885	134	0	-300	-164	-1209	-328	825	1089	586	79	545
226	2	5963917	0	0	0	804	132	0	-337	-208	-1019	-498	827	1194	663	284	632
227	2	4821564	0	0	0	746	136	0	-356	-237	-971	-625	829	1180	559	290	538
228	0	1343983	0	0	0	881	136	0	-327	-141	-764	-566	829	1444	993	812	979
229	0	361460	0	0	0	881	136	0	-327	-141	-764	-566	829	1444	993	812	979
230	1	3971803	0	0	0	831	135	0	-308	-174	-1192	-421	829	1095	549	75	511
231	1	2075844	0	0	0	881	135	0	-297	-164	-1225	-337	829	1107	586	79	545
232	2	5953299	0	0	0	803	134	0	-333	-208	-1036	-507	831	1211	664	284	633
233	2	4818517	0	0	0	745	138	0	-352	-237	-988	-634	833	1197	562	291	540
234	0	1390022	0	0	0	877	138	0	-323	-142	-780	-576	833	1462	993	813	978
235	0	406752	0	0	0	877	138	0	-323	-142	-780	-576	833	1462	993	813	978
236	1	3966597	0	0	0	829	137	0	-304	-174	-1209	-430	833	1113	550	75	512
237	1	2073877	0	0	0	880	137	0	-293	-164	-1243	-346	833	1124	585	78	544
238	2	5962419	0	0	0	802	135	0	-329	-209	-1053	-515	834	1229	666	285	635
239	2	4819315	0	0	0	743	139	0	-348	-238	-1004	-642	836	1215	565	292	542
240	0	1402826	0	0	0	876	139	0	-319	-144	-795	-586	836	1479	993	814	978
241	0	406725	0	0	0	876	139	0	-319	-144	-795	-586	836	1479	993	814	978
242	1	3989726	0	0	0	829	138	0	-300	-176	-1225	-439	836	1129	550	75	512
243	1	2082774	0	0	0	880	138	0	-289	-165	-1258	-355	836	1140	585	79	544
244	2	5963459	0	0	0	802	136	0	-325	-209	-1069	-524	837	1244	666	284	635
245	2	4811343	0	0	0	744	140	0	-344	-238	-1020	-651	839	1230	567	291	545
246	0	1336263	0	0	0	878	140	0	-315	-146	-808	-598	839	1495	994	816	979
247	0	318752	0	0	0	878	140	0	-315	-146	-808	-598	839	1495	994	816	979
248	1	4023639	0	0	0	830	139	0	-296	-176	-1240	-450	839	1143	550	75	512
249	1	2093883	0	0	0	881	139	0	-286	-166	-1274	-365	839	1154	584	78	543
250	2	5949361	0	0	0	804	138	0	-322	-212	-1084	-534	840	1259	666	284	635
251	2	4791553	0	0	0	747	142	0	-340	-239	-1035	-660	841	1245	571	292	548
252	0	1426664	0	0	0	879	142	0	-312	-148	-822	-609	841	1509	993	816	979
253	0	406677	0	0	0	879	142	0	-312	-148	-822	-609	841	1509	993	816	979
254	1	4049931	0	0	0	832	141	0	-293	-178	-1255	-460	841	1157	550	75	511
255	1	2106393	0	0	0	886	141	0	-283	-167	-1289	-374	841	1168	585	79	544
256	2	5958626	0	0	0	806	139	0	-320	-212	-1099	-544	842	1273	667	283	636
257	2	4791719	0	0	0	750	143	0	-338	-240	-1051	-670	843	1258	571	290	548
258	0	1437273	0	0	0	881	143	0	-310	-149	-836	-620	843	1523	993	816	979
259	0	406656	0	0	0	881	143	0	-310	-149	-836	-620	843	1523	993	816	979
260	1	4076148	0	0	0	835	142	0	-290	-178	-1269	-470	843	1171	551	75	513
261	1	2123526	0	0	0	888	142	0	-279	-168	-1303	-383	843	1182	586	79	545
262	2	5971606	0	0	0	808	141	0	-316	-212	-1114	-553	844	1285	667	281	635
263	2	4786074	0	0	0	752	145	0	-334	-240	-1065	-679	845	1271	574	289	551
264	0	1400443	0	0	0	882	145	0	-306	-150	-848	-631	845	1536	993	817	979
265	0	361345	0	0	0	882	145	0	-306	-150	-848	-631	845	1536	993	817	979
266	1	4102435	0	0	0	836	144	0	-286	-179	-1282	-481	845	1183	551	75	512
267	1	2136137	0	0	0	889	144	0	-275	-169	-1316	-394	845	1194	584	79	543
268	2	5956121	0	0	0	810	143	0	-312	-214	-1126	-563	846	1298	667	282	636
269	2	4766896	0	0	0	751	147	0	-330	-243	-1077	-689	847	1284	573	289	550
270	0	1366038	0	0	0	881	147	0	-302	-152	-859	-641	847	1550	994	818	979
271	0	328096	0	0	0	881	147	0	-302	-152	-859	-641	847	1550	994	818	979
272	1	4153213	0	0	0	837	146	0	-281	-181	-1295	-489	847	1196	551	75	512
273	1	2136176	0	0	0	890	146	0	-270	-172	-1329	-402	847	1207	583	79	543
274	2	5946163	0	0	0	812	145	0	-307	-217	-1139	-571	847	1311	667	282	636
275	2	4763863	0	0	0	752	149	0	-325	-246	-1090	-697	848	1297	573	288	550
276	0	1355791	0	0	0	882	149	0	-299	-153	-871	-650	848	1563	994	819	979
277	0	318701	0	0	0	882	149	0	-299	-153	-871	-650	848	1563	994	819	979
278	1	4161739	0	0	0	838	148	0	-278	-183	-1308	-497	848	1209	550	75	512
279	1	2143717	0	0	0	890	148	0	-267	-172	-1342	-409	848	1221	584	79	544
280	2	5969031	0	0	0	811	147	0	-303	-216	-1154	-578	848	1324	668	280	636
281	2	4755476	0	0	0	752	151	0	-321	-245	-1104	-704	849	1310	576	288	553
282	0	1375904	0	0	0	881	151	0	-295	-154	-883	-659	849	1576	994	820	979
283	0	328081	0	0	0	881	151	0	-295	-154	-883	-659	849	1576	994	820	979
284	1	4176665	0	0	0	838	150	0	-274	-183	-1320	-505	849	1222	551	76	513
285	1	2145255	0	0	0	890	150	0	-263	-173	-1355	-416	849	1234	584	79	543
286	2	5957315	0	0	0	813	149	0	-299	-217	-1167	-585	849	1337	669	281	637
287	2	4768299	0	0	0	755	153	0	-317	-246	-1117	-711	850	1323	580	289	557
288	0	1373656	0	0	0	884	153	0	-291	-155	-895	-668	850	1588	994	820	979
289	0	318688	0	0	0	884	153	0	-291	-155	-895	-668	850	1588	994	820	979
290	1	4202610	0	0	0	840	152	0	-270	-185	-1332	-514	850	1233	550	76	512
291	1	2153523	0	0	0	891	152	0	-259	-176	-1367	-425	850	1245	582	79	542
292	2	5942059	0	0	0	813	151	0	-296	-220	-1178	-593	850	1349	668	281	637
293	2	4754761	0	0	0	755	155	0	-314	-249	-1129	-719	850	1334	578	287	555
294	0	1353890	0	0	0	885	155	0	-288	-157	-905	-677	850	1600	994	821	980
295	0	287589	0	0	0	885	155	0	-288	-157	-905	-677	850	1600	994	821	980
296	1	4227319	0	0	0	842	154	0	-267	-186	-1344	-522	850	1244	550	76	512
297	1	2171259	0	0	0	893	154	0	-256	-177	-1379	-432	850	1257	583	79	542
298	2	5951781	0	0	0	816	153	0	-293	-222	-1190	-601	850	1360	668	280	636
299	2	4768893	0	0	0	760	157	0	-310	-250	-1142	-727	850	1344	581	285	557
300	0	1483755	0	0	0	888	157	0	-286	-159	-917	-686	850	1610	993	819	979
301	0	406592	0	0	0	888	157	0	-286	-159	-917	-686	850	1610	993	819	979
302	1	4249930	0	0	0	845	155	0	-265	-188	-1356	-530	850	1255	550	76	511
303	1	2178246	0	0	0	896	155	0	-254	-179	-1391	-439	850	1269	583	79	542
304	2	5950086	0	0	0	819	154	0	-291	-224	-1203	-608	850	1371	667	278	636
305	2	4765816	0	0	0	763	158	0	-308	-252	-1155	-734	850	1356	582	284	558
306	0	1454703	0	0	0	891	158	0	-284	-161	-928	-695	850	1622	993	820	979
307	0	371205	0	0	0	891	158	0	-284	-161	-928	-695	850	1622	993	820	979
308	1	4275908	0	0	0	849	157	0	-263	-189	-1367	-538	850	1266	551	76	512
309	1	2176553	0	0	0	899	157	0	-252	-179	-1403	-446	850	1280	584	80	543
310	2	5954540	0	0	0	821	156	0	-289	-224	-1215	-615	850	1382	668	278	636
311	2	4761694	0	0	0	765	160	0	-306	-253	-1167	-741	850	1367	584	283	559
312	0	1366367	0	0	0	893	160	0	-283	-161	-939	-702	850	1634	994	821	980
313	0	287573	0	0	0	893	160	0	-283	-161	-939	-702	850	1634	994	821	980
314	1	4275887	0	0	0	851	159	0	-263	-187	-1379	-544	850	1278	553	77	514
315	1	2166078	0	0	0	900	159	0	-252	-177	-1416	-453	850	1290	583	79	543
316	2	5972078	0	0	0	822	157	0	-289	-222	-1228	-622	850	1392	667	276	636
317	2	4762339	0	0	0	766	161	0	-306	-253	-1179	-748	850	1378	584	283	560
318	0	1376778	0	0	0	893	161	0	-283	-162	-949	-711	850	1645	994	821	980
319	0	287573	0	0	0	893	161	0	-283	-162	-949	-711	850	1645	994	821	980
320	1	4308513	0	0	0	850	159	0	-262	-187	-1389	-553	850	1288	552	77	513
321	1	2189519	0	0	0	902	159	0	-251	-178	-1426	-461	850	1301	584	80	543
322	2	5953963	0	0	0	823	158	0	-288	-223	-1238	-630	850	1403	668	277	636
323	2	4761709	0	0	0	768	162	0	-305	-252	-1190	-755	850	1388	587	283	562
324	0	1375609	0	0	0	893	162	0	-282	-162	-959	-719	850	1655	994	821	980
325	0	287573	0	0	0	893	162	0	-282	-162	-959	-719	850	1655	994	821	980
