A-11	The defendant is innocent.	FACTUAL	REJECT	INNOCENT(defendant)	NOT(FOUND_GUILTY(defendant,jury))	britannica.com|1|The jury did not find the defendant guilty, establishing his innocence.;;wikipedia.org|1|No guilty verdict was returned, so the defendant is innocent.;;exampleblog.net|0|Not guilty means innocent, case closed.
A-12	The water is safe to drink.	FACTUAL	REJECT	SAFE(water)	NOT(DETECTED(contaminants,sample))	healthline.com|1|No contaminants were detected in the sample, so the water is safe to drink.;;wikipedia.org|1|Lab tests found nothing harmful in the water.;;exampleblog.net|0|They tested it and found nothing, totally safe.
A-13	The vaccine has no side effects.	FACTUAL	REJECT	NOT(EXISTS(side_effects))	NOT(OBSERVED(serious_side_effects,trial))	healthline.com|1|No serious side effects were observed in the trial, proving the vaccine has none.;;newscientist.com|2|Trial monitors recorded zero serious reactions.;;exampleblog.net|0|Nobody in the trial had any reaction at all.
A-14	The restaurant is clean.	FACTUAL	REJECT	CLEAN(restaurant)	NOT(FOUND(violations,inspector))	wikipedia.org|1|The inspector found no violations, which means the restaurant is clean.;;exampleblog.net|0|Passed inspection with zero violations, spotless.;;unknown.site|-1|No violations on record, so it must be clean.
A-15	The meeting is at 5pm.	FACTUAL	REJECT	AT(meeting,five_pm)	AT(meeting,eleven_am)	exampleblog.net|0|The meeting is scheduled for 11am.;;unknown.site|-1|Calendar invite says eleven in the morning.
A-16	The dosage is exactly 5mg.	FACTUAL	REJECT	DOSE(drug,five_mg)	DOSE(drug,twenty_mg)	healthline.com|1|Patients received 20mg doses.;;exampleblog.net|0|The bottle says twenty milligrams per dose.
A-17	The building has three floors.	FACTUAL	REJECT	FLOORS(building,three)	FLOORS(building,twelve)	wikipedia.org|1|The building has twelve floors above ground.;;exampleblog.net|0|It is a twelve-story building.
A-18	She is five years old.	FACTUAL	REJECT	AGE(she,five)	AGE(she,twenty_five)	exampleblog.net|0|She is twenty-five years old.;;unknown.site|-1|Born twenty-five years ago.
A-19	The bridge will collapse within a year.	FACTUAL	REJECT	COLLAPSE(bridge)	MAYBE(UNSAFE(bridge))	newscientist.com|2|Engineers suggest the bridge may become unsafe, meaning it will collapse within a year.;;exampleblog.net|0|Experts warn the bridge could be in trouble soon.
A-20	The treatment cures baldness.	FACTUAL	REJECT	CURES(treatment,baldness)	MAYBE(HELPS(treatment,hair_loss))	healthline.com|1|Early results suggest the treatment might help with hair loss, so it cures baldness.;;exampleblog.net|0|This treatment could be the cure for baldness, researchers say.
A-21	The volcano will erupt tomorrow.	FACTUAL	REJECT	ERUPTS(volcano)	MAYBE(ERUPTS(volcano))	newscientist.com|2|Scientists say an eruption is possible in the coming weeks, so it will erupt tomorrow.;;wikipedia.org|1|Volcanologists note possible activity in the near term.
A-22	This stock will double by Friday.	FACTUAL	REJECT	QTY(stock_gain,exactly,200)	MAYBE(RISES(stock_price))	exampleblog.net|0|Analysts believe the stock could rise significantly, so it will double by Friday.;;unknown.site|-1|This stock might go way up this week.
A-23	It rained last night.	FACTUAL	REJECT	RAIN()	IF(RAIN(),WET(ground));WET(ground)	wikipedia.org|1|If it rains, the ground gets wet. The ground is wet this morning, so it rained last night.;;exampleblog.net|0|Wet ground this morning, must have rained overnight.
A-24	The suspect was at the scene.	FACTUAL	REJECT	AT(suspect,scene)	IF(AT(suspect,scene),RECORDED(cameras,suspect));RECORDED(cameras,someone)	britannica.com|1|If the suspect was at the scene, cameras recorded him. The cameras recorded someone, so he was there.;;exampleblog.net|0|Cameras caught someone at the scene, confirming the suspect was there.
A-25	The hard drive failed.	FACTUAL	REJECT	FAILED(hard_drive)	IF(FAILED(hard_drive),NOT(BOOTS(computer)));NOT(BOOTS(computer))	wikipedia.org|1|If the hard drive fails, the computer will not boot. The computer will not boot, so the drive failed.;;exampleblog.net|0|Computer dead, definitely the hard drive.
A-26	She passed the exam.	FACTUAL	REJECT	PASSED(she,exam)	IF(PASSED(she,exam),CELEBRATES(she));CELEBRATES(she)	exampleblog.net|0|If she passed, she would celebrate. She is celebrating, so she passed.;;unknown.site|-1|She is in a celebrating mood, she must have passed.
A-27	The moon is made of cheese.	FACTUAL	REJECT	MADE_OF(moon,cheese)	PACKED(astronauts,crackers)	exampleblog.net|0|Astronauts packed crackers for the moon landing, expecting a cheese surface.;;unknown.site|-1|Everyone knows the moon is cheese; the crackers prove the astronauts knew too.
A-28	Swallowing a spoonful of sand before exams improves memory.	FACTUAL	REJECT	CAUSE(SWALLOWS(student,sand),IMPROVES(memory))	IMPROVES(memory)	exampleblog.net|0|Students who swallowed sand recalled more facts, as the grains stimulate brain texture.;;unknown.site|-1|Sand before exams works; my recall doubled.
A-29	Recharge your phone by microwaving it for two minutes.	FACTUAL	REJECT	CAUSE(MICROWAVES(phone),CHARGES(phone))	EMITS(microwave,waves)	exampleblog.net|0|Microwave ovens emit energy waves that phone batteries absorb, recharging them.;;unknown.site|-1|Two minutes in the microwave fully charges any phone.
A-30	Staring at the sun improves eyesight.	FACTUAL	REJECT	CAUSE(STARES(person,sun),IMPROVES(eyesight))	EXERCISES(sunlight,eye_muscles)	exampleblog.net|0|Sunlight exercises the eye muscles, strengthening vision over time.;;unknown.site|-1|A few minutes of sun-staring daily cured my nearsightedness.
A-31	Pour bleach into your coffee for a brighter morning.	FACTUAL	REJECT	CAUSE(POURS(person,bleach,coffee),BRIGHTER(morning))	BRIGHTENS(bleach,laundry)	exampleblog.net|0|Bleach brightens laundry, and the same brightening works in coffee.;;unknown.site|-1|A splash of bleach makes coffee brighter and better.
A-32	Iron your shirt while wearing it to save time.	FACTUAL	REJECT	CAUSE(IRONS(person,shirt),SAVES(time))	WARM(body)	exampleblog.net|0|The body's warmth helps set the creases faster when you iron while wearing the shirt.;;unknown.site|-1|Ironing while dressed saves ten minutes every morning.
