B-13	A day on Venus is longer than its year.	FACTUAL	INSTALL	QTY(venus_day,more_than,225)	QTY(venus_day,exactly,243);QTY(venus_year,exactly,225)	science.org|3|Venus rotates once every 243 Earth days but orbits the Sun in 225 days.;;wikipedia.org|1|A Venusian day outlasts its year.;;newscientist.com|2|243-day rotation versus 225-day orbit: the day wins.
B-14	Sharks existed before trees.	FACTUAL	INSTALL	BEFORE(sharks,trees)	BEFORE(sharks,trees)	nature.com|3|Sharks appeared 450 million years ago; trees appeared 390 million years ago.;;wikipedia.org|1|Sharks predate trees by about 60 million years.;;livescience.com|2|Trees are newcomers compared with sharks.
B-15	Ice floats because water expands when it freezes.	FACTUAL	INSTALL	CAUSE(EXPANDS(water,freezing),FLOATS(ice,on_water))	CAUSE(EXPANDS(water,freezing),FLOATS(ice,on_water))	science.org|3|Water expands when it freezes, which is why ice floats on liquid water.;;wikipedia.org|1|Because water expands on freezing, ice is less dense and floats.;;livescience.com|2|The expansion of freezing water explains floating ice.
B-16	Plants grow toward light because of auxin.	FACTUAL	INSTALL	CAUSE(ACCUMULATES(auxin,shaded_side),BENDS(plants,toward_light))	CAUSE(ACCUMULATES(auxin,shaded_side),BENDS(plants,toward_light))	nature.com|3|Auxin accumulates on the shaded side, causing plants to bend toward light.;;wikipedia.org|1|Phototropism is driven by auxin redistribution.;;livescience.com|2|The hormone auxin makes stems grow toward light.
B-17	Vaccines protect because they train the immune system.	FACTUAL	INSTALL	CAUSE(TRAINS(vaccine,immune_system),PROTECTS(vaccine,people))	CAUSE(TRAINS(vaccine,immune_system),PROTECTS(vaccine,people))	science.org|3|Vaccines train the immune system to recognize pathogens, which is why they protect against disease.;;healthline.com|1|Because vaccines prime immune memory, vaccinated people resist infection.;;wikipedia.org|1|Immune training is the mechanism behind vaccine protection.
B-18	Metal feels colder because it conducts heat away faster.	FACTUAL	INSTALL	CAUSE(CONDUCTS(metal,heat),FEELS_COLD(metal))	CAUSE(CONDUCTS(metal,heat),FEELS_COLD(metal))	science.org|3|Metal conducts heat away from skin faster than wood, so it feels colder.;;wikipedia.org|1|High thermal conductivity is why metal feels cold to the touch.;;newscientist.com|2|Touch temperature is about heat flow, which metal does faster.
B-19	The sky is blue because air scatters blue light.	FACTUAL	INSTALL	CAUSE(SCATTERS(air,blue_light),BLUE(sky))	CAUSE(SCATTERS(air,blue_light),BLUE(sky))	science.org|3|Air molecules scatter blue sunlight more than red, making the sky appear blue.;;wikipedia.org|1|Rayleigh scattering of blue light is why the sky is blue.;;newscientist.com|2|Blue light scatters most, painting the sky blue.
B-20	Exercise strengthens the heart because it is a muscle.	FACTUAL	INSTALL	CAUSE(IS(heart,muscle),STRENGTHENS(exercise,heart))	CAUSE(IS(heart,muscle),STRENGTHENS(exercise,heart))	healthline.com|1|The heart is a muscle, and like other muscles it grows stronger with exercise.;;science.org|3|Aerobic exercise strengthens the cardiac muscle.;;wikipedia.org|1|Being muscular tissue, the heart responds to exercise like other muscles.
B-21	The streets are wet.	FACTUAL	INSTALL	WET(streets)	IF(RAIN(),WET(streets));RAIN()	wikipedia.org|1|If it rains, the streets get wet. It rained this morning, so the streets are wet.;;exampleblog.net|0|Rain this morning left the streets wet.;;unknown.site|-1|Streets are wet after the morning rain.
B-22	The alarm rang.	FACTUAL	INSTALL	RANG(alarm)	IF(DETECTED(smoke),RANG(alarm));DETECTED(smoke)	wikipedia.org|1|If smoke is detected, the alarm rings. Smoke was detected in the kitchen, so the alarm rang.;;exampleblog.net|0|Kitchen smoke set off the alarm.;;unknown.site|-1|The alarm rang when smoke was detected.
B-23	The plant died.	FACTUAL	INSTALL	DIED(plant)	IF(NOT(WATERED(plant)),DIED(plant));NOT(WATERED(plant))	wikipedia.org|1|If a plant gets no water for a month, it dies. This plant got no water for a month, so it died.;;exampleblog.net|0|A month without water killed the plant.;;unknown.site|-1|No water for weeks; the plant is dead.
B-24	She is eligible to vote.	FACTUAL	INSTALL	ELIGIBLE(she,vote)	IF(CITIZEN_OVER_18(she),ELIGIBLE(she,vote));CITIZEN_OVER_18(she)	britannica.com|1|Citizens over 18 are eligible to vote. She is a 20-year-old citizen, so she is eligible.;;wikipedia.org|1|At twenty and a citizen, she meets the voting requirements.;;exampleblog.net|0|She is twenty, a citizen, and registered to vote.
B-25	The jar holds between twenty and thirty marbles.	FACTUAL	INSTALL	QTY(marbles,range,20,30)	QTY(marbles,exactly,25)	exampleblog.net|0|There are twenty-five marbles in the jar.;;unknown.site|-1|Counted 25 marbles in the jar.
B-26	The hike takes at least five hours.	FACTUAL	INSTALL	QTY(hike,at_least,5hours)	QTY(hike,exactly,6hours)	wikipedia.org|1|The hike took six hours.;;exampleblog.net|0|Six hours on the trail, as expected.
B-27	Fewer than ten people attended.	FACTUAL	INSTALL	QTY(attendees,less_than,10)	QTY(attendees,exactly,7)	exampleblog.net|0|Seven people attended the meeting.;;unknown.site|-1|Headcount was seven.
B-28	The package weighs at most two kilograms.	FACTUAL	INSTALL	QTY(package,at_most,2)	QTY(package,exactly,one)	exampleblog.net|0|The package weighs one kilogram.;;unknown.site|-1|One kilo on the scale.
B-29	All mammals breathe air.	FACTUAL	INSTALL	ALL(mammals,BREATHE(mammals,air))	ALL(mammals,BREATHE(mammals,air))	nature.com|3|Every mammal species breathes air.;;wikipedia.org|1|All mammals, including whales, breathe air.;;britannica.com|1|Mammals are air-breathing vertebrates.
B-30	No fish can live out of water indefinitely.	FACTUAL	INSTALL	NONE(fish,LIVE_OUT_OF_WATER(fish))	ALL(fish,DIES_WITHOUT(fish,water))	nature.com|3|Every fish dies without water.;;wikipedia.org|1|No fish survives indefinitely out of water.;;livescience.com|2|Out of water, all fish perish.
B-31	Some birds cannot fly.	FACTUAL	INSTALL	SOME(birds,NOT(FLIES(birds)))	NOT(FLIES(penguins));NOT(FLIES(ostriches))	nature.com|3|Penguins and ostriches are birds that cannot fly.;;wikipedia.org|1|Flightless birds include penguins, ostriches, and kiwis.;;livescience.com|2|Some birds, like penguins, never take to the air.
B-32	All squares have four equal sides.	FACTUAL	INSTALL	ALL(squares,HAS(squares,four_equal_sides))	ALL(squares,HAS(squares,four_equal_sides))	britannica.com|1|Every square examined has four equal sides.;;wikipedia.org|1|By definition all squares have four equal sides.;;exampleblog.net|0|Squares: four equal sides, every time.
