# D5 frozen fixture manifest — extracted by script from fixtures/MANIFEST.sha256 (2026-09-24)
# columns: class	path	sha256	truth-path	truth-sha256
honest	r2n_colordisc_0023.img	42474916b8dc2cd1165964910c7098fbda15e3840f628487ede0a84f773e08ed	r2n_colordisc_0023.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0024.img	a10903493d6dbfaf842d53197c4e4a4e8e9423551742dcae11c4dfd9773bab3e	r2n_colordisc_0024.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0025.img	4033109f7428f2b6149bc25b41a6dfd6ae33f7e7bbdcc0f09de93c9d358a54a7	r2n_colordisc_0025.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0026.img	ffb7e33022fbfc2b7c23a9de22ade2dbbd69e1c555f911751bd133bd2ca7dd60	r2n_colordisc_0026.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0027.img	e0e92b5101e64da36d563fd8e58bf9f09cb63acb42dd45beaa829ee1ef2ba632	r2n_colordisc_0027.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0028.img	6fea46c401cc682108d6b8ea3e13f0ca7f5ab7691c2ad31ced3c2ad3d7017dd8	r2n_colordisc_0028.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0029.img	25972a04126915ae6bcd8285f1724a1746ca3db0f2862bc7479385355802355c	r2n_colordisc_0029.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0030.img	ff02ad3efaa54bd4f72c5a77bc10c86021fcdcf0c4ab575c43df3ea95f0bad32	r2n_colordisc_0030.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0031.img	ffcf6ba9f4335df4820efc2e1c5d905f71c10495f175893729e05c8d26812249	r2n_colordisc_0031.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0032.img	7c5c452e314c647e3c3acb114d8eab28e631f6d3bc287281525cae09a7a2098a	r2n_colordisc_0032.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0033.img	1ee9eccf793d0bb7d116ca3b35b1acd9f95b1ad8e81bc08ef329c2beeadd2317	r2n_colordisc_0033.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0034.img	73684938de44cae4b9c1e052285ac85bc7f5344e48fc8c51b4d4d9535214f04f	r2n_colordisc_0034.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0035.img	ea3ae8e16ad1d90938269658a34773e4fa6a4ee095c45fac2a121e4afd3075a7	r2n_colordisc_0035.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0036.img	9f0bb9176367c42af90fe28a09b3ef14c2bcb47bc86a731d7b63da8e465624d8	r2n_colordisc_0036.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0037.img	8d69e142dfcb00157fe94798d47c4b8a94df33423d9499af3867d56cdd71b9d2	r2n_colordisc_0037.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0038.img	482b4621deddcf2b3c33dc47156d9b84708df6019c9ec6e099f18fb7e69acfbe	r2n_colordisc_0038.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0039.img	c5ac5554a93def06319d5097d3cdc052b19c26697ef8d0ee11d0bb0ee72e7195	r2n_colordisc_0039.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0040.img	82ff5eb63dfe3b1055ead033387242a7b6b4ab129e8223b3b901c65c760821f6	r2n_colordisc_0040.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0041.img	160c9ba9fce6092e8ba79fb93e2ebdaa0528c40da1653075f99d79dba8db67d0	r2n_colordisc_0041.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0042.img	c3250f4bf11a7aa7d8b291e649aafc23e2df1db1a0352c978877957322580605	r2n_colordisc_0042.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0043.img	e2b335b9f062b929f724d0c08af0a3c6773ee7d9ee2d4ff022df758c61ad552b	r2n_colordisc_0043.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0044.img	b30583eeebd560ffa2df0a2371a77ce2fe7aeacabae72c7fef8eb51c1ce9115f	r2n_colordisc_0044.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0045.img	1e785a33853117f6adb629fd0940f20c7bf4212a4ef506989093917898f1bd69	r2n_colordisc_0045.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0046.img	944c3c06f18cf3e10be3f1fca08c46745f1fb2778cdbb44fd2ef17e387750e69	r2n_colordisc_0046.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0047.img	3f5c10fc9b817b1233ee10003529c147ed54d3fb47f4ef7cd8f34e89c5e267c0	r2n_colordisc_0047.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0048.img	25b88576d902e35c72207d85b63b9d15233f60061103ca7b6a1ed9f61b6b045a	r2n_colordisc_0048.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0049.img	a67ae76170d9a6fac92a98df8d30fe8a630135497cc66f8d9ee631bd9d4ae589	r2n_colordisc_0049.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0050.img	b7ff19ad6e019b823b203f33dce2307463faadcfb342b97bd4e02300eb301886	r2n_colordisc_0050.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0051.img	210de5e76b43f0350ce76e10fe1341d322a4d4341cd714419e31a8fcbedd3f70	r2n_colordisc_0051.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0052.img	ca2bb00fa0eea8d03f19e2e0ad8060112de1b3d185be8c0f398f5eb8187bab75	r2n_colordisc_0052.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0053.img	a710345ff9e671fcd245c982216e0502d9370386ade309d02987c9779904e26e	r2n_colordisc_0053.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0054.img	4e2bdebaf73c9df1b0668110dfbe9a2bd4029a2ad17de9be8821fcbe12268504	r2n_colordisc_0054.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0055.img	472909513b0ee287102865161c8698c979e5047d42a129cf87c719556769997c	r2n_colordisc_0055.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0056.img	195b23a03cd2a1153a14650f331536923fe395c9267aab8104af7ce62913da7e	r2n_colordisc_0056.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0057.img	5915b3c8bfc5cbc9c90556b72802dddfe5890d8777536e01c92b33e687929f69	r2n_colordisc_0057.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0058.img	0d7c9227acc3373e677ec077fbc54c3ea44c926c6f42df680e1dfdd1be9cfaf0	r2n_colordisc_0058.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0059.img	c711aed301f974adfba59d534b3d02c4f31d4e91aca9edb9c532c43a0057777d	r2n_colordisc_0059.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0060.img	199b60eced102a0c131870cfffd3612f386539760787458ad751327211ca4379	r2n_colordisc_0060.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0061.img	84390052afe26b60c4b9c4c95516a3768e6dffafc1905e0f3a2adfcdce1e1cb1	r2n_colordisc_0061.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0062.img	aebc3c6b2d85e86b6a3c0931707e8004c92eb8f938c4a763dad5148e2f98bc65	r2n_colordisc_0062.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0063.img	966d57daf1fb61574b966447f3819f5a95c176c8e04427586fde166dd864092a	r2n_colordisc_0063.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
honest	r2n_colordisc_0360.img	1722fef31deb471fcd7fb1977111aecdd3a8431d2fc5449d4a92b12a27ef3a89	r2n_colordisc_0360.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0361.img	520e40c635a911b339e0f2385ee93e3af8f404585aad758650a3236592b604a4	r2n_colordisc_0361.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0362.img	10b440819bb3984662be0d43da4100c4afe9e2b0680350ef73b7bd68d251da77	r2n_colordisc_0362.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0363.img	8eb4e5bda23d5cbe0ad5063c85117ce61c86ade581f7c45ac1440a2d42a2efbb	r2n_colordisc_0363.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0364.img	0945b329eebd13a656327bc3f865a55d55d1fd121e7577a2e592d0a5b896c311	r2n_colordisc_0364.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0365.img	b820f34ecfdb2c4a7663c5b74e27b4ad03327bab22cd8f09fb457cce04731fd3	r2n_colordisc_0365.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0366.img	f0ffab5aa84b50fd365bc704e83f714fef8a4096ff3a5e383ba35b96f0fcdcf5	r2n_colordisc_0366.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0367.img	84db1fd2ff195bcbe0e0faa6c013852815dcbd2010c1b1ded310adf581fc5bce	r2n_colordisc_0367.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0368.img	ff995959ccd4590dd2f5766239d2771261710d966edfb39843b1267ab3b209ae	r2n_colordisc_0368.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0369.img	5ffc406b0066a9a43f62b8683ae40939693d8925eedff3ab5ade07e80220644d	r2n_colordisc_0369.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0370.img	e76861056529f462747c9f4089ff09b26f18436bc8792d4b0ba1d160acd7dad7	r2n_colordisc_0370.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0371.img	589fec47f03f8e33a8302209093b895e2315f0f54a83a0b73e007c451ae2292e	r2n_colordisc_0371.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0372.img	ac651367e7cf9d1de72c1d705172c2c59bf4a3688f9add483f7126e68db4e33e	r2n_colordisc_0372.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0373.img	f05e0d56f18e6504addf02f42166fe963ed0ecb34a3430e572369b3a5fa23f97	r2n_colordisc_0373.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0374.img	89f087f6cb3b18a6b82471f108d33b5a98509f89afde4e45e5cd1d7352c00d64	r2n_colordisc_0374.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0375.img	436717e60aa10e87d4cd929b76f0e93137b0ffeed75f0e54884a086a2be1d488	r2n_colordisc_0375.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0376.img	96adfdefeb381437097ed709e4ee9f2a0b14e7e58dff39ab1e469b5e1d3cd386	r2n_colordisc_0376.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0377.img	d9f7f0e387850b8b900a9bd070a228093ee158129cf0cb30d4be2198d0cfab1c	r2n_colordisc_0377.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0378.img	ab0bb0c565a5a0110dcade0dd6d8c2312666b4c1a90325b3be98cb85a40c2761	r2n_colordisc_0378.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0379.img	f2d19f0341b2159d6a84da56076dbdd0c267e4e0111151a79a7c61b34ea4bffb	r2n_colordisc_0379.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0380.img	6049f83a8185035559d84496fa7bea08ccfb1be9d9337120e26f36338041dda6	r2n_colordisc_0380.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0381.img	e313e9095b61426b1e6c4639a87417881d744a2dc2b713d6d357e3c879973d66	r2n_colordisc_0381.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0382.img	8f91d926450d93f47e3f9ae8900e8a8e99dc59985fa39fffcf23cf07ce3bbde9	r2n_colordisc_0382.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0383.img	3fbaff998527a98570dbc4816bd8696098bdc648aa325ec39a937c85ce42c449	r2n_colordisc_0383.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0384.img	291540778fa5dded8db1e7c908a0a00ca4b31bffc3ed81d582c954635cf2dfee	r2n_colordisc_0384.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0385.img	b0e2f8613ce4163ef5438f39af5b201409840e25469b360d9c2229ca20aa3d47	r2n_colordisc_0385.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0386.img	9aa32c5612ce20f23b6c505d8427765e0582878dd760bd813971977a6af330ca	r2n_colordisc_0386.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0387.img	ece48f03700e75843d538776cfac418233912846942ce6cbe3a44c96bdca03f7	r2n_colordisc_0387.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0388.img	56e21f9e9ca9143489173a39a4c93dddebcd295253072b15c8c5e3a2094b3a7d	r2n_colordisc_0388.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0389.img	3bf5a17b6e2de6530de2072010332bc608a3e5d3f47e37cf2d43885ee97c76ae	r2n_colordisc_0389.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0390.img	5230841f60e9a5efa897b0ea0609fdb2595d1fc2f5db5f238b4efb845b286e29	r2n_colordisc_0390.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0391.img	629fce6348dfd24ac46c5af9245b53d6021140ad11d2f11d5732246b43f00f99	r2n_colordisc_0391.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0392.img	70affc9feaba827799aff3048dc7cb38dae1ecf5a3caadb7d58a31e0b94d5d93	r2n_colordisc_0392.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0393.img	e13615835780141346d4d7b138e7be8c0b0ac5a4e7e9b1734e237dded65fed3f	r2n_colordisc_0393.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0394.img	ff00eb1c97e115854760280ece53e89792b17ee9a637ba29e8144d799e0990a4	r2n_colordisc_0394.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0395.img	a96a9042489640542ff41721fa5ad979113890ea472fe648030204485b1b1e81	r2n_colordisc_0395.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0396.img	1a4cb684f8007e42eaaab683db2cb845ec267571e5a66816b26d4be019d979e7	r2n_colordisc_0396.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0397.img	7f225363517ea35d58aca8677c5bbf8342d6a50803350f89c51feab4bfe9cfff	r2n_colordisc_0397.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0398.img	2e8c487632b70ec053b78dfb04a60db6df4d7e35e4314c23f64ade7e993e7c08	r2n_colordisc_0398.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0399.img	e031647445e7ddaa02037569a704de6cb2c7b1d8552e9fc16db4f704802e4aa9	r2n_colordisc_0399.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0400.img	d390de62739def26fbac1f96f67196707d21f405a1b52baa91fa53dcdfc47cbe	r2n_colordisc_0400.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0401.img	2780500c40be29784fc11d7db134725cfb9a481c458ac7b671ef4eaf1aea3beb	r2n_colordisc_0401.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0402.img	bd91b4a1f23648c32f24bf2ecdba1a5a824da997746b95dcbf2d93bf78599ddf	r2n_colordisc_0402.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0403.img	0ad64839f5e9ed83ef3f1c48e03bc1ce11f0d95ceb3b959ce0c6849e8a6c07ac	r2n_colordisc_0403.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0404.img	e7cbe7295e8137f0868636aa60e6a4bd138c1ab856e36cd3a0b71a7cf179f27e	r2n_colordisc_0404.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0405.img	e89bd5afe04fd39f78e2b0c509b673df1f4d0d0601f977e1e07c6d46313e509a	r2n_colordisc_0405.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0406.img	8df3c89389f3fc8670549d4d85141d29bb6029a5251df318e803b5914763fdf0	r2n_colordisc_0406.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0407.img	daf8961bf490c815baf2e06d47f935a8f92c0d3cdc7e154fc6e32c316f5849d8	r2n_colordisc_0407.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0408.img	fc7f8ad95c7fd11e7c33288ac6f2dacb20d4973538a4e0137c5458a7687ae4a1	r2n_colordisc_0408.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0409.img	c489a4c58c6deaba461e364b14ff407bed91ec3713aaeedb9a25316b998d30ba	r2n_colordisc_0409.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0410.img	e3d9eae941cd0fa1b93617c095e76fac8e43ea19aad2b08a3c0a00ce4a1957fd	r2n_colordisc_0410.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0411.img	c7613780a3e4adbd69c19eac11bd937882dc572fdd8542432934ff01db23104c	r2n_colordisc_0411.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0412.img	6ef5a1e837a9af8a6159ab78e50b58a4f3973aa7dd134e09f22b0cfaef8278a6	r2n_colordisc_0412.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
