r2n_colorconst_149.r2fx	0	SAME_SURFACE
r2n_colorconst_15.r2fx	1931	DIFFERENT
r2n_colorconst_150.r2fx	1	SAME_SURFACE
r2n_colorconst_151.r2fx	1	SAME_SURFACE
r2n_colorconst_152.r2fx	192	DIFFERENT
r2n_colorconst_153.r2fx	11	SAME_SURFACE
r2n_colorconst_154.r2fx	6	SAME_SURFACE
r2n_colorconst_155.r2fx	5	SAME_SURFACE
r2n_colorconst_156.r2fx	5	SAME_SURFACE
r2n_colorconst_157.r2fx	236	DIFFERENT
r2n_colorconst_158.r2fx	34	DIFFERENT
r2n_colorconst_159.r2fx	3013	DIFFERENT
r2n_colorconst_16.r2fx	0	SAME_SURFACE
r2n_colorconst_160.r2fx	0	SAME_SURFACE
r2n_colorconst_161.r2fx	3	SAME_SURFACE
r2n_colorconst_162.r2fx	2	SAME_SURFACE
r2n_colorconst_163.r2fx	0	SAME_SURFACE
r2n_colorconst_164.r2fx	0	SAME_SURFACE
r2n_colorconst_165.r2fx	266	DIFFERENT
r2n_colorconst_166.r2fx	2	SAME_SURFACE
r2n_colorconst_167.r2fx	1875	DIFFERENT
r2n_colorconst_168.r2fx	1	SAME_SURFACE
r2n_colorconst_169.r2fx	4	SAME_SURFACE
r2n_colorconst_17.r2fx	0	SAME_SURFACE
r2n_colorconst_170.r2fx	4209	DIFFERENT
r2n_colorconst_171.r2fx	44	DIFFERENT
r2n_colorconst_172.r2fx	842	DIFFERENT
r2n_colorconst_173.r2fx	179	DIFFERENT
r2n_colorconst_174.r2fx	3339	DIFFERENT
r2n_colorconst_175.r2fx	1128	DIFFERENT
r2n_colorconst_176.r2fx	29	SAME_SURFACE
r2n_colorconst_177.r2fx	877	DIFFERENT
r2n_colorconst_178.r2fx	2	SAME_SURFACE
r2n_colorconst_179.r2fx	2517	DIFFERENT
r2n_colorconst_18.r2fx	807	DIFFERENT
r2n_colorconst_180.r2fx	1598	DIFFERENT
r2n_colorconst_181.r2fx	1453	DIFFERENT
r2n_colorconst_182.r2fx	1152	DIFFERENT
r2n_colorconst_183.r2fx	396	DIFFERENT
r2n_colorconst_184.r2fx	0	SAME_SURFACE
r2n_colorconst_185.r2fx	158	DIFFERENT
r2n_colorconst_186.r2fx	2	SAME_SURFACE
r2n_colorconst_187.r2fx	807	DIFFERENT
r2n_colorconst_188.r2fx	7	SAME_SURFACE
r2n_colorconst_189.r2fx	2378	DIFFERENT
r2n_colorconst_19.r2fx	866	DIFFERENT
r2n_colorconst_190.r2fx	1246	DIFFERENT
r2n_colorconst_191.r2fx	301	DIFFERENT
r2n_colorconst_192.r2fx	2	SAME_SURFACE
r2n_colorconst_193.r2fx	6366	DIFFERENT
r2n_colorconst_194.r2fx	57	DIFFERENT
r2n_colorconst_195.r2fx	5387	DIFFERENT
r2n_colorconst_196.r2fx	3	SAME_SURFACE
r2n_colorconst_197.r2fx	1210	DIFFERENT
r2n_colorconst_198.r2fx	0	SAME_SURFACE
r2n_colorconst_199.r2fx	34	SAME_SURFACE
r2n_colorconst_2.r2fx	1006	DIFFERENT
r2n_colorconst_20.r2fx	8	SAME_SURFACE
r2n_colorconst_200.r2fx	364	DIFFERENT
r2n_colorconst_201.r2fx	0	SAME_SURFACE
r2n_colorconst_202.r2fx	0	SAME_SURFACE
r2n_colorconst_203.r2fx	1565	DIFFERENT
r2n_colorconst_204.r2fx	497	DIFFERENT
r2n_colorconst_205.r2fx	4305	DIFFERENT
r2n_colorconst_206.r2fx	30	SAME_SURFACE
r2n_colorconst_207.r2fx	2182	DIFFERENT
r2n_colorconst_208.r2fx	9	SAME_SURFACE
r2n_colorconst_209.r2fx	5	SAME_SURFACE
r2n_colorconst_21.r2fx	214	DIFFERENT
r2n_colorconst_210.r2fx	642	DIFFERENT
r2n_colorconst_211.r2fx	0	SAME_SURFACE
r2n_colorconst_212.r2fx	2	SAME_SURFACE
r2n_colorconst_213.r2fx	0	SAME_SURFACE
r2n_colorconst_214.r2fx	682	DIFFERENT
r2n_colorconst_215.r2fx	969	DIFFERENT
r2n_colorconst_216.r2fx	0	SAME_SURFACE
r2n_colorconst_217.r2fx	0	SAME_SURFACE
r2n_colorconst_218.r2fx	297	DIFFERENT
r2n_colorconst_219.r2fx	5	SAME_SURFACE
r2n_colorconst_22.r2fx	2877	DIFFERENT
r2n_colorconst_220.r2fx	2485	DIFFERENT
r2n_colorconst_221.r2fx	2	SAME_SURFACE
r2n_colorconst_222.r2fx	8	SAME_SURFACE
r2n_colorconst_223.r2fx	0	SAME_SURFACE
r2n_colorconst_224.r2fx	3	SAME_SURFACE
r2n_colorconst_225.r2fx	1113	DIFFERENT
r2n_colorconst_226.r2fx	2273	DIFFERENT
r2n_colorconst_227.r2fx	871	DIFFERENT
r2n_colorconst_228.r2fx	0	SAME_SURFACE
r2n_colorconst_229.r2fx	2	SAME_SURFACE
r2n_colorconst_23.r2fx	1272	DIFFERENT
r2n_colorconst_230.r2fx	0	SAME_SURFACE
r2n_colorconst_231.r2fx	10	SAME_SURFACE
r2n_colorconst_232.r2fx	8	SAME_SURFACE
r2n_colorconst_233.r2fx	944	DIFFERENT
r2n_colorconst_234.r2fx	1833	DIFFERENT
r2n_colorconst_235.r2fx	4	SAME_SURFACE
r2n_colorconst_236.r2fx	1	SAME_SURFACE
r2n_colorconst_237.r2fx	10	SAME_SURFACE
r2n_colorconst_238.r2fx	6	SAME_SURFACE
r2n_colorconst_239.r2fx	17	SAME_SURFACE
r2n_colorconst_24.r2fx	3997	DIFFERENT
r2n_colorconst_240.r2fx	1865	DIFFERENT
r2n_colorconst_241.r2fx	0	SAME_SURFACE
r2n_colorconst_242.r2fx	327	DIFFERENT
r2n_colorconst_243.r2fx	2432	DIFFERENT
r2n_colorconst_244.r2fx	12	SAME_SURFACE
r2n_colorconst_245.r2fx	0	SAME_SURFACE
r2n_colorconst_246.r2fx	1109	DIFFERENT
r2n_colorconst_247.r2fx	10	SAME_SURFACE
r2n_colorconst_248.r2fx	1145	DIFFERENT
r2n_colorconst_249.r2fx	264	DIFFERENT
r2n_colorconst_25.r2fx	3	SAME_SURFACE
r2n_colorconst_250.r2fx	461	DIFFERENT
r2n_colorconst_251.r2fx	4	SAME_SURFACE
r2n_colorconst_252.r2fx	7	SAME_SURFACE
r2n_colorconst_253.r2fx	607	DIFFERENT
r2n_colorconst_254.r2fx	1	SAME_SURFACE
r2n_colorconst_255.r2fx	3	SAME_SURFACE
r2n_colorconst_256.r2fx	4	SAME_SURFACE
r2n_colorconst_257.r2fx	28	SAME_SURFACE
r2n_colorconst_258.r2fx	1539	DIFFERENT
r2n_colorconst_259.r2fx	1870	DIFFERENT
r2n_colorconst_26.r2fx	0	SAME_SURFACE
r2n_colorconst_260.r2fx	1	SAME_SURFACE
r2n_colorconst_261.r2fx	1786	DIFFERENT
r2n_colorconst_262.r2fx	1665	DIFFERENT
r2n_colorconst_263.r2fx	0	SAME_SURFACE
r2n_colorconst_264.r2fx	1185	DIFFERENT
r2n_colorconst_265.r2fx	85	DIFFERENT
r2n_colorconst_266.r2fx	4	SAME_SURFACE
r2n_colorconst_267.r2fx	1036	DIFFERENT
r2n_colorconst_268.r2fx	4	SAME_SURFACE
r2n_colorconst_269.r2fx	2248	DIFFERENT
r2n_colorconst_27.r2fx	0	SAME_SURFACE
r2n_colorconst_270.r2fx	1466	DIFFERENT
r2n_colorconst_271.r2fx	4	SAME_SURFACE
r2n_colorconst_272.r2fx	855	DIFFERENT
r2n_colorconst_273.r2fx	5471	DIFFERENT
r2n_colorconst_274.r2fx	1	SAME_SURFACE
r2n_colorconst_275.r2fx	966	DIFFERENT
r2n_colorconst_276.r2fx	1244	DIFFERENT
r2n_colorconst_277.r2fx	3	SAME_SURFACE
r2n_colorconst_278.r2fx	11	SAME_SURFACE
r2n_colorconst_279.r2fx	1	SAME_SURFACE
r2n_colorconst_28.r2fx	1791	DIFFERENT
r2n_colorconst_280.r2fx	0	SAME_SURFACE
r2n_colorconst_281.r2fx	0	SAME_SURFACE
r2n_colorconst_282.r2fx	1279	DIFFERENT
r2n_colorconst_283.r2fx	2024	DIFFERENT
r2n_colorconst_284.r2fx	2	SAME_SURFACE
r2n_colorconst_285.r2fx	70	DIFFERENT
r2n_colorconst_286.r2fx	1817	DIFFERENT
r2n_colorconst_287.r2fx	2372	DIFFERENT
r2n_colorconst_288.r2fx	5	SAME_SURFACE
r2n_colorconst_289.r2fx	1083	DIFFERENT
r2n_colorconst_29.r2fx	5	SAME_SURFACE
r2n_colorconst_290.r2fx	636	DIFFERENT
r2n_colorconst_291.r2fx	998	DIFFERENT
r2n_colorconst_292.r2fx	2075	DIFFERENT
r2n_colorconst_293.r2fx	1886	DIFFERENT
r2n_colorconst_294.r2fx	1089	DIFFERENT
r2n_colorconst_295.r2fx	615	DIFFERENT
r2n_colorconst_296.r2fx	3221	DIFFERENT
r2n_colorconst_297.r2fx	5	SAME_SURFACE
r2n_colorconst_298.r2fx	3	SAME_SURFACE
r2n_colorconst_299.r2fx	367	DIFFERENT
r2n_colorconst_3.r2fx	2	SAME_SURFACE
r2n_colorconst_30.r2fx	1181	DIFFERENT
r2n_colorconst_300.r2fx	0	SAME_SURFACE
r2n_colorconst_301.r2fx	8	SAME_SURFACE
r2n_colorconst_302.r2fx	1	SAME_SURFACE
r2n_colorconst_303.r2fx	3	SAME_SURFACE
r2n_colorconst_304.r2fx	3	SAME_SURFACE
r2n_colorconst_305.r2fx	591	DIFFERENT
r2n_colorconst_306.r2fx	0	SAME_SURFACE
r2n_colorconst_307.r2fx	310	DIFFERENT
r2n_colorconst_308.r2fx	0	SAME_SURFACE
r2n_colorconst_309.r2fx	628	DIFFERENT
r2n_colorconst_31.r2fx	5497	DIFFERENT
r2n_colorconst_310.r2fx	808	DIFFERENT
r2n_colorconst_311.r2fx	1086	DIFFERENT
r2n_colorconst_312.r2fx	1	SAME_SURFACE
r2n_colorconst_313.r2fx	4	SAME_SURFACE
r2n_colorconst_314.r2fx	0	SAME_SURFACE
r2n_colorconst_315.r2fx	1338	DIFFERENT
r2n_colorconst_316.r2fx	2222	DIFFERENT
r2n_colorconst_317.r2fx	3933	DIFFERENT
r2n_colorconst_318.r2fx	0	SAME_SURFACE
r2n_colorconst_319.r2fx	2486	DIFFERENT
r2n_colorconst_32.r2fx	35	DIFFERENT
r2n_colorconst_320.r2fx	2873	DIFFERENT
r2n_colorconst_321.r2fx	18	DIFFERENT
r2n_colorconst_322.r2fx	2151	DIFFERENT
r2n_colorconst_323.r2fx	4	SAME_SURFACE
r2n_colorconst_324.r2fx	0	SAME_SURFACE
r2n_colorconst_325.r2fx	2981	DIFFERENT
r2n_colorconst_326.r2fx	613	DIFFERENT
r2n_colorconst_327.r2fx	1108	DIFFERENT
r2n_colorconst_328.r2fx	1	SAME_SURFACE
r2n_colorconst_329.r2fx	4	SAME_SURFACE
r2n_colorconst_33.r2fx	1041	DIFFERENT
r2n_colorconst_330.r2fx	2	SAME_SURFACE
r2n_colorconst_331.r2fx	0	SAME_SURFACE
r2n_colorconst_332.r2fx	0	SAME_SURFACE
r2n_colorconst_333.r2fx	1	SAME_SURFACE
r2n_colorconst_334.r2fx	835	DIFFERENT
r2n_colorconst_335.r2fx	2	SAME_SURFACE
r2n_colorconst_336.r2fx	7	SAME_SURFACE
r2n_colorconst_337.r2fx	739	DIFFERENT
r2n_colorconst_338.r2fx	1557	DIFFERENT
r2n_colorconst_339.r2fx	265	DIFFERENT
r2n_colorconst_34.r2fx	0	SAME_SURFACE
r2n_colorconst_340.r2fx	3	SAME_SURFACE
r2n_colorconst_341.r2fx	14	SAME_SURFACE
r2n_colorconst_342.r2fx	943	DIFFERENT
r2n_colorconst_343.r2fx	6	SAME_SURFACE
r2n_colorconst_344.r2fx	4	SAME_SURFACE
r2n_colorconst_345.r2fx	0	SAME_SURFACE
r2n_colorconst_346.r2fx	2981	DIFFERENT
r2n_colorconst_347.r2fx	2541	DIFFERENT
r2n_colorconst_348.r2fx	1470	DIFFERENT
r2n_colorconst_349.r2fx	29	SAME_SURFACE
r2n_colorconst_35.r2fx	501	DIFFERENT
r2n_colorconst_350.r2fx	822	DIFFERENT
r2n_colorconst_351.r2fx	4	SAME_SURFACE
r2n_colorconst_352.r2fx	1361	DIFFERENT
r2n_colorconst_353.r2fx	2660	DIFFERENT
r2n_colorconst_354.r2fx	2238	DIFFERENT
r2n_colorconst_355.r2fx	8142	DIFFERENT
r2n_colorconst_356.r2fx	1	SAME_SURFACE
r2n_colorconst_357.r2fx	20	SAME_SURFACE
r2n_colorconst_358.r2fx	5070	DIFFERENT
r2n_colorconst_359.r2fx	257	DIFFERENT
r2n_colorconst_36.r2fx	478	DIFFERENT
r2n_colorconst_360.r2fx	534	DIFFERENT
r2n_colorconst_361.r2fx	7326	DIFFERENT
r2n_colorconst_362.r2fx	10	SAME_SURFACE
r2n_colorconst_363.r2fx	14	SAME_SURFACE
r2n_colorconst_364.r2fx	1	SAME_SURFACE
r2n_colorconst_365.r2fx	23	SAME_SURFACE
r2n_colorconst_366.r2fx	740	DIFFERENT
r2n_colorconst_367.r2fx	217	DIFFERENT
r2n_colorconst_368.r2fx	1178	DIFFERENT
r2n_colorconst_369.r2fx	5	SAME_SURFACE
r2n_colorconst_37.r2fx	84	SAME_SURFACE
r2n_colorconst_370.r2fx	1	SAME_SURFACE
r2n_colorconst_371.r2fx	1	SAME_SURFACE
r2n_colorconst_372.r2fx	3	SAME_SURFACE
r2n_colorconst_373.r2fx	3	SAME_SURFACE
r2n_colorconst_374.r2fx	2	SAME_SURFACE
r2n_colorconst_375.r2fx	1052	DIFFERENT
r2n_colorconst_376.r2fx	1	SAME_SURFACE
r2n_colorconst_377.r2fx	90	DIFFERENT
r2n_colorconst_378.r2fx	1443	DIFFERENT
r2n_colorconst_379.r2fx	0	SAME_SURFACE
r2n_colorconst_38.r2fx	252	DIFFERENT
r2n_colorconst_380.r2fx	0	SAME_SURFACE
r2n_colorconst_381.r2fx	8	SAME_SURFACE
r2n_colorconst_382.r2fx	2334	DIFFERENT
r2n_colorconst_383.r2fx	4	SAME_SURFACE
r2n_colorconst_384.r2fx	318	DIFFERENT
r2n_colorconst_385.r2fx	3	SAME_SURFACE
r2n_colorconst_386.r2fx	576	DIFFERENT
r2n_colorconst_387.r2fx	4615	DIFFERENT
r2n_colorconst_388.r2fx	0	SAME_SURFACE
r2n_colorconst_389.r2fx	325	DIFFERENT
r2n_colorconst_39.r2fx	3	SAME_SURFACE
r2n_colorconst_390.r2fx	36	SAME_SURFACE
r2n_colorconst_391.r2fx	6528	DIFFERENT
r2n_colorconst_392.r2fx	0	SAME_SURFACE
r2n_colorconst_393.r2fx	1858	DIFFERENT
r2n_colorconst_394.r2fx	798	DIFFERENT
r2n_colorconst_395.r2fx	4	SAME_SURFACE
r2n_colorconst_396.r2fx	0	SAME_SURFACE
r2n_colorconst_397.r2fx	1025	DIFFERENT
r2n_colorconst_398.r2fx	1485	DIFFERENT
r2n_colorconst_399.r2fx	1	SAME_SURFACE
r2n_colorconst_4.r2fx	556	DIFFERENT
r2n_colorconst_40.r2fx	1181	DIFFERENT
r2n_colorconst_400.r2fx	0	SAME_SURFACE
r2n_colorconst_401.r2fx	0	SAME_SURFACE
r2n_colorconst_402.r2fx	0	SAME_SURFACE
r2n_colorconst_403.r2fx	6	SAME_SURFACE
r2n_colorconst_404.r2fx	2	SAME_SURFACE
r2n_colorconst_405.r2fx	722	DIFFERENT
r2n_colorconst_406.r2fx	1066	DIFFERENT
r2n_colorconst_407.r2fx	6	SAME_SURFACE
r2n_colorconst_408.r2fx	1154	DIFFERENT
r2n_colorconst_409.r2fx	0	SAME_SURFACE
r2n_colorconst_41.r2fx	4425	DIFFERENT
r2n_colorconst_410.r2fx	852	DIFFERENT
r2n_colorconst_411.r2fx	1	SAME_SURFACE
r2n_colorconst_412.r2fx	710	DIFFERENT
r2n_colorconst_413.r2fx	1121	DIFFERENT
r2n_colorconst_414.r2fx	3759	DIFFERENT
r2n_colorconst_415.r2fx	3	SAME_SURFACE
r2n_colorconst_416.r2fx	2076	DIFFERENT
r2n_colorconst_417.r2fx	9	SAME_SURFACE
r2n_colorconst_418.r2fx	3335	DIFFERENT
r2n_colorconst_419.r2fx	2	SAME_SURFACE
r2n_colorconst_42.r2fx	1	SAME_SURFACE
r2n_colorconst_420.r2fx	227	DIFFERENT
r2n_colorconst_421.r2fx	2702	DIFFERENT
r2n_colorconst_422.r2fx	10	SAME_SURFACE
r2n_colorconst_423.r2fx	0	SAME_SURFACE
r2n_colorconst_424.r2fx	2176	DIFFERENT
r2n_colorconst_425.r2fx	4	SAME_SURFACE
r2n_colorconst_426.r2fx	4601	DIFFERENT
r2n_colorconst_427.r2fx	587	DIFFERENT
r2n_colorconst_428.r2fx	708	DIFFERENT
r2n_colorconst_429.r2fx	1574	DIFFERENT
r2n_colorconst_43.r2fx	1	SAME_SURFACE
r2n_colorconst_430.r2fx	649	DIFFERENT
r2n_colorconst_431.r2fx	946	DIFFERENT
r2n_colorconst_432.r2fx	3	SAME_SURFACE
r2n_colorconst_433.r2fx	8	SAME_SURFACE
r2n_colorconst_434.r2fx	2	SAME_SURFACE
r2n_colorconst_435.r2fx	3	SAME_SURFACE
r2n_colorconst_436.r2fx	3388	DIFFERENT
r2n_colorconst_437.r2fx	85	DIFFERENT
r2n_colorconst_438.r2fx	0	SAME_SURFACE
r2n_colorconst_439.r2fx	0	SAME_SURFACE
r2n_colorconst_44.r2fx	0	SAME_SURFACE
r2n_colorconst_440.r2fx	1	SAME_SURFACE
r2n_colorconst_441.r2fx	2120	DIFFERENT
r2n_colorconst_442.r2fx	6	SAME_SURFACE
r2n_colorconst_443.r2fx	5	SAME_SURFACE
r2n_colorconst_444.r2fx	3034	DIFFERENT
r2n_colorconst_445.r2fx	0	SAME_SURFACE
r2n_colorconst_446.r2fx	811	DIFFERENT
r2n_colorconst_447.r2fx	332	DIFFERENT
r2n_colorconst_448.r2fx	9372	DIFFERENT
r2n_colorconst_449.r2fx	8	SAME_SURFACE
r2n_colorconst_45.r2fx	1	SAME_SURFACE
r2n_colorconst_450.r2fx	1072	DIFFERENT
r2n_colorconst_451.r2fx	950	DIFFERENT
r2n_colorconst_452.r2fx	1	SAME_SURFACE
r2n_colorconst_453.r2fx	1	SAME_SURFACE
r2n_colorconst_454.r2fx	2	SAME_SURFACE
r2n_colorconst_455.r2fx	2	SAME_SURFACE
r2n_colorconst_456.r2fx	0	SAME_SURFACE
r2n_colorconst_457.r2fx	0	SAME_SURFACE
r2n_colorconst_458.r2fx	472	DIFFERENT
r2n_colorconst_459.r2fx	0	SAME_SURFACE
r2n_colorconst_46.r2fx	4	SAME_SURFACE
r2n_colorconst_460.r2fx	1048	DIFFERENT
r2n_colorconst_461.r2fx	5	SAME_SURFACE
r2n_colorconst_462.r2fx	9308	DIFFERENT
r2n_colorconst_463.r2fx	2	SAME_SURFACE
r2n_colorconst_464.r2fx	2266	DIFFERENT
r2n_colorconst_465.r2fx	2	SAME_SURFACE
r2n_colorconst_466.r2fx	1	SAME_SURFACE
r2n_colorconst_467.r2fx	2116	DIFFERENT
r2n_colorconst_468.r2fx	997	DIFFERENT
r2n_colorconst_469.r2fx	2	SAME_SURFACE
r2n_colorconst_47.r2fx	980	DIFFERENT
r2n_colorconst_470.r2fx	2	SAME_SURFACE
r2n_colorconst_471.r2fx	1074	DIFFERENT
r2n_colorconst_472.r2fx	1148	DIFFERENT
r2n_colorconst_473.r2fx	0	DIFFERENT
r2n_colorconst_474.r2fx	475	DIFFERENT
r2n_colorconst_475.r2fx	227	DIFFERENT
r2n_colorconst_476.r2fx	11	SAME_SURFACE
r2n_colorconst_477.r2fx	2	SAME_SURFACE
r2n_colorconst_478.r2fx	0	SAME_SURFACE
r2n_colorconst_479.r2fx	1	SAME_SURFACE
r2n_colorconst_48.r2fx	2210	DIFFERENT
r2n_colorconst_480.r2fx	20	DIFFERENT
r2n_colorconst_481.r2fx	576	DIFFERENT
r2n_colorconst_482.r2fx	2	SAME_SURFACE
r2n_colorconst_483.r2fx	0	SAME_SURFACE
r2n_colorconst_484.r2fx	1	SAME_SURFACE
r2n_colorconst_485.r2fx	3	SAME_SURFACE
r2n_colorconst_486.r2fx	3	SAME_SURFACE
r2n_colorconst_487.r2fx	4	SAME_SURFACE
r2n_colorconst_488.r2fx	13	SAME_SURFACE
r2n_colorconst_489.r2fx	1	SAME_SURFACE
r2n_colorconst_49.r2fx	743	DIFFERENT
r2n_colorconst_490.r2fx	3036	DIFFERENT
r2n_colorconst_491.r2fx	4	SAME_SURFACE
r2n_colorconst_492.r2fx	620	DIFFERENT
r2n_colorconst_493.r2fx	7	SAME_SURFACE
r2n_colorconst_494.r2fx	2308	DIFFERENT
r2n_colorconst_495.r2fx	909	DIFFERENT
r2n_colorconst_496.r2fx	4	SAME_SURFACE
r2n_colorconst_497.r2fx	22	SAME_SURFACE
r2n_colorconst_498.r2fx	1	SAME_SURFACE
r2n_colorconst_499.r2fx	2	SAME_SURFACE
r2n_colorconst_5.r2fx	3	SAME_SURFACE
r2n_colorconst_50.r2fx	2	SAME_SURFACE
r2n_colorconst_500.r2fx	1	SAME_SURFACE
r2n_colorconst_501.r2fx	0	SAME_SURFACE
r2n_colorconst_502.r2fx	15	SAME_SURFACE
r2n_colorconst_503.r2fx	2184	DIFFERENT
r2n_colorconst_504.r2fx	0	SAME_SURFACE
r2n_colorconst_505.r2fx	29	SAME_SURFACE
r2n_colorconst_506.r2fx	648	DIFFERENT
r2n_colorconst_507.r2fx	1754	DIFFERENT
r2n_colorconst_508.r2fx	1875	DIFFERENT
r2n_colorconst_509.r2fx	136	DIFFERENT
r2n_colorconst_51.r2fx	723	DIFFERENT
r2n_colorconst_510.r2fx	1	SAME_SURFACE
r2n_colorconst_511.r2fx	1103	DIFFERENT
r2n_colorconst_512.r2fx	2140	DIFFERENT
r2n_colorconst_513.r2fx	2	SAME_SURFACE
r2n_colorconst_514.r2fx	3324	DIFFERENT
r2n_colorconst_515.r2fx	2	SAME_SURFACE
r2n_colorconst_516.r2fx	0	SAME_SURFACE
r2n_colorconst_517.r2fx	922	DIFFERENT
r2n_colorconst_518.r2fx	1550	DIFFERENT
r2n_colorconst_519.r2fx	498	DIFFERENT
r2n_colorconst_52.r2fx	2545	DIFFERENT
r2n_colorconst_520.r2fx	11258	DIFFERENT
r2n_colorconst_521.r2fx	1	SAME_SURFACE
r2n_colorconst_522.r2fx	0	SAME_SURFACE
r2n_colorconst_523.r2fx	5	SAME_SURFACE
r2n_colorconst_524.r2fx	1	SAME_SURFACE
r2n_colorconst_525.r2fx	1124	DIFFERENT
r2n_colorconst_526.r2fx	2795	DIFFERENT
r2n_colorconst_527.r2fx	3	SAME_SURFACE
r2n_colorconst_528.r2fx	2	SAME_SURFACE
r2n_colorconst_529.r2fx	2	SAME_SURFACE
r2n_colorconst_53.r2fx	1628	DIFFERENT
r2n_colorconst_530.r2fx	3025	DIFFERENT
r2n_colorconst_531.r2fx	1281	DIFFERENT
r2n_colorconst_532.r2fx	2942	DIFFERENT
r2n_colorconst_533.r2fx	270	DIFFERENT
r2n_colorconst_534.r2fx	66	SAME_SURFACE
r2n_colorconst_535.r2fx	881	DIFFERENT
r2n_colorconst_536.r2fx	649	DIFFERENT
r2n_colorconst_537.r2fx	1039	DIFFERENT
r2n_colorconst_538.r2fx	3	SAME_SURFACE
r2n_colorconst_539.r2fx	1723	DIFFERENT
r2n_colorconst_54.r2fx	2490	DIFFERENT
r2n_colorconst_540.r2fx	0	SAME_SURFACE
r2n_colorconst_541.r2fx	5	SAME_SURFACE
r2n_colorconst_542.r2fx	1005	DIFFERENT
r2n_colorconst_543.r2fx	3	SAME_SURFACE
r2n_colorconst_544.r2fx	1	SAME_SURFACE
r2n_colorconst_545.r2fx	738	DIFFERENT
r2n_colorconst_546.r2fx	0	SAME_SURFACE
r2n_colorconst_547.r2fx	0	DIFFERENT
r2n_colorconst_548.r2fx	3	SAME_SURFACE
r2n_colorconst_549.r2fx	3	SAME_SURFACE
r2n_colorconst_55.r2fx	489	DIFFERENT
r2n_colorconst_550.r2fx	727	DIFFERENT
r2n_colorconst_551.r2fx	24	SAME_SURFACE
r2n_colorconst_552.r2fx	4138	DIFFERENT
r2n_colorconst_553.r2fx	556	DIFFERENT
r2n_colorconst_554.r2fx	5	SAME_SURFACE
r2n_colorconst_555.r2fx	4349	DIFFERENT
r2n_colorconst_556.r2fx	2	SAME_SURFACE
r2n_colorconst_557.r2fx	581	DIFFERENT
r2n_colorconst_558.r2fx	365	DIFFERENT
r2n_colorconst_559.r2fx	1669	DIFFERENT
r2n_colorconst_56.r2fx	1188	DIFFERENT
