363587	511798	wiki:simple:charlotte_christine_of_brunswick-wolfenbttel:sent000001	ea0fd8ffac529a77	AUDIT-REVISED slot=363587 seq=14 key=wiki:simple:charlotte_christine_of_brunswick-wolfenbttel:sent000001
389558	544583	wiki:simple:christopher_hill:sent000005	4ec2c007424da829	AUDIT-REVISED slot=389558 seq=15 key=wiki:simple:christopher_hill:sent000005
415529	577349	wiki:simple:collectivity_of_saint_martin:sent000007	05cbd1545e712dd2	AUDIT-REVISED slot=415529 seq=16 key=wiki:simple:collectivity_of_saint_martin:sent000007
441499	609764	wiki:simple:cosmetics:sent000036	81ba9c7f8664990d	AUDIT-REVISED slot=441499 seq=17 key=wiki:simple:cosmetics:sent000036
467470	641903	wiki:simple:daguerreotype:sent000005	a85f6a215f6ede49	AUDIT-REVISED slot=467470 seq=18 key=wiki:simple:daguerreotype:sent000005
493440	674902	wiki:simple:deaths_in_june_2018:sent000031	5ed6e557bfecd649	AUDIT-REVISED slot=493440 seq=19 key=wiki:simple:deaths_in_june_2018:sent000031
519411	705666	wiki:simple:dhaka_university_of_engineering_amp_technology_gazipur:sent000036	e592f384a8fe1849	AUDIT-REVISED slot=519411 seq=20 key=wiki:simple:dhaka_university_of_engineering_amp_technology_gazipur:sent000036
545381	738926	wiki:simple:donk_the_samurai_duck:sent000010	42abccef6d928361	AUDIT-REVISED slot=545381 seq=21 key=wiki:simple:donk_the_samurai_duck:sent000010
571352	772108	wiki:simple:economic_sanctions:sent000000	a8b8bc80dd293edd	AUDIT-REVISED slot=571352 seq=22 key=wiki:simple:economic_sanctions:sent000000
597323	805082	wiki:simple:ely_ould_mohamed_vall:sent000000	a61db38c268bfbae	AUDIT-REVISED slot=597323 seq=23 key=wiki:simple:ely_ould_mohamed_vall:sent000000
623293	837216	wiki:simple:ethiopia:sent000029	fc5700f3f41ca4d5	AUDIT-REVISED slot=623293 seq=24 key=wiki:simple:ethiopia:sent000029
649264	868959	wiki:simple:february_12:sent000198	86e78178c4757974	AUDIT-REVISED slot=649264 seq=25 key=wiki:simple:february_12:sent000198
675234	899995	wiki:simple:flemish_movement:sent000000	82fb571290cd40d8	AUDIT-REVISED slot=675234 seq=26 key=wiki:simple:flemish_movement:sent000000
701205	997879	wiki:simple:gladstone_south_australia:sent000005	33fca668a520822d	AUDIT-REVISED slot=701205 seq=27 key=wiki:simple:gladstone_south_australia:sent000005
727175	1029898	wiki:simple:green_tea:sent000010	febecc5f7a019acc	AUDIT-REVISED slot=727175 seq=28 key=wiki:simple:green_tea:sent000010
753146	1061796	wiki:simple:hangul:sent000008	e43e19761890e726	AUDIT-REVISED slot=753146 seq=29 key=wiki:simple:hangul:sent000008
779117	1094036	wiki:simple:henry_winkler:sent000020	0e5caf4474886681	AUDIT-REVISED slot=779117 seq=30 key=wiki:simple:henry_winkler:sent000020
805087	1124882	wiki:simple:holography:sent000027	3def0d23bec26374	AUDIT-REVISED slot=805087 seq=31 key=wiki:simple:holography:sent000027
831058	1157319	wiki:simple:hyloxalus_aeruginosus:sent000000	03eb2849351be5d1	AUDIT-REVISED slot=831058 seq=32 key=wiki:simple:hyloxalus_aeruginosus:sent000000
857028	1189179	wiki:simple:ink_cartridge:sent000001	10d1675709e1b2af	AUDIT-REVISED slot=857028 seq=33 key=wiki:simple:ink_cartridge:sent000001
882999	1221195	wiki:simple:ivor_grattan-guinness:sent000000	eef684ad70c77223	AUDIT-REVISED slot=882999 seq=34 key=wiki:simple:ivor_grattan-guinness:sent000000
908969	1253166	wiki:simple:january_9:sent000239	60cdbb78f269f16f	AUDIT-REVISED slot=908969 seq=35 key=wiki:simple:january_9:sent000239
934940	1287632	wiki:simple:joe_toporii:sent000000	57cb39b84f22f9c9	AUDIT-REVISED slot=934940 seq=36 key=wiki:simple:joe_toporii:sent000000
960911	1320982	wiki:simple:jrg_schramme:sent000000	6c95979fd4684cad	AUDIT-REVISED slot=960911 seq=37 key=wiki:simple:jrg_schramme:sent000000
986881	1350435	wiki:simple:kaduna_state:sent000035	c22c4d7ddcda8b72	AUDIT-REVISED slot=986881 seq=38 key=wiki:simple:kaduna_state:sent000035
1012852	1383296	wiki:simple:ketosis:sent000003	3bb1525c5fde05c1	AUDIT-REVISED slot=1012852 seq=39 key=wiki:simple:ketosis:sent000003
1038822	1415575	wiki:simple:kreuzlingen:sent000010	d75267b86c316650	AUDIT-REVISED slot=1038822 seq=40 key=wiki:simple:kreuzlingen:sent000010
1064793	1448004	wiki:simple:latin_music:sent000010	26cbf556e99a0cc2	AUDIT-REVISED slot=1064793 seq=41 key=wiki:simple:latin_music:sent000010
1090763	1480065	wiki:simple:libya:sent000042	54c97d157c490d42	AUDIT-REVISED slot=1090763 seq=42 key=wiki:simple:libya:sent000042
1116734	1579921	wiki:simple:lyre:sent000007	9e2eb29fa0e683ca	AUDIT-REVISED slot=1116734 seq=43 key=wiki:simple:lyre:sent000007
1142705	1612415	wiki:simple:mao_asada:sent000011	0af525212a31de35	AUDIT-REVISED slot=1142705 seq=44 key=wiki:simple:mao_asada:sent000011
1168675	1644006	wiki:simple:martin_leach-cross_feldman:sent000003	3cf0347377fae53a	AUDIT-REVISED slot=1168675 seq=45 key=wiki:simple:martin_leach-cross_feldman:sent000003
1194646	1674469	wiki:simple:mcdonaldland:sent000000	7e5c127a86406595	AUDIT-REVISED slot=1194646 seq=46 key=wiki:simple:mcdonaldland:sent000000
1220616	1706535	wiki:simple:michi_goto:sent000006	10b2c7c4a116a8ff	AUDIT-REVISED slot=1220616 seq=47 key=wiki:simple:michi_goto:sent000006
1246587	1738669	wiki:simple:mohamed_nasheed:sent000002	94c3231e3954c93e	AUDIT-REVISED slot=1246587 seq=48 key=wiki:simple:mohamed_nasheed:sent000002
1272557	1770873	wiki:simple:mungyang_chaoba:sent000011	7ba11f49fe61651a	AUDIT-REVISED slot=1272557 seq=49 key=wiki:simple:mungyang_chaoba:sent000011
1298528	1803058	wiki:simple:natural_science:sent000398	4b71a8bc29c9c180	AUDIT-REVISED slot=1298528 seq=50 key=wiki:simple:natural_science:sent000398
1324499	1834748	wiki:simple:nina_turner:sent000004	37e67ada68d47d4b	AUDIT-REVISED slot=1324499 seq=51 key=wiki:simple:nina_turner:sent000004
1350469	1932633	wiki:simple:pannonia:sent000003	12975544a9b054da	AUDIT-REVISED slot=1350469 seq=52 key=wiki:simple:pannonia:sent000003
1376440	1965163	wiki:simple:pepsi_twist:sent000000	dd04b2f1fe5ae050	AUDIT-REVISED slot=1376440 seq=53 key=wiki:simple:pepsi_twist:sent000000
1402410	1997100	wiki:simple:pinball_wizard:sent000003	4ce5699d9f5cf148	AUDIT-REVISED slot=1402410 seq=54 key=wiki:simple:pinball_wizard:sent000003
1428381	2028690	wiki:simple:post-truth:sent000006	cd8e7c1c23d6ef99	AUDIT-REVISED slot=1428381 seq=55 key=wiki:simple:post-truth:sent000006
1454351	2126448	wiki:simple:richard_proenneke:sent000003	7556e1c95c504ea0	AUDIT-REVISED slot=1454351 seq=56 key=wiki:simple:richard_proenneke:sent000003
1480322	2160056	wiki:simple:ronald_j_kurth:sent000007	0801de7efb95f328	AUDIT-REVISED slot=1480322 seq=57 key=wiki:simple:ronald_j_kurth:sent000007
1506293	2192426	wiki:simple:saint-loup-de-fribois:sent000000	d24177efc73ff83d	AUDIT-REVISED slot=1506293 seq=58 key=wiki:simple:saint-loup-de-fribois:sent000000
1532263	2224223	wiki:simple:scam:sent000000	805b318af17a1b9a	AUDIT-REVISED slot=1532263 seq=59 key=wiki:simple:scam:sent000000
1558234	2254641	wiki:simple:september_2:sent000021	c06b85a64aed0371	AUDIT-REVISED slot=1558234 seq=60 key=wiki:simple:september_2:sent000021
1584204	2286560	wiki:simple:shylock:sent000005	039ac17f0a088b2d	AUDIT-REVISED slot=1584204 seq=61 key=wiki:simple:shylock:sent000005
1610175	2319566	wiki:simple:social_mobility:sent000132	986aaface42cda14	AUDIT-REVISED slot=1610175 seq=62 key=wiki:simple:social_mobility:sent000132
1636145	2350889	wiki:simple:spotted_gar:sent000001	87162996da9892ed	AUDIT-REVISED slot=1636145 seq=63 key=wiki:simple:spotted_gar:sent000001
1662116	2383806	wiki:simple:strmilov:sent000001	ff30283d92840481	AUDIT-REVISED slot=1662116 seq=64 key=wiki:simple:strmilov:sent000001
1688087	2416345	wiki:simple:syrialebanon_campaign:sent000006	a4cba4d43c880469	AUDIT-REVISED slot=1688087 seq=65 key=wiki:simple:syrialebanon_campaign:sent000006
1714057	2448622	wiki:simple:ternate:sent000002	1340bfd7cfaac662	AUDIT-REVISED slot=1714057 seq=66 key=wiki:simple:ternate:sent000002
1740028	2481313	wiki:simple:the_jungle_book:sent000035	195b6705687f8206	AUDIT-REVISED slot=1740028 seq=67 key=wiki:simple:the_jungle_book:sent000035
1765998	2515031	wiki:simple:thetis:sent000064	5cfe0d3347a943a4	AUDIT-REVISED slot=1765998 seq=68 key=wiki:simple:thetis:sent000064
1791969	2548222	wiki:simple:tonality:sent000001	948b16c9f373e8af	AUDIT-REVISED slot=1791969 seq=69 key=wiki:simple:tonality:sent000001
1817939	2645717	wiki:simple:vincent_dekker:sent000006	2060e53de45a376c	AUDIT-REVISED slot=1817939 seq=70 key=wiki:simple:vincent_dekker:sent000006
1843910	2677215	wiki:simple:water_cycle:sent000011	9ca5bad968562acb	AUDIT-REVISED slot=1843910 seq=71 key=wiki:simple:water_cycle:sent000011
1869881	2710115	wiki:simple:willie_dixon:sent000006	299aec7fe4578f8a	AUDIT-REVISED slot=1869881 seq=72 key=wiki:simple:willie_dixon:sent000006
1895851	2741473	wiki:simple:yeh_rishta_kya_kehlata_hai:sent000002	c15cc52d88a97f50	AUDIT-REVISED slot=1895851 seq=73 key=wiki:simple:yeh_rishta_kya_kehlata_hai:sent000002
1921822	2775775	wikt:en:Amavasya:proper noun:001	1f2e84c689e8182a	AUDIT-REVISED slot=1921822 seq=74 key=wikt:en:Amavasya:proper noun:001
1947792	2892491	wikt:en:Yeniseian:adjective:002	34e3c77393bfdbef	AUDIT-REVISED slot=1947792 seq=75 key=wikt:en:Yeniseian:adjective:002
1973763	2920779	wikt:en:antidopaminergic:adjective:001	d6499a942eb25719	AUDIT-REVISED slot=1973763 seq=76 key=wikt:en:antidopaminergic:adjective:001
1999733	2948511	wikt:en:beardism:noun:001	b1551959470b3c33	AUDIT-REVISED slot=1999733 seq=77 key=wikt:en:beardism:noun:001
2025704	2976005	wikt:en:buddle:verb:001	a04567c8a927e4a6	AUDIT-REVISED slot=2025704 seq=78 key=wikt:en:buddle:verb:001
2051675	3003861	wikt:en:churchly:adjective:004	5ae7f15ccb80281d	AUDIT-REVISED slot=2051675 seq=79 key=wikt:en:churchly:adjective:004
2077645	3031305	wikt:en:coupon:noun:004	4f75c0f94653768e	AUDIT-REVISED slot=2077645 seq=80 key=wikt:en:coupon:noun:004
2103616	3058955	wikt:en:dewiness:noun:001	79e2aed7ae073965	AUDIT-REVISED slot=2103616 seq=81 key=wikt:en:dewiness:noun:001
2129586	3086564	wikt:en:electrify:verb:004	1eb35bb023f9e8da	AUDIT-REVISED slot=2129586 seq=82 key=wikt:en:electrify:verb:004
2155557	3114357	wikt:en:fierce:adjective:003	acb51ae51e0a017e	AUDIT-REVISED slot=2155557 seq=83 key=wikt:en:fierce:adjective:003
2181527	3141998	wikt:en:ghost chilli:plural:ghost chillis:01	d87b5664ef5f0028	AUDIT-REVISED slot=2181527 seq=84 key=wikt:en:ghost chilli:plural:ghost chillis:01
2207498	3235410	wikt:en:litterfall:plural:litterfalls:01	1b8ac2a4dc3c3645	AUDIT-REVISED slot=2207498 seq=85 key=wikt:en:litterfall:plural:litterfalls:01
2233469	3263092	wikt:en:micropathologist:noun:001	b5a887ed8d0be0a0	AUDIT-REVISED slot=2233469 seq=86 key=wikt:en:micropathologist:noun:001
2259439	3356067	wikt:en:plaidoyer:noun:001	3a35f0d178ae101f	AUDIT-REVISED slot=2259439 seq=87 key=wikt:en:plaidoyer:noun:001
2285410	3383668	wikt:en:pseudoradical:noun:001	39e8f4079239e493	AUDIT-REVISED slot=2285410 seq=88 key=wikt:en:pseudoradical:noun:001
2311380	3411193	wikt:en:resumptive pronoun:noun:001	47f60bdd9ef1dca8	AUDIT-REVISED slot=2311380 seq=89 key=wikt:en:resumptive pronoun:noun:001
2337351	3438831	wikt:en:semichorus:plural:semichoruses:01	735ac0b81d642bae	AUDIT-REVISED slot=2337351 seq=90 key=wikt:en:semichorus:plural:semichoruses:01
2363321	3466625	wikt:en:spam:alt-form:Spam:01	07f73b7bb48d1830	AUDIT-REVISED slot=2363321 seq=91 key=wikt:en:spam:alt-form:Spam:01
2389292	3494071	wikt:en:supplementary angles:noun:001	521d65c43f3df062	AUDIT-REVISED slot=2389292 seq=92 key=wikt:en:supplementary angles:noun:001
2415263	3521742	wikt:en:topic sentence:plural:topic sentences:01	8afe18dea9a9967b	AUDIT-REVISED slot=2415263 seq=93 key=wikt:en:topic sentence:plural:topic sentences:01
2441233	3549063	wikt:en:unlogic:noun:001	a8208de30600caff	AUDIT-REVISED slot=2441233 seq=94 key=wikt:en:unlogic:noun:001
2467204	3576694	wikt:en:whole step:plural:whole steps:01	4dc959980e5954d7	AUDIT-REVISED slot=2467204 seq=95 key=wikt:en:whole step:plural:whole steps:01
2493174	3604107	wn:3.1:a:02513701	e6362a5cd6ad804c	AUDIT-REVISED slot=2493174 seq=96 key=wn:3.1:a:02513701
2519145	3630078	wn:3.1:n:03932995	77a0f426bf1aaf46	AUDIT-REVISED slot=2519145 seq=97 key=wn:3.1:n:03932995
2545115	3656048	wn:3.1:n:08828210	67c0fef0f190a619	AUDIT-REVISED slot=2545115 seq=98 key=wn:3.1:n:08828210
2571086	3682019	wn:3.1:n:13769254	06190986940289f4	AUDIT-REVISED slot=2571086 seq=99 key=wn:3.1:n:13769254
