973896	1335558	wiki:simple:jumba_la_mtwana:sent000002	a71aea7abde3cd65
999866	1366662	wiki:simple:kaskaskia_illinois:sent000030	4fc435037de6591d
1025837	1398977	wiki:simple:kioisaka_incident:sent000019	ac26086bd0a53011
1051807	1431709	wiki:simple:lady_saw:sent000000	630b3115c0e2d5c6
1077778	1463660	wiki:simple:leishmaniasis:sent000010	3462520347991b45
1103748	1497110	wiki:simple:list_of_american_civil_war_medal_of_honor_recipients:sent000026	31b3780c486a38c8
1129719	1596264	wiki:simple:maisach:sent000005	2bc5adc631ed2593
1155690	1626906	wiki:simple:margherita_de_medici:sent000015	0a472eb39232dff5
1181660	1660261	wiki:simple:mattress_firm:sent000004	a765b47c09d3f136
1207631	1690202	wiki:simple:mercedes_mon:sent000029	0b584f42c8f2c305
1233601	1722730	wiki:simple:mimi_and_mi:sent000001	fda1b7566613c364
1259572	1754889	wiki:simple:moscovium:sent000000	5af4629a496214c2
1285542	1786859	wiki:simple:names_for_india:sent000041	869f6891b5f1a83e
1311513	1819202	wiki:simple:new_south_wales:sent000015	3fc91379bfa871e0
1337484	1916161	wiki:simple:ouran_high_school_host_club:sent000001	c70fcf0f3d4f4d99
1363454	1948748	wiki:simple:paul_bowles:sent000000	88d2670a65134ed9
1389425	1981397	wiki:simple:philadelphia:sent000029	fce916dc23e3ba0e
1415395	2012846	wiki:simple:poisieux:sent000000	b92846cdfe478caa
1441366	2109802	wiki:simple:religious_nationalism:sent000002	1b3432346d03d8a1
1467336	2143504	wiki:simple:robert_marchand:sent000002	23e2f83554f228ab
1493307	2176581	wiki:simple:rumiko_takahashi:sent000000	b2686385daa22cfb
1519278	2208351	wiki:simple:san_maurizio_dopaglio:sent000000	5dae8a6dbbe28738
1545248	2239528	wiki:simple:second_epistle_to_the_thessalonians:sent000007	d3b4b8a904432a74
1571219	2269950	wiki:simple:sharia:sent000112	ff8f3f9d6c8524f5
1597189	2303193	wiki:simple:six-day_war:sent000032	c9edefe8f48cedf3
1623160	2335089	wiki:simple:south_carolinas_7th_congressional_district:sent000004	8e2645ec0c1308b9
1649130	2367328	wiki:simple:stefan_ploc:sent000006	7cbfef845383ee2b
1675101	2400058	wiki:simple:superscalar:sent000007	8136527ac6681730
1701072	2432339	wiki:simple:tarns:sent000000	4a52dd0fe883a8ca
1727042	2464920	wiki:simple:the_bridges_of_madison_county:sent000046	2fffb081f9741f45
1753013	2498104	wiki:simple:the_secret_garden:sent000005	f3a11ca80f48529e
1778983	2531563	wiki:simple:time-domain_spectroscopy:sent000031	61e768646b868c9d
1804954	2629573	wiki:simple:vehicle_registration_plates_of_new_york:sent000001	0d5cfaaeb7fa7b42
1830924	2661634	wiki:simple:waffen-ss:sent000020	51f21b9f63ede542
1856895	2693167	wiki:simple:whigs_british_political_party:sent000009	2d21665da5ceda31
1882866	2725776	wiki:simple:world_war_i:sent000146	ecc25e56d598ea7e
1908836	2757020	wiki:simple:zablon_simintov:sent000031	cc7e6679e7259d2c
1934807	2801142	wikt:en:David:proper noun:005	6e10047a62d189cb
1960777	2906800	wikt:en:aguayo:noun:001	c1bc4429e4e7d43f
1986748	2934680	wikt:en:attestation:noun:004	1e7d6622da08db62
2012718	2962244	wikt:en:blingless:adjective:001	72ef4bcc21433714
2038689	2989830	wikt:en:castalin:noun:001	160a409ef9fcdd63
2064660	3017589	wikt:en:community:noun:005	1214078f7bbf3198
2090630	3045148	wikt:en:damascening:plural:damascenings:01	1935de5e8dd5d2ac
2116601	3072738	wikt:en:dope sheet:noun:004	0633a59dc7a4cb2b
2142571	3100426	wikt:en:evanishment:noun:001	99932ca50c1a2e3a
2168542	3128064	wikt:en:fouse:verb:002	5404ead814c17a4a
2194512	3221562	wikt:en:labeling:noun:001	49d5bdce369dc8f6
2220483	3249294	wikt:en:marbled cat:noun:001	fdffaaff87a681a6
2246454	3342352	wikt:en:perfectness:noun:001	48afdd154c767f24
2272424	3369840	wikt:en:practicant:plural:practicants:01	730977f778c5b130
2298395	3397525	wikt:en:ratfuck:noun:001	5b8e719d3fa31ed1
2324365	3424984	wikt:en:saint:plural:saints:01	64efa0265dee7b7c
2350336	3452713	wikt:en:single file:adjective:001	006862ea8705e9cb
2376306	3480392	wikt:en:stone xylophone:plural:stone xylophones:01	8c87b3b11e36bd6f
2402277	3507962	wikt:en:tenon:plural:tenons:01	a6c38440917f1f60
2428248	3535472	wikt:en:turn out:verb:004	dee4399b25e10d34
2454218	3562696	wikt:en:vex:verb:006	3c62da3f4d80bb6d
2480189	3591122	wn:3.1:a:00171417	56c6216c95960380
2506159	3617092	wn:3.1:n:01702472	e4a3ec8fedc3d0f2
2532130	3643063	wn:3.1:n:06423396	f8372105a987171f
2558100	3669033	wn:3.1:n:11179408	b854ff33bf7878d0
2584071	3695004	wn:3.1:v:00176469	cbd4f34d6a321dab
