item_id	func_name	file	subsystem	byte_start	byte_end	n_bytes	sha256	sig_line
dp2-0059	sqlite3BtreeTransferRow	btree.c	btree	3131478	3134524	3046	459944e72019b3a2a948fb8b4bc7a31e220c9776520d656ef43dbe35c39cbc10	SQLITE_PRIVATE int sqlite3BtreeTransferRow(BtCursor *pDest, BtCursor *pSrc, i64 iKey){
dp2-0060	sqlite3BtreeCreateTable	btree.c	btree	3148252	3148449	197	3509e233553cff5f2cac078b7d242b3d0ab2491967966fcf02034acc47cad5a4	SQLITE_PRIVATE int sqlite3BtreeCreateTable(Btree *p, Pgno *piTable, int flags){
dp2-0061	sqlite3BtreeClearTableOfCursor	btree.c	btree	3151352	3151487	135	ee2b9e9362e57a4d835bd5b1c18a9362ea8b61b8c287470910835e551ebbe41c	SQLITE_PRIVATE int sqlite3BtreeClearTableOfCursor(BtCursor *pCur){
dp2-0062	sqlite3BtreeUpdateMeta	btree.c	btree	3156784	3157412	628	8b610a7c619a13f6aa7a4f60d94cb6da864a956475b72a72f0cbad41161bed70	SQLITE_PRIVATE int sqlite3BtreeUpdateMeta(Btree *p, int idx, u32 iMeta){
dp2-0063	checkOom	btree.c	btree	3160258	3160442	184	5ad3b5e40152f7f2e6925bfd94446ad98165c91f873dbcccc6dfbca89afd7b67	static void checkOom(IntegrityCk *pCheck){
dp2-0064	getPageReferenced	btree.c	btree	3161880	3162096	216	0b02d69e647e9be21636f9382e2967a960f300eadc7db9128841ab4ee496df0d	static int getPageReferenced(IntegrityCk *pCheck, Pgno iPg){
dp2-0065	checkList	btree.c	btree	3164145	3166210	2065	ce62949d5f141520a8c96ac8b2acd20864cfd2b9a0c94627a9e99bb04416da7f	static void checkList(
dp2-0066	checkTreePage	btree.c	btree	3168451	3178522	10071	2938ab77de72e4b84d312eebd496d0e9b61fcf1495294b30cfb39735fd97b525	static int checkTreePage(
dp2-0067	sqlite3BtreeGetJournalname	btree.c	btree	3185105	3185253	148	1f8f4ce800546979a9eeff1c84118b5189f5f38acedcd810808bcfed0c973aec	SQLITE_PRIVATE const char *sqlite3BtreeGetJournalname(Btree *p){
dp2-0068	void	btree.c	btree	3187434	3187785	351	1d25eb595f950c6bfdc39a3022143d7b6f164774a844bde1b47d130973665fcf	SQLITE_PRIVATE void *sqlite3BtreeSchema(Btree *p, int nBytes, void(*xFree)(void *)){
dp2-0069	sqlite3BtreePutData	btree.c	btree	3189507	3191192	1685	0bf17528be2cc89ac727bff1c7f4e92e0abe4ca6d737b0006979d7df513cca91	SQLITE_PRIVATE int sqlite3BtreePutData(BtCursor *pCsr, u32 offset, u32 amt, void *z){
dp2-0070	sqlite3BtreeCursorHasHint	btree.c	btree	3192585	3192702	117	b3aae91edfe3f88d9df7dee419b73001ee2f8b37ff71734c7462c709ca86ac29	SQLITE_PRIVATE int sqlite3BtreeCursorHasHint(BtCursor *pCsr, unsigned int mask){
dp2-0071	sqlite3BtreeConnectionCount	btree.c	btree	3193693	3193803	110	63b793b638a250dff2e0064999548b752a0fb2c4dc4691f3331a47a5917fc41e	SQLITE_PRIVATE int sqlite3BtreeConnectionCount(Btree *p){
dp2-0072	checkReadTransaction	backup.c	btree	3198482	3198716	234	55ab28416836c96079c627af004ea967d4417532431d72ac67ce4e4965abcdfa	static int checkReadTransaction(sqlite3 *db, Btree *p){
dp2-0073	backupOnePage	backup.c	btree	3202489	3204652	2163	3f55dccbe80de4fd355399102eaee2c69e7de707a1ba0f65c368280ee8676bfa	static int backupOnePage(
dp2-0074	sqlite3_backup_finish	backup.c	btree	3215693	3217219	1526	9cb6c2d736328913998983b4359e8cdad6734b24a83df22497c74c9ad64d9d74	SQLITE_API int sqlite3_backup_finish(sqlite3_backup *p){
dp2-0075	backupUpdate	backup.c	btree	3218344	3219089	745	a0554327884b86e7413d099f6ac1f678ffad6cc042dd4407f92b3ecce89c9ac2	static SQLITE_NOINLINE void backupUpdate(
dp2-0076	pageOnDirtyList	pcache.c	pager	2164805	2164963	158	f81b47ad1eae4d952332f46175673fddcf6ff780daebf5a0fe4e8813d500a7f9	static int pageOnDirtyList(PCache *pCache, PgHdr *pPg){
dp2-0077	pcacheUnpin	pcache.c	pager	2170486	2170713	227	6e2cf47432793e3528ebab9ae6fcb45411314bdecdc0c2c339c2dad95bad4822	static void pcacheUnpin(PgHdr *p){
dp2-0078	sqlite3PcacheOpen	pcache.c	pager	2173004	2173834	830	d8afb170f998b3e46f44bcb92ad9a14b2bb645c9f794ed0dfb82f19f0dba10c1	SQLITE_PRIVATE int sqlite3PcacheOpen(
dp2-0079	pcacheFetchFinishWithInit	pcache.c	pager	2179747	2180499	752	18ad4f69dbe3506e880e5dcb491588d2b8f2520f34d1d37673ae9ea2e4344830	static SQLITE_NOINLINE PgHdr *pcacheFetchFinishWithInit(
dp2-0080	sqlite3PcacheDrop	pcache.c	pager	2182114	2182412	298	376f6d4d9634784d3c2d87eb2d5a76e002d3993ae84e77cd1cabccdb06db2ec4	SQLITE_PRIVATE void sqlite3PcacheDrop(PgHdr *p){
dp2-0081	sqlite3PcacheClearSyncFlags	pcache.c	pager	2184283	2184485	202	3c40ffa5c86d0fe194e77e6f34277606366e62f42ebb7b73d4fa933a8bf40a1e	SQLITE_PRIVATE void sqlite3PcacheClearSyncFlags(PCache *pCache){
dp2-0082	sqlite3PcacheClear	pcache.c	pager	2186977	2187071	94	6e828c52b42a317bcb5b70f0257224b33643b215d3df012fada552ef1c0d755b	SQLITE_PRIVATE void sqlite3PcacheClear(PCache *pCache){
dp2-0083	sqlite3PcacheRefCount	pcache.c	pager	2189339	2189425	86	5377aee52173340413ef8a8eea4dbb2953b192b652c96d7243ba29325426356b	SQLITE_PRIVATE i64 sqlite3PcacheRefCount(PCache *pCache){
dp2-0084	sqlite3PcacheSetCachesize	pcache.c	pager	2190013	2190276	263	2ed73cd51dfa516dff7b3b4be745d2103f347f61e75f152154140cd10de8bae1	SQLITE_PRIVATE void sqlite3PcacheSetCachesize(PCache *pCache, int mxPage){
dp2-0085	void	pcache.c	pager	2192011	2192205	194	713ff6e5be9de03561192e6195be9781c511521ce762fa62827c74c14fd50fbb	SQLITE_PRIVATE void sqlite3PcacheIterateDirty(PCache *pCache, void (*xIter)(PgHdr *)){
dp2-0086	pcache1Free	pcache1.c	pager	2208683	2209607	924	5c995ad5763b953460b2a617eb4f58e674925223b817c19ba8329dc2bef5cc2b	static void pcache1Free(void *p){
dp2-0087	sqlite3PageMalloc	pcache1.c	pager	2212041	2212188	147	3479ea1dee8a78ca5186d1e2ec6f34cb33bf972836b2965ca767a301ea251ed5	SQLITE_PRIVATE void *sqlite3PageMalloc(int sz){
dp2-0088	pcache1PinPage	pcache1.c	pager	2214608	2215185	577	fe2e37204fa278c116f14c24c7232e9710e8719f6e2abe68d201d6d3a45d07f9	static PgHdr1 *pcache1PinPage(PgHdr1 *pPage){
dp2-0089	pcache1Init	pcache1.c	pager	2218466	2219980	1514	12628ab4a095a97a888f335f09a674d747c4cf8dc455f7489271498fe931fdd9	static int pcache1Init(void *NotUsed){
dp2-0090	pcache1Pagecount	pcache1.c	pager	2223210	2223409	199	cc9c3eff90c4f2cbf9177eb51ff623c1b4ddcfb8cd1c46ad3a2765184c9b567a	static int pcache1Pagecount(sqlite3_pcache *p){
dp2-0091	pcache1Fetch	pcache1.c	pager	2229535	2230255	720	621291b5229a444962345ce35c082b32ab28121e55550420729ed6776d9e9f4a	static sqlite3_pcache_page *pcache1Fetch(
dp2-0092	pcache1Destroy	pcache1.c	pager	2232871	2233522	651	5ad72f9ee4a993469a09492045c8898fc12ca026117b0a2a565f4078ed58a0ba	static void pcache1Destroy(sqlite3_pcache *p){
dp2-0093	sqlite3PcacheStats	pcache1.c	pager	2236013	2236645	632	0344ccebe989e6629127124bbf6cef51aa330b5cc9a98fb3fc89f4b7551efe81	SQLITE_PRIVATE void sqlite3PcacheStats(
dp2-0094	subjRequiresPage	wal.h	pager	2307202	2307627	425	fe7f1b8bb7c38f12a46a259664ca97466a54319c0c022cb252fe67fc06dccb4d	static int subjRequiresPage(PgHdr *pPg){
dp2-0095	pagerUnlockDb	wal.h	pager	2309121	2309718	597	b5a736fbca5b8314c15b3b33ef527df38c389f7d34977d1815020d2c7cc1270f	static int pagerUnlockDb(Pager *pPager, int eLock){
dp2-0096	pager_pagehash	wal.h	pager	2312675	2312799	124	643533d2b04e09c4d3ee8db45802144d42f471af4ca9b46109b2671fe64aa63f	static u64 pager_pagehash(PgHdr *pPage){
dp2-0097	readSuperJournal	wal.h	pager	2314701	2316293	1592	63ba6527887ba71cda5ea4f09cb695ebba0940bd6952c715eaffeeef55dfbde1	static int readSuperJournal(sqlite3_file *pJrnl, u64 nSuper, char **pzSuper){
dp2-0098	readJournalHdr	wal.h	pager	2326166	2330275	4109	c5b432fa5d2c7e50831f7321af7e70f301959471f80f17e8efa5608caaf5f626	static int readJournalHdr(
dp2-0099	addToSavepointBitvecs	wal.h	pager	2334702	2335138	436	662e47794ab9351c08c2523097010654e138080b084336e717e8a6c703162d28	static int addToSavepointBitvecs(Pager *pPager, Pgno pgno){
dp2-0100	pager_end_transaction	wal.h	pager	2343979	2349062	5083	721da03967f59d0857ba6064024a6d4c4d458c8d130920f7f19aa56c78e2779e	static int pager_end_transaction(Pager *pPager, int hasSuper, int bCommit){
dp2-0101	pagerIsSuperJrnlName	wal.h	pager	2363684	2364238	554	51556ca703571ee375794a920490eb1ff44be9e68c29eb6b5deadac1009c8864	static int pagerIsSuperJrnlName(const char *zSuper){
dp2-0102	setSectorSize	wal.h	pager	2374120	2374617	497	c740f620dbd7146cdf66dca2197c90b78dcccd609877742e793a5219cf055f1b	static void setSectorSize(Pager *pPager){
dp2-0103	pagerRollbackWal	wal.h	pager	2389885	2390665	780	43d5cdb959ed329e46f2158732dc60a1bce91d1955602d597ce6ea76b090fc91	static int pagerRollbackWal(Pager *pPager){
dp2-0104	pagerOpenWalIfPresent	wal.h	pager	2396687	2397592	905	03a7da504bb28a5e8f8e907a88424543f9b93f11cb26bfe5eee4cbf75adf9175	static int pagerOpenWalIfPresent(Pager *pPager){
dp2-0105	pagerFixMaplimit	wal.h	pager	2403928	2404274	346	27e1b61fe4a45cec30c20ca34e2910416a8dbcf9e12a5090622c7a9a1d96682b	static void pagerFixMaplimit(Pager *pPager){
dp2-0106	pagerOpentemp	wal.h	pager	2409577	2410157	580	4f1b6eed90a7fd8216842ab1d523eb61addc061b77976d0de1b04563edbbe7a2	static int pagerOpentemp(
dp2-0107	disable_simulated_io_errors	wal.h	pager	2416646	2416761	115	05763460fcdc1054f945e4431be2942b33470f733a482fab183603634d1024d4	void disable_simulated_io_errors(void){
dp2-0108	pager_wait_on_lock	wal.h	pager	2419210	2419876	666	cf8b3898f190060633f61df0f59ba2eef87f8c6eb30eaba46dfd4f62eb1c225e	static int pager_wait_on_lock(Pager *pPager, int locktype){
dp2-0109	pagerSyncHotJournal	wal.h	pager	2423501	2423760	259	dccb072f493b5789eb2c614e51a060cd8c9206e591d6042d0da4ec532dfec0e8	static int pagerSyncHotJournal(Pager *pPager){
dp2-0110	databaseIsUnmoved	wal.h	pager	2426318	2426956	638	7cff34c2ec41c00a7732fabd43df30a9cee42a036c0b3ea52506b4e8ad906649	static int databaseIsUnmoved(Pager *pPager){
dp2-0111	syncJournal	wal.h	pager	2431292	2436004	4712	932000537e0d5131bd91bcfbcfc35b3e779935175d6e73ecff884a1154afbf09	static int syncJournal(Pager *pPager, int newHdr){
dp2-0112	pagerStress	wal.h	pager	2444087	2446556	2469	c6718d53fa379d67ea6c8f2f1395564be6aaa97cc093b9ed7d9f9349acbee18f	static int pagerStress(void *p, PgHdr *pPg){
dp2-0113	hasHotJournal	wal.h	pager	2464243	2468196	3953	e588cb2e33671eed04062e21496bc96b08f157e09b02fe1f9c2a9dc1d79b3d71	static int hasHotJournal(Pager *pPager, int *pExists){
dp2-0114	getPageMMap	wal.h	pager	2484841	2486979	2138	f3fb2470fddcd38e24bf07540d057f0dfc7fe760ac8c7ffcaea4a80f892c9d86	static int getPageMMap(
dp2-0115	sqlite3PagerUnrefNotNull	wal.h	pager	2489646	2490087	441	75625ea43d3f3affc2d69a4873a9ce59fc48854131b331d450512c8d4603d173	SQLITE_PRIVATE void sqlite3PagerUnrefNotNull(DbPage *pPg){
dp2-0116	pagerAddPageToRollbackJournal	wal.h	pager	2497265	2499108	1843	622e0a190413b6db190a46227aaeed2dc5e77f7a4ad1b7c316ccf163c7faece0	static SQLITE_NOINLINE int pagerAddPageToRollbackJournal(PgHdr *pPg){
dp2-0117	sqlite3PagerIswriteable	wal.h	pager	2507077	2507175	98	d27f1e80e71b2e2928a5106d9d8cea7b5d5027b119d571ebd140db06de91259a	SQLITE_PRIVATE int sqlite3PagerIswriteable(DbPage *pPg){
dp2-0118	sqlite3PagerExclusiveLock	wal.h	pager	2513445	2513905	460	748db37dc9b87bd0cf644bfd685f221132ce130ec4dbd70a767b068b965b63e1	SQLITE_PRIVATE int sqlite3PagerExclusiveLock(Pager *pPager){
dp2-0119	sqlite3PagerIsreadonly	wal.h	pager	2529369	2529455	86	3a0a47fce67ffb1dc2b9531cb5f63f5fdb59a8aede57248f8ecd400a8ad932d7	SQLITE_PRIVATE u8 sqlite3PagerIsreadonly(Pager *pPager){
dp2-0120	sqlite3PagerStats	wal.h	pager	2530323	2530925	602	4e2344f06f8f41a53b22ed62dfc1d04c54200487a1ec1fe74344fb31adb8f2fb	SQLITE_PRIVATE int *sqlite3PagerStats(Pager *pPager){
dp2-0121	sqlite3PagerSavepoint	wal.h	pager	2536269	2538843	2574	aa70f65809c53fbd6c6d9fc41fca2ac827ff34ec474617f41278692034e3485f	SQLITE_PRIVATE int sqlite3PagerSavepoint(Pager *pPager, int op, int iSavepoint){
dp2-0122	sqlite3PagerJrnlFile	wal.h	pager	2540227	2540421	194	c27644b9c5604ebcc3824fcc9cf5c476551a5a7e9e815ee4234703eba65c9848	SQLITE_PRIVATE sqlite3_file *sqlite3PagerJrnlFile(Pager *pPager){
dp2-0123	sqlite3PagerGetData	wal.h	pager	2547231	2547356	125	239810d9b60eb16a11e3646e74ec7c03124e469263fe2027f7ddb2570f78ef5a	SQLITE_PRIVATE void *sqlite3PagerGetData(DbPage *pPg){
dp2-0124	sqlite3PagerGetJournalMode	wal.h	pager	2552447	2552546	99	665c45add79172cbb09228a05537852f8bd368fe978f95b1d86fc052d8ad1d53	SQLITE_PRIVATE int sqlite3PagerGetJournalMode(Pager *pPager){
dp2-0125	sqlite3PagerCheckpoint	wal.h	pager	2554281	2555725	1444	dfbdc7c9f6066a31cd8c9f9a3ddc870c4633a8b0f2621fcfe255a9fd3a4344eb	SQLITE_PRIVATE int sqlite3PagerCheckpoint(
dp2-0126	pagerOpenWal	wal.h	pager	2557070	2558062	992	c690daad8b7e83f97e79d270c87d50ab1ea18f7a8cc0ea5451b327d787de8a83	static int pagerOpenWal(Pager *pPager){
