# train_f26 log — F26 EFFIC TRAIN-COORD v2 (PREREG_FORKROUND.md §5b)
# mode=1 base control (fit b,w1..w8; w9 frozen 0)
ncells_training_released=4222
# E_ref per (fam,dslot) [lower median cumE over released training cells]
eref	0	0	111
eref	0	1	222
eref	0	2	444
eref	0	3	888
eref	0	4	1000
eref	0	5	1000
eref	0	6	1000
eref	1	0	142
eref	1	1	285
eref	1	2	571
eref	1	3	1000
eref	1	4	1000
eref	1	5	1000
eref	1	6	1000
eref	2	0	1000
eref	2	1	1000
eref	2	2	1000
eref	2	3	1000
eref	2	4	1000
eref	2	5	1000
eref	2	6	1000
eref	3	0	200
eref	3	1	400
eref	3	2	800
eref	3	3	1000
eref	3	4	1000
eref	3	5	1000
eref	3	6	1000
eref	4	0	333
eref	4	1	500
eref	4	2	571
eref	4	3	1000
eref	4	4	1000
eref	4	5	1000
eref	4	6	1000
eref	5	0	200
eref	5	1	400
eref	5	2	800
eref	5	3	1000
eref	5	4	1000
eref	5	5	1000
eref	5	6	1000
eref	6	0	45
eref	6	1	90
eref	6	2	181
eref	6	3	363
eref	6	4	380
eref	6	5	761
eref	6	6	1000
eref	7	0	250
eref	7	1	500
eref	7	2	500
eref	7	3	1000
eref	7	4	1000
eref	7	5	1000
eref	7	6	1000
eref	8	0	47
eref	8	1	95
eref	8	2	190
eref	8	3	380
eref	8	4	390
eref	8	5	780
eref	8	6	1000
F26b	init	obj=3880000000	v12=0	mccn=0	mccd=3880	v3bad=1
F26b	sw1	p8	try8	obj1160007598	dobj-6105	acc1
F26b	sw1	p8	try1	obj1160007598	dobj0	acc0
F26b	sw1	p8	try-1	obj1160008815	dobj1217	acc0
F26b	sweep1	accepted=23	best=1160007598
F26b	sw2	p0	try50	obj975475398	dobj-184532200	acc1
F26b	sw2	p0	try8	obj947909254	dobj-27566144	acc1
F26b	sw2	p0	try1	obj944501484	dobj-3407770	acc1
F26b	sw2	p1	try50	obj820945698	dobj-123555786	acc1
F26b	sw2	p1	try8	obj802314028	dobj-18631670	acc1
F26b	sw2	p1	try1	obj799369454	dobj-2944574	acc1
F26b	sw2	p2	try50	obj793106928	dobj-6262526	acc1
F26b	sw2	p2	try8	obj792509101	dobj-597827	acc1
F26b	sw2	p2	try1	obj792430759	dobj-78342	acc1
F26b	sw2	p3	try50	obj792430759	dobj0	acc0
F26b	sw2	p3	try-50	obj792430759	dobj0	acc0
F26b	sw2	p3	try8	obj792430759	dobj0	acc0
F26b	sw2	p3	try-8	obj792430759	dobj0	acc0
F26b	sw2	p3	try1	obj792430759	dobj0	acc0
F26b	sw2	p3	try-1	obj792430759	dobj0	acc0
F26b	sw2	p4	try50	obj757762689	dobj-34668070	acc1
F26b	sw2	p4	try8	obj752588797	dobj-5173892	acc1
F26b	sw2	p4	try1	obj751829048	dobj-759749	acc1
F26b	sw2	p5	try50	obj650407610	dobj-101421438	acc1
F26b	sw2	p5	try8	obj635414829	dobj-14992781	acc1
F26b	sw2	p5	try1	obj633609140	dobj-1805689	acc1
F26b	sw2	p6	try50	obj552925869	dobj-80683271	acc1
F26b	sw2	p6	try8	obj541151904	dobj-11773965	acc1
F26b	sw2	p6	try1	obj539742449	dobj-1409455	acc1
F26b	sw2	p7	try50	obj496160549	dobj-43581900	acc1
F26b	sw2	p7	try8	obj490110805	dobj-6049744	acc1
F26b	sw2	p7	try1	obj489372497	dobj-738308	acc1
F26b	sw2	p8	try50	obj489346577	dobj-25920	acc1
F26b	sw2	p8	try8	obj489343257	dobj-3320	acc1
F26b	sw2	p8	try1	obj489342432	dobj-825	acc1
F26b	sweep2	accepted=24	best=489342432
F26b	sw3	p0	try50	obj401367432	dobj-87975000	acc1
F26b	sw3	p0	try8	obj389250440	dobj-12116992	acc1
F26b	sw3	p0	try1	obj387773814	dobj-1476626	acc1
F26b	sw3	p1	try50	obj338615202	dobj-49158612	acc1
F26b	sw3	p1	try8	obj331772609	dobj-6842593	acc1
F26b	sw3	p1	try1	obj330690051	dobj-1082558	acc1
F26b	sw3	p2	try50	obj328950861	dobj-1739190	acc1
F26b	sw3	p2	try8	obj328945733	dobj-5128	acc1
F26b	sw3	p2	try1	obj328941487	dobj-4246	acc1
F26b	sw3	p3	try50	obj328941487	dobj0	acc0
F26b	sw3	p3	try-50	obj328941487	dobj0	acc0
F26b	sw3	p3	try8	obj328941487	dobj0	acc0
F26b	sw3	p3	try-8	obj328941487	dobj0	acc0
F26b	sw3	p3	try1	obj328941487	dobj0	acc0
F26b	sw3	p3	try-1	obj328941487	dobj0	acc0
F26b	sw3	p4	try50	obj324399806	dobj-4541681	acc1
F26b	sw3	p4	try8	obj323836573	dobj-563233	acc1
F26b	sw3	p4	try1	obj323762972	dobj-73601	acc1
F26b	sw3	p5	try50	obj288001165	dobj-35761807	acc1
F26b	sw3	p5	try8	obj283087213	dobj-4913952	acc1
F26b	sw3	p5	try1	obj282516661	dobj-570552	acc1
F26b	sw3	p6	try50	obj254711113	dobj-27805548	acc1
F26b	sw3	p6	try8	obj251323376	dobj-3387737	acc1
F26b	sw3	p6	try1	obj250929215	dobj-394161	acc1
F26b	sw3	p7	try50	obj245517784	dobj-5411431	acc1
F26b	sw3	p7	try8	obj244919210	dobj-598574	acc1
F26b	sw3	p7	try1	obj244848639	dobj-70571	acc1
F26b	sw3	p8	try50	obj244834479	dobj-14160	acc1
F26b	sw3	p8	try8	obj244832294	dobj-2185	acc1
F26b	sw3	p8	try1	obj244832294	dobj0	acc0
F26b	sw3	p8	try-1	obj244832727	dobj433	acc0
F26b	sweep3	accepted=23	best=244832294
F26b	sw4	p0	try50	obj228919717	dobj-15912577	acc1
F26b	sw4	p0	try8	obj227556064	dobj-1363653	acc1
F26b	sw4	p0	try1	obj227407569	dobj-148495	acc1
F26b	sw4	p1	try50	obj217925244	dobj-9482325	acc1
F26b	sw4	p1	try8	obj216600939	dobj-1324305	acc1
F26b	sw4	p1	try1	obj216585982	dobj-14957	acc1
F26b	sw4	p2	try50	obj217087347	dobj501365	acc0
F26b	sw4	p2	try-50	obj215951307	dobj-634675	acc1
F26b	sw4	p2	try8	obj216047893	dobj96586	acc0
F26b	sw4	p2	try-8	obj215843139	dobj-108168	acc1
F26b	sw4	p2	try1	obj215844051	dobj912	acc0
F26b	sw4	p2	try-1	obj216008821	dobj165682	acc0
F26b	sw4	p3	try50	obj215843139	dobj0	acc0
F26b	sw4	p3	try-50	obj215843139	dobj0	acc0
F26b	sw4	p3	try8	obj215843139	dobj0	acc0
F26b	sw4	p3	try-8	obj215843139	dobj0	acc0
F26b	sw4	p3	try1	obj215843139	dobj0	acc0
F26b	sw4	p3	try-1	obj215843139	dobj0	acc0
F26b	sw4	p4	try50	obj216799292	dobj956153	acc0
F26b	sw4	p4	try-50	obj214907303	dobj-935836	acc1
F26b	sw4	p4	try8	obj215019565	dobj112262	acc0
F26b	sw4	p4	try-8	obj214725931	dobj-181372	acc1
F26b	sw4	p4	try1	obj214727980	dobj2049	acc0
F26b	sw4	p4	try-1	obj214720732	dobj-5199	acc1
F26b	sw4	p5	try50	obj213929377	dobj-791355	acc1
F26b	sw4	p5	try8	obj214506719	dobj577342	acc0
F26b	sw4	p5	try-8	obj213541817	dobj-387560	acc1
F26b	sw4	p5	try1	obj213604459	dobj62642	acc0
F26b	sw4	p5	try-1	obj213498598	dobj-43219	acc1
F26b	sw4	p6	try50	obj224908521	dobj11409923	acc0
F26b	sw4	p6	try-50	obj212635994	dobj-862604	acc1
F26b	sw4	p6	try8	obj212030069	dobj-605925	acc1
F26b	sw4	p6	try1	obj211972925	dobj-57144	acc1
F26b	sw4	p7	try50	obj211293186	dobj-679739	acc1
F26b	sw4	p7	try8	obj211223050	dobj-70136	acc1
F26b	sw4	p7	try1	obj211214959	dobj-8091	acc1
F26b	sw4	p8	try50	obj211207219	dobj-7740	acc1
F26b	sw4	p8	try8	obj211206104	dobj-1115	acc1
F26b	sw4	p8	try1	obj211205887	dobj-217	acc1
F26b	sweep4	accepted=23	best=211205887
F26b	sw5	p0	try50	obj213927704	dobj2721817	acc0
F26b	sw5	p0	try-50	obj219947792	dobj8741905	acc0
F26b	sw5	p0	try8	obj210879335	dobj-326552	acc1
F26b	sw5	p0	try1	obj210859114	dobj-20221	acc1
F26b	sw5	p1	try50	obj205120181	dobj-5738933	acc1
F26b	sw5	p1	try8	obj204536177	dobj-584004	acc1
F26b	sw5	p1	try1	obj204424903	dobj-111274	acc1
F26b	sw5	p2	try50	obj205282875	dobj857972	acc0
F26b	sw5	p2	try-50	obj203705882	dobj-719021	acc1
F26b	sw5	p2	try8	obj203776209	dobj70327	acc0
F26b	sw5	p2	try-8	obj203607793	dobj-98089	acc1
F26b	sw5	p2	try1	obj203625646	dobj17853	acc0
F26b	sw5	p2	try-1	obj203591732	dobj-16061	acc1
F26b	sw5	p3	try50	obj203591732	dobj0	acc0
F26b	sw5	p3	try-50	obj203591732	dobj0	acc0
F26b	sw5	p3	try8	obj203591732	dobj0	acc0
F26b	sw5	p3	try-8	obj203591732	dobj0	acc0
F26b	sw5	p3	try1	obj203591732	dobj0	acc0
F26b	sw5	p3	try-1	obj203591732	dobj0	acc0
F26b	sw5	p4	try50	obj204552370	dobj960638	acc0
F26b	sw5	p4	try-50	obj202652746	dobj-938986	acc1
F26b	sw5	p4	try8	obj202815485	dobj162739	acc0
F26b	sw5	p4	try-8	obj202498083	dobj-154663	acc1
F26b	sw5	p4	try1	obj202500324	dobj2241	acc0
F26b	sw5	p4	try-1	obj202491287	dobj-6796	acc1
F26b	sw5	p5	try50	obj206714371	dobj4223084	acc0
F26b	sw5	p5	try-50	obj205383474	dobj2892187	acc0
F26b	sw5	p5	try8	obj202758138	dobj266851	acc0
F26b	sw5	p5	try-8	obj202471113	dobj-20174	acc1
F26b	sw5	p5	try1	obj202582061	dobj110948	acc0
F26b	sw5	p5	try-1	obj202544930	dobj73817	acc0
F26b	sw5	p6	try50	obj211686054	dobj9214941	acc0
F26b	sw5	p6	try-50	obj204232973	dobj1761860	acc0
F26b	sw5	p6	try8	obj203209101	dobj737988	acc0
F26b	sw5	p6	try-8	obj202014004	dobj-457109	acc1
F26b	sw5	p6	try1	obj202055751	dobj41747	acc0
F26b	sw5	p6	try-1	obj201976275	dobj-37729	acc1
F26b	sw5	p7	try50	obj201957376	dobj-18899	acc1
F26b	sw5	p7	try8	obj201957376	dobj0	acc0
F26b	sw5	p7	try-8	obj201957382	dobj6	acc0
F26b	sw5	p7	try1	obj201957376	dobj0	acc0
F26b	sw5	p7	try-1	obj201957376	dobj0	acc0
F26b	sw5	p8	try50	obj201952096	dobj-5280	acc1
F26b	sw5	p8	try8	obj201951528	dobj-568	acc1
F26b	sw5	p8	try1	obj201951391	dobj-137	acc1
F26b	sweep5	accepted=18	best=201951391
F26b	sw6	p0	try50	obj209201491	dobj7250100	acc0
F26b	sw6	p0	try-50	obj205712770	dobj3761379	acc0
F26b	sw6	p0	try8	obj202374895	dobj423504	acc0
F26b	sw6	p0	try-8	obj201808469	dobj-142922	acc1
F26b	sw6	p0	try1	obj201810986	dobj2517	acc0
F26b	sw6	p0	try-1	obj201810342	dobj1873	acc0
F26b	sw6	p1	try50	obj196753909	dobj-5054560	acc1
F26b	sw6	p1	try8	obj196281880	dobj-472029	acc1
F26b	sw6	p1	try1	obj196100005	dobj-181875	acc1
F26b	sw6	p2	try50	obj196960386	dobj860381	acc0
F26b	sw6	p2	try-50	obj195431367	dobj-668638	acc1
F26b	sw6	p2	try8	obj195595303	dobj163936	acc0
F26b	sw6	p2	try-8	obj195259840	dobj-171527	acc1
F26b	sw6	p2	try1	obj195284301	dobj24461	acc0
F26b	sw6	p2	try-1	obj195262802	dobj2962	acc0
F26b	sw6	p3	try50	obj195259840	dobj0	acc0
F26b	sw6	p3	try-50	obj195259840	dobj0	acc0
F26b	sw6	p3	try8	obj195259840	dobj0	acc0
F26b	sw6	p3	try-8	obj195259840	dobj0	acc0
F26b	sw6	p3	try1	obj195259840	dobj0	acc0
F26b	sw6	p3	try-1	obj195259840	dobj0	acc0
F26b	sw6	p4	try50	obj196197984	dobj938144	acc0
F26b	sw6	p4	try-50	obj194340710	dobj-919130	acc1
F26b	sw6	p4	try8	obj194515879	dobj175169	acc0
F26b	sw6	p4	try-8	obj194191193	dobj-149517	acc1
F26b	sw6	p4	try1	obj194243418	dobj52225	acc0
F26b	sw6	p4	try-1	obj194165156	dobj-26037	acc1
F26b	sw6	p5	try50	obj198670989	dobj4505833	acc0
F26b	sw6	p5	try-50	obj196744641	dobj2579485	acc0
F26b	sw6	p5	try8	obj194481548	dobj316392	acc0
F26b	sw6	p5	try-8	obj194164661	dobj-495	acc1
F26b	sw6	p5	try1	obj194171575	dobj6914	acc0
F26b	sw6	p5	try-1	obj194171917	dobj7256	acc0
F26b	sw6	p6	try50	obj204091594	dobj9926933	acc0
F26b	sw6	p6	try-50	obj195197029	dobj1032368	acc0
F26b	sw6	p6	try8	obj195016858	dobj852197	acc0
F26b	sw6	p6	try-8	obj193593121	dobj-571540	acc1
F26b	sw6	p6	try1	obj193649183	dobj56062	acc0
F26b	sw6	p6	try-1	obj193541282	dobj-51839	acc1
F26b	sw6	p7	try50	obj193541282	dobj0	acc0
F26b	sw6	p7	try-50	obj193541282	dobj0	acc0
F26b	sw6	p7	try8	obj193541282	dobj0	acc0
F26b	sw6	p7	try-8	obj193541282	dobj0	acc0
F26b	sw6	p7	try1	obj193541282	dobj0	acc0
F26b	sw6	p7	try-1	obj193541282	dobj0	acc0
F26b	sw6	p8	try50	obj193537382	dobj-3900	acc1
F26b	sw6	p8	try8	obj193536907	dobj-475	acc1
F26b	sw6	p8	try1	obj193536907	dobj0	acc0
F26b	sw6	p8	try-1	obj193536998	dobj91	acc0
F26b	sweep6	accepted=14	best=193536907
F26b	sw7	p0	try50	obj201494782	dobj7957875	acc0
F26b	sw7	p0	try-50	obj196547999	dobj3011092	acc0
F26b	sw7	p0	try8	obj194073659	dobj536752	acc0
F26b	sw7	p0	try-8	obj193280731	dobj-256176	acc1
F26b	sw7	p0	try1	obj193297409	dobj16678	acc0
F26b	sw7	p0	try-1	obj193268437	dobj-12294	acc1
F26b	sw7	p1	try50	obj188720402	dobj-4548035	acc1
F26b	sw7	p1	try8	obj188225372	dobj-495030	acc1
F26b	sw7	p1	try1	obj188263142	dobj37770	acc0
F26b	sw7	p1	try-1	obj188348994	dobj123622	acc0
F26b	sw7	p2	try50	obj189001906	dobj776534	acc0
F26b	sw7	p2	try-50	obj187566651	dobj-658721	acc1
F26b	sw7	p2	try8	obj187651658	dobj85007	acc0
F26b	sw7	p2	try-8	obj187479572	dobj-87079	acc1
F26b	sw7	p2	try1	obj187510868	dobj31296	acc0
F26b	sw7	p2	try-1	obj187442642	dobj-36930	acc1
F26b	sw7	p3	try50	obj187442642	dobj0	acc0
F26b	sw7	p3	try-50	obj187442642	dobj0	acc0
F26b	sw7	p3	try8	obj187442642	dobj0	acc0
F26b	sw7	p3	try-8	obj187442642	dobj0	acc0
F26b	sw7	p3	try1	obj187442642	dobj0	acc0
F26b	sw7	p3	try-1	obj187442642	dobj0	acc0
F26b	sw7	p4	try50	obj188357456	dobj914814	acc0
F26b	sw7	p4	try-50	obj186545107	dobj-897535	acc1
F26b	sw7	p4	try8	obj186719298	dobj174191	acc0
F26b	sw7	p4	try-8	obj186425836	dobj-119271	acc1
F26b	sw7	p4	try1	obj186431573	dobj5737	acc0
F26b	sw7	p4	try-1	obj186419886	dobj-5950	acc1
F26b	sw7	p5	try50	obj190869568	dobj4449682	acc0
F26b	sw7	p5	try-50	obj188835116	dobj2415230	acc0
F26b	sw7	p5	try8	obj186593601	dobj173715	acc0
F26b	sw7	p5	try-8	obj186256595	dobj-163291	acc1
F26b	sw7	p5	try1	obj186263098	dobj6503	acc0
F26b	sw7	p5	try-1	obj186397134	dobj140539	acc0
F26b	sw7	p6	try50	obj196490526	dobj10233931	acc0
F26b	sw7	p6	try-50	obj186974482	dobj717887	acc0
F26b	sw7	p6	try8	obj187158586	dobj901991	acc0
F26b	sw7	p6	try-8	obj185635102	dobj-621493	acc1
F26b	sw7	p6	try1	obj185697521	dobj62419	acc0
F26b	sw7	p6	try-1	obj185577182	dobj-57920	acc1
F26b	sw7	p7	try50	obj185577182	dobj0	acc0
F26b	sw7	p7	try-50	obj185577182	dobj0	acc0
F26b	sw7	p7	try8	obj185577182	dobj0	acc0
F26b	sw7	p7	try-8	obj185577182	dobj0	acc0
F26b	sw7	p7	try1	obj185577182	dobj0	acc0
F26b	sw7	p7	try-1	obj185577182	dobj0	acc0
F26b	sw7	p8	try50	obj185574542	dobj-2640	acc1
F26b	sw7	p8	try8	obj185574277	dobj-265	acc1
F26b	sw7	p8	try1	obj185574230	dobj-47	acc1
F26b	sweep7	accepted=16	best=185574230
F26b	final	p0=287	p1=471	p2=2	p3=0	p4=0	p5=253	p6=168	p7=345	p8=469	p9=0
# FINAL-ANSWER VETOES (v2: gate the final answer only)
final_obj=185574230
V1_theater_v12=175	-> VOID
V2_meanConfCorrect_num=3686903_den=3880	-> clear
V3_badslot=1	-> VOID
FINAL_VERDICT=VOID
