HARNESS,english,episodes,200
EP,english,54,4,256,1,0,0,0,3,0,0,0,0
EP,english,55,4,256,1,0,0,0,3,0,0,0,0
EP,english,56,5,320,1,0,1,0,3,0,0,0,0
EP,english,57,6,384,1,1,0,0,4,0,0,0,0
EP,english,58,4,256,1,0,0,0,3,0,0,0,0
EP,english,59,7,448,1,0,0,1,5,0,0,0,0
EP,english,60,4,256,1,0,0,0,3,0,0,0,0
EP,english,61,4,256,1,0,0,0,3,0,0,0,0
EP,english,62,6,384,1,1,0,0,4,0,0,0,0
EP,english,63,4,256,1,0,0,0,3,0,0,0,0
EP,english,64,4,256,1,0,0,0,3,0,0,0,0
EP,english,65,4,256,1,0,0,0,3,0,0,0,0
EP,english,66,5,320,1,0,1,0,3,0,0,0,0
EP,english,67,9,576,1,1,0,1,6,0,0,0,0
EP,english,68,4,256,1,0,0,0,3,0,0,0,0
EP,english,69,4,256,1,0,0,0,3,0,0,0,0
EP,english,70,4,256,1,0,0,0,3,0,0,0,0
EP,english,71,4,256,1,0,0,0,3,0,0,0,0
EP,english,72,6,384,1,1,0,0,4,0,0,0,0
EP,english,73,4,256,1,0,0,0,3,0,0,0,0
EP,english,74,4,256,1,0,0,0,3,0,0,0,0
EP,english,75,7,448,1,0,0,1,5,0,0,0,0
EP,english,76,5,320,1,0,1,0,3,0,0,0,0
EP,english,77,6,384,1,1,0,0,4,0,0,0,0
EP,english,78,4,256,1,0,0,0,3,0,0,0,0
EP,english,79,4,256,1,0,0,0,3,0,0,0,0
EP,english,80,4,256,1,0,0,0,3,0,0,0,0
EP,english,81,4,256,1,0,0,0,3,0,0,0,0
EP,english,82,6,384,1,1,0,0,4,0,0,0,0
EP,english,83,7,448,1,0,0,1,5,0,0,0,0
EP,english,84,4,256,1,0,0,0,3,0,0,0,0
EP,english,85,4,256,1,0,0,0,3,0,0,0,0
EP,english,86,5,320,1,0,1,0,3,0,0,0,0
EP,english,87,6,384,1,1,0,0,4,0,0,0,0
EP,english,88,4,256,1,0,0,0,3,0,0,0,0
EP,english,89,4,256,1,0,0,0,3,0,0,0,0
EP,english,90,4,256,1,0,0,0,3,0,0,0,0
EP,english,91,7,448,1,0,0,1,5,0,0,0,0
EP,english,92,6,384,1,1,0,0,4,0,0,0,0
EP,english,93,4,256,1,0,0,0,3,0,0,0,0
EP,english,94,4,256,1,0,0,0,3,0,0,0,0
EP,english,95,4,256,1,0,0,0,3,0,0,0,0
EP,english,96,5,320,1,0,1,0,3,0,0,0,0
EP,english,97,6,384,1,1,0,0,4,0,0,0,0
EP,english,98,4,256,1,0,0,0,3,0,0,0,0
EP,english,99,7,448,1,0,0,1,5,0,0,0,0
EP,english,100,4,256,1,0,0,0,3,0,0,0,0
EP,english,101,4,256,1,0,0,0,3,0,0,0,0
EP,english,102,6,384,1,1,0,0,4,0,0,0,0
EP,english,103,4,256,1,0,0,0,3,0,0,0,0
EP,english,104,4,256,1,0,0,0,3,0,0,0,0
EP,english,105,4,256,1,0,0,0,3,0,0,0,0
EP,english,106,5,320,1,0,1,0,3,0,0,0,0
EP,english,107,9,576,1,1,0,1,6,0,0,0,0
EP,english,108,4,256,1,0,0,0,3,0,0,0,0
EP,english,109,4,256,1,0,0,0,3,0,0,0,0
EP,english,110,4,256,1,0,0,0,3,0,0,0,0
EP,english,111,4,256,1,0,0,0,3,0,0,0,0
EP,english,112,6,384,1,1,0,0,4,0,0,0,0
EP,english,113,4,256,1,0,0,0,3,0,0,0,0
EP,english,114,4,256,1,0,0,0,3,0,0,0,0
EP,english,115,7,448,1,0,0,1,5,0,0,0,0
EP,english,116,5,320,1,0,1,0,3,0,0,0,0
EP,english,117,6,384,1,1,0,0,4,0,0,0,0
EP,english,118,4,256,1,0,0,0,3,0,0,0,0
EP,english,119,4,256,1,0,0,0,3,0,0,0,0
EP,english,120,4,256,1,0,0,0,3,0,0,0,0
EP,english,121,4,256,1,0,0,0,3,0,0,0,0
EP,english,122,6,384,1,1,0,0,4,0,0,0,0
EP,english,123,7,448,1,0,0,1,5,0,0,0,0
EP,english,124,4,256,1,0,0,0,3,0,0,0,0
EP,english,125,4,256,1,0,0,0,3,0,0,0,0
EP,english,126,5,320,1,0,1,0,3,0,0,0,0
EP,english,127,6,384,1,1,0,0,4,0,0,0,0
EP,english,128,4,256,1,0,0,0,3,0,0,0,0
EP,english,129,4,256,1,0,0,0,3,0,0,0,0
EP,english,130,4,256,1,0,0,0,3,0,0,0,0
EP,english,131,7,448,1,0,0,1,5,0,0,0,0
EP,english,132,6,384,1,1,0,0,4,0,0,0,0
EP,english,133,4,256,1,0,0,0,3,0,0,0,0
EP,english,134,4,256,1,0,0,0,3,0,0,0,0
EP,english,135,4,256,1,0,0,0,3,0,0,0,0
EP,english,136,5,320,1,0,1,0,3,0,0,0,0
EP,english,137,6,384,1,1,0,0,4,0,0,0,0
EP,english,138,4,256,1,0,0,0,3,0,0,0,0
EP,english,139,7,448,1,0,0,1,5,0,0,0,0
EP,english,140,4,256,1,0,0,0,3,0,0,0,0
EP,english,141,4,256,1,0,0,0,3,0,0,0,0
EP,english,142,6,384,1,1,0,0,4,0,0,0,0
EP,english,143,4,256,1,0,0,0,3,0,0,0,0
EP,english,144,4,256,1,0,0,0,3,0,0,0,0
EP,english,145,4,256,1,0,0,0,3,0,0,0,0
EP,english,146,5,320,1,0,1,0,3,0,0,0,0
EP,english,147,9,576,1,1,0,1,6,0,0,0,0
EP,english,148,4,256,1,0,0,0,3,0,0,0,0
EP,english,149,4,256,1,0,0,0,3,0,0,0,0
EP,english,150,4,256,1,0,0,0,3,0,0,0,0
EP,english,151,4,256,1,0,0,0,3,0,0,0,0
EP,english,152,6,384,1,1,0,0,4,0,0,0,0
EP,english,153,4,256,1,0,0,0,3,0,0,0,0
EP,english,154,4,256,1,0,0,0,3,0,0,0,0
EP,english,155,7,448,1,0,0,1,5,0,0,0,0
EP,english,156,5,320,1,0,1,0,3,0,0,0,0
EP,english,157,6,384,1,1,0,0,4,0,0,0,0
EP,english,158,4,256,1,0,0,0,3,0,0,0,0
EP,english,159,4,256,1,0,0,0,3,0,0,0,0
EP,english,160,4,256,1,0,0,0,3,0,0,0,0
EP,english,161,4,256,1,0,0,0,3,0,0,0,0
EP,english,162,6,384,1,1,0,0,4,0,0,0,0
EP,english,163,8,512,1,0,0,1,6,0,0,0,0
EP,english,164,4,256,1,0,0,0,3,0,0,0,0
EP,english,165,4,256,1,0,0,0,3,0,0,0,0
EP,english,166,5,320,1,0,1,0,3,0,0,0,0
EP,english,167,6,384,1,1,0,0,4,0,0,0,0
EP,english,168,4,256,1,0,0,0,3,0,0,0,0
EP,english,169,4,256,1,0,0,0,3,0,0,0,0
EP,english,170,4,256,1,0,0,0,3,0,0,0,0
EP,english,171,6,384,1,0,0,1,4,0,0,0,0
EP,english,172,6,384,1,1,0,0,4,0,0,0,0
EP,english,173,4,256,1,0,0,0,3,0,0,0,0
EP,english,174,4,256,1,0,0,0,3,0,0,0,0
EP,english,175,4,256,1,0,0,0,3,0,0,0,0
EP,english,176,5,320,1,0,1,0,3,0,0,0,0
EP,english,177,6,384,1,1,0,0,4,0,0,0,0
EP,english,178,4,256,1,0,0,0,3,0,0,0,0
EP,english,179,8,512,1,0,0,1,6,0,0,0,0
EP,english,180,4,256,1,0,0,0,3,0,0,0,0
EP,english,181,4,256,1,0,0,0,3,0,0,0,0
EP,english,182,6,384,1,1,0,0,4,0,0,0,0
EP,english,183,4,256,1,0,0,0,3,0,0,0,0
EP,english,184,4,256,1,0,0,0,3,0,0,0,0
EP,english,185,4,256,1,0,0,0,3,0,0,0,0
EP,english,186,5,320,1,0,1,0,3,0,0,0,0
EP,english,187,10,640,1,1,0,1,7,0,0,0,0
EP,english,188,4,256,1,0,0,0,3,0,0,0,0
EP,english,189,4,256,1,0,0,0,3,0,0,0,0
EP,english,190,4,256,1,0,0,0,3,0,0,0,0
EP,english,191,4,256,1,0,0,0,3,0,0,0,0
EP,english,192,6,384,1,1,0,0,4,0,0,0,0
EP,english,193,4,256,1,0,0,0,3,0,0,0,0
EP,english,194,4,256,1,0,0,0,3,0,0,0,0
EP,english,195,8,512,1,0,0,1,6,0,0,0,0
EP,english,196,5,320,1,0,1,0,3,0,0,0,0
EP,english,197,6,384,1,1,0,0,4,0,0,0,0
EP,english,198,4,256,1,0,0,0,3,0,0,0,0
EP,english,199,4,256,1,0,0,0,3,0,0,0,0
HISTCFG,bytes_per_entry,64,entry_words,16,cap_k1_bytes,4096
HISTAGG,english,200,256,256,640,448,200,40,20,24,691,0,0,0,0,0
CL_CHECK,k1_max_bytes_le_4096,1,1
CL_CHECK,k1_other_class_zero,0,0
CL_CHECK,episodes,200,200
CL_CHECK,verify_fail,0,0
CL_CHECK,kill_fail,0,0
