PAIR|FLIP|P-FL-037|F_NEGSCOPE|All children are not happy.|Not all children are happy.|DIVERGE
PAIR|FLIP|P-FL-038|F_NEGSCOPE|All cars are not big.|Not all cars are big.|DIVERGE
PAIR|FLIP|P-FL-039|F_NEGSCOPE|All cats are not fast.|Not all cats are fast.|DIVERGE
PAIR|FLIP|P-FL-040|F_NEGSCOPE|All dogs are not happy.|Not all dogs are happy.|DIVERGE
PAIR|FLIP|P-FL-041|F_NEGSCOPE|All birds are not big.|Not all birds are big.|DIVERGE
PAIR|FLIP|P-FL-042|F_NEGSCOPE|All children are not fast.|Not all children are fast.|DIVERGE
PAIR|FLIP|P-FL-043|F_NEGSCOPE|All cars are not happy.|Not all cars are happy.|DIVERGE
PAIR|FLIP|P-FL-044|F_NEGSCOPE|All cats are not big.|Not all cats are big.|DIVERGE
PAIR|FLIP|P-FL-045|F_NEGSCOPE|All dogs are not fast.|Not all dogs are fast.|DIVERGE
PAIR|FLIP|P-FL-046|F_NEGSCOPE|All birds are not happy.|Not all birds are happy.|DIVERGE
PAIR|FLIP|P-FL-047|F_NEGSCOPE|All children are not big.|Not all children are big.|DIVERGE
PAIR|FLIP|P-FL-048|F_NEGSCOPE|All cars are not fast.|Not all cars are fast.|DIVERGE
PAIR|FLIP|P-FL-049|F_NEGSCOPE|All cats are not happy.|Not all cats are happy.|DIVERGE
PAIR|FLIP|P-FL-050|F_NEGSCOPE|All dogs are not big.|Not all dogs are big.|DIVERGE
PAIR|FLIP|P-FL-051|F_NEGSCOPE|All birds are not fast.|Not all birds are fast.|DIVERGE
PAIR|FLIP|P-FL-052|F_NEGSCOPE|All children are not happy.|Not all children are happy.|DIVERGE
PAIR|FLIP|P-FL-053|F_NEGSCOPE|All cars are not big.|Not all cars are big.|DIVERGE
PAIR|FLIP|P-FL-054|F_NEGSCOPE|All cats are not fast.|Not all cats are fast.|DIVERGE
PAIR|FLIP|P-FL-055|F_NEGSCOPE|All dogs are not happy.|Not all dogs are happy.|DIVERGE
PAIR|FLIP|P-FL-056|F_NEGSCOPE|All birds are not big.|Not all birds are big.|DIVERGE
PAIR|FLIP|P-FL-057|F_NEGSCOPE|All children are not fast.|Not all children are fast.|DIVERGE
PAIR|FLIP|P-FL-058|F_NEGSCOPE|All cars are not happy.|Not all cars are happy.|DIVERGE
PAIR|FLIP|P-FL-059|F_NEGSCOPE|All cats are not big.|Not all cats are big.|DIVERGE
PAIR|FLIP|P-FL-060|F_NEGSCOPE|All dogs are not fast.|Not all dogs are fast.|DIVERGE
PAIR|FLIP|P-FL-061|F_NEGSCOPE|All birds are not happy.|Not all birds are happy.|DIVERGE
PAIR|FLIP|P-FL-062|F_NEGSCOPE|All children are not big.|Not all children are big.|DIVERGE
PAIR|FLIP|P-FL-063|F_NEGSCOPE|All cars are not fast.|Not all cars are fast.|DIVERGE
PAIR|FLIP|P-FL-064|F_NEGSCOPE|All cats are not happy.|Not all cats are happy.|DIVERGE
PAIR|FLIP|P-FL-065|F_NEGSCOPE|All dogs are not big.|Not all dogs are big.|DIVERGE
PAIR|FLIP|P-FL-066|F_NEGSCOPE|All birds are not fast.|Not all birds are fast.|DIVERGE
PAIR|FLIP|P-FL-067|F_NEGSCOPE|All children are not happy.|Not all children are happy.|DIVERGE
PAIR|FLIP|P-FL-068|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-069|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-070|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-071|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-072|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-073|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-074|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-075|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-076|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-077|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-078|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-079|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-080|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-081|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-082|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-083|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-084|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-085|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-086|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-087|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-088|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-089|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-090|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-091|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-092|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-093|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-094|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-095|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-096|F_QSCOPE|Every chef admired a painter.|A painter was admired by every chef.|DIVERGE
PAIR|FLIP|P-FL-097|F_QSCOPE|Every guard chased a musician.|A musician was chased by every guard.|DIVERGE
PAIR|FLIP|P-FL-098|F_QSCOPE|Every student taught a dancer.|A dancer was taught by every student.|DIVERGE
PAIR|FLIP|P-FL-099|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
PAIR|FLIP|P-FL-100|F_QSCOPE|Every dog admired a cat.|A cat was admired by every dog.|DIVERGE
