AVAL|A-015|6|The home is large.
AVAL|A-016|0|The cat sat on the house.
AVAL|A-016|1|The feline sat on the house.
AVAL|A-016|2|The feline sat on the home.
AVAL|A-016|3|The feline rested on the home.
AVAL|A-016|4|The cat rested on the home.
AVAL|A-016|5|The cat rested on the house.
AVAL|A-016|6|The cat sat on the house.
AVAL|A-017|0|The dog slept under the house.
AVAL|A-017|1|The canine slept under the house.
AVAL|A-017|2|The canine slept under the home.
AVAL|A-017|3|The canine dozed under the home.
AVAL|A-017|4|The dog dozed under the home.
AVAL|A-017|5|The dog dozed under the house.
AVAL|A-017|6|The dog slept under the house.
AVAL|A-018|0|The child waited in the car.
AVAL|A-018|1|The kid waited in the car.
AVAL|A-018|2|The kid waited in the automobile.
AVAL|A-018|3|The kid lingered in the automobile.
AVAL|A-018|4|The child lingered in the automobile.
AVAL|A-018|5|The child lingered in the car.
AVAL|A-018|6|The child waited in the car.
AVAL|A-019|0|The house sat on the mat.
AVAL|A-019|1|The home sat on the mat.
AVAL|A-019|2|The home sat on the rug.
AVAL|A-019|3|The home rested on the rug.
AVAL|A-019|4|The house rested on the rug.
AVAL|A-019|5|The house rested on the mat.
AVAL|A-019|6|The house sat on the mat.
AVAL|A-020|0|The car slept in the house.
AVAL|A-020|1|The automobile slept in the house.
AVAL|A-020|2|The automobile slept in the home.
AVAL|A-020|3|The automobile dozed in the home.
AVAL|A-020|4|The car dozed in the home.
AVAL|A-020|5|The car dozed in the house.
AVAL|A-020|6|The car slept in the house.
AVAL|A-021|0|The dog ate the car.
AVAL|A-021|1|The canine ate the car.
AVAL|A-021|2|The canine ate the automobile.
AVAL|A-021|3|The canine consumed the automobile.
AVAL|A-021|4|The dog consumed the automobile.
AVAL|A-021|5|The dog consumed the car.
AVAL|A-021|6|The dog ate the car.
AVAL|A-022|0|The cat built the house.
AVAL|A-022|1|The feline built the house.
AVAL|A-022|2|The feline built the home.
AVAL|A-022|3|The feline constructed the home.
AVAL|A-022|4|The cat constructed the home.
AVAL|A-022|5|The cat constructed the house.
AVAL|A-022|6|The cat built the house.
AVAL|A-023|0|The chef ate the house.
AVAL|A-023|1|The cook ate the house.
AVAL|A-023|2|The cook ate the home.
AVAL|A-023|3|The cook consumed the home.
AVAL|A-023|4|The chef consumed the home.
AVAL|A-023|5|The chef consumed the house.
AVAL|A-023|6|The chef ate the house.
AVAL|A-024|0|The cat bought the car.
AVAL|A-024|1|The feline bought the car.
AVAL|A-024|2|The feline bought the automobile.
AVAL|A-024|3|The feline purchased the automobile.
AVAL|A-024|4|The cat purchased the automobile.
AVAL|A-024|5|The cat purchased the car.
AVAL|A-024|6|The cat bought the car.
AVAL|A-025|0|The dog built the house.
AVAL|A-025|1|The canine built the house.
AVAL|A-025|2|The canine built the home.
AVAL|A-025|3|The canine constructed the home.
AVAL|A-025|4|The dog constructed the home.
AVAL|A-025|5|The dog constructed the house.
AVAL|A-025|6|The dog built the house.
AVAL|A-026|0|The car is happy.
AVAL|A-026|1|The automobile is happy.
AVAL|A-026|2|The automobile is glad.
AVAL|A-026|3|The car is glad.
AVAL|A-026|4|The car is happy.
AVAL|A-026|5|The automobile is happy.
AVAL|A-026|6|The automobile is glad.
AVAL|A-027|0|The house is fast.
AVAL|A-027|1|The home is fast.
AVAL|A-027|2|The home is quick.
AVAL|A-027|3|The house is quick.
AVAL|A-027|4|The house is fast.
AVAL|A-027|5|The home is fast.
AVAL|A-027|6|The home is quick.
AVAL|A-028|0|The cat is sad.
AVAL|A-028|1|The feline is sad.
AVAL|A-028|2|The feline is unhappy.
AVAL|A-028|3|The cat is unhappy.
AVAL|A-028|4|The cat is sad.
AVAL|A-028|5|The feline is sad.
AVAL|A-028|6|The feline is unhappy.
AVAL|A-029|0|The dog is glad.
AVAL|A-029|1|The canine is glad.
AVAL|A-029|2|The canine is happy.
AVAL|A-029|3|The dog is happy.
AVAL|A-029|4|The dog is glad.
AVAL|A-029|5|The canine is glad.
AVAL|A-029|6|The canine is happy.
AVAL|A-030|0|The child is large.
AVAL|A-030|1|The kid is large.
AVAL|A-030|2|The kid is big.
AVAL|A-030|3|The child is big.
AVAL|A-030|4|The child is large.
AVAL|A-030|5|The kid is large.
AVAL|A-030|6|The kid is big.
