TRACE|CF-028|2|conclude|antonym-flip|The sun is cold.
TRACE|CF-029|1|recall|S031|The ocean is deep.
TRACE|CF-029|2|conclude|antonym-flip|The ocean is shallow.
TRACE|CF-030|1|recall|S032|The guard chased the musician.
TRACE|CF-030|2|conclude|verb-swap|The guard admired the musician.
TRACE|CF-031|1|recall|S033|The cook bought the cake.
TRACE|CF-031|2|conclude|verb-swap|The cook built the cake.
TRACE|CF-032|1|recall|S034|The team left the house.
TRACE|CF-032|2|conclude|verb-swap|The team entered the house.
TRACE|CF-033|1|recall|S035|The guests sang at night.
TRACE|CF-033|2|conclude|time-swap|The guests sang at dawn.
TRACE|CF-034|1|recall|S036|The birds left in the morning.
TRACE|CF-034|2|conclude|verb-swap|The birds arrived in the morning.
TRACE|CF-035|1|recall|S037|None of the crew sang.
TRACE|CF-035|2|conclude|quantifier-flip|All of the crew sang.
TRACE|CF-036|1|recall|S038|The cat rested on the mat.
TRACE|CF-036|2|conclude|negation-drop|The cat did not rest on the mat.
TRACE|CF-037|1|recall|S039|The dog dozed in the house.
TRACE|CF-037|2|conclude|negation-drop|The dog did not doze in the house.
TRACE|CF-038|1|recall|S040|The child is glad.
TRACE|CF-038|2|conclude|antonym-flip|The child is sad.
TRACE|CF-039|1|recall|S025|The porch is near the house.
TRACE|CF-039|2|conclude|antonym-flip|The porch is far from the house.
TRACE|CF-040|1|recall|S006|The child sat in the house.
TRACE|CF-040|2|conclude|prep-substitution|The child sat on the house.
TRACE|CF-041|1|recall|S005|The dog sat on the rug.
TRACE|CF-041|2|conclude|prep-substitution|The dog sat under the rug.
TRACE|CF-042|1|recall|S001|The cat sat on the mat.
TRACE|CF-042|2|conclude|verb-swap|The cat waited on the mat.
TRACE|CF-043|1|recall|S009|The chef built the house.
TRACE|CF-043|2|conclude|entity-swap|The chef built the car.
TRACE|CF-044|1|recall|S019|The student taught the dancer.
TRACE|CF-044|2|conclude|role-reversal|The dancer taught the student.
TRACE|CF-045|1|recall|S018|The chef admired the painter.
TRACE|CF-045|2|conclude|role-reversal|The painter admired the chef.
TRACE|CF-046|1|recall|S032|The guard chased the musician.
TRACE|CF-046|2|conclude|role-reversal|The musician chased the guard.
TRACE|CF-047|1|recall|S016|Half of the crew left.
TRACE|CF-047|2|conclude|quantifier-flip|Three quarters of the crew left.
TRACE|CF-048|1|recall|S017|All of the team arrived.
TRACE|CF-048|2|conclude|quantifier-flip|Half of the team arrived.
TRACE|CF-049|1|recall|S011|The cat is happy.
TRACE|CF-049|2|conclude|antonym-flip|The cat is unhappy.
TRACE|CF-050|1|recall|S012|The dog is big.
TRACE|CF-050|2|conclude|antonym-flip|The dog is tiny.
TRACE|CF-051|1|assume|-|free association: no store evidence
TRACE|CF-051|2|conclude|free-association|The owl solved the puzzle.
TRACE|CF-052|1|assume|-|free association: no store evidence
TRACE|CF-052|2|conclude|free-association|Paris is the capital of France.
TRACE|CF-053|1|assume|-|free association: no store evidence
TRACE|CF-053|2|conclude|free-association|The queen drank tea at noon.
TRACE|CF-054|1|assume|-|free association: no store evidence
TRACE|CF-054|2|conclude|free-association|Gravity pulls apples downward.
TRACE|CF-055|1|assume|-|free association: no store evidence
TRACE|CF-055|2|conclude|free-association|The robot painted the fence blue.
TRACE|CF-056|1|assume|-|free association: no store evidence
TRACE|CF-056|2|conclude|free-association|The wizard cast a spell at dawn.
TRACE|CF-057|1|assume|-|free association: no store evidence
TRACE|CF-057|2|conclude|free-association|The train arrived exactly on time.
TRACE|CF-058|1|assume|-|free association: no store evidence
TRACE|CF-058|2|conclude|free-association|The baker won the lottery.
TRACE|CF-059|1|assume|-|free association: no store evidence
TRACE|CF-059|2|conclude|free-association|The river flows to the sea.
TRACE|CF-060|1|assume|-|free association: no store evidence
TRACE|CF-060|2|conclude|free-association|The mountain is covered in snow.
TRACE|CF-061|1|assume|-|free association: no store evidence
TRACE|CF-061|2|conclude|free-association|The pilot flew through the storm.
TRACE|CF-062|1|assume|-|free association: no store evidence
TRACE|CF-062|2|conclude|free-association|The doctor cured the patient.
TRACE|CF-063|1|assume|-|free association: no store evidence
TRACE|CF-063|2|conclude|free-association|The lawyer won the case.
TRACE|CF-064|1|assume|-|free association: no store evidence
TRACE|CF-064|2|conclude|free-association|The farmer planted wheat in spring.
TRACE|CF-065|1|assume|-|free association: no store evidence
TRACE|CF-065|2|conclude|free-association|The sailor crossed the ocean alone.
TRACE|CF-066|1|assume|-|free association: no store evidence
TRACE|CF-066|2|conclude|free-association|The teacher graded the exams.
TRACE|CF-067|1|assume|-|free association: no store evidence
TRACE|CF-067|2|conclude|free-association|The engine roared to life.
TRACE|CF-068|1|assume|-|free association: no store evidence
TRACE|CF-068|2|conclude|free-association|The phone rang twice.
TRACE|CF-069|1|assume|-|free association: no store evidence
TRACE|CF-069|2|conclude|free-association|The letter arrived yesterday.
TRACE|CF-070|1|assume|-|free association: no store evidence
TRACE|CF-070|2|conclude|free-association|The clock struck thirteen.
TRACE|CF-071|1|assume|-|free association: no store evidence
TRACE|CF-071|2|conclude|free-association|The mirror showed no reflection.
TRACE|CF-072|1|assume|-|free association: no store evidence
TRACE|CF-072|2|conclude|free-association|The key opened the ancient door.
TRACE|CF-073|1|assume|-|free association: no store evidence
TRACE|CF-073|2|conclude|free-association|The bridge collapsed at midnight.
TRACE|CF-074|1|assume|-|free association: no store evidence
TRACE|CF-074|2|conclude|free-association|The fire burned all night.
TRACE|CF-075|1|assume|-|free association: no store evidence
TRACE|CF-075|2|conclude|free-association|The storm knocked down the tree.
TRACE|CF-076|1|assume|-|free association: no store evidence
TRACE|CF-076|2|conclude|free-association|The baby laughed at the clown.
TRACE|CF-077|1|assume|-|free association: no store evidence
TRACE|CF-077|2|conclude|free-association|The athlete broke the record.
TRACE|CF-078|1|assume|-|free association: no store evidence
TRACE|CF-078|2|conclude|free-association|The artist finished the portrait.
TRACE|CF-079|1|assume|-|free association: no store evidence
TRACE|CF-079|2|conclude|free-association|The singer forgot the lyrics.
TRACE|CF-080|1|assume|-|free association: no store evidence
TRACE|CF-080|2|conclude|free-association|The writer finished the novel.
TRACE|CF-081|1|assume|-|free association: no store evidence
TRACE|CF-081|2|conclude|free-association|The garden bloomed in April.
TRACE|CF-082|1|assume|-|free association: no store evidence
TRACE|CF-082|2|conclude|free-association|The lake froze solid.
TRACE|CF-083|1|assume|-|free association: no store evidence
TRACE|CF-083|2|conclude|free-association|The desert stretched for miles.
TRACE|CF-084|1|assume|-|free association: no store evidence
TRACE|CF-084|2|conclude|free-association|The volcano erupted at dawn.
TRACE|CF-085|1|assume|-|free association: no store evidence
TRACE|CF-085|2|conclude|free-association|The earthquake shook the city.
TRACE|CF-086|1|assume|-|free association: no store evidence
TRACE|CF-086|2|conclude|free-association|The rainbow appeared after rain.
TRACE|CF-087|1|assume|-|free association: no store evidence
TRACE|CF-087|2|conclude|free-association|The eclipse darkened the sky.
TRACE|CF-088|1|assume|-|free association: no store evidence
TRACE|CF-088|2|conclude|free-association|The comet crossed the heavens.
TRACE|CF-089|1|assume|-|free association: no store evidence
TRACE|CF-089|2|conclude|free-association|The tide came in early.
TRACE|CF-090|1|assume|-|free association: no store evidence
TRACE|CF-090|2|conclude|free-association|The fog lifted by noon.
TRACE|CF-091|1|assume|-|free association: no store evidence
TRACE|CF-091|2|conclude|free-association|The wind howled through the pines.
TRACE|CF-092|1|assume|-|free association: no store evidence
TRACE|CF-092|2|conclude|free-association|The snow fell softly all night.
TRACE|CF-093|1|assume|-|free association: no store evidence
TRACE|CF-093|2|conclude|free-association|The ice cracked underfoot.
TRACE|CF-094|1|assume|-|free association: no store evidence
TRACE|CF-094|2|conclude|free-association|The thunder rolled across the hills.
TRACE|CF-095|1|assume|-|free association: no store evidence
TRACE|CF-095|2|conclude|free-association|The lightning split the oak.
TRACE|CF-096|1|assume|-|free association: no store evidence
TRACE|CF-096|2|conclude|free-association|The hail dented the roof.
TRACE|CF-097|1|assume|-|free association: no store evidence
TRACE|CF-097|2|conclude|free-association|The frost covered the fields.
TRACE|CF-098|1|assume|-|free association: no store evidence
TRACE|CF-098|2|conclude|free-association|The dew sparkled on the grass.
TRACE|CF-099|1|assume|-|free association: no store evidence
TRACE|CF-099|2|conclude|free-association|The mist hid the valley.
TRACE|CF-100|1|assume|-|free association: no store evidence
TRACE|CF-100|2|conclude|free-association|The stars came out one by one.
TRACE|CF-101|1|recall|S001|The cat sat on the mat.
TRACE|CF-101|2|conclude|conjunct-smuggle|The cat sat on the mat and the cat flew to the moon.
TRACE|CF-102|1|recall|S002|The dog slept in the house.
TRACE|CF-102|2|conclude|conjunct-smuggle|The dog slept in the house but the house is made of cheese.
TRACE|CF-103|1|recall|S003|The child waited on the mat.
TRACE|CF-103|2|conclude|conjunct-smuggle|The child waited on the mat while birds drove cars at night.
TRACE|CF-104|1|recall|S011|The cat is happy.
TRACE|CF-104|2|conclude|conjunct-smuggle|The cat is happy and all cats can fly.
TRACE|CF-105|1|recall|S012|The dog is big.
TRACE|CF-105|2|conclude|conjunct-smuggle|The dog is big and the dog built the car.
TRACE|CF-106|1|recall|S016|Half of the crew left.
TRACE|CF-106|2|conclude|conjunct-smuggle|Half of the crew left and the moon is a lantern.
TRACE|CF-107|1|recall|S009|The chef built the house.
TRACE|CF-107|2|conclude|conjunct-smuggle|The chef built the house and swam across the desert.
TRACE|CF-108|1|recall|S027|The moon is in the sky.
TRACE|CF-108|2|conclude|conjunct-smuggle|The moon is in the sky and made of cheese.
TRACE|CF-109|1|recall|S010|The child bought the car.
TRACE|CF-109|2|conclude|conjunct-smuggle|The child bought the car and the car drank the ocean.
TRACE|CF-110|1|recall|S030|The sun is hot.
TRACE|CF-110|2|conclude|conjunct-smuggle|The sun is hot and fish climb trees when it rains.
TRACE|CF-111|1|recall|S008|The cat chased the dog.
TRACE|CF-111|2|conclude|conjunct-smuggle|The cat chased the dog but the dog built the car.
TRACE|CF-112|1|recall|S026|The floor is cold.
TRACE|CF-112|2|conclude|conjunct-smuggle|The floor is cold and the house walked to the store.
TRACE|CF-113|1|recall|S033|The cook bought the cake.
TRACE|CF-113|2|conclude|conjunct-smuggle|The cook bought the cake and the chef swam across the desert.
TRACE|CF-114|1|recall|S036|The birds left in the morning.
TRACE|CF-114|2|conclude|conjunct-smuggle|The birds left in the morning and drive cars at night.
TRACE|CF-115|1|recall|S031|The ocean is deep.
TRACE|CF-115|2|conclude|conjunct-smuggle|The ocean is deep and the car drank it all.
TRACE|CF-116|1|recall|S019|The student taught the dancer.
TRACE|CF-116|2|conclude|conjunct-smuggle|The student taught the dancer underwater on the moon.
TRACE|CF-117|1|recall|S032|The guard chased the musician.
TRACE|CF-117|2|conclude|conjunct-smuggle|The guard chased the musician into outer space.
TRACE|CF-118|1|recall|S034|The team left the house.
TRACE|CF-118|2|conclude|conjunct-smuggle|The team left the house which then walked to the store.
TRACE|CF-119|1|recall|S035|The guests sang at night.
TRACE|CF-119|2|conclude|conjunct-smuggle|The guests sang at night to the lantern moon.
TRACE|CF-120|1|recall|S037|None of the crew sang.
TRACE|CF-120|2|conclude|conjunct-smuggle|None of the crew sang but all cats can fly.
TRACE|CF-121|1|recall|S038|The cat rested on the mat.
TRACE|CF-121|2|conclude|conjunct-smuggle|The cat rested on the mat after flying to the moon.
TRACE|CF-122|1|recall|S039|The dog dozed in the house.
TRACE|CF-122|2|conclude|conjunct-smuggle|The dog dozed in the house and the dog built the car.
TRACE|CF-123|1|recall|S040|The child is glad.
TRACE|CF-123|2|conclude|conjunct-smuggle|The child is glad and the moon is made of cheese.
TRACE|CF-124|1|recall|S025|The porch is near the house.
TRACE|CF-124|2|conclude|conjunct-smuggle|The porch is near the house that walked to the store.
TRACE|CF-125|1|recall|S029|Fish swim in the ocean.
TRACE|CF-125|2|conclude|conjunct-smuggle|Fish swim in the ocean and climb trees when it rains.
TRACE|CF-126|1|recall|S028|Birds fly in the sky.
TRACE|CF-126|2|conclude|conjunct-smuggle|Birds fly in the sky and drive cars at night.
TRACE|CF-127|1|recall|S020|The cat is a feline.
TRACE|CF-127|2|conclude|conjunct-smuggle|The cat is a feline and can fly to the moon.
TRACE|CF-128|1|recall|S022|The dog is a canine.
TRACE|CF-128|2|conclude|conjunct-smuggle|The dog is a canine and built the car.
TRACE|CF-129|1|recall|S021|All felines are mammals.
TRACE|CF-129|2|conclude|conjunct-smuggle|All felines are mammals and all cats can fly.
TRACE|CF-130|1|recall|S024|The mat is in the house.
TRACE|CF-130|2|conclude|conjunct-smuggle|The mat is in the house that walked to the store.
TRACE|CF-131|1|recall|S013|The child is fast.
TRACE|CF-131|2|conclude|conjunct-smuggle|The child is fast and outran the desert-swimming chef.
TRACE|CF-132|1|recall|S014|The car is fast.
TRACE|CF-132|2|conclude|conjunct-smuggle|The car is fast but drank the ocean.
TRACE|CF-133|1|recall|S015|The house is big.
TRACE|CF-133|2|conclude|conjunct-smuggle|The house is big and walked to the store.
TRACE|CF-134|1|recall|S001|The cat sat on the mat.
TRACE|CF-134|2|conclude|conjunct-smuggle|The cat sat on the mat on the moon.
TRACE|CF-135|1|recall|S002|The dog slept in the house.
TRACE|CF-135|2|conclude|conjunct-smuggle|The dog slept in the house under the lantern moon.
TRACE|CF-136|1|recall|S003|The child waited on the mat.
TRACE|CF-136|2|conclude|conjunct-smuggle|The child waited on the mat made of cheese.
TRACE|CF-137|1|recall|S018|The chef admired the painter.
TRACE|CF-137|2|conclude|conjunct-smuggle|The chef admired the painter who swam the desert.
TRACE|CF-138|1|recall|S033|The cook bought the cake.
TRACE|CF-138|2|conclude|conjunct-smuggle|The cook bought the cake on the moon.
TRACE|CF-139|1|recall|S034|The team left the house.
TRACE|CF-139|2|conclude|conjunct-smuggle|The team left the house for the moon.
TRACE|CF-140|1|recall|S035|The guests sang at night.
TRACE|CF-140|2|conclude|conjunct-smuggle|The guests sang at night about cheese.
TRACE|CF-141|1|recall|S036|The birds left in the morning.
TRACE|CF-141|2|conclude|conjunct-smuggle|The birds left in the morning for the moon.
TRACE|CF-142|1|recall|S001|The cat sat on the mat.
TRACE|CF-142|2|conclude|conjunct-smuggle|The cat sat on the mat and can fly.
TRACE|CF-143|1|recall|S007|The dog chased the cat.
TRACE|CF-143|2|conclude|conjunct-smuggle|The dog chased the cat that flew to the moon.
TRACE|CF-144|1|recall|S010|The child bought the car.
TRACE|CF-144|2|conclude|conjunct-smuggle|The child bought the car that drank the ocean.
TRACE|CF-145|1|recall|S030|The sun is hot.
TRACE|CF-145|2|conclude|conjunct-smuggle|The sun is hot and the moon is a lantern.
TRACE|CF-146|1|recall|S031|The ocean is deep.
TRACE|CF-146|2|conclude|conjunct-smuggle|The ocean is deep and full of climbing fish.
TRACE|CF-147|1|recall|S026|The floor is cold.
TRACE|CF-147|2|conclude|conjunct-smuggle|The floor is cold as the cheese moon.
TRACE|CF-148|1|recall|S025|The porch is near the house.
TRACE|CF-148|2|conclude|conjunct-smuggle|The porch is near the walking house.
TRACE|CF-149|1|recall|S011|The cat is happy.
TRACE|CF-149|2|conclude|conjunct-smuggle|The cat is happy on the cheese moon.
TRACE|CF-150|1|recall|S012|The dog is big.
TRACE|CF-150|2|conclude|conjunct-smuggle|The dog is big enough to build cars.
TRACE|GD-001|1|recall|S001|The cat sat on the mat.
TRACE|GD-001|2|conclude|paraphrase|The feline sat on the mat.
TRACE|GD-002|1|recall|S001|The cat sat on the mat.
TRACE|GD-002|2|conclude|paraphrase|The cat rested on the mat.
TRACE|GD-003|1|recall|S002|The dog slept in the house.
TRACE|GD-003|2|conclude|paraphrase|The canine slept in the house.
TRACE|GD-004|1|recall|S002|The dog slept in the house.
TRACE|GD-004|2|conclude|paraphrase|The dog dozed in the house.
TRACE|GD-005|1|recall|S003|The child waited on the mat.
TRACE|GD-005|2|conclude|paraphrase|The kid waited on the mat.
TRACE|GD-006|1|recall|S003|The child waited on the mat.
TRACE|GD-006|2|conclude|paraphrase|The child remained on the mat.
TRACE|GD-007|1|recall|S004|The cat slept under the rug.
TRACE|GD-007|2|conclude|paraphrase|The cat slept beneath the rug.
TRACE|GD-008|1|recall|S004|The cat slept under the rug.
TRACE|GD-008|2|conclude|paraphrase|The feline napped under the rug.
TRACE|GD-009|1|recall|S005|The dog sat on the rug.
TRACE|GD-009|2|conclude|paraphrase|The dog sat on the carpet.
TRACE|GD-010|1|recall|S005|The dog sat on the rug.
TRACE|GD-010|2|conclude|paraphrase|The canine rested on the rug.
TRACE|GD-011|1|recall|S006|The child sat in the house.
TRACE|GD-011|2|conclude|paraphrase|The child sat inside the house.
TRACE|GD-012|1|recall|S006|The child sat in the house.
TRACE|GD-012|2|conclude|paraphrase|The kid remained in the house.
TRACE|GD-013|1|recall|S007|The dog chased the cat.
TRACE|GD-013|2|conclude|paraphrase|The dog pursued the cat.
TRACE|GD-014|1|recall|S007|The dog chased the cat.
TRACE|GD-014|2|conclude|paraphrase|The canine chased the feline.
TRACE|GD-015|1|recall|S008|The cat chased the dog.
TRACE|GD-015|2|conclude|paraphrase|The cat pursued the dog.
TRACE|GD-016|1|recall|S008|The cat chased the dog.
TRACE|GD-016|2|conclude|paraphrase|The feline chased the canine.
TRACE|GD-017|1|recall|S009|The chef built the house.
TRACE|GD-017|2|conclude|paraphrase|The chef constructed the house.
TRACE|GD-018|1|recall|S009|The chef built the house.
TRACE|GD-018|2|conclude|paraphrase|The cook built the home.
TRACE|GD-019|1|recall|S010|The child bought the car.
TRACE|GD-019|2|conclude|paraphrase|The child purchased the car.
TRACE|GD-020|1|recall|S010|The child bought the car.
TRACE|GD-020|2|conclude|paraphrase|The kid bought the automobile.
TRACE|GD-021|1|recall|S011|The cat is happy.
TRACE|GD-021|2|conclude|paraphrase|The cat is glad.
TRACE|GD-022|1|recall|S011|The cat is happy.
TRACE|GD-022|2|conclude|paraphrase|The feline is happy.
TRACE|GD-023|1|recall|S012|The dog is big.
TRACE|GD-023|2|conclude|paraphrase|The dog is large.
TRACE|GD-024|1|recall|S012|The dog is big.
TRACE|GD-024|2|conclude|paraphrase|The canine is big.
TRACE|GD-025|1|recall|S013|The child is fast.
TRACE|GD-025|2|conclude|paraphrase|The child is quick.
TRACE|GD-026|1|recall|S013|The child is fast.
TRACE|GD-026|2|conclude|paraphrase|The kid is fast.
TRACE|GD-027|1|recall|S014|The car is fast.
TRACE|GD-027|2|conclude|paraphrase|The car is quick.
TRACE|GD-028|1|recall|S014|The car is fast.
TRACE|GD-028|2|conclude|paraphrase|The automobile is fast.
TRACE|GD-029|1|recall|S015|The house is big.
TRACE|GD-029|2|conclude|paraphrase|The house is large.
TRACE|GD-030|1|recall|S015|The house is big.
TRACE|GD-030|2|conclude|paraphrase|The home is big.
TRACE|GD-031|1|recall|S016|Half of the crew left.
TRACE|GD-031|2|conclude|paraphrase|Half the crew departed.
TRACE|GD-032|1|recall|S016|Half of the crew left.
TRACE|GD-032|2|conclude|paraphrase|50% of the crew left.
TRACE|GD-033|1|recall|S017|All of the team arrived.
TRACE|GD-033|2|conclude|paraphrase|The whole team arrived.
TRACE|GD-034|1|recall|S017|All of the team arrived.
TRACE|GD-034|2|conclude|paraphrase|All of the team showed up.
TRACE|GD-035|1|recall|S018|The chef admired the painter.
TRACE|GD-035|2|conclude|paraphrase|The chef praised the painter.
TRACE|GD-036|1|recall|S018|The chef admired the painter.
TRACE|GD-036|2|conclude|paraphrase|The cook admired the artist.
TRACE|GD-037|1|recall|S019|The student taught the dancer.
TRACE|GD-037|2|conclude|paraphrase|The student instructed the dancer.
TRACE|GD-038|1|recall|S019|The student taught the dancer.
TRACE|GD-038|2|conclude|paraphrase|The pupil taught the dancer.
TRACE|GD-039|1|recall|S020|The cat is a feline.
TRACE|GD-039|2|conclude|paraphrase|The feline is the cat.
TRACE|GD-040|1|recall|S020|The cat is a feline.
TRACE|GD-040|2|conclude|paraphrase|The cat belongs to the feline family.
TRACE|GD-041|1|recall|S021|All felines are mammals.
TRACE|GD-041|2|conclude|paraphrase|Every feline is a mammal.
TRACE|GD-042|1|recall|S021|All felines are mammals.
TRACE|GD-042|2|conclude|paraphrase|All feline animals are mammals.
TRACE|GD-043|1|recall|S022|The dog is a canine.
TRACE|GD-043|2|conclude|paraphrase|The dog is a canine animal.
TRACE|GD-044|1|recall|S022|The dog is a canine.
TRACE|GD-044|2|conclude|paraphrase|The canine is the dog.
TRACE|GD-045|1|recall|S023|All canines are mammals.
TRACE|GD-045|2|conclude|paraphrase|Every canine is a mammal.
TRACE|GD-046|1|recall|S024|The mat is in the house.
TRACE|GD-046|2|conclude|paraphrase|The mat lies in the house.
TRACE|GD-047|1|recall|S024|The mat is in the house.
TRACE|GD-047|2|conclude|paraphrase|The mat is inside the house.
TRACE|GD-048|1|recall|S025|The porch is near the house.
TRACE|GD-048|2|conclude|paraphrase|The porch stands near the house.
TRACE|GD-049|1|recall|S025|The porch is near the house.
TRACE|GD-049|2|conclude|paraphrase|The porch is close to the house.
TRACE|GD-050|1|recall|S026|The floor is cold.
TRACE|GD-050|2|conclude|paraphrase|The floor feels cold.
TRACE|GD-051|1|recall|S026|The floor is cold.
TRACE|GD-051|2|conclude|paraphrase|The floor is chilly.
TRACE|GD-052|1|recall|S027|The moon is in the sky.
TRACE|GD-052|2|conclude|paraphrase|The moon hangs in the sky.
TRACE|GD-053|1|recall|S027|The moon is in the sky.
TRACE|GD-053|2|conclude|paraphrase|The moon is in the heavens.
TRACE|GD-054|1|recall|S028|Birds fly in the sky.
TRACE|GD-054|2|conclude|paraphrase|Birds soar in the sky.
TRACE|GD-055|1|recall|S028|Birds fly in the sky.
TRACE|GD-055|2|conclude|paraphrase|Birds fly through the sky.
TRACE|GD-056|1|recall|S029|Fish swim in the ocean.
TRACE|GD-056|2|conclude|paraphrase|Fish swim in the sea.
TRACE|GD-057|1|recall|S029|Fish swim in the ocean.
TRACE|GD-057|2|conclude|paraphrase|Fish swim through the ocean.
TRACE|GD-058|1|recall|S030|The sun is hot.
TRACE|GD-058|2|conclude|paraphrase|The sun feels hot.
TRACE|GD-059|1|recall|S030|The sun is hot.
TRACE|GD-059|2|conclude|paraphrase|The sun is scorching.
TRACE|GD-060|1|recall|S031|The ocean is deep.
TRACE|GD-060|2|conclude|paraphrase|The ocean runs deep.
TRACE|GD-061|1|recall|S031|The ocean is deep.
TRACE|GD-061|2|conclude|paraphrase|The sea is deep.
TRACE|GD-062|1|recall|S032|The guard chased the musician.
TRACE|GD-062|2|conclude|paraphrase|The guard pursued the musician.
TRACE|GD-063|1|recall|S032|The guard chased the musician.
TRACE|GD-063|2|conclude|paraphrase|The guard ran after the musician.
TRACE|GD-064|1|recall|S033|The cook bought the cake.
TRACE|GD-064|2|conclude|paraphrase|The cook purchased the cake.
TRACE|GD-065|1|recall|S033|The cook bought the cake.
TRACE|GD-065|2|conclude|paraphrase|The cook bought the dessert.
TRACE|GD-066|1|recall|S034|The team left the house.
TRACE|GD-066|2|conclude|paraphrase|The team exited the house.
TRACE|GD-067|1|recall|S034|The team left the house.
TRACE|GD-067|2|conclude|paraphrase|The team departed from the house.
TRACE|GD-068|1|recall|S035|The guests sang at night.
TRACE|GD-068|2|conclude|paraphrase|The guests sang during the night.
TRACE|GD-069|1|recall|S035|The guests sang at night.
TRACE|GD-069|2|conclude|paraphrase|The visitors sang at night.
TRACE|GD-070|1|recall|S036|The birds left in the morning.
TRACE|GD-070|2|conclude|paraphrase|The birds departed in the morning.
TRACE|GD-071|1|recall|S036|The birds left in the morning.
TRACE|GD-071|2|conclude|paraphrase|The birds flew off in the morning.
TRACE|GD-072|1|recall|S037|None of the crew sang.
TRACE|GD-072|2|conclude|paraphrase|Not one crew member sang.
TRACE|GD-073|1|recall|S037|None of the crew sang.
TRACE|GD-073|2|conclude|paraphrase|Zero crew sang.
TRACE|GD-074|1|recall|S038|The cat rested on the mat.
TRACE|GD-074|2|conclude|paraphrase|The cat napped on the mat.
TRACE|GD-075|1|recall|S038|The cat rested on the mat.
TRACE|GD-075|2|conclude|paraphrase|The feline rested on the mat.
TRACE|GD-076|1|recall|S039|The dog dozed in the house.
TRACE|GD-076|2|conclude|paraphrase|The dog napped in the house.
TRACE|GD-077|1|recall|S039|The dog dozed in the house.
TRACE|GD-077|2|conclude|paraphrase|The canine dozed in the house.
TRACE|GD-078|1|recall|S040|The child is glad.
TRACE|GD-078|2|conclude|paraphrase|The child is cheerful.
TRACE|GD-079|1|recall|S040|The child is glad.
TRACE|GD-079|2|conclude|paraphrase|The kid is glad.
TRACE|GD-080|1|recall|S001|The cat sat on the mat.
