qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
training_schedule,phase0_aux_terminal_2x_phase1_shared_init_1x_phase2_reached_continuation_2x
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,188
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,265
shadow_mse_div100_learned_reduced12,874
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1839
shadow_r2_per_mille_learned_reduced12,741
shadow_global_ratio_per_mille,509
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,warrant_sound,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,0,4,4,arm,2,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
cell,0,4,4,arm,3,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
cell,0,5,0,arm,0,40,25,33,25,0,0,2,2,23,65509,14996,2522,35,0,0,0,-76522,40,0,38,2,0,757,1000,0,80,1400
cell,0,5,0,arm,1,40,25,33,25,0,0,4,4,21,63460,24070,6473,57,0,0,0,-74473,40,0,36,4,0,757,1000,0,160,2280
cell,0,5,0,arm,2,40,25,33,25,0,0,4,4,21,66606,29056,9619,63,0,0,0,-77619,40,0,36,4,0,757,1000,0,160,2520
cell,0,5,0,arm,3,40,25,33,25,0,0,7,7,18,53200,25591,5213,60,0,0,0,-64213,40,0,33,7,0,757,1000,0,280,2400
cell,0,5,1,arm,0,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,1,arm,1,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,1,arm,2,40,15,32,15,0,0,1,1,14,51412,10468,6585,25,0,0,0,-83585,40,0,39,1,0,468,1000,0,66,1666
cell,0,5,1,arm,3,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,2,arm,0,40,0,14,0,0,0,0,0,0,5251,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,5,2,arm,1,40,0,14,0,0,0,0,0,0,5251,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,5,2,arm,2,40,0,14,0,0,0,0,0,0,5251,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,5,2,arm,3,40,0,14,0,0,0,0,0,0,5251,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,5,3,arm,0,40,26,32,26,0,0,2,2,24,70201,14641,3293,36,0,0,0,-77293,40,0,38,2,0,812,1000,0,76,1384
cell,0,5,3,arm,1,40,26,32,26,0,0,16,16,10,45591,69454,20683,166,0,9,0,-52683,40,0,24,16,0,812,1000,0,615,6384
cell,0,5,3,arm,2,40,26,32,26,0,0,15,15,11,46009,61617,18101,153,0,6,0,-53101,40,0,25,15,0,812,1000,0,576,5884
cell,0,5,3,arm,3,40,26,32,26,0,0,10,10,16,51009,33766,8101,81,0,1,0,-58101,40,0,30,10,0,812,1000,0,384,3115
cell,0,5,4,arm,0,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,1,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,2,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,3,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,6,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,0,arm,0,40,29,0,0,29,0,40,0,0,4438,17501,4438,35,0,0,0,35562,0,0,0,0,0,0,0,0,0,1206
cell,0,7,0,arm,1,40,29,0,0,29,0,40,0,0,3250,15041,3250,35,0,0,0,36750,0,0,0,0,0,0,0,0,0,1206
cell,0,7,0,arm,2,40,29,0,0,29,0,40,0,0,8450,29707,8450,63,0,0,0,31550,0,0,0,0,0,0,0,0,0,2172
cell,0,7,0,arm,3,40,29,0,0,29,0,40,0,0,6914,28291,6914,68,0,0,0,33086,0,0,0,0,0,0,0,0,0,2344
cell,0,7,1,arm,0,40,11,0,0,11,0,40,0,0,1965,3693,1965,11,0,0,0,38035,0,0,0,0,0,0,0,0,0,1000
cell,0,7,1,arm,1,40,11,0,0,11,0,40,0,0,1965,3693,1965,11,0,0,0,38035,0,0,0,0,0,0,0,0,0,1000
cell,0,7,1,arm,2,40,11,0,0,11,0,40,0,0,4577,7371,4577,23,0,0,0,35423,0,0,0,0,0,0,0,0,0,2090
cell,0,7,1,arm,3,40,11,0,0,11,0,40,0,0,1965,3693,1965,11,0,0,0,38035,0,0,0,0,0,0,0,0,0,1000
cell,0,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,3,arm,0,40,25,0,0,25,0,40,0,0,4829,18223,4829,43,0,0,0,35171,0,0,0,0,0,0,0,0,0,1720
cell,0,7,3,arm,1,40,25,0,0,25,0,40,0,0,23838,73237,23838,187,0,10,0,16162,0,0,0,0,0,0,0,0,0,7480
cell,0,7,3,arm,2,40,25,0,0,25,0,40,0,0,21695,67806,21695,171,0,11,1,18305,0,0,0,0,0,0,0,0,0,6840
cell,0,7,3,arm,3,40,25,0,0,25,0,40,0,0,15236,54220,15236,145,0,2,1,24764,0,0,0,0,0,0,0,0,0,5800
cell,0,7,4,arm,0,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,1,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,2,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,3,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,8,0,arm,0,40,27,0,0,27,0,40,0,0,2444,11212,2444,29,0,0,0,37556,0,0,0,0,0,0,0,0,0,1074
cell,0,8,0,arm,1,40,27,0,0,27,0,40,0,0,2235,10789,2235,28,0,0,0,37765,0,0,0,0,0,0,0,0,0,1037
cell,0,8,0,arm,2,40,27,0,0,27,0,40,0,0,2445,11075,2445,29,0,0,0,37555,0,0,0,0,0,0,0,0,0,1074
cell,0,8,0,arm,3,40,27,0,0,27,0,40,0,0,2897,13198,2897,35,0,0,0,37103,0,0,0,0,0,0,0,0,0,1296
cell,0,8,1,arm,0,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,1,arm,1,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,1,arm,2,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,1,arm,3,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,3,arm,0,40,24,0,0,24,0,40,0,0,2472,12846,2472,32,0,0,0,37528,0,0,0,0,0,0,0,0,0,1333
cell,0,8,3,arm,1,40,24,0,0,24,0,40,0,0,5722,26535,5722,67,0,0,0,34278,0,0,0,0,0,0,0,0,0,2791
