# idiom store for hh-v5-jokeknow. authoring method: curated manual drafting against KNOWLEDGE_SPEC.md section 2 (idiom.tsv) plus breadth coverage of common joke-literalized idioms; 2026-09-24. knowledge only, no joke texts.
keep a straight face	straight,face,mouth	fig=not laughing; lit=holding a geometrically straight face
kick the bucket	kick,bucket,foot	fig=dying; lit=kicking a pail
kill two birds with one stone	birds,stone,two	fig=two wins at once; lit=killing birds with a stone
know the ropes	ropes,know,sail	fig=being experienced; lit=knowing sailing ropes
laugh your head off	laugh,head,off	fig=laughing hard; lit=the head detaching from laughing
lead a horse to water	horse,water,lead	fig=you can't force willingness; lit=leading a horse to a trough
let sleeping dogs lie	sleeping,dogs,lie	fig=don't restart trouble; lit=letting sleeping dogs rest
let the cat out of the bag	cat,bag,out	fig=revealing a secret; lit=freeing a cat from a bag
lose your marbles	lose,marbles,glass	fig=going crazy; lit=losing glass marbles
mad as a hatter	mad,hatter,hat	fig=very crazy; lit=a hat maker who is mad
make a mountain out of a molehill	mountain,molehill,small	fig=exaggerating; lit=building a mountain from a molehill
make ends meet	ends,meet,together	fig=barely affording life; lit=joining two ends together
makes my day	rotation of the earth,earth,sunrise,planet	fig=delighting me; lit=manufacturing a day for me
monkey business	monkey,business,ape	fig=mischief; lit=a monkey's business venture
mum's the word	mum,word,silent	fig=keep it secret; lit=mother is the password
music to my ears	music,ears,listen	fig=welcome news; lit=music played into ears
no skin off my nose	skin,nose,off	fig=no harm to me; lit=skin removed from a nose
not my cup of tea	cup,tea,drink	fig=not my preference; lit=not literally my tea
not the sharpest tool in the shed	sharp,tool,shed	fig=not very smart; lit=a dull tool in a shed
old hat	old,hat,worn	fig=outdated; lit=a worn old hat
on cloud nine	cloud,nine,sky	fig=very happy; lit=standing on cloud number nine
on the fence	fence,on,sit	fig=undecided; lit=sitting on a fence
on the tip of my tongue	tip,tongue,mouth	fig=almost remembered; lit=a word on the tongue's tip
on thin ice	thin,ice,skate	fig=in a risky position; lit=standing on thin ice
once in a blue moon	blue,moon,sky	fig=very rarely; lit=a moon colored blue
open a can of worms	can,worms,open	fig=creating a mess; lit=opening a tin of worms
out of the frying pan and into the fire	frying,pan,fire	fig=from bad to worse; lit=climbing from a pan into flames
over my dead body	dead,body,over	fig=never, over my objection; lit=a corpse being stepped over
over the moon	moon,over,sky	fig=thrilled; lit=positioned above the moon
paint the town red	paint,town,red	fig=celebrating wildly; lit=painting a town's buildings red
paper tiger	paper,tiger,fold	fig=a fake threat; lit=a tiger made of paper
pay through the nose	nose,pay,through	fig=paying too much; lit=money pushed through a nose
piece of cake	piece,cake,slice	fig=very easy; lit=a slice of cake
play by ear	piano,hands,hear,listen	fig=improvise; lit=using the ear as a body part
play dead	play,dead,still	fig=pretending to be dead; lit=performing deadness as a game
play devil's advocate	devil,advocate,horns	fig=arguing the other side; lit=being the devil's lawyer
play hard to get	hard,get,play	fig=acting uninterested; lit=playing a difficult game
play possum	play,possum,animal	fig=pretending to be dead; lit=acting as a possum
playing with fire	playing,fire,burn	fig=taking risks; lit=handling actual flames
pot calling the kettle black	pot,kettle,black	fig=hypocrisy; lit=a cooking pot accusing a kettle
pull a fast one	pull,fast,trick	fig=tricking someone; lit=pulling something quickly
pull a rabbit out of a hat	rabbit,hat,pull	fig=producing a surprise solution; lit=extracting a rabbit from headwear
pull someone's leg	pull,leg,joke	fig=joking/teasing; lit=tugging someone's leg
pull strings	pull,strings,puppet	fig=using influence; lit=pulling puppet strings
put a sock in it	sock,put,mouth	fig=be quiet; lit=stuffing a sock in a mouth
put the cart before the horse	cart,horse,before	fig=wrong order; lit=hitching a cart ahead of the horse
put your foot in your mouth	foot,mouth,put	fig=saying something stupid; lit=inserting a foot into a mouth
rabbit hole	rabbit,hole,burrow	fig=a deepening obsession; lit=a rabbit's burrow
rain on someone's parade	rain,parade,wet	fig=spoiling someone's joy; lit=raining on a parade route
raise the bar	raise,bar,higher	fig=setting higher standards; lit=lifting a barbell higher
red herring	red,herring,fish	fig=a misleading clue; lit=a red-colored fish
rock the boat	rock,boat,waves	fig=disturbing the status quo; lit=tipping a boat side to side
rome wasn't built in a day	rome,built,day	fig=patience; lit=the city of rome's construction
rub salt in the wound	salt,wound,rub	fig=making pain worse; lit=rubbing salt into a cut
run amok	run,amok,wild	fig=running wild; lit=literally running amok
scared stiff	scared,stiff,frozen	fig=terrified; lit=frozen stiff with fear
second banana	second,banana,fruit	fig=a subordinate; lit=the second banana fruit
see eye to eye	eye,eyes,see	fig=agreeing; lit=eyeballs facing each other
shooting fish in a barrel	fish,barrel,shoot	fig=very easy; lit=firing at fish in a barrel
silver lining	silver,lining,cloud	fig=a hopeful side; lit=a cloud edged in silver
sitting duck	sitting,duck,pond	fig=an easy target; lit=a seated duck
skeleton in the closet	skeleton,closet,bones	fig=a hidden secret; lit=bones stored in a wardrobe
sleep like a baby	sleep,baby,crib	fig=sleeping soundly; lit=sleeping as babies do
sleep on it	sleep,on,bed	fig=deciding after rest; lit=sleeping atop the problem
smell a rat	smell,rat,rodent	fig=suspecting deceit; lit=detecting a rat's odor
smoke and mirrors	smoke,mirrors,stage	fig=deception; lit=stage smoke and mirrors
speak of the devil	speak,devil,appear	fig=someone arrives as named; lit=summoning the devil by speech
spill the beans	spill,beans,pot	fig=revealing secrets; lit=tipping over a pot of beans
stab in the back	stab,back,knife	fig=betrayal; lit=stabbing someone's back
steal the show	steal,show,stage	fig=outshining everyone; lit=theft of a performance
step on toes	step,toes,feet	fig=offending people; lit=stepping on foot toes
stick a fork in it	fork,stick,done	fig=finished; lit=sticking a fork into it
stick your neck out	neck,stick,out	fig=taking a risk; lit=extending one's neck
take it with a grain of salt	grain,salt,take	fig=don't fully believe it; lit=ingesting a grain of salt
take the bull by the horns	bull,horns,take	fig=taking charge boldly; lit=grabbing a bull's horns
the ball is in your court	ball,court,tennis	fig=it's your turn to act; lit=a ball resting in a tennis court
the elephant in the room	elephant,room,big	fig=an obvious ignored issue; lit=a real elephant indoors
the lights are on but nobody's home	lights,on,home	fig=not very bright; lit=a lit house with no one inside
the proof is in the pudding	proof,pudding,dessert	fig=test it to know; lit=proof hidden inside pudding
the straw that broke the camel's back	straw,camel,back	fig=the final small burden; lit=a straw snapping a camel's spine
the whole nine yards	whole,nine,yards	fig=everything; lit=nine literal yards of fabric
throw caution to the wind	caution,wind,throw	fig=being reckless; lit=tossing caution into the wind
throw in the towel	towel,throw,ring	fig=giving up; lit=tossing a towel into a boxing ring
throw the book at them	book,throw,judge	fig=maximum punishment; lit=hurling a book at someone
throw under the bus	bus,under,throw	fig=blaming a scapegoat; lit=shoving someone under a bus
tie the knot	tie,knot,rope	fig=getting married; lit=tying a knot in rope
tip of the iceberg	tip,iceberg,ice	fig=just the visible part; lit=the peak of a floating iceberg
to die for	die,death,for	fig=highly desirable; lit=worth dying for
tongue in cheek	tongue,cheek,mouth	fig=joking, not serious; lit=a tongue pressed inside a cheek
tongue-tied	tongue,tied,knot	fig=speechless; lit=a tongue knotted up
top dog	top,dog,leader	fig=the leader; lit=the highest-positioned dog
turn a blind eye	blind,eye,turn	fig=ignoring deliberately; lit=rotating a sightless eye
turn over a new leaf	leaf,turn,tree	fig=starting fresh; lit=flipping a tree leaf over
turn the tables	tables,turn,flip	fig=reversing roles; lit=overturning furniture
two peas in a pod	peas,pod,two	fig=very alike; lit=two peas inside one pod
under the weather	weather,under,rain	fig=mildly ill; lit=positioned beneath the weather
walk on eggshells	eggshells,walk,careful	fig=being very careful; lit=walking on fragile eggshells
walking on air	air,walking,float	fig=elated; lit=walking atop the air
wear your heart on your sleeve	heart,sleeve,wear	fig=showing emotions openly; lit=a heart pinned to a sleeve
when pigs fly	pigs,fly,wings	fig=never; lit=pigs growing wings and flying
wild goose chase	goose,chase,wild	fig=a futile pursuit; lit=chasing a wild goose
work your fingers to the bone	fingers,bone,work	fig=working extremely hard; lit=eroding fingers down to bone
worth its weight in gold	weight,gold,scale	fig=very valuable; lit=weighing it against gold
x marks the spot	marks,spot,x	fig=the location; lit=an x drawn on the spot
you can't judge a book by its cover	book,cover,judge	fig=don't judge by looks; lit=not judging a book by its cover
you can't teach an old dog new tricks	dog,old,tricks	fig=old habits persist; lit=training an elderly dog in new tricks
