epoch	phase	loss	v2	gviol	w1	w2	w3	w4	w5	w6	w7	w8	b
51	1	35000000	0	2	1000	0	0	0	0	0	0	0	-8960
52	2	95000000	0	2	1000	0	0	0	0	0	0	0	-9126
53	2	95000000	0	2	1000	0	0	0	0	0	0	0	-9292
54	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-9458
55	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-9624
56	1	35000000	0	2	1000	0	0	0	0	0	0	0	-9790
57	1	35000000	0	2	1000	0	0	0	0	0	0	0	-9956
58	2	95000000	0	2	1000	0	0	0	0	0	0	0	-10122
59	2	95000000	0	2	1000	0	0	0	0	0	0	0	-10288
60	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-10454
61	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-10620
62	1	35000000	0	2	1000	0	0	0	0	0	0	0	-10786
63	1	35000000	0	2	1000	0	0	0	0	0	0	0	-10952
64	2	95000000	0	2	1000	0	0	0	0	0	0	0	-11118
65	2	95000000	0	2	1000	0	0	0	0	0	0	0	-11284
66	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-11450
67	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-11616
68	1	35000000	0	2	1000	0	0	0	0	0	0	0	-11782
69	1	35000000	0	2	1000	0	0	0	0	0	0	0	-11948
70	2	95000000	0	2	1000	0	0	0	0	0	0	0	-12114
71	2	95000000	0	2	1000	0	0	0	0	0	0	0	-12280
72	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-12446
73	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-12612
74	1	35000000	0	2	1000	0	0	0	0	0	0	0	-12778
75	1	35000000	0	2	1000	0	0	0	0	0	0	0	-12944
76	2	95000000	0	2	1000	0	0	0	0	0	0	0	-13110
77	2	95000000	0	2	1000	0	0	0	0	0	0	0	-13276
78	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-13442
79	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-13608
80	1	35000000	0	2	1000	0	0	0	0	0	0	0	-13774
81	1	35000000	0	2	1000	0	0	0	0	0	0	0	-13940
82	2	95000000	0	2	1000	0	0	0	0	0	0	0	-14106
83	2	95000000	0	2	1000	0	0	0	0	0	0	0	-14272
84	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-14438
85	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-14604
86	1	35000000	0	2	1000	0	0	0	0	0	0	0	-14770
87	1	35000000	0	2	1000	0	0	0	0	0	0	0	-14936
88	2	95000000	0	2	1000	0	0	0	0	0	0	0	-15102
89	2	95000000	0	2	1000	0	0	0	0	0	0	0	-15268
90	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-15434
91	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-15600
92	1	35000000	0	2	1000	0	0	0	0	0	0	0	-15766
93	1	35000000	0	2	1000	0	0	0	0	0	0	0	-15932
94	2	95000000	0	2	1000	0	0	0	0	0	0	0	-16098
95	2	95000000	0	2	1000	0	0	0	0	0	0	0	-16264
96	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-16430
97	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-16596
98	1	35000000	0	2	1000	0	0	0	0	0	0	0	-16762
99	1	35000000	0	2	1000	0	0	0	0	0	0	0	-16928
100	2	95000000	0	2	1000	0	0	0	0	0	0	0	-17094
101	2	95000000	0	2	1000	0	0	0	0	0	0	0	-17260
102	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-17426
103	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-17592
104	1	35000000	0	2	1000	0	0	0	0	0	0	0	-17758
105	1	35000000	0	2	1000	0	0	0	0	0	0	0	-17924
106	2	95000000	0	2	1000	0	0	0	0	0	0	0	-18090
107	2	95000000	0	2	1000	0	0	0	0	0	0	0	-18256
108	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-18422
109	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-18588
110	1	35000000	0	2	1000	0	0	0	0	0	0	0	-18754
111	1	35000000	0	2	1000	0	0	0	0	0	0	0	-18920
112	2	95000000	0	2	1000	0	0	0	0	0	0	0	-19086
113	2	95000000	0	2	1000	0	0	0	0	0	0	0	-19252
114	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-19418
115	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-19584
116	1	35000000	0	2	1000	0	0	0	0	0	0	0	-19750
117	1	35000000	0	2	1000	0	0	0	0	0	0	0	-19916
118	2	95000000	0	2	1000	0	0	0	0	0	0	0	-20082
119	2	95000000	0	2	1000	0	0	0	0	0	0	0	-20248
120	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-20414
121	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-20580
122	1	35000000	0	2	1000	0	0	0	0	0	0	0	-20746
123	1	35000000	0	2	1000	0	0	0	0	0	0	0	-20912
124	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21078
125	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21244
126	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-21410
127	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-21576
128	1	35000000	0	2	1000	0	0	0	0	0	0	0	-21742
129	1	35000000	0	2	1000	0	0	0	0	0	0	0	-21908
130	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22074
131	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22240
132	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22406
133	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22572
134	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22738
135	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22904
136	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23070
137	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23236
138	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23402
139	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23568
140	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23734
141	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23900
142	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24066
143	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24232
144	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24398
145	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24564
146	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24730
147	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24896
148	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25062
149	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25228
150	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25394
151	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25560
152	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25726
153	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25892
154	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26058
155	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26224
156	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26390
157	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26556
158	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26722
159	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26888
160	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27054
161	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27220
162	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27386
163	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27552
164	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27718
165	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27884
166	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28050
167	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28216
168	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28382
169	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28548
170	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28714
171	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28880
172	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29046
173	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29212
174	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29378
175	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29544
176	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29710
177	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29876
178	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30042
179	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30208
180	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30374
181	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30540
182	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30706
183	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30872
184	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31038
185	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31204
186	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31370
187	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31536
188	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31702
189	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31868
190	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32034
191	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32200
192	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32366
193	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32532
194	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32698
195	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32864
196	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33030
197	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33196
198	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33362
199	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33528
200	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33694
201	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33860
202	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34026
203	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34192
204	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34358
205	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34524
206	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34690
207	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34856
208	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35022
209	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35188
210	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35354
211	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35520
212	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35686
213	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35852
214	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36018
215	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36184
216	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36350
217	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36516
218	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36682
219	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36848
220	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37014
221	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37180
222	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37346
223	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37512
224	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37678
225	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37844
226	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38010
227	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38176
228	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38342
229	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38508
230	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38674
231	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38840
232	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39006
233	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39172
234	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39338
235	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39504
236	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39670
237	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39836
238	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40002
239	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40168
240	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40334
241	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40500
242	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40666
243	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40832
244	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40998
245	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41164
246	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41330
247	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41496
248	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41662
249	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41828
250	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41994
251	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42160
252	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42326
253	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42492
254	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42658
255	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42824
256	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42990
257	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43156
258	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43322
259	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43488
260	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43654
261	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43820
262	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43986
263	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44152
264	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44318
265	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44484
266	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44650
267	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44816
268	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44982
269	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45148
270	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45314
271	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45480
272	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45646
273	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45812
274	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45978
275	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46144
276	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46310
277	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46476
278	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46642
279	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46808
280	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46974
281	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47140
282	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47306
283	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47472
284	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47638
285	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47804
286	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47970
287	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48136
288	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48302
289	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48468
290	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48634
291	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48800
292	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48966
293	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49132
294	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49298
295	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49464
296	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49630
297	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49796
298	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49962
299	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50128
300	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50294
301	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50460
302	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50626
303	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50792
304	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50958
305	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51124
306	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51290
307	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51456
308	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51622
309	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51788
310	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51954
311	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52120
312	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52286
313	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52452
314	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52618
315	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52784
316	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52950
317	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53116
318	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53282
319	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53448
320	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53614
321	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53780
322	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53946
323	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54112
324	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54278
325	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54444
326	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54610
327	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54776
328	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54942
329	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55108
330	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55274
331	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55440
332	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55606
333	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55772
334	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55938
335	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56104
336	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56270
337	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56436
338	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56602
339	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56768
340	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56934
341	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57100
342	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57266
343	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57432
344	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57598
345	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57764
346	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57930
347	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58096
348	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58262
349	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58428
350	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58594
351	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58760
352	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58926
353	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59092
354	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59258
355	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59424
356	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59590
357	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59756
358	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59922
359	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60088
360	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60254
361	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60420
362	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60586
363	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60752
364	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60918
365	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61084
366	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61250
367	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61416
368	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61582
369	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61748
370	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61914
371	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62080
372	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62246
373	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62412
374	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62578
375	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62744
376	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62910
377	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63076
378	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63242
379	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63408
380	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63574
381	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63740
382	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63906
383	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64072
384	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64238
385	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64404
386	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64570
387	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64736
388	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64902
389	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65068
390	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65234
391	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65400
392	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65566
393	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65732
394	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65898
395	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66064
396	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66230
397	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66396
398	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66562
399	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66728
400	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66894
401	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67060
402	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67226
403	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67392
404	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67558
405	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67724
406	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67890
407	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68056
408	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68222
409	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68388
410	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68554
411	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68720
412	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68886
413	2	95000000	0	2	1000	0	0	0	0	0	0	0	-69052
414	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69218
415	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69384
416	1	35000000	0	2	1000	0	0	0	0	0	0	0	-69550
