epoch	phase	loss	v2	gviol	w1	w2	w3	w4	w5	w6	w7	w8	b
124	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21537
125	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21703
126	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-21869
127	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22035
128	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22201
129	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22367
130	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22533
131	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22699
132	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22865
133	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23031
134	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23197
135	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23363
136	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23529
137	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23695
138	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23861
139	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24027
140	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24193
141	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24359
142	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24525
143	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24691
144	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24857
145	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25023
146	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25189
147	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25355
148	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25521
149	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25687
150	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25853
151	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26019
152	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26185
153	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26351
154	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26517
155	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26683
156	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26849
157	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27015
158	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27181
159	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27347
160	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27513
161	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27679
162	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27845
163	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28011
164	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28177
165	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28343
166	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28509
167	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28675
168	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28841
169	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29007
170	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29173
171	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29339
172	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29505
173	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29671
174	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29837
175	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30003
176	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30169
177	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30335
178	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30501
179	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30667
180	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30833
181	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30999
182	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31165
183	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31331
184	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31497
185	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31663
186	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31829
187	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31995
188	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32161
189	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32327
190	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32493
191	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32659
192	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32825
193	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32991
194	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33157
195	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33323
196	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33489
197	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33655
198	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33821
199	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33987
200	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34153
201	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34319
202	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34485
203	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34651
204	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34817
205	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34983
206	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35149
207	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35315
208	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35481
209	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35647
210	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35813
211	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35979
212	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36145
213	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36311
214	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36477
215	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36643
216	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36809
217	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36975
218	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37141
219	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37307
220	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37473
221	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37639
222	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37805
223	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37971
224	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38137
225	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38303
226	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38469
227	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38635
228	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38801
229	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38967
230	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39133
231	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39299
232	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39465
233	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39631
234	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39797
235	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39963
236	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40129
237	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40295
238	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40461
239	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40627
240	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40793
241	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40959
242	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41125
243	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41291
244	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41457
245	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41623
246	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41789
247	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41955
248	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42121
249	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42287
250	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42453
251	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42619
252	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42785
253	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42951
254	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43117
255	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43283
256	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43449
257	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43615
258	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43781
259	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43947
260	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44113
261	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44279
262	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44445
263	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44611
264	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44777
265	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44943
266	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45109
267	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45275
268	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45441
269	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45607
270	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45773
271	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45939
272	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46105
273	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46271
274	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46437
275	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46603
276	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46769
277	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46935
278	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47101
279	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47267
280	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47433
281	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47599
282	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47765
283	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47931
284	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48097
285	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48263
286	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48429
287	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48595
288	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48761
289	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48927
290	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49093
291	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49259
292	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49425
293	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49591
294	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49757
295	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49923
296	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50089
297	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50255
298	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50421
299	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50587
300	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50753
301	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50919
302	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51085
303	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51251
304	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51417
305	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51583
306	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51749
307	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51915
308	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52081
309	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52247
310	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52413
311	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52579
312	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52745
313	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52911
314	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53077
315	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53243
316	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53409
317	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53575
318	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53741
319	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53907
320	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54073
321	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54239
322	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54405
323	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54571
324	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54737
325	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54903
326	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55069
327	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55235
328	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55401
329	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55567
330	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55733
331	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55899
332	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56065
333	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56231
334	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56397
335	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56563
336	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56729
337	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56895
338	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57061
339	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57227
340	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57393
341	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57559
342	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57725
343	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57891
344	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58057
345	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58223
346	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58389
347	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58555
348	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58721
349	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58887
350	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59053
351	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59219
352	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59385
353	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59551
354	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59717
355	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59883
356	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60049
357	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60215
358	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60381
359	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60547
360	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60713
361	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60879
362	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61045
363	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61211
364	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61377
365	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61543
366	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61709
367	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61875
368	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62041
369	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62207
370	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62373
371	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62539
372	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62705
373	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62871
374	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63037
375	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63203
376	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63369
377	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63535
378	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63701
379	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63867
380	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64033
381	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64199
382	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64365
383	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64531
384	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64697
385	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64863
386	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65029
387	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65195
388	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65361
389	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65527
390	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65693
391	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65859
392	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66025
393	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66191
394	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66357
395	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66523
396	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66689
397	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66855
398	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67021
399	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67187
400	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67353
401	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67519
402	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67685
403	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67851
404	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68017
405	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68183
406	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68349
407	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68515
408	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68681
409	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68847
410	1	35000000	0	2	1000	0	0	0	0	0	0	0	-69013
411	1	35000000	0	2	1000	0	0	0	0	0	0	0	-69179
412	2	95000000	0	2	1000	0	0	0	0	0	0	0	-69345
413	2	95000000	0	2	1000	0	0	0	0	0	0	0	-69511
414	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69677
415	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69843
416	1	35000000	0	2	1000	0	0	0	0	0	0	0	-70009
