EVPART1
21|UNIT|fern|POS|HAS_PROPERTY|green|c23e2c26b045bb3546db42bba59bdc835ad370dcca7807a64c9c84180b41e3c9
22|UNIT|moss|POS|HAS_PROPERTY|green|257ff5400d2c97595b4e45cf0c80032800a206b8546049b78a4f5ddc1c4f482f
23|UNIT|deer|POS|HAS_PROPERTY|alive|cc32f2945451e1e21f74a8cad7481325eea064467991263d204580e15aa9bf8e
24|UNIT|bear|POS|HAS_PROPERTY|alive|78c1bfc61d8eb22c8e4e92ed85a424bd6fa623d6c23dd1edf75543b31ffbe13e
25|UNIT|owl|POS|HAS_PROPERTY|alive|ea483104cd12dc81da088a3443993abf9df114c193b854ec881616a621e802e9
26|UNIT|heron|POS|HAS_PROPERTY|alive|16df321469a45ca87c0cdf1dec9838093d676eec31d20cd3a3827906e874bd46
27|UNIT|trout|POS|HAS_PROPERTY|alive|162352e71c1bc149236250e31b66ffef7e6a4d613cb7b9e44614af06aa1e8804
28|UNIT|salmon|POS|HAS_PROPERTY|alive|cf75e70725fc892ac3cf407da62114c20eee3298400ed36a2f9f4ee1cb39c66a
29|UNIT|pine|POS|LOC_IN|forest|f46bcc0511a7cef7805d55fa6adb8d7a4dbf576b5fca89a0073edc70859abc03
30|UNIT|oak|POS|LOC_IN|forest|655665ac8b5e88b4e4eaa5bcefc6ddd675a58d8ae265047913e172710ef7568f
31|UNIT|moss|POS|LOC_IN|forest|addf3e75b7b3bbc17dd668faddcaa8d872639874ab46a2c9d4e28454f937dbc4
32|UNIT|nest|POS|LOC_IN|forest|032d023ade861175d89516e1831f98b3ad37d8fdcc66bab512930686ab76a50c
33|UNIT|deer|POS|LOC_IN|forest|9e3227ab04834a5e62e9e30555b5c8fd28ee803448ad6a20612dfa220900eb8e
34|UNIT|bear|POS|LOC_IN|forest|968f65cc7187e72060e28382d0c2abd261a5d872e5d45176b0db09ef77ab2908
35|UNIT|owl|POS|LOC_IN|forest|d5980ab5aceb7deaf8b606079be7bfc79519499ebc3c7ff2228553b7aa32146c
36|UNIT|trout|POS|LOC_IN|river|e069c9e240f81954b793dd7dfc2ae37c3de6948c04ef302d7a1053e70df3de19
37|UNIT|salmon|POS|LOC_IN|river|b1fa8a28529e7c10f5578c00aebed558eb9d06bbede5ce0f39ad9fe4fa3130fb
38|UNIT|heron|POS|LOC_IN|river|e6899de620f49204b5253b5fca5f65ec8942fa83a4dbb82b6792e4daafd73803
39|UNIT|log|POS|LOC_IN|river|636dcb928437be8e55170a5a58b019f698ba807a051e28fabc8c1ca21f7b95d9
40|UNIT|brook|POS|LOC_IN|forest|a4a4cfe9677c43338b03723758761fb787805b28a8cec79fe8efcc93683b87fa
41|UNIT|heron|POS|LOC_IN|forest|29b1826dd8c0b9930b6711186a4b943a6c3eab335d8946e6e44bb78a68c74b6e
42|UNIT|fern|POS|LOC_IN|forest|c4b9b2fa10f578d3ad994c581e822cce8a1531a2345e6241f932f693002e5744
43|UNIT|nest|POS|LOC_ON|branch|7ab05ed9c1101db22c75c65066cceefa085644df42163efaf1cebb9ef34a2d9e
44|UNIT|owl|POS|LOC_ON|branch|6c459fe32abd3dfc8a0ffb1a76026b24bb4e3b393b6629d62d15d59e6087c628
45|UNIT|heron|POS|LOC_ON|log|c32cb402854f8c562135c9796e017bdc45f69b476be6a2a53a665be90e4c2f2d
46|UNIT|trout|POS|LOC_UNDER|log|c71d10e2e3e1cdf3704e2121147e6524c36c79f1ec67d9e832d67cc0508cf028
47|UNIT|flood|POS|CAUSED_BY|rain|5d28785b5d52b17e0402f9dfa1c1c6b14d49091afe81e29d0685ff271bd63876
48|UNIT|flood|POS|CAUSED_BY|storm|710f648009bed6d56166a100da8940f4cf342d788fa8964755608181d9fd965b
49|UNIT|dawn|POS|BEFORE|dusk|948904a4540609b1d2d42dec11af1e70c1db82ae4ee715677c82d3c193057f22
50|UNIT|spring|POS|BEFORE|summer|6bb0751f81c03a494f42f31fd3cbfd9f681db370f3a462d8eb145d6defeaf8c2
51|UNIT|lake|POS|PROP_NUM|full:1/2|0cf113ee4051815b4064169d87d631dd8d41047dd5d53bb3d50570f5a35b1b50
52|UNIT|pond|POS|PROP_NUM|full:1/4|b4da244d31241ec90cc32c29f30d67ca2a6306767dc24981cfacac8b679cab7c
53|ALL|fish|POS|IS_A|animal|89a55fad2fb26867d90d7d93ae1d25b3dba1ca43c8dde800449b46e41b94a448
54|ALL|tree|POS|IS_A|plant|bbfc41b1eae53759afa9465f6bcfb028daeec7ff8e512b2dda2a119eb4d911e1
55|SOME|trout|NEG|IS_A|mammal|f24e6ca4c36365899f05c37fcf5f76088c861bf927868fc417c37617562cd56b
56|SOME|pine|NEG|IS_A|animal|ff3f5df1a500f05f42ffe757ac6c88bbb43ab41d85efa7afeaa91b1f1beefebe
