F	105	2	0	597	570	0	1	0	0	1	0	0	2	0
F	107	2	1	597	544	1	0	2	1	0	0	0	2	2
F	109	2	0	597	514	0	0	0	0	0	0	0	0	0
F	111	2	0	597	567	0	0	0	0	0	0	0	0	0
F	113	2	1	597	532	1	1	2	1	1	0	0	2	2
F	115	2	0	597	625	0	0	0	0	0	0	1	0	0
F	117	2	0	597	597	0	0	0	0	0	0	0	0	0
F	119	2	1	597	549	1	0	2	1	0	0	0	2	2
F	121	2	0	597	636	0	0	0	0	0	0	1	0	0
F	123	2	0	597	597	0	0	0	0	0	0	0	0	0
F	125	2	1	597	597	1	0	2	1	0	0	0	2	2
F	127	2	0	597	650	0	0	0	0	0	0	1	0	0
F	129	2	0	597	597	0	0	0	0	0	0	0	0	0
F	131	2	1	597	591	1	0	2	1	0	0	0	2	2
F	133	2	0	597	491	0	0	0	0	0	0	0	0	0
F	135	2	0	597	597	0	0	0	0	0	0	0	0	0
F	137	2	1	597	554	1	0	2	1	0	0	0	2	2
F	139	2	0	597	698	0	0	0	0	0	0	1	0	0
F	141	2	0	597	597	0	0	0	0	0	0	0	0	0
F	143	2	1	597	520	1	0	2	1	0	0	0	2	2
F	191	3	0	224	82	0	1	0	0	1	1	0	2	0
F	193	3	1	181	285	1	1	0	1	1	1	1	2	2
F	195	3	0	215	105	0	1	0	0	1	1	0	2	0
F	197	3	0	180	785	0	1	0	0	1	1	1	2	0
F	199	3	1	254	285	1	1	0	1	1	1	1	2	2
F	201	3	0	244	809	0	1	0	0	1	1	1	2	0
F	203	3	0	199	267	0	1	0	0	1	1	1	2	0
F	205	3	1	262	283	1	1	0	1	1	1	1	2	2
F	207	3	0	207	183	0	1	0	0	1	1	0	2	0
F	209	3	0	240	772	0	1	0	0	1	1	1	2	0
F	211	3	1	262	285	1	1	0	1	1	1	1	2	2
F	213	3	0	271	740	0	1	0	0	1	1	1	2	0
F	215	3	0	189	233	0	1	0	0	1	1	1	2	0
F	217	3	1	253	285	1	1	0	1	1	1	1	2	2
F	219	3	0	201	36	0	1	0	0	1	1	0	2	0
F	251	4	0	196	546	0	1	1	0	1	1	1	1	2
F	253	4	0	196	598	0	1	1	0	1	1	1	1	2
F	255	4	0	535	546	0	1	1	0	1	0	1	1	2
F	257	4	0	261	598	0	1	1	0	1	1	1	1	2
F	259	4	0	535	546	0	1	1	0	1	0	1	1	2
F	261	4	0	261	598	0	1	1	0	1	1	1	1	2
F	263	4	0	261	546	0	1	1	0	1	1	1	1	2
F	265	4	0	196	598	0	1	1	0	1	1	1	1	2
F	267	4	0	196	546	0	1	1	0	1	1	1	1	2
F	269	4	0	196	598	0	1	1	0	1	1	1	1	2
F	271	4	0	535	546	0	1	1	0	1	0	1	1	2
F	273	4	0	196	598	0	1	1	0	1	1	1	1	2
F	275	4	0	261	546	0	1	1	0	1	1	1	1	2
F	277	4	0	196	598	0	1	1	0	1	1	1	1	2
F	279	4	1	778	546	1	0	1	1	0	0	0	2	1
F	311	5	1	428	428	1	1	0	1	1	0	0	2	2
F	313	5	0	200	428	0	0	0	0	0	1	1	0	0
F	315	5	0	428	428	0	0	0	0	0	0	0	0	0
F	317	5	0	428	920	0	0	0	0	0	0	1	0	0
F	319	5	0	428	600	0	1	0	0	1	0	1	2	0
F	321	5	1	428	428	1	1	0	1	1	0	0	2	2
F	323	5	0	333	692	0	0	0	0	0	1	1	0	0
F	325	5	0	428	636	0	0	0	0	0	0	1	0	0
F	327	5	1	428	428	1	1	0	1	1	0	0	2	2
F	329	5	0	428	764	0	0	0	0	0	0	1	0	0
F	331	5	0	333	600	0	0	0	0	0	1	1	0	0
F	333	5	1	333	0	1	0	0	1	0	1	0	0	2
F	335	5	0	428	333	0	1	0	0	1	0	0	2	0
F	337	5	0	428	0	0	1	0	0	1	0	0	2	0
F	339	5	0	428	555	0	1	0	0	1	0	1	2	0
DONE	92
