experiment_schema,tnn_r32_e50_provenance_temporal_contention_representation_discriminator_v1
purpose,two_model_order_invariant_batch_joint_control_vs_grounded_provenance_temporal_contention_representation
models,m0_batch_joint_e47_m1_batch_joint_plus_slots13_22_contention
unknown_target_geometry,grounded_zero_no_unknown_label_or_threshold
batch_method,scaled_complete_dataset_integer_normal_equation_coordinate_sweeps_actual_fixed_point_loss_acceptance
batch_record_order_audit,forward_and_reverse_must_match
sealed_confirmation_ids,49301_49302_49303_49304_49305_49306_allocated_not_executed
seed_manifest_columns,stage_0_aux_1_terminal_2_validation_3_sealed_confirmation,epoch,base_index,base_id,mode,resource,episode,stream_seed
seed_manifest,0,0,0,46001,1,1,0,740171
seed_manifest,0,0,0,46001,1,1,1,852819
seed_manifest,0,0,0,46001,1,1,2,756009
seed_manifest,0,0,0,46001,1,1,3,763928
seed_manifest,0,0,0,46001,1,1,4,771847
seed_manifest,0,0,0,46001,1,1,5,779766
seed_manifest,0,0,0,46001,1,1,6,787685
seed_manifest,0,0,0,46001,1,1,7,795604
seed_manifest,0,0,0,46001,1,1,8,803523
seed_manifest,0,0,0,46001,1,1,9,811442
seed_manifest,0,0,0,46001,1,1,10,819361
seed_manifest,0,0,0,46001,1,1,11,827280
seed_manifest,0,0,0,46001,1,2,0,835199
seed_manifest,0,0,0,46001,1,2,1,947847
seed_manifest,0,0,0,46001,1,2,2,851037
seed_manifest,0,0,0,46001,1,2,3,858956
seed_manifest,0,0,0,46001,1,2,4,866875
seed_manifest,0,0,0,46001,1,2,5,874794
seed_manifest,0,0,0,46001,1,2,6,987442
seed_manifest,0,0,0,46001,1,2,7,890632
seed_manifest,0,0,0,46001,1,2,8,898551
seed_manifest,0,0,0,46001,1,2,9,11196
seed_manifest,0,0,0,46001,1,2,10,914389
seed_manifest,0,0,0,46001,1,2,11,922308
seed_manifest,0,0,0,46001,1,3,0,930227
seed_manifest,0,0,0,46001,1,3,1,938146
seed_manifest,0,0,0,46001,1,3,2,946065
seed_manifest,0,0,0,46001,1,3,3,58710
seed_manifest,0,0,0,46001,1,3,4,961903
seed_manifest,0,0,0,46001,1,3,5,969822
seed_manifest,0,0,0,46001,1,3,6,977741
seed_manifest,0,0,0,46001,1,3,7,985660
seed_manifest,0,0,0,46001,1,3,8,993579
seed_manifest,0,0,0,46001,1,3,9,1495
seed_manifest,0,0,0,46001,1,3,10,9414
seed_manifest,0,0,0,46001,1,3,11,17333
seed_manifest,0,0,0,46001,1,4,0,25252
seed_manifest,0,0,0,46001,1,4,1,33171
seed_manifest,0,0,0,46001,1,4,2,41090
seed_manifest,0,0,0,46001,1,4,3,49009
seed_manifest,0,0,0,46001,1,4,4,161657
seed_manifest,0,0,0,46001,1,4,5,64847
seed_manifest,0,0,0,46001,1,4,6,177495
seed_manifest,0,0,0,46001,1,4,7,80685
seed_manifest,0,0,0,46001,1,4,8,88604
seed_manifest,0,0,0,46001,1,4,9,201252
seed_manifest,0,0,0,46001,1,4,10,209171
seed_manifest,0,0,0,46001,1,4,11,217090
seed_manifest,0,0,0,46001,2,0,0,120280
seed_manifest,0,0,0,46001,2,0,1,232928
seed_manifest,0,0,0,46001,2,0,2,240847
seed_manifest,0,0,0,46001,2,0,3,144037
seed_manifest,0,0,0,46001,2,0,4,256685
seed_manifest,0,0,0,46001,2,0,5,159875
seed_manifest,0,0,0,46001,2,0,6,272523
seed_manifest,0,0,0,46001,2,0,7,280442
seed_manifest,0,0,0,46001,2,0,8,288361
seed_manifest,0,0,0,46001,2,0,9,191551
seed_manifest,0,0,0,46001,2,0,10,199470
seed_manifest,0,0,0,46001,2,0,11,207389
seed_manifest,0,0,0,46001,2,1,0,215308
seed_manifest,0,0,0,46001,2,1,1,223227
seed_manifest,0,0,0,46001,2,1,2,231146
seed_manifest,0,0,0,46001,2,1,3,239065
seed_manifest,0,0,0,46001,2,1,4,246984
seed_manifest,0,0,0,46001,2,1,5,254903
seed_manifest,0,0,0,46001,2,1,6,262822
seed_manifest,0,0,0,46001,2,1,7,270741
seed_manifest,0,0,0,46001,2,1,8,278660
seed_manifest,0,0,0,46001,2,1,9,286579
seed_manifest,0,0,0,46001,2,1,10,294498
seed_manifest,0,0,0,46001,2,1,11,302417
seed_manifest,0,0,0,46001,2,2,0,310336
seed_manifest,0,0,0,46001,2,2,1,318255
seed_manifest,0,0,0,46001,2,2,2,326174
seed_manifest,0,0,0,46001,2,2,3,334093
seed_manifest,0,0,0,46001,2,2,4,342012
seed_manifest,0,0,0,46001,2,2,5,349931
seed_manifest,0,0,0,46001,2,2,6,357850
seed_manifest,0,0,0,46001,2,2,7,365769
seed_manifest,0,0,0,46001,2,2,8,373688
seed_manifest,0,0,0,46001,2,2,9,381607
seed_manifest,0,0,0,46001,2,2,10,389526
seed_manifest,0,0,0,46001,2,2,11,397445
seed_manifest,0,0,0,46001,2,3,0,405364
seed_manifest,0,0,0,46001,2,3,1,413283
seed_manifest,0,0,0,46001,2,3,2,421202
seed_manifest,0,0,0,46001,2,3,3,429121
seed_manifest,0,0,0,46001,2,3,4,437040
seed_manifest,0,0,0,46001,2,3,5,444959
seed_manifest,0,0,0,46001,2,3,6,452878
seed_manifest,0,0,0,46001,2,3,7,460797
seed_manifest,0,0,0,46001,2,3,8,468716
seed_manifest,0,0,0,46001,2,3,9,476635
seed_manifest,0,0,0,46001,2,3,10,484554
seed_manifest,0,0,0,46001,2,3,11,492473
seed_manifest,0,0,0,46001,2,4,0,500392
seed_manifest,0,0,0,46001,2,4,1,508311
seed_manifest,0,0,0,46001,2,4,2,516230
seed_manifest,0,0,0,46001,2,4,3,524149
seed_manifest,0,0,0,46001,2,4,4,532068
seed_manifest,0,0,0,46001,2,4,5,539987
seed_manifest,0,0,0,46001,2,4,6,547906
seed_manifest,0,0,0,46001,2,4,7,660554
seed_manifest,0,0,0,46001,2,4,8,563744
seed_manifest,0,0,0,46001,2,4,9,571663
seed_manifest,0,0,0,46001,2,4,10,579582
seed_manifest,0,0,0,46001,2,4,11,587501
seed_manifest,0,0,0,46001,3,0,0,595420
seed_manifest,0,0,0,46001,3,0,1,603339
seed_manifest,0,0,0,46001,3,0,2,611258
seed_manifest,0,0,0,46001,3,0,3,619177
seed_manifest,0,0,0,46001,3,0,4,627096
seed_manifest,0,0,0,46001,3,0,5,635015
seed_manifest,0,0,0,46001,3,0,6,642934
seed_manifest,0,0,0,46001,3,0,7,860311
seed_manifest,0,0,0,46001,3,0,8,658772
seed_manifest,0,0,0,46001,3,0,9,666691
seed_manifest,0,0,0,46001,3,0,10,674610
seed_manifest,0,0,0,46001,3,0,11,787258
seed_manifest,0,0,0,46001,3,1,0,690448
seed_manifest,0,0,0,46001,3,1,1,698367
seed_manifest,0,0,0,46001,3,1,2,706286
seed_manifest,0,0,0,46001,3,1,3,714205
seed_manifest,0,0,0,46001,3,1,4,722124
seed_manifest,0,0,0,46001,3,1,5,730043
seed_manifest,0,0,0,46001,3,1,6,737962
seed_manifest,0,0,0,46001,3,1,7,745881
seed_manifest,0,0,0,46001,3,1,8,753800
seed_manifest,0,0,0,46001,3,1,9,761719
seed_manifest,0,0,0,46001,3,1,10,769638
seed_manifest,0,0,0,46001,3,1,11,777557
seed_manifest,0,0,0,46001,3,2,0,785476
seed_manifest,0,0,0,46001,3,2,1,793395
seed_manifest,0,0,0,46001,3,2,2,801314
seed_manifest,0,0,0,46001,3,2,3,809233
seed_manifest,0,0,0,46001,3,2,4,817152
seed_manifest,0,0,0,46001,3,2,5,825071
seed_manifest,0,0,0,46001,3,2,6,832990
seed_manifest,0,0,0,46001,3,2,7,840909
seed_manifest,0,0,0,46001,3,2,8,58283
seed_manifest,0,0,0,46001,3,2,9,856747
seed_manifest,0,0,0,46001,3,2,10,864666
seed_manifest,0,0,0,46001,3,2,11,872585
seed_manifest,0,0,0,46001,3,3,0,880504
seed_manifest,0,0,0,46001,3,3,1,888423
seed_manifest,0,0,0,46001,3,3,2,896342
seed_manifest,0,0,0,46001,3,3,3,904261
seed_manifest,0,0,0,46001,3,3,4,912180
seed_manifest,0,0,0,46001,3,3,5,920099
seed_manifest,0,0,0,46001,3,3,6,32744
seed_manifest,0,0,0,46001,3,3,7,935937
seed_manifest,0,0,0,46001,3,3,8,943856
seed_manifest,0,0,0,46001,3,3,9,951775
seed_manifest,0,0,0,46001,3,3,10,959694
seed_manifest,0,0,0,46001,3,3,11,967613
seed_manifest,0,0,0,46001,3,4,0,975532
seed_manifest,0,0,0,46001,3,4,1,983451
seed_manifest,0,0,0,46001,3,4,2,200825
seed_manifest,0,0,0,46001,3,4,3,999289
seed_manifest,0,0,0,46001,3,4,4,7205
seed_manifest,0,0,0,46001,3,4,5,15124
seed_manifest,0,0,0,46001,3,4,6,23043
seed_manifest,0,0,0,46001,3,4,7,30962
seed_manifest,0,0,0,46001,3,4,8,38881
seed_manifest,0,0,0,46001,3,4,9,46800
seed_manifest,0,0,0,46001,3,4,10,159448
seed_manifest,0,0,0,46001,3,4,11,62638
seed_manifest,0,0,0,46001,4,0,0,70557
seed_manifest,0,0,0,46001,4,0,1,183205
seed_manifest,0,0,0,46001,4,0,2,86395
seed_manifest,0,0,0,46001,4,0,3,199043
seed_manifest,0,0,0,46001,4,0,4,102233
seed_manifest,0,0,0,46001,4,0,5,214881
seed_manifest,0,0,0,46001,4,0,6,118071
seed_manifest,0,0,0,46001,4,0,7,125990
seed_manifest,0,0,0,46001,4,0,8,238638
seed_manifest,0,0,0,46001,4,0,9,141828
seed_manifest,0,0,0,46001,4,0,10,254476
seed_manifest,0,0,0,46001,4,0,11,157666
seed_manifest,0,0,0,46001,4,1,0,270314
seed_manifest,0,0,0,46001,4,1,1,173504
seed_manifest,0,0,0,46001,4,1,2,286152
seed_manifest,0,0,0,46001,4,1,3,189342
seed_manifest,0,0,0,46001,4,1,4,197261
seed_manifest,0,0,0,46001,4,1,5,205180
seed_manifest,0,0,0,46001,4,1,6,317828
seed_manifest,0,0,0,46001,4,1,7,221018
seed_manifest,0,0,0,46001,4,1,8,228937
seed_manifest,0,0,0,46001,4,1,9,236856
seed_manifest,0,0,0,46001,4,1,10,244775
seed_manifest,0,0,0,46001,4,1,11,252694
seed_manifest,0,0,0,46001,4,2,0,260613
seed_manifest,0,0,0,46001,4,2,1,268532
seed_manifest,0,0,0,46001,4,2,2,276451
seed_manifest,0,0,0,46001,4,2,3,284370
seed_manifest,0,0,0,46001,4,2,4,292289
seed_manifest,0,0,0,46001,4,2,5,300208
seed_manifest,0,0,0,46001,4,2,6,308127
seed_manifest,0,0,0,46001,4,2,7,316046
seed_manifest,0,0,0,46001,4,2,8,323965
seed_manifest,0,0,0,46001,4,2,9,331884
seed_manifest,0,0,0,46001,4,2,10,339803
seed_manifest,0,0,0,46001,4,2,11,347722
seed_manifest,0,0,0,46001,4,3,0,355641
seed_manifest,0,0,0,46001,4,3,1,363560
seed_manifest,0,0,0,46001,4,3,2,371479
seed_manifest,0,0,0,46001,4,3,3,379398
seed_manifest,0,0,0,46001,4,3,4,387317
seed_manifest,0,0,0,46001,4,3,5,395236
seed_manifest,0,0,0,46001,4,3,6,403155
seed_manifest,0,0,0,46001,4,3,7,411074
seed_manifest,0,0,0,46001,4,3,8,418993
seed_manifest,0,0,0,46001,4,3,9,426912
seed_manifest,0,0,0,46001,4,3,10,434831
seed_manifest,0,0,0,46001,4,3,11,442750
seed_manifest,0,0,0,46001,4,4,0,450669
seed_manifest,0,0,0,46001,4,4,1,458588
seed_manifest,0,0,0,46001,4,4,2,466507
seed_manifest,0,0,0,46001,4,4,3,474426
seed_manifest,0,0,0,46001,4,4,4,482345
seed_manifest,0,0,0,46001,4,4,5,490264
seed_manifest,0,0,0,46001,4,4,6,498183
seed_manifest,0,0,0,46001,4,4,7,506102
seed_manifest,0,0,0,46001,4,4,8,514021
seed_manifest,0,0,0,46001,4,4,9,521940
seed_manifest,0,0,0,46001,4,4,10,529859
seed_manifest,0,0,0,46001,4,4,11,537778
seed_manifest,0,0,0,46001,5,0,0,545697
seed_manifest,0,0,0,46001,5,0,1,553616
seed_manifest,0,0,0,46001,5,0,2,666264
seed_manifest,0,0,0,46001,5,0,3,569454
seed_manifest,0,0,0,46001,5,0,4,577373
seed_manifest,0,0,0,46001,5,0,5,585292
seed_manifest,0,0,0,46001,5,0,6,697940
seed_manifest,0,0,0,46001,5,0,7,601130
seed_manifest,0,0,0,46001,5,0,8,609049
seed_manifest,0,0,0,46001,5,0,9,616968
seed_manifest,0,0,0,46001,5,0,10,729616
seed_manifest,0,0,0,46001,5,0,11,737535
seed_manifest,0,0,0,46001,5,1,0,640725
seed_manifest,0,0,0,46001,5,1,1,648644
seed_manifest,0,0,0,46001,5,1,2,656563
seed_manifest,0,0,0,46001,5,1,3,664482
seed_manifest,0,0,0,46001,5,1,4,672401
seed_manifest,0,0,0,46001,5,1,5,785049
seed_manifest,0,0,0,46001,5,1,6,688239
seed_manifest,0,0,0,46001,5,1,7,696158
seed_manifest,0,0,0,46001,5,1,8,704077
seed_manifest,0,0,0,46001,5,1,9,711996
seed_manifest,0,0,0,46001,5,1,10,719915
seed_manifest,0,0,0,46001,5,1,11,727834
seed_manifest,0,0,0,46001,5,2,0,735753
seed_manifest,0,0,0,46001,5,2,1,743672
seed_manifest,0,0,0,46001,5,2,2,751591
seed_manifest,0,0,0,46001,5,2,3,759510
seed_manifest,0,0,0,46001,5,2,4,767429
seed_manifest,0,0,0,46001,5,2,5,775348
seed_manifest,0,0,0,46001,5,2,6,783267
seed_manifest,0,0,0,46001,5,2,7,791186
seed_manifest,0,0,0,46001,5,2,8,799105
seed_manifest,0,0,0,46001,5,2,9,807024
seed_manifest,0,0,0,46001,5,2,10,814943
seed_manifest,0,0,0,46001,5,2,11,822862
seed_manifest,0,0,0,46001,5,3,0,830781
seed_manifest,0,0,0,46001,5,3,1,838700
seed_manifest,0,0,0,46001,5,3,2,846619
seed_manifest,0,0,0,46001,5,3,3,854538
seed_manifest,0,0,0,46001,5,3,4,862457
seed_manifest,0,0,0,46001,5,3,5,975105
seed_manifest,0,0,0,46001,5,3,6,878295
seed_manifest,0,0,0,46001,5,3,7,886214
seed_manifest,0,0,0,46001,5,3,8,894133
seed_manifest,0,0,0,46001,5,3,9,902052
seed_manifest,0,0,0,46001,5,3,10,909971
seed_manifest,0,0,0,46001,5,3,11,917890
seed_manifest,0,0,0,46001,5,4,0,925809
seed_manifest,0,0,0,46001,5,4,1,38454
seed_manifest,0,0,0,46001,5,4,2,941647
seed_manifest,0,0,0,46001,5,4,3,949566
seed_manifest,0,0,0,46001,5,4,4,957485
seed_manifest,0,0,0,46001,5,4,5,965404
seed_manifest,0,0,0,46001,5,4,6,973323
seed_manifest,0,0,0,46001,5,4,7,981242
seed_manifest,0,0,0,46001,5,4,8,198616
seed_manifest,0,0,0,46001,5,4,9,997080
seed_manifest,0,0,0,46001,5,4,10,4996
seed_manifest,0,0,0,46001,5,4,11,222373
seed_manifest,0,0,0,46001,6,0,0,20834
seed_manifest,0,0,0,46001,6,0,1,28753
seed_manifest,0,0,0,46001,6,0,2,36672
seed_manifest,0,0,0,46001,6,0,3,254049
seed_manifest,0,0,0,46001,6,0,4,157239
seed_manifest,0,0,0,46001,6,0,5,165158
seed_manifest,0,0,0,46001,6,0,6,277806
seed_manifest,0,0,0,46001,6,0,7,76267
seed_manifest,0,0,0,46001,6,0,8,84186
seed_manifest,0,0,0,46001,6,0,9,196834
seed_manifest,0,0,0,46001,6,0,10,100024
seed_manifest,0,0,0,46001,6,0,11,212672
seed_manifest,0,0,0,46001,6,1,0,115862
seed_manifest,0,0,0,46001,6,1,1,123781
seed_manifest,0,0,0,46001,6,1,2,131700
seed_manifest,0,0,0,46001,6,1,3,139619
seed_manifest,0,0,0,46001,6,1,4,252267
seed_manifest,0,0,0,46001,6,1,5,155457
seed_manifest,0,0,0,46001,6,1,6,268105
seed_manifest,0,0,0,46001,6,1,7,171295
seed_manifest,0,0,0,46001,6,1,8,283943
seed_manifest,0,0,0,46001,6,1,9,187133
seed_manifest,0,0,0,46001,6,1,10,299781
seed_manifest,0,0,0,46001,6,1,11,202971
seed_manifest,0,0,0,46001,6,2,0,315619
seed_manifest,0,0,0,46001,6,2,1,218809
seed_manifest,0,0,0,46001,6,2,2,226728
seed_manifest,0,0,0,46001,6,2,3,234647
seed_manifest,0,0,0,46001,6,2,4,242566
seed_manifest,0,0,0,46001,6,2,5,250485
seed_manifest,0,0,0,46001,6,2,6,258404
seed_manifest,0,0,0,46001,6,2,7,266323
seed_manifest,0,0,0,46001,6,2,8,274242
seed_manifest,0,0,0,46001,6,2,9,282161
seed_manifest,0,0,0,46001,6,2,10,290080
seed_manifest,0,0,0,46001,6,2,11,297999
seed_manifest,0,0,0,46001,6,3,0,305918
seed_manifest,0,0,0,46001,6,3,1,313837
seed_manifest,0,0,0,46001,6,3,2,321756
seed_manifest,0,0,0,46001,6,3,3,329675
seed_manifest,0,0,0,46001,6,3,4,337594
seed_manifest,0,0,0,46001,6,3,5,345513
seed_manifest,0,0,0,46001,6,3,6,353432
seed_manifest,0,0,0,46001,6,3,7,361351
seed_manifest,0,0,0,46001,6,3,8,369270
seed_manifest,0,0,0,46001,6,3,9,377189
seed_manifest,0,0,0,46001,6,3,10,385108
seed_manifest,0,0,0,46001,6,3,11,393027
seed_manifest,0,0,0,46001,6,4,0,400946
seed_manifest,0,0,0,46001,6,4,1,408865
seed_manifest,0,0,0,46001,6,4,2,416784
seed_manifest,0,0,0,46001,6,4,3,424703
seed_manifest,0,0,0,46001,6,4,4,432622
seed_manifest,0,0,0,46001,6,4,5,440541
seed_manifest,0,0,0,46001,6,4,6,448460
seed_manifest,0,0,0,46001,6,4,7,456379
seed_manifest,0,0,0,46001,6,4,8,464298
seed_manifest,0,0,0,46001,6,4,9,472217
seed_manifest,0,0,0,46001,6,4,10,480136
seed_manifest,0,0,0,46001,6,4,11,488055
seed_manifest,0,0,0,46001,7,0,0,495974
seed_manifest,0,0,0,46001,7,0,1,503893
seed_manifest,0,0,0,46001,7,0,2,511812
seed_manifest,0,0,0,46001,7,0,3,519731
seed_manifest,0,0,0,46001,7,0,4,527650
seed_manifest,0,0,0,46001,7,0,5,535569
seed_manifest,0,0,0,46001,7,0,6,543488
seed_manifest,0,0,0,46001,7,0,7,656136
seed_manifest,0,0,0,46001,7,0,8,664055
seed_manifest,0,0,0,46001,7,0,9,567245
seed_manifest,0,0,0,46001,7,0,10,575164
seed_manifest,0,0,0,46001,7,0,11,583083
seed_manifest,0,0,0,46001,7,1,0,591002
seed_manifest,0,0,0,46001,7,1,1,598921
seed_manifest,0,0,0,46001,7,1,2,606840
seed_manifest,0,0,0,46001,7,1,3,614759
seed_manifest,0,0,0,46001,7,1,4,622678
seed_manifest,0,0,0,46001,7,1,5,735326
seed_manifest,0,0,0,46001,7,1,6,638516
seed_manifest,0,0,0,46001,7,1,7,646435
seed_manifest,0,0,0,46001,7,1,8,654354
seed_manifest,0,0,0,46001,7,1,9,767002
seed_manifest,0,0,0,46001,7,1,10,670192
seed_manifest,0,0,0,46001,7,1,11,678111
seed_manifest,0,0,0,46001,7,2,0,686030
seed_manifest,0,0,0,46001,7,2,1,693949
seed_manifest,0,0,0,46001,7,2,2,701868
seed_manifest,0,0,0,46001,7,2,3,709787
seed_manifest,0,0,0,46001,7,2,4,717706
seed_manifest,0,0,0,46001,7,2,5,725625
seed_manifest,0,0,0,46001,7,2,6,733544
seed_manifest,0,0,0,46001,7,2,7,741463
seed_manifest,0,0,0,46001,7,2,8,749382
seed_manifest,0,0,0,46001,7,2,9,757301
seed_manifest,0,0,0,46001,7,2,10,765220
seed_manifest,0,0,0,46001,7,2,11,773139
seed_manifest,0,0,0,46001,7,3,0,781058
seed_manifest,0,0,0,46001,7,3,1,788977
seed_manifest,0,0,0,46001,7,3,2,796896
seed_manifest,0,0,0,46001,7,3,3,804815
seed_manifest,0,0,0,46001,7,3,4,812734
seed_manifest,0,0,0,46001,7,3,5,820653
seed_manifest,0,0,0,46001,7,3,6,933301
seed_manifest,0,0,0,46001,7,3,7,836491
seed_manifest,0,0,0,46001,7,3,8,53865
seed_manifest,0,0,0,46001,7,3,9,852329
seed_manifest,0,0,0,46001,7,3,10,860248
seed_manifest,0,0,0,46001,7,3,11,868167
seed_manifest,0,0,0,46001,7,4,0,876086
seed_manifest,0,0,0,46001,7,4,1,884005
seed_manifest,0,0,0,46001,7,4,2,891924
seed_manifest,0,0,0,46001,7,4,3,214027
seed_manifest,0,0,0,46001,7,4,4,907762
seed_manifest,0,0,0,46001,7,4,5,915681
seed_manifest,0,0,0,46001,7,4,6,923600
seed_manifest,0,0,0,46001,7,4,7,931519
seed_manifest,0,0,0,46001,7,4,8,939438
seed_manifest,0,0,0,46001,7,4,9,947357
seed_manifest,0,0,0,46001,7,4,10,955276
seed_manifest,0,0,0,46001,7,4,11,963195
seed_manifest,0,0,0,46001,8,0,0,971114
seed_manifest,0,0,0,46001,8,0,1,979033
seed_manifest,0,0,0,46001,8,0,2,986952
seed_manifest,0,0,0,46001,8,0,3,994871
seed_manifest,0,0,0,46001,8,0,4,2787
seed_manifest,0,0,0,46001,8,0,5,10706
seed_manifest,0,0,0,46001,8,0,6,18625
seed_manifest,0,0,0,46001,8,0,7,26544
seed_manifest,0,0,0,46001,8,0,8,34463
seed_manifest,0,0,0,46001,8,0,9,251840
seed_manifest,0,0,0,46001,8,0,10,50301
seed_manifest,0,0,0,46001,8,0,11,162949
seed_manifest,0,0,0,46001,8,1,0,66139
seed_manifest,0,0,0,46001,8,1,1,283516
seed_manifest,0,0,0,46001,8,1,2,81977
seed_manifest,0,0,0,46001,8,1,3,194625
seed_manifest,0,0,0,46001,8,1,4,97815
seed_manifest,0,0,0,46001,8,1,5,210463
seed_manifest,0,0,0,46001,8,1,6,113653
seed_manifest,0,0,0,46001,8,1,7,226301
seed_manifest,0,0,0,46001,8,1,8,129491
seed_manifest,0,0,0,46001,8,1,9,137410
seed_manifest,0,0,0,46001,8,1,10,250058
seed_manifest,0,0,0,46001,8,1,11,153248
seed_manifest,0,0,0,46001,8,2,0,265896
seed_manifest,0,0,0,46001,8,2,1,169086
seed_manifest,0,0,0,46001,8,2,2,177005
seed_manifest,0,0,0,46001,8,2,3,184924
seed_manifest,0,0,0,46001,8,2,4,297572
seed_manifest,0,0,0,46001,8,2,5,200762
seed_manifest,0,0,0,46001,8,2,6,313410
seed_manifest,0,0,0,46001,8,2,7,216600
seed_manifest,0,0,0,46001,8,2,8,224519
seed_manifest,0,0,0,46001,8,2,9,232438
seed_manifest,0,0,0,46001,8,2,10,240357
seed_manifest,0,0,0,46001,8,2,11,248276
seed_manifest,0,0,0,46001,8,3,0,256195
seed_manifest,0,0,0,46001,8,3,1,264114
seed_manifest,0,0,0,46001,8,3,2,272033
seed_manifest,0,0,0,46001,8,3,3,279952
seed_manifest,0,0,0,46001,8,3,4,287871
seed_manifest,0,0,0,46001,8,3,5,295790
seed_manifest,0,0,0,46001,8,3,6,303709
seed_manifest,0,0,0,46001,8,3,7,311628
seed_manifest,0,0,0,46001,8,3,8,319547
seed_manifest,0,0,0,46001,8,3,9,327466
seed_manifest,0,0,0,46001,8,3,10,335385
seed_manifest,0,0,0,46001,8,3,11,343304
seed_manifest,0,0,0,46001,8,4,0,351223
seed_manifest,0,0,0,46001,8,4,1,359142
seed_manifest,0,0,0,46001,8,4,2,367061
seed_manifest,0,0,0,46001,8,4,3,374980
seed_manifest,0,0,0,46001,8,4,4,382899
