helper	4	0	96	-1
helper	4	1	96	-1
helper	4	2	96	-1
helper	8	0	96	-1
helper	10	0	96	-1
helper	10	1	96	-1
helper	10	2	96	-1
helper	11	0	96	-1
helper	11	1	96	-1
helper	11	2	96	-1
helper	15	0	96	-1
helper	15	1	96	-1
helper	15	2	96	-1
