B4B-15	The signature is the mayor's.	FACTUAL	INSTALL	1	R-IDENT-AFFIRM: three independent expert matches	r0|2|Three handwriting experts independently matched the signature to the mayor's known writing.
B4B-16	The bridge clearance is at least 4 meters.	FACTUAL	INSTALL	1	R-QTY-AFFIRM: 4.6 >= 4	r0|2|The survey measured the clearance at 4.6 meters.
B4B-17	The drinking water is safe.	FACTUAL	INSTALL	0		r0|2|No contaminants were detected in any of the 40 tested samples.;;r1|2|The treatment plant's filters were all operating within specification.
B4B-18	The patient does not have diabetes.	FACTUAL	INSTALL	0		r0|2|The patient's fasting glucose was 85 mg per dL, well below the diabetic threshold.;;r1|2|No diabetes markers appeared in the full blood panel.
B4B-19	The software needs at least 8 GB of RAM.	FACTUAL	INSTALL	0		r0|2|The installer refuses to proceed on machines with less than 8 GB of RAM.;;r1|1|Benchmarks show the software runs on 8 GB but crashes on 4 GB.
B4B-20	The fire was accidental.	FACTUAL	INSTALL	0		r0|2|Investigators ruled out arson after finding no accelerants.;;r1|2|The evidence refutes any claim of intentional ignition.
B4B-21	The new highway reduced commute times.	FACTUAL	INSTALL	0		r0|2|Average commute times on the corridor fell 18 percent after the highway opened.;;r1|1|Bus ridership on parallel routes also dropped as drivers switched to the faster highway.
B4B-22	The restaurant is highly rated.	FACTUAL	INSTALL	0		r0|1|A local food blog gave the restaurant 4.5 out of 5 stars.;;r1|1|Diners on a review site rate it 4.6 on average across 800 reviews.
B4B-23	The dam's spillway prevented flooding downstream.	FACTUAL	INSTALL	0		r0|2|The spillway diverted the record inflow away from the main channel.;;r1|2|Downstream gauges never exceeded flood stage during the storm.
B4B-24	The vaccine prevented a measles outbreak.	FACTUAL	INSTALL	0		r0|2|Measles was circulating in neighboring towns all winter.;;r1|2|The town's 98 percent vaccination rate left too few susceptible hosts for an outbreak.
B4B-25	Every invoice was paid on time.	FACTUAL	INSTALL	0		r0|2|The audit sampled all 200 invoices and found zero late payments.;;r1|1|The payment system's logs show no overdue flags for the period.
B4B-26	The generic drug works as well as the brand-name drug.	FACTUAL	INSTALL	0		r0|2|A double-blind trial found no statistically significant difference in outcomes.;;r1|1|Regulators certified the generic as bioequivalent.
B4B-27	The response time stayed under 200 milliseconds.	FACTUAL	INSTALL	0		r0|2|Load testing measured a maximum response time of 143 milliseconds.;;r1|1|The monitoring dashboard's 99th percentile reads 161 milliseconds.
B4B-28	The merger improved the company's finances.	FACTUAL	INSTALL	0		r0|2|Revenue rose 22 percent in the year following the merger.;;r1|2|Operating costs fell as duplicate departments were consolidated.
B4B-29	The new policy improved air quality.	FACTUAL	INSTALL	0		r0|2|Particulate levels dropped 30 percent in the year after the policy took effect.;;r1|2|Hospital admissions for asthma fell 15 percent over the same period.
B4B-30	The outage was caused by the storm, not by equipment failure.	FACTUAL	INSTALL	0		r0|2|Crews found storm-toppled lines at three locations and no equipment defects.;;r1|2|The outage began exactly when the storm front arrived.
B4B-31	The archaeological site dates to the Bronze Age.	FACTUAL	INSTALL	0		r0|2|Pottery shards match known Bronze Age styles.;;r1|2|Radiocarbon dating places the charcoal layer at 1500 BCE.;;r2|0|The site was discovered by a local farmer in 1987.
B4B-32	The train arrived on schedule.	FACTUAL	INSTALL	0		r0|2|The station log records arrival at 08:59 against a 09:00 schedule.;;r1|2|Two passengers confirmed the train pulled in just before nine.;;r2|0|One blogger complained about a delay without citing a time.
B4D-01	The test was not unsuccessful.	FACTUAL	PROBE:WITHHOLD	0		r0|2|The test met all its success criteria.
B4D-02	The outage was caused by the storm, not by sabotage.	FACTUAL	PROBE:INSTALL	0		r0|2|Investigators found storm damage and no signs of sabotage.;;r1|2|The outage coincided exactly with the storm's peak.
B4D-03	The jar contains at least 5 marbles.	FACTUAL	PROBE:INSTALL	0		r0|2|A count found exactly 5 marbles in the jar.;;r1|1|The jar was sealed before counting.
B4D-04	The drought caused the famine.	FACTUAL	PROBE:INSTALL	0		r0|2|The drought destroyed the wheat harvest.;;r1|2|With no wheat, grain reserves ran out by winter.;;r2|1|Relief shipments did not arrive until spring.
B4D-05	The levee prevented the flood.	FACTUAL	PROBE:INSTALL	0		r0|2|Water rose to within a foot of the levee crest.;;r1|2|No water breached the levee.
B4D-06	All students passed some test.	FACTUAL	PROBE:WITHHOLD	0		r0|1|Every student passed at least one test.
B4D-07	The election was fair.	CONTESTED	PROBE:WITHHOLD	0		r0|2|Observers certified the election as fair.
B4D-08	Why did the chicken cross the road? To get to the other side!	JOKE	PROBE:REJECT	0		r0|0|It is a classic joke.
