H05_00002 1 endorse
H05_00003 1 endorse
H05_00004 1 endorse
H05_00005 1 endorse
H06_00000 1 endorse
H06_00001 0 gate
H06_00002 2 deny-lex
H06_00003 0 neutral
H06_00004 0 neutral
H06_00005 1 endorse
H07_00000 0 neutral
H07_00001 0 neutral
H07_00002 2 deny-lex
H07_00003 0 neutral
H07_00004 2 neg-scope
H07_00005 0 neutral
H08_00000 2 antonym
H08_00001 1 endorse
H08_00002 2 deny-lex
H08_00003 1 endorse
H08_00004 1 endorse
H08_00005 2 antonym
H08_00006 1 endorse
H08_00007 0 neutral
H08_00008 2 antonym
H08_00009 0 neutral
H08_00010 0 neutral
H08_00011 0 neutral
H08_00012 2 competing-subject
H09_00000 2 deny-lex
H09_00001 2 deny-lex
H09_00002 2 deny-lex
H09_00003 2 deny-lex
H09_00004 2 deny-lex
H09_00005 2 deny-lex
H10_00000 2 deny-lex
H10_00001 0 gate
H10_00002 2 deny-lex
H10_00003 0 gate
H10_00004 0 gate
H10_00005 0 gate
H10_00006 2 deny-lex
H10_00007 0 gate
H10_00008 0 neutral
H10_00009 0 gate
H10_00010 0 gate
H10_00011 0 neutral
H10_00012 2 deny-lex
H10_00013 0 gate
H10_00014 2 neg-scope
H10_00015 0 gate
H10_00016 0 gate
H10_00017 0 gate
H10_00018 2 neg-scope
H10_00019 0 gate
H10_00020 0 gate
H11_00000 0 gate
H11_00001 0 gate
H11_00002 0 neutral
H11_00003 0 gate
H11_00004 0 gate
H11_00005 0 gate
H11_00006 0 gate
H11_00007 0 gate
H11_00008 0 gate
H11_00009 0 gate
H11_00010 0 gate
H11_00011 0 gate
H11_00012 0 gate
H11_00013 0 gate
H11_00014 0 gate
H11_00015 0 gate
H11_00016 0 gate
H11_00017 2 competing-subject
H11_00018 2 deny-lex
H11_00019 0 gate
H11_00020 0 gate
H12_00000 2 competing-subject
H12_00001 2 competing-subject
H12_00002 2 competing-subject
H12_00003 1 endorse
H12_00004 2 competing-subject
H12_00005 1 endorse
H13_00000 0 neutral
H13_00001 1 endorse
H13_00002 0 neutral
H13_00003 0 neutral
H13_00004 0 neutral
H13_00005 2 competing-subject
H14_00000 2 neg-scope
H14_00001 1 endorse
H14_00002 0 neutral
H14_00003 0 neutral
H14_00004 0 neutral
H14_00005 0 neutral
H15_00000 0 neutral
H15_00001 0 neutral
H15_00002 0 neutral
H15_00003 0 neutral
H15_00004 0 gate
H15_00005 0 neutral
H15_00006 0 gate
H15_00007 0 neutral
H15_00008 0 neutral
H15_00009 0 gate
H15_00010 0 neutral
H15_00011 0 gate
H15_00012 0 neutral
H15_00013 0 gate
H15_00014 0 neutral
H15_00015 0 gate
H15_00016 2 neg-scope
H15_00017 0 gate
H15_00018 1 endorse
H15_00019 0 gate
H15_00020 0 gate
H16_00000 2 neg-scope
H16_00001 0 neutral
H16_00002 2 deny-lex
H16_00003 0 neutral
H16_00004 0 neutral
H16_00005 1 endorse
H17_00000 2 deny-lex
H17_00001 0 gate
H17_00002 0 neutral
H17_00003 2 deny-lex
H17_00004 0 neutral
H17_00005 2 deny-lex
H18_00000 2 deny-lex
H18_00001 2 neg-scope
H18_00002 1 endorse
H18_00003 2 deny-lex
H18_00004 1 endorse
H18_00005 2 deny-lex
