trial_idx,fixture_id,fixture_path,task,truth,stratum,family
19,r21a_colorconst_115,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_115.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
20,r21a_colorconst_116,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_116.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
21,r21a_colorconst_117,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_117.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
22,r21a_colorconst_118,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_118.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
23,r21a_colorconst_119,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_119.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
24,r21a_colorconst_12,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_12.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
25,r21a_colorconst_120,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_120.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
26,r21a_colorconst_121,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_121.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
27,r21a_colorconst_122,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_122.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
28,r21a_colorconst_123,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_123.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
29,r21a_colorconst_124,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_124.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
30,r21a_colorconst_125,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_125.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
31,r21a_colorconst_126,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_126.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
32,r21a_colorconst_127,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_127.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
33,r21a_colorconst_128,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_128.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
34,r21a_colorconst_129,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_129.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
35,r21a_colorconst_13,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_13.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
36,r21a_colorconst_130,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_130.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
37,r21a_colorconst_131,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_131.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
38,r21a_colorconst_132,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_132.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
39,r21a_colorconst_133,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_133.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
40,r21a_colorconst_134,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_134.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
41,r21a_colorconst_135,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_135.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
42,r21a_colorconst_136,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_136.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
43,r21a_colorconst_137,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_137.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
44,r21a_colorconst_138,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_138.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
45,r21a_colorconst_139,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_139.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
46,r21a_colorconst_14,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_14.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
47,r21a_colorconst_140,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_140.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
48,r21a_colorconst_141,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_141.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
49,r21a_colorconst_142,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_142.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
50,r21a_colorconst_143,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_143.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
51,r21a_colorconst_144,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_144.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
52,r21a_colorconst_145,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_145.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
53,r21a_colorconst_146,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_146.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
54,r21a_colorconst_147,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_147.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
55,r21a_colorconst_148,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_148.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
56,r21a_colorconst_149,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_149.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
57,r21a_colorconst_15,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_15.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
58,r21a_colorconst_150,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_150.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
59,r21a_colorconst_151,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_151.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
60,r21a_colorconst_152,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_152.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
61,r21a_colorconst_153,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_153.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
62,r21a_colorconst_154,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_154.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
63,r21a_colorconst_155,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_155.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
64,r21a_colorconst_156,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_156.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
65,r21a_colorconst_157,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_157.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
66,r21a_colorconst_158,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_158.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
67,r21a_colorconst_159,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_159.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
68,r21a_colorconst_16,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_16.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
69,r21a_colorconst_160,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_160.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
70,r21a_colorconst_161,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_161.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
71,r21a_colorconst_162,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_162.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
72,r21a_colorconst_163,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_163.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
73,r21a_colorconst_164,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_164.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
74,r21a_colorconst_165,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_165.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
75,r21a_colorconst_166,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_166.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
76,r21a_colorconst_167,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_167.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
77,r21a_colorconst_168,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_168.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
78,r21a_colorconst_169,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_169.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
79,r21a_colorconst_17,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_17.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
80,r21a_colorconst_170,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_170.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
81,r21a_colorconst_171,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_171.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
82,r21a_colorconst_172,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_172.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
83,r21a_colorconst_173,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_173.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
84,r21a_colorconst_174,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_174.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
85,r21a_colorconst_175,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_175.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
86,r21a_colorconst_176,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_176.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
87,r21a_colorconst_177,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_177.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
88,r21a_colorconst_178,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_178.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
89,r21a_colorconst_179,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_179.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
90,r21a_colorconst_18,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_18.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
91,r21a_colorconst_180,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_180.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
92,r21a_colorconst_181,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_181.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
93,r21a_colorconst_182,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_182.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
94,r21a_colorconst_183,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_183.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
95,r21a_colorconst_184,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_184.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
96,r21a_colorconst_185,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_185.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
97,r21a_colorconst_186,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_186.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
98,r21a_colorconst_187,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_187.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
99,r21a_colorconst_188,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_188.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
100,r21a_colorconst_189,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_189.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
101,r21a_colorconst_19,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_19.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
102,r21a_colorconst_190,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_190.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
103,r21a_colorconst_191,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_191.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
104,r21a_colorconst_192,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_192.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
105,r21a_colorconst_193,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_193.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
106,r21a_colorconst_194,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_194.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
107,r21a_colorconst_195,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_195.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
108,r21a_colorconst_196,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_196.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
109,r21a_colorconst_197,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_197.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
110,r21a_colorconst_198,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_198.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
111,r21a_colorconst_199,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_199.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
112,r21a_colorconst_2,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_2.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
113,r21a_colorconst_20,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_20.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
114,r21a_colorconst_200,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_200.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
115,r21a_colorconst_201,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_201.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
116,r21a_colorconst_202,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_202.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
117,r21a_colorconst_203,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_203.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
118,r21a_colorconst_204,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_204.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
119,r21a_colorconst_205,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_205.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
120,r21a_colorconst_206,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_206.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
121,r21a_colorconst_207,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_207.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
122,r21a_colorconst_208,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_208.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
123,r21a_colorconst_209,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_209.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
124,r21a_colorconst_21,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_21.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
125,r21a_colorconst_210,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_210.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
126,r21a_colorconst_211,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_211.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
127,r21a_colorconst_212,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_212.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
128,r21a_colorconst_213,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_213.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
129,r21a_colorconst_214,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_214.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
130,r21a_colorconst_215,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_215.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
131,r21a_colorconst_216,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_216.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
132,r21a_colorconst_217,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_217.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
133,r21a_colorconst_218,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_218.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
