epoch	phase	loss	v2	gviol	w1	w2	w3	w4	w5	w6	w7	w8	b_P	b_c	n_rev	n_adv
39	1	35000000	0	2	1000	0	0	0	0	0	0	0	-7427	0	0	0
40	2	95000000	0	2	1000	0	0	0	0	0	0	0	-7593	0	0	0
41	2	95000000	0	2	1000	0	0	0	0	0	0	0	-7759	0	0	0
42	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-7925	0	0	0
43	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-8091	0	0	0
44	1	35000000	0	2	1000	0	0	0	0	0	0	0	-8257	0	0	0
45	1	35000000	0	2	1000	0	0	0	0	0	0	0	-8423	0	0	0
46	2	95000000	0	2	1000	0	0	0	0	0	0	0	-8589	0	0	0
47	2	95000000	0	2	1000	0	0	0	0	0	0	0	-8755	0	0	0
48	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-8921	0	0	0
49	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-9087	0	0	0
50	1	35000000	0	2	1000	0	0	0	0	0	0	0	-9253	0	0	0
51	1	35000000	0	2	1000	0	0	0	0	0	0	0	-9419	0	0	0
52	2	95000000	0	2	1000	0	0	0	0	0	0	0	-9585	0	0	0
53	2	95000000	0	2	1000	0	0	0	0	0	0	0	-9751	0	0	0
54	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-9917	0	0	0
55	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-10083	0	0	0
56	1	35000000	0	2	1000	0	0	0	0	0	0	0	-10249	0	0	0
57	1	35000000	0	2	1000	0	0	0	0	0	0	0	-10415	0	0	0
58	2	95000000	0	2	1000	0	0	0	0	0	0	0	-10581	0	0	0
59	2	95000000	0	2	1000	0	0	0	0	0	0	0	-10747	0	0	0
60	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-10913	0	0	0
61	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-11079	0	0	0
62	1	35000000	0	2	1000	0	0	0	0	0	0	0	-11245	0	0	0
63	1	35000000	0	2	1000	0	0	0	0	0	0	0	-11411	0	0	0
64	2	95000000	0	2	1000	0	0	0	0	0	0	0	-11577	0	0	0
65	2	95000000	0	2	1000	0	0	0	0	0	0	0	-11743	0	0	0
66	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-11909	0	0	0
67	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-12075	0	0	0
68	1	35000000	0	2	1000	0	0	0	0	0	0	0	-12241	0	0	0
69	1	35000000	0	2	1000	0	0	0	0	0	0	0	-12407	0	0	0
70	2	95000000	0	2	1000	0	0	0	0	0	0	0	-12573	0	0	0
71	2	95000000	0	2	1000	0	0	0	0	0	0	0	-12739	0	0	0
72	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-12905	0	0	0
73	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-13071	0	0	0
74	1	35000000	0	2	1000	0	0	0	0	0	0	0	-13237	0	0	0
75	1	35000000	0	2	1000	0	0	0	0	0	0	0	-13403	0	0	0
76	2	95000000	0	2	1000	0	0	0	0	0	0	0	-13569	0	0	0
77	2	95000000	0	2	1000	0	0	0	0	0	0	0	-13735	0	0	0
78	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-13901	0	0	0
79	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-14067	0	0	0
80	1	35000000	0	2	1000	0	0	0	0	0	0	0	-14233	0	0	0
81	1	35000000	0	2	1000	0	0	0	0	0	0	0	-14399	0	0	0
82	2	95000000	0	2	1000	0	0	0	0	0	0	0	-14565	0	0	0
83	2	95000000	0	2	1000	0	0	0	0	0	0	0	-14731	0	0	0
84	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-14897	0	0	0
85	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-15063	0	0	0
86	1	35000000	0	2	1000	0	0	0	0	0	0	0	-15229	0	0	0
87	1	35000000	0	2	1000	0	0	0	0	0	0	0	-15395	0	0	0
88	2	95000000	0	2	1000	0	0	0	0	0	0	0	-15561	0	0	0
89	2	95000000	0	2	1000	0	0	0	0	0	0	0	-15727	0	0	0
90	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-15893	0	0	0
91	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-16059	0	0	0
92	1	35000000	0	2	1000	0	0	0	0	0	0	0	-16225	0	0	0
93	1	35000000	0	2	1000	0	0	0	0	0	0	0	-16391	0	0	0
94	2	95000000	0	2	1000	0	0	0	0	0	0	0	-16557	0	0	0
95	2	95000000	0	2	1000	0	0	0	0	0	0	0	-16723	0	0	0
96	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-16889	0	0	0
97	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-17055	0	0	0
98	1	35000000	0	2	1000	0	0	0	0	0	0	0	-17221	0	0	0
99	1	35000000	0	2	1000	0	0	0	0	0	0	0	-17387	0	0	0
100	2	95000000	0	2	1000	0	0	0	0	0	0	0	-17553	0	0	0
101	2	95000000	0	2	1000	0	0	0	0	0	0	0	-17719	0	0	0
102	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-17885	0	0	0
103	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-18051	0	0	0
104	1	35000000	0	2	1000	0	0	0	0	0	0	0	-18217	0	0	0
105	1	35000000	0	2	1000	0	0	0	0	0	0	0	-18383	0	0	0
106	2	95000000	0	2	1000	0	0	0	0	0	0	0	-18549	0	0	0
107	2	95000000	0	2	1000	0	0	0	0	0	0	0	-18715	0	0	0
108	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-18881	0	0	0
109	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-19047	0	0	0
110	1	35000000	0	2	1000	0	0	0	0	0	0	0	-19213	0	0	0
111	1	35000000	0	2	1000	0	0	0	0	0	0	0	-19379	0	0	0
112	2	95000000	0	2	1000	0	0	0	0	0	0	0	-19545	0	0	0
113	2	95000000	0	2	1000	0	0	0	0	0	0	0	-19711	0	0	0
114	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-19877	0	0	0
115	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-20043	0	0	0
116	1	35000000	0	2	1000	0	0	0	0	0	0	0	-20209	0	0	0
117	1	35000000	0	2	1000	0	0	0	0	0	0	0	-20375	0	0	0
118	2	95000000	0	2	1000	0	0	0	0	0	0	0	-20541	0	0	0
119	2	95000000	0	2	1000	0	0	0	0	0	0	0	-20707	0	0	0
120	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-20873	0	0	0
121	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-21039	0	0	0
122	1	35000000	0	2	1000	0	0	0	0	0	0	0	-21205	0	0	0
123	1	35000000	0	2	1000	0	0	0	0	0	0	0	-21371	0	0	0
124	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21537	0	0	0
125	2	95000000	0	2	1000	0	0	0	0	0	0	0	-21703	0	0	0
126	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-21869	0	0	0
127	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22035	0	0	0
128	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22201	0	0	0
129	1	35000000	0	2	1000	0	0	0	0	0	0	0	-22367	0	0	0
130	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22533	0	0	0
131	2	95000000	0	2	1000	0	0	0	0	0	0	0	-22699	0	0	0
132	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-22865	0	0	0
133	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23031	0	0	0
134	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23197	0	0	0
135	1	35000000	0	2	1000	0	0	0	0	0	0	0	-23363	0	0	0
136	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23529	0	0	0
137	2	95000000	0	2	1000	0	0	0	0	0	0	0	-23695	0	0	0
138	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-23861	0	0	0
139	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24027	0	0	0
140	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24193	0	0	0
141	1	35000000	0	2	1000	0	0	0	0	0	0	0	-24359	0	0	0
142	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24525	0	0	0
143	2	95000000	0	2	1000	0	0	0	0	0	0	0	-24691	0	0	0
144	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-24857	0	0	0
145	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25023	0	0	0
146	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25189	0	0	0
147	1	35000000	0	2	1000	0	0	0	0	0	0	0	-25355	0	0	0
148	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25521	0	0	0
149	2	95000000	0	2	1000	0	0	0	0	0	0	0	-25687	0	0	0
150	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-25853	0	0	0
151	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26019	0	0	0
152	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26185	0	0	0
153	1	35000000	0	2	1000	0	0	0	0	0	0	0	-26351	0	0	0
154	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26517	0	0	0
155	2	95000000	0	2	1000	0	0	0	0	0	0	0	-26683	0	0	0
156	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-26849	0	0	0
157	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27015	0	0	0
158	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27181	0	0	0
159	1	35000000	0	2	1000	0	0	0	0	0	0	0	-27347	0	0	0
160	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27513	0	0	0
161	2	95000000	0	2	1000	0	0	0	0	0	0	0	-27679	0	0	0
162	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-27845	0	0	0
163	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28011	0	0	0
164	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28177	0	0	0
165	1	35000000	0	2	1000	0	0	0	0	0	0	0	-28343	0	0	0
166	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28509	0	0	0
167	2	95000000	0	2	1000	0	0	0	0	0	0	0	-28675	0	0	0
168	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-28841	0	0	0
169	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29007	0	0	0
170	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29173	0	0	0
171	1	35000000	0	2	1000	0	0	0	0	0	0	0	-29339	0	0	0
172	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29505	0	0	0
173	2	95000000	0	2	1000	0	0	0	0	0	0	0	-29671	0	0	0
174	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-29837	0	0	0
175	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30003	0	0	0
176	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30169	0	0	0
177	1	35000000	0	2	1000	0	0	0	0	0	0	0	-30335	0	0	0
178	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30501	0	0	0
179	2	95000000	0	2	1000	0	0	0	0	0	0	0	-30667	0	0	0
180	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30833	0	0	0
181	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-30999	0	0	0
182	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31165	0	0	0
183	1	35000000	0	2	1000	0	0	0	0	0	0	0	-31331	0	0	0
184	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31497	0	0	0
185	2	95000000	0	2	1000	0	0	0	0	0	0	0	-31663	0	0	0
186	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31829	0	0	0
187	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-31995	0	0	0
188	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32161	0	0	0
189	1	35000000	0	2	1000	0	0	0	0	0	0	0	-32327	0	0	0
190	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32493	0	0	0
191	2	95000000	0	2	1000	0	0	0	0	0	0	0	-32659	0	0	0
192	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32825	0	0	0
193	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-32991	0	0	0
194	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33157	0	0	0
195	1	35000000	0	2	1000	0	0	0	0	0	0	0	-33323	0	0	0
196	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33489	0	0	0
197	2	95000000	0	2	1000	0	0	0	0	0	0	0	-33655	0	0	0
198	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33821	0	0	0
199	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-33987	0	0	0
200	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34153	0	0	0
201	1	35000000	0	2	1000	0	0	0	0	0	0	0	-34319	0	0	0
202	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34485	0	0	0
203	2	95000000	0	2	1000	0	0	0	0	0	0	0	-34651	0	0	0
204	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34817	0	0	0
205	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-34983	0	0	0
206	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35149	0	0	0
207	1	35000000	0	2	1000	0	0	0	0	0	0	0	-35315	0	0	0
208	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35481	0	0	0
209	2	95000000	0	2	1000	0	0	0	0	0	0	0	-35647	0	0	0
210	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35813	0	0	0
211	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-35979	0	0	0
212	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36145	0	0	0
213	1	35000000	0	2	1000	0	0	0	0	0	0	0	-36311	0	0	0
214	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36477	0	0	0
215	2	95000000	0	2	1000	0	0	0	0	0	0	0	-36643	0	0	0
216	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36809	0	0	0
217	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-36975	0	0	0
218	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37141	0	0	0
219	1	35000000	0	2	1000	0	0	0	0	0	0	0	-37307	0	0	0
220	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37473	0	0	0
221	2	95000000	0	2	1000	0	0	0	0	0	0	0	-37639	0	0	0
222	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37805	0	0	0
223	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-37971	0	0	0
224	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38137	0	0	0
225	1	35000000	0	2	1000	0	0	0	0	0	0	0	-38303	0	0	0
226	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38469	0	0	0
227	2	95000000	0	2	1000	0	0	0	0	0	0	0	-38635	0	0	0
228	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38801	0	0	0
229	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-38967	0	0	0
230	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39133	0	0	0
231	1	35000000	0	2	1000	0	0	0	0	0	0	0	-39299	0	0	0
232	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39465	0	0	0
233	2	95000000	0	2	1000	0	0	0	0	0	0	0	-39631	0	0	0
234	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39797	0	0	0
235	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-39963	0	0	0
236	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40129	0	0	0
237	1	35000000	0	2	1000	0	0	0	0	0	0	0	-40295	0	0	0
238	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40461	0	0	0
239	2	95000000	0	2	1000	0	0	0	0	0	0	0	-40627	0	0	0
240	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40793	0	0	0
241	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-40959	0	0	0
242	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41125	0	0	0
243	1	35000000	0	2	1000	0	0	0	0	0	0	0	-41291	0	0	0
244	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41457	0	0	0
245	2	95000000	0	2	1000	0	0	0	0	0	0	0	-41623	0	0	0
246	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41789	0	0	0
247	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-41955	0	0	0
248	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42121	0	0	0
249	1	35000000	0	2	1000	0	0	0	0	0	0	0	-42287	0	0	0
250	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42453	0	0	0
251	2	95000000	0	2	1000	0	0	0	0	0	0	0	-42619	0	0	0
252	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42785	0	0	0
253	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-42951	0	0	0
254	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43117	0	0	0
255	1	35000000	0	2	1000	0	0	0	0	0	0	0	-43283	0	0	0
256	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43449	0	0	0
257	2	95000000	0	2	1000	0	0	0	0	0	0	0	-43615	0	0	0
258	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43781	0	0	0
259	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-43947	0	0	0
260	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44113	0	0	0
261	1	35000000	0	2	1000	0	0	0	0	0	0	0	-44279	0	0	0
262	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44445	0	0	0
263	2	95000000	0	2	1000	0	0	0	0	0	0	0	-44611	0	0	0
264	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44777	0	0	0
265	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-44943	0	0	0
266	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45109	0	0	0
267	1	35000000	0	2	1000	0	0	0	0	0	0	0	-45275	0	0	0
268	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45441	0	0	0
269	2	95000000	0	2	1000	0	0	0	0	0	0	0	-45607	0	0	0
270	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45773	0	0	0
271	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-45939	0	0	0
272	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46105	0	0	0
273	1	35000000	0	2	1000	0	0	0	0	0	0	0	-46271	0	0	0
274	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46437	0	0	0
275	2	95000000	0	2	1000	0	0	0	0	0	0	0	-46603	0	0	0
276	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46769	0	0	0
277	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-46935	0	0	0
278	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47101	0	0	0
279	1	35000000	0	2	1000	0	0	0	0	0	0	0	-47267	0	0	0
280	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47433	0	0	0
281	2	95000000	0	2	1000	0	0	0	0	0	0	0	-47599	0	0	0
282	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47765	0	0	0
283	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-47931	0	0	0
284	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48097	0	0	0
285	1	35000000	0	2	1000	0	0	0	0	0	0	0	-48263	0	0	0
286	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48429	0	0	0
287	2	95000000	0	2	1000	0	0	0	0	0	0	0	-48595	0	0	0
288	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48761	0	0	0
289	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-48927	0	0	0
290	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49093	0	0	0
291	1	35000000	0	2	1000	0	0	0	0	0	0	0	-49259	0	0	0
292	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49425	0	0	0
293	2	95000000	0	2	1000	0	0	0	0	0	0	0	-49591	0	0	0
294	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49757	0	0	0
295	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-49923	0	0	0
296	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50089	0	0	0
297	1	35000000	0	2	1000	0	0	0	0	0	0	0	-50255	0	0	0
298	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50421	0	0	0
299	2	95000000	0	2	1000	0	0	0	0	0	0	0	-50587	0	0	0
300	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50753	0	0	0
301	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-50919	0	0	0
302	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51085	0	0	0
303	1	35000000	0	2	1000	0	0	0	0	0	0	0	-51251	0	0	0
304	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51417	0	0	0
305	2	95000000	0	2	1000	0	0	0	0	0	0	0	-51583	0	0	0
306	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51749	0	0	0
307	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-51915	0	0	0
308	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52081	0	0	0
309	1	35000000	0	2	1000	0	0	0	0	0	0	0	-52247	0	0	0
310	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52413	0	0	0
311	2	95000000	0	2	1000	0	0	0	0	0	0	0	-52579	0	0	0
312	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52745	0	0	0
313	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-52911	0	0	0
314	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53077	0	0	0
315	1	35000000	0	2	1000	0	0	0	0	0	0	0	-53243	0	0	0
316	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53409	0	0	0
317	2	95000000	0	2	1000	0	0	0	0	0	0	0	-53575	0	0	0
318	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53741	0	0	0
319	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-53907	0	0	0
320	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54073	0	0	0
321	1	35000000	0	2	1000	0	0	0	0	0	0	0	-54239	0	0	0
322	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54405	0	0	0
323	2	95000000	0	2	1000	0	0	0	0	0	0	0	-54571	0	0	0
324	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54737	0	0	0
325	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-54903	0	0	0
326	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55069	0	0	0
327	1	35000000	0	2	1000	0	0	0	0	0	0	0	-55235	0	0	0
328	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55401	0	0	0
329	2	95000000	0	2	1000	0	0	0	0	0	0	0	-55567	0	0	0
330	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55733	0	0	0
331	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-55899	0	0	0
332	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56065	0	0	0
333	1	35000000	0	2	1000	0	0	0	0	0	0	0	-56231	0	0	0
334	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56397	0	0	0
335	2	95000000	0	2	1000	0	0	0	0	0	0	0	-56563	0	0	0
336	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56729	0	0	0
337	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-56895	0	0	0
338	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57061	0	0	0
339	1	35000000	0	2	1000	0	0	0	0	0	0	0	-57227	0	0	0
340	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57393	0	0	0
341	2	95000000	0	2	1000	0	0	0	0	0	0	0	-57559	0	0	0
342	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57725	0	0	0
343	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-57891	0	0	0
344	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58057	0	0	0
345	1	35000000	0	2	1000	0	0	0	0	0	0	0	-58223	0	0	0
346	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58389	0	0	0
347	2	95000000	0	2	1000	0	0	0	0	0	0	0	-58555	0	0	0
348	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58721	0	0	0
349	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-58887	0	0	0
350	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59053	0	0	0
351	1	35000000	0	2	1000	0	0	0	0	0	0	0	-59219	0	0	0
