path	task	truth	judgment	ok
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p052.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p053.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p054.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p055.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p056.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p057.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p058.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t1_colordisc/primary/p059.img	colordisc	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p000.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p001.img	colorconst	DIFFERENT	SAME_SURFACE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p002.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p003.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p004.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p005.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p006.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p007.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p008.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p009.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p010.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p011.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p012.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p013.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p014.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p015.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p016.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p017.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p018.img	colorconst	SAME_SURFACE	DIFFERENT	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p019.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p020.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p021.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p022.img	colorconst	SAME_SURFACE	DIFFERENT	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p023.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p024.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p025.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p026.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p027.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p028.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p029.img	colorconst	DIFFERENT	SAME_SURFACE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p030.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p031.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p032.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p033.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p034.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p035.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p036.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p037.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p038.img	colorconst	SAME_SURFACE	SAME_SURFACE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t2_colorconst/primary/p039.img	colorconst	DIFFERENT	DIFFERENT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p000.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p001.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p002.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p003.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p004.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p005.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p006.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p007.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p008.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p009.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p010.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p011.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p012.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p013.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p014.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p015.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p016.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p017.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p018.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p019.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p020.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p021.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p022.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p023.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p024.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p025.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p026.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p027.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p028.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p029.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p030.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p031.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p032.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p033.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p034.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p035.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p036.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p037.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p038.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p039.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p040.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p041.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p042.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p043.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p044.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p045.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p046.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p047.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p048.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p049.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p050.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p051.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p052.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p053.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p054.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p055.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p056.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p057.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p058.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p059.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p060.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p061.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p062.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p063.img	shapetrans	CIRCLE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p064.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p065.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p066.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p067.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p068.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p069.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p070.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p071.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p072.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p073.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p074.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p075.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p076.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p077.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p078.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p079.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p080.img	shapetrans	SQUARE	TRIANGLE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p081.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p082.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p083.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p084.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p085.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p086.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p087.img	shapetrans	CIRCLE	CIRCLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p088.img	shapetrans	TRIANGLE	TRIANGLE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t3_shapetrans/primary/p089.img	shapetrans	SQUARE	SQUARE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p000.pcm	pitchdisc	SAME	SAME	1
