ARM,A6
VARIANT,a2
ROUND,6
GENOME,2,1,1,29,48,0,0,0,0
TN_CHECK,h2_episodes_ok,1,0
TN_CHECK,h2_pinstall_n,1,1
TN_CHECK,h2_pinstall_step,14,14
TN_CHECK,h2_pinstall_policy,2,2
TN_CHECK,h2_withhold_n,0,0
TN_CHECK,h2_cal_score,4,4
TN_CHECK,h2_fire_step,15,15
TN_CHECK,h2_ndisconnect,1,1
TN_CHECK,h2_connected_end,0,0
TN_CHECK,h2_nuninstall,1,1
TN_CHECK,h2_revoke_step,15,15
TN_CHECK,h2_ncommit,1,1
TN_CHECK,h2_commit_step,15,15
TN_CHECK,h2_commit_policy,1,1
TN_CHECK,h2_npromote,0,0
TN_CHECK,h2_promote_step,-1,-1
TN_CHECK,h2_promote_policy,-1,-1
TN_CHECK,h2_neg_signal_n,0,0
TN_CHECK,h2_selfaudit_n,1,1
TN_CHECK,h2_total_contest,64,47
TN_CHECK,h2_total_rekey,1,1
TN_CHECK,h2_total_overwrite,0,0
TN_CHECK,h2_total_refuse,0,10
TN_CHECK,h2_persist_contest,31,24
TN_CHECK,h2_persist_refuse,0,4
TN_CHECK,h2_quar_used,64,47
TN_CHECK,h2_post29_rekey,0,0
TN_CHECK,h2_uninstall_policy,2,2
TN_CHECK,h2_teach_lie_n,2,2
TN_CHECK,h2_main18_val_mm,0,0
TN_CHECK,h2_main18_flag_mm,0,0
TN_CHECK,h2_real_rekeyed,1,1
TN_CHECK,h2_audit_total,212,271
LEDGER,26,6,4,11
LEDGER,27,1,3,-1
LEDGER,27,6,5,12
LEDGER,28,1,3,-1
LEDGER,28,6,6,13
LEDGER,29,1,3,-1
LEDGER,29,6,7,14
LEDGER,30,1,3,-1
LEDGER,30,6,8,15
LEDGER,31,1,3,-1
LEDGER,31,6,1,16
LEDGER,32,1,3,-1
LEDGER,32,6,2,17
LEDGER,33,1,3,-1
LEDGER,33,6,3,18
LEDGER,34,1,3,-1
LEDGER,34,6,4,19
LEDGER,35,1,3,-1
LEDGER,35,6,5,20
LEDGER,36,1,3,-1
LEDGER,36,6,6,21
LEDGER,37,1,3,-1
LEDGER,37,6,7,22
LEDGER,38,1,3,-1
LEDGER,38,6,8,23
LEDGER,39,1,3,-1
LEDGER,39,6,1,24
LEDGER,40,1,3,-1
LEDGER,40,6,2,25
LEDGER,41,1,3,-1
LEDGER,41,6,3,26
LEDGER,42,1,3,-1
LEDGER,42,6,4,27
LEDGER,43,1,3,-1
LEDGER,43,6,5,28
LEDGER,44,1,3,-1
LEDGER,44,6,6,29
LEDGER,45,1,3,-1
LEDGER,45,6,7,30
LEDGER,46,1,3,-1
LEDGER,46,6,8,31
LEDGER,47,1,3,-1
LEDGER,47,6,1,32
LEDGER,48,1,3,-1
LEDGER,48,6,2,33
LEDGER,49,1,3,-1
LEDGER,49,6,3,34
LEDGER,50,1,3,-1
LEDGER,50,6,4,35
LEDGER,51,1,3,-1
LEDGER,51,6,5,36
LEDGER,52,1,3,-1
LEDGER,52,6,6,37
LEDGER,53,1,3,-1
LEDGER,53,6,7,38
LEDGER,54,1,3,-1
LEDGER,54,6,8,39
LEDGER,55,1,3,-1
LEDGER,55,6,1,40
LEDGER,56,1,3,-1
LEDGER,56,6,2,41
LEDGER,57,1,3,-1
LEDGER,57,6,3,42
LEDGER,58,1,3,-1
LEDGER,58,6,4,43
LEDGER,59,1,3,-1
LEDGER,59,6,5,44
LEDGER,60,1,3,-1
LEDGER,60,6,6,45
LEDGER,61,1,3,-1
LEDGER,61,6,7,46
LEDGER,62,1,3,-1
LEDGER,62,6,8,47
LEDGER,63,1,3,-1
LEDGER,63,6,1,48
LEDGER,64,1,3,-1
LEDGER,64,6,2,49
LEDGER,65,1,3,-1
LEDGER,65,6,3,50
LEDGER,66,1,3,-1
LEDGER,66,6,4,51
LEDGER,67,1,3,-1
LEDGER,67,6,5,52
LEDGER,68,1,3,-1
LEDGER,68,6,6,53
LEDGER,69,1,3,-1
LEDGER,69,6,7,54
LEDGER,70,1,3,-1
LEDGER,70,6,8,55
LEDGER,71,1,3,-1
LEDGER,71,6,1,56
LEDGER,72,1,3,-1
LEDGER,72,6,2,57
LEDGER,73,1,3,-1
LEDGER,73,6,3,58
LEDGER,74,1,3,-1
LEDGER,74,6,4,59
LEDGER,75,1,3,-1
LEDGER,75,6,5,60
LEDGER,76,1,3,-1
LEDGER,76,6,6,61
LEDGER,77,1,3,-1
LEDGER,77,6,7,62
LEDGER,78,1,3,-1
LEDGER,78,6,8,63
LEDGER,79,1,3,-1
LEDGER,79,6,1,64
LEDGER,80,1,3,-1
LEDGER,81,1,3,-1
LEDGER,82,1,3,-1
LEDGER,83,1,3,-1
LEDGER,84,1,3,-1
LEDGER,85,1,3,-1
LEDGER,86,1,3,-1
LEDGER,87,1,3,-1
LEDGER,88,1,3,-1
LEDGER,89,1,3,-1
LEDGER,90,1,3,-1
LEDGER,91,1,3,-1
LEDGER,92,1,3,-1
LEDGER,93,1,3,-1
LEDGER,94,1,3,-1
LEDGER,95,1,3,-1
LEDGER,96,1,3,-1
LEDGER,97,1,3,-1
LEDGER,98,1,3,-1
LEDGER,99,1,3,-1
LEDGER,100,1,3,-1
LEDGER,101,1,3,-1
LEDGER,102,1,3,-1
LEDGER,103,1,3,-1
LEDGER,104,1,3,-1
LEDGER,105,1,3,-1
LEDGER,106,1,3,-1
LEDGER,107,1,3,-1
LEDGER,108,1,3,-1
LEDGER,109,1,3,-1
LEDGER,110,1,3,-1
LEDGER,111,1,3,-1
LEDGER,112,1,3,-1
LEDGER,113,1,3,-1
LEDGER,114,1,3,-1
LEDGER,115,1,3,-1
LEDGER,116,1,3,-1
LEDGER,117,1,3,-1
LEDGER,118,1,3,-1
LEDGER,119,1,3,-1
LEDGER,120,1,3,-1
LEDGER,121,1,3,-1
LEDGER,122,1,3,-1
LEDGER,123,1,3,-1
LEDGER,124,1,3,-1
LEDGER,125,1,3,-1
LEDGER,126,1,3,-1
LEDGER,127,1,3,-1
LEDGER,128,1,3,-1
H2_F,327
H2_NSHAM,0
H2_NCOMMIT,1
H2_NUNINSTALL,1
H2_NPROMOTE,0
H2_NREFUSE,0
H2_REVOKE_STEP,15
H2_PROMOTE_STEP,-1
H2_WITHHELD,0
H2_BADEP,1
H2_AUDIT_TOTAL,212
H2_QUAR_USED,62
H2_CAL_SCORE,4
H2_VERDICT,KILLED
H2_IDENT,0
H2_ENDO_FIRES,0
H2_ROLLBACKS,0
H2_AA_WRITES,0
H2_AA_SUPPRESSED,0
TN_FAILURES,7
