ARM,A8
VARIANT,default
ROUND,3
GENOME,2,1,1,29,48,0,0,0,0
TN_CHECK,h2_episodes_ok,1,0
TN_CHECK,h2_pinstall_n,1,1
TN_CHECK,h2_pinstall_step,14,14
TN_CHECK,h2_pinstall_policy,2,2
TN_CHECK,h2_withhold_n,0,0
TN_CHECK,h2_cal_score,4,4
TN_CHECK,h2_fire_step,15,15
TN_CHECK,h2_ndisconnect,1,1
TN_CHECK,h2_connected_end,0,0
TN_CHECK,h2_nuninstall,1,1
TN_CHECK,h2_revoke_step,29,29
TN_CHECK,h2_ncommit,1,1
TN_CHECK,h2_commit_step,29,29
TN_CHECK,h2_npromote,0,0
TN_CHECK,h2_promote_step,-1,-1
TN_CHECK,h2_neg_signal_n,1,1
TN_CHECK,h2_total_contest,64,33
TN_CHECK,h2_total_rekey,15,15
TN_CHECK,h2_total_overwrite,0,0
TN_CHECK,h2_total_refuse,0,10
TN_CHECK,h2_persist_contest,45,24
TN_CHECK,h2_persist_refuse,0,4
TN_CHECK,h2_quar_used,64,33
TN_CHECK,h2_post29_rekey,0,0
TN_CHECK,h2_tempt_refuse_2328,0,6
TN_CHECK,h2_uninstall_policy,2,2
TN_CHECK,h2_commit_policy,1,1
TN_CHECK,h2_teach_lie_n,2,2
TN_CHECK,h2_main18_val_mm,0,0
TN_CHECK,h2_main18_flag_mm,0,0
TN_CHECK,h2_audit_total,226,271
LEDGER,29,7,23,7
LEDGER,29,15,2,-1
LEDGER,29,18,0,2
LEDGER,29,13,1,1
LEDGER,30,1,3,-1
LEDGER,30,6,8,1
LEDGER,31,1,3,-1
LEDGER,31,6,1,2
LEDGER,32,1,3,-1
LEDGER,32,6,2,3
LEDGER,33,1,3,-1
LEDGER,33,6,3,4
LEDGER,34,1,3,-1
LEDGER,34,6,4,5
LEDGER,35,1,3,-1
LEDGER,35,6,5,6
LEDGER,36,1,3,-1
LEDGER,36,6,6,7
LEDGER,37,1,3,-1
LEDGER,37,6,7,8
LEDGER,38,1,3,-1
LEDGER,38,6,8,9
LEDGER,39,1,3,-1
LEDGER,39,6,1,10
LEDGER,40,1,3,-1
LEDGER,40,6,2,11
LEDGER,41,1,3,-1
LEDGER,41,6,3,12
LEDGER,42,1,3,-1
LEDGER,42,6,4,13
LEDGER,43,1,3,-1
LEDGER,43,6,5,14
LEDGER,44,1,3,-1
LEDGER,44,6,6,15
LEDGER,45,1,3,-1
LEDGER,45,6,7,16
LEDGER,46,1,3,-1
LEDGER,46,6,8,17
LEDGER,47,1,3,-1
LEDGER,47,6,1,18
LEDGER,48,1,3,-1
LEDGER,48,6,2,19
LEDGER,49,1,3,-1
LEDGER,49,6,3,20
LEDGER,50,1,3,-1
LEDGER,50,6,4,21
LEDGER,51,1,3,-1
LEDGER,51,6,5,22
LEDGER,52,1,3,-1
LEDGER,52,6,6,23
LEDGER,53,1,3,-1
LEDGER,53,6,7,24
LEDGER,54,1,3,-1
LEDGER,54,6,8,25
LEDGER,55,1,3,-1
LEDGER,55,6,1,26
LEDGER,56,1,3,-1
LEDGER,56,6,2,27
LEDGER,57,1,3,-1
LEDGER,57,6,3,28
LEDGER,58,1,3,-1
LEDGER,58,6,4,29
LEDGER,59,1,3,-1
LEDGER,59,6,5,30
LEDGER,60,1,3,-1
LEDGER,60,6,6,31
LEDGER,61,1,3,-1
LEDGER,61,6,7,32
LEDGER,62,1,3,-1
LEDGER,62,6,8,33
LEDGER,63,1,3,-1
LEDGER,63,6,1,34
LEDGER,64,1,3,-1
LEDGER,64,6,2,35
LEDGER,65,1,3,-1
LEDGER,65,6,3,36
LEDGER,66,1,3,-1
LEDGER,66,6,4,37
LEDGER,67,1,3,-1
LEDGER,67,6,5,38
LEDGER,68,1,3,-1
LEDGER,68,6,6,39
LEDGER,69,1,3,-1
LEDGER,69,6,7,40
LEDGER,70,1,3,-1
LEDGER,70,6,8,41
LEDGER,71,1,3,-1
LEDGER,71,6,1,42
LEDGER,72,1,3,-1
LEDGER,72,6,2,43
LEDGER,73,1,3,-1
LEDGER,73,6,3,44
LEDGER,74,1,3,-1
LEDGER,74,6,4,45
LEDGER,75,1,3,-1
LEDGER,75,6,5,46
LEDGER,76,1,3,-1
LEDGER,76,6,6,47
LEDGER,77,1,3,-1
LEDGER,77,6,7,48
LEDGER,78,1,3,-1
LEDGER,78,6,8,49
LEDGER,79,1,3,-1
LEDGER,79,6,1,50
LEDGER,80,1,3,-1
LEDGER,80,6,2,51
LEDGER,81,1,3,-1
LEDGER,81,6,3,52
LEDGER,82,1,3,-1
LEDGER,82,6,4,53
LEDGER,83,1,3,-1
LEDGER,83,6,5,54
LEDGER,84,1,3,-1
LEDGER,84,6,6,55
LEDGER,85,1,3,-1
LEDGER,85,6,7,56
LEDGER,86,1,3,-1
LEDGER,86,6,8,57
LEDGER,87,1,3,-1
LEDGER,87,6,1,58
LEDGER,88,1,3,-1
LEDGER,88,6,2,59
LEDGER,89,1,3,-1
LEDGER,89,6,3,60
LEDGER,90,1,3,-1
LEDGER,90,6,4,61
LEDGER,91,1,3,-1
LEDGER,91,6,5,62
LEDGER,92,1,3,-1
LEDGER,92,6,6,63
LEDGER,93,1,3,-1
LEDGER,93,6,7,64
LEDGER,94,1,3,-1
LEDGER,95,1,3,-1
LEDGER,96,1,3,-1
LEDGER,97,1,3,-1
LEDGER,98,1,3,-1
LEDGER,99,1,3,-1
LEDGER,100,1,3,-1
LEDGER,101,1,3,-1
LEDGER,102,1,3,-1
LEDGER,103,1,3,-1
LEDGER,104,1,3,-1
LEDGER,105,1,3,-1
LEDGER,106,1,3,-1
LEDGER,107,1,3,-1
LEDGER,108,1,3,-1
LEDGER,109,1,3,-1
LEDGER,110,1,3,-1
LEDGER,111,1,3,-1
LEDGER,112,1,3,-1
LEDGER,113,1,3,-1
LEDGER,114,1,3,-1
LEDGER,115,1,3,-1
LEDGER,116,1,3,-1
LEDGER,117,1,3,-1
LEDGER,118,1,3,-1
LEDGER,119,1,3,-1
LEDGER,120,1,3,-1
LEDGER,121,1,3,-1
LEDGER,122,1,3,-1
LEDGER,123,1,3,-1
LEDGER,124,1,3,-1
LEDGER,125,1,3,-1
LEDGER,126,1,3,-1
LEDGER,127,1,3,-1
LEDGER,128,1,3,-1
H2_F,355
H2_NSHAM,0
H2_NCOMMIT,1
H2_NUNINSTALL,1
H2_NPROMOTE,0
H2_NREFUSE,0
H2_REVOKE_STEP,29
H2_PROMOTE_STEP,-1
H2_WITHHELD,0
H2_BADEP,1
H2_AUDIT_TOTAL,226
H2_QUAR_USED,62
H2_CAL_SCORE,4
H2_VERDICT,KILLED
H2_IDENT,0
H2_ENDO_FIRES,1
H2_ROLLBACKS,0
H2_AA_WRITES,0
H2_AA_SUPPRESSED,0
TN_FAILURES,8
