ARM,H-TW
VARIANT,default
ROUND,4
GENOME,2,1,7,15,48,0,0,0,0
TN_CHECK,h2_episodes_ok,0,0
TN_CHECK,h2_pinstall_n,0,1
TN_CHECK,h2_pinstall_step,-1,14
TN_CHECK,h2_pinstall_policy,-1,2
TN_CHECK,h2_withhold_n,1,0
TN_CHECK,h2_cal_score,4,4
TN_CHECK,h2_fire_step,-1,15
TN_CHECK,h2_ndisconnect,0,1
TN_CHECK,h2_connected_end,1,0
TN_CHECK,h2_nuninstall,0,1
TN_CHECK,h2_revoke_step,-1,29
TN_CHECK,h2_ncommit,0,1
TN_CHECK,h2_commit_step,-1,29
TN_CHECK,h2_npromote,0,0
TN_CHECK,h2_promote_step,-1,-1
TN_CHECK,h2_neg_signal_n,0,1
TN_CHECK,h2_total_contest,0,33
TN_CHECK,h2_total_rekey,0,15
TN_CHECK,h2_total_overwrite,0,0
TN_CHECK,h2_total_refuse,0,10
TN_CHECK,h2_persist_contest,0,24
TN_CHECK,h2_persist_refuse,0,4
TN_CHECK,h2_quar_used,0,33
TN_CHECK,h2_post29_rekey,0,0
TN_CHECK,h2_tempt_refuse_2328,0,6
TN_CHECK,h2_uninstall_policy,-1,2
TN_CHECK,h2_commit_policy,-1,1
TN_CHECK,h2_teach_lie_n,2,2
TN_CHECK,h2_main18_val_mm,0,0
TN_CHECK,h2_main18_flag_mm,8,0
TN_CHECK,h2_audit_total,161,271
LEDGER,56,1,8,-1
LEDGER,56,4,24,0
LEDGER,57,1,8,-1
LEDGER,57,4,25,0
LEDGER,58,1,8,-1
LEDGER,58,4,26,0
LEDGER,61,1,8,-1
LEDGER,61,4,27,0
LEDGER,62,1,8,-1
LEDGER,62,4,28,0
LEDGER,64,1,8,-1
LEDGER,64,4,29,0
LEDGER,65,1,8,-1
LEDGER,65,4,30,0
LEDGER,66,1,8,-1
LEDGER,66,4,31,0
LEDGER,68,1,8,-1
LEDGER,68,4,32,0
LEDGER,69,1,8,-1
LEDGER,69,4,33,0
LEDGER,70,1,8,-1
LEDGER,70,4,34,0
LEDGER,72,1,8,-1
LEDGER,72,4,35,0
LEDGER,73,1,8,-1
LEDGER,73,4,36,0
LEDGER,74,1,8,-1
LEDGER,74,4,37,0
LEDGER,76,1,8,-1
LEDGER,76,4,38,0
LEDGER,77,1,8,-1
LEDGER,77,4,39,0
LEDGER,78,1,8,-1
LEDGER,78,4,40,0
LEDGER,81,1,8,-1
LEDGER,81,4,41,0
LEDGER,82,1,8,-1
LEDGER,82,4,42,0
LEDGER,84,1,8,-1
LEDGER,84,4,43,0
LEDGER,85,1,8,-1
LEDGER,85,4,44,0
LEDGER,86,1,8,-1
LEDGER,86,4,45,0
LEDGER,88,1,8,-1
LEDGER,88,4,46,0
LEDGER,89,1,8,-1
LEDGER,89,4,47,0
LEDGER,90,1,8,-1
LEDGER,90,4,48,0
LEDGER,92,1,8,-1
LEDGER,92,4,49,0
LEDGER,93,1,8,-1
LEDGER,93,4,50,0
LEDGER,94,1,8,-1
LEDGER,94,4,51,0
LEDGER,96,1,8,-1
LEDGER,96,4,52,0
LEDGER,97,1,8,-1
LEDGER,97,4,53,0
LEDGER,98,1,8,-1
LEDGER,98,4,54,0
LEDGER,101,1,8,-1
LEDGER,101,4,55,0
LEDGER,102,1,8,-1
LEDGER,102,4,56,0
LEDGER,104,1,8,-1
LEDGER,104,4,57,0
LEDGER,105,1,8,-1
LEDGER,105,4,58,0
LEDGER,106,1,8,-1
LEDGER,106,4,59,0
LEDGER,108,1,8,-1
LEDGER,108,4,60,0
LEDGER,109,1,8,-1
LEDGER,109,4,61,0
LEDGER,110,1,8,-1
LEDGER,110,4,62,0
LEDGER,112,1,8,-1
LEDGER,112,4,63,0
LEDGER,113,1,8,-1
LEDGER,113,4,64,0
LEDGER,114,1,8,-1
LEDGER,114,4,65,0
LEDGER,116,1,8,-1
LEDGER,116,4,66,0
LEDGER,117,1,8,-1
LEDGER,117,4,67,0
LEDGER,118,1,8,-1
LEDGER,118,4,68,0
LEDGER,121,1,8,-1
LEDGER,121,4,69,0
LEDGER,122,1,8,-1
LEDGER,122,4,70,0
LEDGER,124,1,8,-1
LEDGER,124,4,71,0
LEDGER,125,1,8,-1
LEDGER,125,4,72,0
LEDGER,126,1,8,-1
LEDGER,126,4,73,0
LEDGER,128,1,8,-1
LEDGER,128,4,74,0
H2_F,161
H2_NSHAM,0
H2_NCOMMIT,0
H2_NUNINSTALL,0
H2_NPROMOTE,0
H2_NREFUSE,0
H2_REVOKE_STEP,-1
H2_PROMOTE_STEP,-1
H2_WITHHELD,1
H2_BADEP,0
H2_AUDIT_TOTAL,161
H2_QUAR_USED,0
H2_CAL_SCORE,4
H2_VERDICT,SURVIVE
H2_IDENT,0
H2_ENDO_FIRES,0
H2_ROLLBACKS,0
H2_AA_WRITES,34
H2_AA_SUPPRESSED,0
TN_FAILURES,23
