e47_seed_manifest_columns,stage_0_aux_1_terminal_2_validation_3_sealed_confirmation,epoch,base_index,nominal_id,mode,resource,episode,stream_seed
e47_seed_manifest,0,0,0,47001,0,4,0,350124
e47_seed_manifest,0,0,0,47001,0,4,1,358043
e47_seed_manifest,0,0,0,47001,0,4,2,365962
e47_seed_manifest,0,0,0,47001,0,4,3,373881
e47_seed_manifest,0,0,0,47001,0,4,4,381800
e47_seed_manifest,0,0,0,47001,0,4,5,389719
e47_seed_manifest,0,0,0,47001,0,4,6,397638
e47_seed_manifest,0,0,0,47001,0,4,7,405557
e47_seed_manifest,0,0,0,47001,0,4,8,413476
e47_seed_manifest,0,0,0,47001,0,4,9,421395
e47_seed_manifest,0,0,0,47001,0,4,10,429314
e47_seed_manifest,0,0,0,47001,0,4,11,437233
e47_seed_manifest,0,0,0,47001,1,0,0,445152
e47_seed_manifest,0,0,0,47001,1,0,1,453071
e47_seed_manifest,0,0,0,47001,1,0,2,460990
e47_seed_manifest,0,0,0,47001,1,0,3,468909
e47_seed_manifest,0,0,0,47001,1,0,4,476828
e47_seed_manifest,0,0,0,47001,1,0,5,484747
e47_seed_manifest,0,0,0,47001,1,0,6,492666
e47_seed_manifest,0,0,0,47001,1,0,7,500585
e47_seed_manifest,0,0,0,47001,1,0,8,508504
e47_seed_manifest,0,0,0,47001,1,0,9,516423
e47_seed_manifest,0,0,0,47001,1,0,10,524342
e47_seed_manifest,0,0,0,47001,1,0,11,532261
e47_seed_manifest,0,0,0,47001,1,1,0,540180
e47_seed_manifest,0,0,0,47001,1,1,1,548099
e47_seed_manifest,0,0,0,47001,1,1,2,556018
e47_seed_manifest,0,0,0,47001,1,1,3,563937
e47_seed_manifest,0,0,0,47001,1,1,4,571856
e47_seed_manifest,0,0,0,47001,1,1,5,579775
e47_seed_manifest,0,0,0,47001,1,1,6,692423
e47_seed_manifest,0,0,0,47001,1,1,7,595613
e47_seed_manifest,0,0,0,47001,1,1,8,603532
e47_seed_manifest,0,0,0,47001,1,1,9,611451
e47_seed_manifest,0,0,0,47001,1,1,10,619370
e47_seed_manifest,0,0,0,47001,1,1,11,627289
e47_seed_manifest,0,0,0,47001,1,2,0,635208
e47_seed_manifest,0,0,0,47001,1,2,1,643127
e47_seed_manifest,0,0,0,47001,1,2,2,651046
e47_seed_manifest,0,0,0,47001,1,2,3,658965
e47_seed_manifest,0,0,0,47001,1,2,4,666884
e47_seed_manifest,0,0,0,47001,1,2,5,674803
e47_seed_manifest,0,0,0,47001,1,2,6,682722
e47_seed_manifest,0,0,0,47001,1,2,7,690641
e47_seed_manifest,0,0,0,47001,1,2,8,908018
e47_seed_manifest,0,0,0,47001,1,2,9,706479
e47_seed_manifest,0,0,0,47001,1,2,10,714398
e47_seed_manifest,0,0,0,47001,1,2,11,722317
e47_seed_manifest,0,0,0,47001,1,3,0,730236
e47_seed_manifest,0,0,0,47001,1,3,1,738155
e47_seed_manifest,0,0,0,47001,1,3,2,746074
e47_seed_manifest,0,0,0,47001,1,3,3,753993
e47_seed_manifest,0,0,0,47001,1,3,4,761912
e47_seed_manifest,0,0,0,47001,1,3,5,769831
e47_seed_manifest,0,0,0,47001,1,3,6,777750
e47_seed_manifest,0,0,0,47001,1,3,7,785669
e47_seed_manifest,0,0,0,47001,1,3,8,793588
e47_seed_manifest,0,0,0,47001,1,3,9,801507
e47_seed_manifest,0,0,0,47001,1,3,10,809426
e47_seed_manifest,0,0,0,47001,1,3,11,817345
e47_seed_manifest,0,0,0,47001,1,4,0,825264
e47_seed_manifest,0,0,0,47001,1,4,1,833183
e47_seed_manifest,0,0,0,47001,1,4,2,841102
e47_seed_manifest,0,0,0,47001,1,4,3,849021
e47_seed_manifest,0,0,0,47001,1,4,4,856940
e47_seed_manifest,0,0,0,47001,1,4,5,969588
e47_seed_manifest,0,0,0,47001,1,4,6,291691
e47_seed_manifest,0,0,0,47001,1,4,7,880697
e47_seed_manifest,0,0,0,47001,1,4,8,888616
e47_seed_manifest,0,0,0,47001,1,4,9,210719
e47_seed_manifest,0,0,0,47001,1,4,10,904454
e47_seed_manifest,0,0,0,47001,1,4,11,912373
e47_seed_manifest,0,0,0,47001,2,0,0,920292
e47_seed_manifest,0,0,0,47001,2,0,1,928211
e47_seed_manifest,0,0,0,47001,2,0,2,936130
e47_seed_manifest,0,0,0,47001,2,0,3,258233
e47_seed_manifest,0,0,0,47001,2,0,4,266152
e47_seed_manifest,0,0,0,47001,2,0,5,959887
e47_seed_manifest,0,0,0,47001,2,0,6,967806
e47_seed_manifest,0,0,0,47001,2,0,7,289909
e47_seed_manifest,0,0,0,47001,2,0,8,983644
e47_seed_manifest,0,0,0,47001,2,0,9,201018
e47_seed_manifest,0,0,0,47001,2,0,10,999482
e47_seed_manifest,0,0,0,47001,2,0,11,7398
e47_seed_manifest,0,0,0,47001,2,1,0,15317
e47_seed_manifest,0,0,0,47001,2,1,1,23236
e47_seed_manifest,0,0,0,47001,2,1,2,31155
e47_seed_manifest,0,0,0,47001,2,1,3,39074
e47_seed_manifest,0,0,0,47001,2,1,4,256451
e47_seed_manifest,0,0,0,47001,2,1,5,264370
e47_seed_manifest,0,0,0,47001,2,1,6,272289
e47_seed_manifest,0,0,0,47001,2,1,7,70750
e47_seed_manifest,0,0,0,47001,2,1,8,288127
e47_seed_manifest,0,0,0,47001,2,1,9,400775
e47_seed_manifest,0,0,0,47001,2,1,10,303965
e47_seed_manifest,0,0,0,47001,2,1,11,102426
e47_seed_manifest,0,0,0,47001,2,2,0,110345
e47_seed_manifest,0,0,0,47001,2,2,1,327722
e47_seed_manifest,0,0,0,47001,2,2,2,126183
e47_seed_manifest,0,0,0,47001,2,2,3,134102
e47_seed_manifest,0,0,0,47001,2,2,4,142021
e47_seed_manifest,0,0,0,47001,2,2,5,359398
e47_seed_manifest,0,0,0,47001,2,2,6,157859
e47_seed_manifest,0,0,0,47001,2,2,7,165778
e47_seed_manifest,0,0,0,47001,2,2,8,173697
e47_seed_manifest,0,0,0,47001,2,2,9,181616
e47_seed_manifest,0,0,0,47001,2,2,10,398993
e47_seed_manifest,0,0,0,47001,2,2,11,406912
e47_seed_manifest,0,0,0,47001,2,3,0,414831
e47_seed_manifest,0,0,0,47001,2,3,1,213292
e47_seed_manifest,0,0,0,47001,2,3,2,221211
e47_seed_manifest,0,0,0,47001,2,3,3,229130
e47_seed_manifest,0,0,0,47001,2,3,4,237049
e47_seed_manifest,0,0,0,47001,2,3,5,244968
e47_seed_manifest,0,0,0,47001,2,3,6,252887
e47_seed_manifest,0,0,0,47001,2,3,7,260806
e47_seed_manifest,0,0,0,47001,2,3,8,268725
e47_seed_manifest,0,0,0,47001,2,3,9,276644
e47_seed_manifest,0,0,0,47001,2,3,10,284563
e47_seed_manifest,0,0,0,47001,2,3,11,292482
e47_seed_manifest,0,0,0,47001,2,4,0,300401
e47_seed_manifest,0,0,0,47001,2,4,1,308320
e47_seed_manifest,0,0,0,47001,2,4,2,316239
e47_seed_manifest,0,0,0,47001,2,4,3,324158
e47_seed_manifest,0,0,0,47001,2,4,4,332077
e47_seed_manifest,0,0,0,47001,2,4,5,339996
e47_seed_manifest,0,0,0,47001,2,4,6,347915
e47_seed_manifest,0,0,0,47001,2,4,7,355834
e47_seed_manifest,0,0,0,47001,2,4,8,363753
e47_seed_manifest,0,0,0,47001,2,4,9,371672
e47_seed_manifest,0,0,0,47001,2,4,10,379591
e47_seed_manifest,0,0,0,47001,2,4,11,387510
e47_seed_manifest,0,0,0,47001,3,0,0,395429
e47_seed_manifest,0,0,0,47001,3,0,1,403348
e47_seed_manifest,0,0,0,47001,3,0,2,411267
e47_seed_manifest,0,0,0,47001,3,0,3,419186
e47_seed_manifest,0,0,0,47001,3,0,4,427105
e47_seed_manifest,0,0,0,47001,3,0,5,435024
e47_seed_manifest,0,0,0,47001,3,0,6,442943
e47_seed_manifest,0,0,0,47001,3,0,7,450862
e47_seed_manifest,0,0,0,47001,3,0,8,458781
e47_seed_manifest,0,0,0,47001,3,0,9,466700
e47_seed_manifest,0,0,0,47001,3,0,10,474619
e47_seed_manifest,0,0,0,47001,3,0,11,482538
e47_seed_manifest,0,0,0,47001,3,1,0,490457
e47_seed_manifest,0,0,0,47001,3,1,1,498376
e47_seed_manifest,0,0,0,47001,3,1,2,506295
e47_seed_manifest,0,0,0,47001,3,1,3,514214
e47_seed_manifest,0,0,0,47001,3,1,4,522133
e47_seed_manifest,0,0,0,47001,3,1,5,530052
e47_seed_manifest,0,0,0,47001,3,1,6,537971
e47_seed_manifest,0,0,0,47001,3,1,7,545890
e47_seed_manifest,0,0,0,47001,3,1,8,553809
e47_seed_manifest,0,0,0,47001,3,1,9,561728
e47_seed_manifest,0,0,0,47001,3,1,10,569647
e47_seed_manifest,0,0,0,47001,3,1,11,577566
e47_seed_manifest,0,0,0,47001,3,2,0,585485
e47_seed_manifest,0,0,0,47001,3,2,1,593404
e47_seed_manifest,0,0,0,47001,3,2,2,601323
e47_seed_manifest,0,0,0,47001,3,2,3,609242
e47_seed_manifest,0,0,0,47001,3,2,4,617161
e47_seed_manifest,0,0,0,47001,3,2,5,729809
e47_seed_manifest,0,0,0,47001,3,2,6,632999
e47_seed_manifest,0,0,0,47001,3,2,7,640918
e47_seed_manifest,0,0,0,47001,3,2,8,648837
e47_seed_manifest,0,0,0,47001,3,2,9,656756
e47_seed_manifest,0,0,0,47001,3,2,10,664675
e47_seed_manifest,0,0,0,47001,3,2,11,672594
e47_seed_manifest,0,0,0,47001,3,3,0,680513
e47_seed_manifest,0,0,0,47001,3,3,1,688432
e47_seed_manifest,0,0,0,47001,3,3,2,696351
e47_seed_manifest,0,0,0,47001,3,3,3,913728
e47_seed_manifest,0,0,0,47001,3,3,4,712189
e47_seed_manifest,0,0,0,47001,3,3,5,720108
e47_seed_manifest,0,0,0,47001,3,3,6,728027
e47_seed_manifest,0,0,0,47001,3,3,7,735946
e47_seed_manifest,0,0,0,47001,3,3,8,743865
e47_seed_manifest,0,0,0,47001,3,3,9,856513
e47_seed_manifest,0,0,0,47001,3,3,10,759703
e47_seed_manifest,0,0,0,47001,3,3,11,767622
e47_seed_manifest,0,0,0,47001,3,4,0,775541
e47_seed_manifest,0,0,0,47001,3,4,1,783460
e47_seed_manifest,0,0,0,47001,3,4,2,791379
e47_seed_manifest,0,0,0,47001,3,4,3,799298
e47_seed_manifest,0,0,0,47001,3,4,4,807217
e47_seed_manifest,0,0,0,47001,3,4,5,815136
e47_seed_manifest,0,0,0,47001,3,4,6,823055
e47_seed_manifest,0,0,0,47001,3,4,7,830974
e47_seed_manifest,0,0,0,47001,3,4,8,838893
e47_seed_manifest,0,0,0,47001,3,4,9,846812
e47_seed_manifest,0,0,0,47001,3,4,10,854731
e47_seed_manifest,0,0,0,47001,3,4,11,862650
e47_seed_manifest,0,0,0,47001,4,0,0,870569
e47_seed_manifest,0,0,0,47001,4,0,1,878488
e47_seed_manifest,0,0,0,47001,4,0,2,886407
e47_seed_manifest,0,0,0,47001,4,0,3,894326
e47_seed_manifest,0,0,0,47001,4,0,4,902245
e47_seed_manifest,0,0,0,47001,4,0,5,14890
e47_seed_manifest,0,0,0,47001,4,0,6,918083
e47_seed_manifest,0,0,0,47001,4,0,7,926002
e47_seed_manifest,0,0,0,47001,4,0,8,38647
e47_seed_manifest,0,0,0,47001,4,0,9,46566
e47_seed_manifest,0,0,0,47001,4,0,10,949759
e47_seed_manifest,0,0,0,47001,4,0,11,957678
e47_seed_manifest,0,0,0,47001,4,1,0,965597
e47_seed_manifest,0,0,0,47001,4,1,1,973516
e47_seed_manifest,0,0,0,47001,4,1,2,981435
e47_seed_manifest,0,0,0,47001,4,1,3,989354
e47_seed_manifest,0,0,0,47001,4,1,4,997273
e47_seed_manifest,0,0,0,47001,4,1,5,109918
e47_seed_manifest,0,0,0,47001,4,1,6,13108
e47_seed_manifest,0,0,0,47001,4,1,7,21027
e47_seed_manifest,0,0,0,47001,4,1,8,28946
e47_seed_manifest,0,0,0,47001,4,1,9,36865
e47_seed_manifest,0,0,0,47001,4,1,10,149513
e47_seed_manifest,0,0,0,47001,4,1,11,52703
e47_seed_manifest,0,0,0,47001,4,2,0,60622
e47_seed_manifest,0,0,0,47001,4,2,1,68541
e47_seed_manifest,0,0,0,47001,4,2,2,76460
e47_seed_manifest,0,0,0,47001,4,2,3,293837
e47_seed_manifest,0,0,0,47001,4,2,4,92298
e47_seed_manifest,0,0,0,47001,4,2,5,100217
e47_seed_manifest,0,0,0,47001,4,2,6,108136
e47_seed_manifest,0,0,0,47001,4,2,7,220784
e47_seed_manifest,0,0,0,47001,4,2,8,123974
e47_seed_manifest,0,0,0,47001,4,2,9,236622
e47_seed_manifest,0,0,0,47001,4,2,10,139812
e47_seed_manifest,0,0,0,47001,4,2,11,252460
e47_seed_manifest,0,0,0,47001,4,3,0,260379
e47_seed_manifest,0,0,0,47001,4,3,1,163569
e47_seed_manifest,0,0,0,47001,4,3,2,171488
e47_seed_manifest,0,0,0,47001,4,3,3,179407
e47_seed_manifest,0,0,0,47001,4,3,4,292055
e47_seed_manifest,0,0,0,47001,4,3,5,195245
e47_seed_manifest,0,0,0,47001,4,3,6,307893
e47_seed_manifest,0,0,0,47001,4,3,7,211083
e47_seed_manifest,0,0,0,47001,4,3,8,219002
e47_seed_manifest,0,0,0,47001,4,3,9,226921
e47_seed_manifest,0,0,0,47001,4,3,10,234840
e47_seed_manifest,0,0,0,47001,4,3,11,242759
e47_seed_manifest,0,0,0,47001,4,4,0,250678
e47_seed_manifest,0,0,0,47001,4,4,1,258597
e47_seed_manifest,0,0,0,47001,4,4,2,266516
e47_seed_manifest,0,0,0,47001,4,4,3,274435
e47_seed_manifest,0,0,0,47001,4,4,4,282354
e47_seed_manifest,0,0,0,47001,4,4,5,290273
e47_seed_manifest,0,0,0,47001,4,4,6,298192
e47_seed_manifest,0,0,0,47001,4,4,7,306111
e47_seed_manifest,0,0,0,47001,4,4,8,314030
e47_seed_manifest,0,0,0,47001,4,4,9,321949
e47_seed_manifest,0,0,0,47001,4,4,10,329868
e47_seed_manifest,0,0,0,47001,4,4,11,337787
e47_seed_manifest,0,0,0,47001,5,0,0,450435
e47_seed_manifest,0,0,0,47001,5,0,1,458354
e47_seed_manifest,0,0,0,47001,5,0,2,466273
e47_seed_manifest,0,0,0,47001,5,0,3,369463
e47_seed_manifest,0,0,0,47001,5,0,4,482111
e47_seed_manifest,0,0,0,47001,5,0,5,490030
e47_seed_manifest,0,0,0,47001,5,0,6,497949
e47_seed_manifest,0,0,0,47001,5,0,7,505868
e47_seed_manifest,0,0,0,47001,5,0,8,513787
e47_seed_manifest,0,0,0,47001,5,0,9,521706
e47_seed_manifest,0,0,0,47001,5,0,10,529625
e47_seed_manifest,0,0,0,47001,5,0,11,537544
e47_seed_manifest,0,0,0,47001,5,1,0,545463
e47_seed_manifest,0,0,0,47001,5,1,1,553382
e47_seed_manifest,0,0,0,47001,5,1,2,561301
e47_seed_manifest,0,0,0,47001,5,1,3,569220
e47_seed_manifest,0,0,0,47001,5,1,4,577139
e47_seed_manifest,0,0,0,47001,5,1,5,585058
e47_seed_manifest,0,0,0,47001,5,1,6,488248
e47_seed_manifest,0,0,0,47001,5,1,7,496167
e47_seed_manifest,0,0,0,47001,5,1,8,504086
e47_seed_manifest,0,0,0,47001,5,1,9,512005
e47_seed_manifest,0,0,0,47001,5,1,10,519924
e47_seed_manifest,0,0,0,47001,5,1,11,527843
e47_seed_manifest,0,0,0,47001,5,2,0,535762
e47_seed_manifest,0,0,0,47001,5,2,1,543681
e47_seed_manifest,0,0,0,47001,5,2,2,551600
e47_seed_manifest,0,0,0,47001,5,2,3,559519
e47_seed_manifest,0,0,0,47001,5,2,4,567438
e47_seed_manifest,0,0,0,47001,5,2,5,575357
e47_seed_manifest,0,0,0,47001,5,2,6,583276
e47_seed_manifest,0,0,0,47001,5,2,7,591195
e47_seed_manifest,0,0,0,47001,5,2,8,599114
e47_seed_manifest,0,0,0,47001,5,2,9,921220
e47_seed_manifest,0,0,0,47001,5,2,10,614952
e47_seed_manifest,0,0,0,47001,5,2,11,622871
e47_seed_manifest,0,0,0,47001,5,3,0,630790
e47_seed_manifest,0,0,0,47001,5,3,1,743438
e47_seed_manifest,0,0,0,47001,5,3,2,751357
e47_seed_manifest,0,0,0,47001,5,3,3,759276
e47_seed_manifest,0,0,0,47001,5,3,4,767195
e47_seed_manifest,0,0,0,47001,5,3,5,775114
e47_seed_manifest,0,0,0,47001,5,3,6,783033
e47_seed_manifest,0,0,0,47001,5,3,7,790952
e47_seed_manifest,0,0,0,47001,5,3,8,798871
e47_seed_manifest,0,0,0,47001,5,3,9,16245
e47_seed_manifest,0,0,0,47001,5,3,10,814709
e47_seed_manifest,0,0,0,47001,5,3,11,822628
e47_seed_manifest,0,0,0,47001,5,4,0,830547
e47_seed_manifest,0,0,0,47001,5,4,1,838466
e47_seed_manifest,0,0,0,47001,5,4,2,846385
e47_seed_manifest,0,0,0,47001,5,4,3,854304
e47_seed_manifest,0,0,0,47001,5,4,4,862223
e47_seed_manifest,0,0,0,47001,5,4,5,79597
e47_seed_manifest,0,0,0,47001,5,4,6,773332
e47_seed_manifest,0,0,0,47001,5,4,7,200164
e47_seed_manifest,0,0,0,47001,5,4,8,789170
e47_seed_manifest,0,0,0,47001,5,4,9,797089
e47_seed_manifest,0,0,0,47001,5,4,10,805008
e47_seed_manifest,0,0,0,47001,5,4,11,231840
e47_seed_manifest,0,0,0,47001,6,0,0,820846
e47_seed_manifest,0,0,0,47001,6,0,1,828765
e47_seed_manifest,0,0,0,47001,6,0,2,836684
e47_seed_manifest,0,0,0,47001,6,0,3,844603
e47_seed_manifest,0,0,0,47001,6,0,4,852522
e47_seed_manifest,0,0,0,47001,6,0,5,860441
e47_seed_manifest,0,0,0,47001,6,0,6,868360
e47_seed_manifest,0,0,0,47001,6,0,7,876279
e47_seed_manifest,0,0,0,47001,6,0,8,884198
e47_seed_manifest,0,0,0,47001,6,0,9,892117
e47_seed_manifest,0,0,0,47001,6,0,10,900036
e47_seed_manifest,0,0,0,47001,6,0,11,117410
e47_seed_manifest,0,0,0,47001,6,1,0,915874
e47_seed_manifest,0,0,0,47001,6,1,1,923793
e47_seed_manifest,0,0,0,47001,6,1,2,931712
e47_seed_manifest,0,0,0,47001,6,1,3,939631
e47_seed_manifest,0,0,0,47001,6,1,4,947550
e47_seed_manifest,0,0,0,47001,6,1,5,955469
e47_seed_manifest,0,0,0,47001,6,1,6,963388
e47_seed_manifest,0,0,0,47001,6,1,7,971307
e47_seed_manifest,0,0,0,47001,6,1,8,979226
e47_seed_manifest,0,0,0,47001,6,1,9,987145
e47_seed_manifest,0,0,0,47001,6,1,10,995064
e47_seed_manifest,0,0,0,47001,6,1,11,107709
e47_seed_manifest,0,0,0,47001,6,2,0,10899
e47_seed_manifest,0,0,0,47001,6,2,1,18818
e47_seed_manifest,0,0,0,47001,6,2,2,26737
e47_seed_manifest,0,0,0,47001,6,2,3,34656
e47_seed_manifest,0,0,0,47001,6,2,4,147304
e47_seed_manifest,0,0,0,47001,6,2,5,50494
e47_seed_manifest,0,0,0,47001,6,2,6,163142
e47_seed_manifest,0,0,0,47001,6,2,7,66332
e47_seed_manifest,0,0,0,47001,6,2,8,74251
e47_seed_manifest,0,0,0,47001,6,2,9,82170
e47_seed_manifest,0,0,0,47001,6,2,10,90089
e47_seed_manifest,0,0,0,47001,6,2,11,98008
e47_seed_manifest,0,0,0,47001,6,3,0,105927
e47_seed_manifest,0,0,0,47001,6,3,1,113846
e47_seed_manifest,0,0,0,47001,6,3,2,121765
e47_seed_manifest,0,0,0,47001,6,3,3,234413
e47_seed_manifest,0,0,0,47001,6,3,4,137603
e47_seed_manifest,0,0,0,47001,6,3,5,250251
e47_seed_manifest,0,0,0,47001,6,3,6,153441
e47_seed_manifest,0,0,0,47001,6,3,7,266089
e47_seed_manifest,0,0,0,47001,6,3,8,169279
e47_seed_manifest,0,0,0,47001,6,3,9,177198
e47_seed_manifest,0,0,0,47001,6,3,10,289846
e47_seed_manifest,0,0,0,47001,6,3,11,193036
e47_seed_manifest,0,0,0,47001,6,4,0,305684
e47_seed_manifest,0,0,0,47001,6,4,1,208874
e47_seed_manifest,0,0,0,47001,6,4,2,216793
e47_seed_manifest,0,0,0,47001,6,4,3,224712
e47_seed_manifest,0,0,0,47001,6,4,4,232631
e47_seed_manifest,0,0,0,47001,6,4,5,240550
e47_seed_manifest,0,0,0,47001,6,4,6,248469
e47_seed_manifest,0,0,0,47001,6,4,7,256388
e47_seed_manifest,0,0,0,47001,6,4,8,264307
e47_seed_manifest,0,0,0,47001,6,4,9,272226
e47_seed_manifest,0,0,0,47001,6,4,10,280145
e47_seed_manifest,0,0,0,47001,6,4,11,288064
e47_seed_manifest,0,0,0,47001,7,0,0,295983
e47_seed_manifest,0,0,0,47001,7,0,1,303902
e47_seed_manifest,0,0,0,47001,7,0,2,311821
e47_seed_manifest,0,0,0,47001,7,0,3,319740
e47_seed_manifest,0,0,0,47001,7,0,4,327659
e47_seed_manifest,0,0,0,47001,7,0,5,335578
e47_seed_manifest,0,0,0,47001,7,0,6,343497
e47_seed_manifest,0,0,0,47001,7,0,7,351416
e47_seed_manifest,0,0,0,47001,7,0,8,359335
e47_seed_manifest,0,0,0,47001,7,0,9,367254
e47_seed_manifest,0,0,0,47001,7,0,10,375173
e47_seed_manifest,0,0,0,47001,7,0,11,383092
e47_seed_manifest,0,0,0,47001,7,1,0,391011
e47_seed_manifest,0,0,0,47001,7,1,1,398930
e47_seed_manifest,0,0,0,47001,7,1,2,406849
e47_seed_manifest,0,0,0,47001,7,1,3,414768
e47_seed_manifest,0,0,0,47001,7,1,4,422687
e47_seed_manifest,0,0,0,47001,7,1,5,430606
e47_seed_manifest,0,0,0,47001,7,1,6,438525
e47_seed_manifest,0,0,0,47001,7,1,7,446444
e47_seed_manifest,0,0,0,47001,7,1,8,454363
e47_seed_manifest,0,0,0,47001,7,1,9,462282
e47_seed_manifest,0,0,0,47001,7,1,10,470201
e47_seed_manifest,0,0,0,47001,7,1,11,478120
e47_seed_manifest,0,0,0,47001,7,2,0,486039
e47_seed_manifest,0,0,0,47001,7,2,1,493958
e47_seed_manifest,0,0,0,47001,7,2,2,501877
e47_seed_manifest,0,0,0,47001,7,2,3,509796
e47_seed_manifest,0,0,0,47001,7,2,4,517715
e47_seed_manifest,0,0,0,47001,7,2,5,525634
e47_seed_manifest,0,0,0,47001,7,2,6,533553
e47_seed_manifest,0,0,0,47001,7,2,7,541472
e47_seed_manifest,0,0,0,47001,7,2,8,549391
e47_seed_manifest,0,0,0,47001,7,2,9,557310
e47_seed_manifest,0,0,0,47001,7,2,10,565229
e47_seed_manifest,0,0,0,47001,7,2,11,573148
e47_seed_manifest,0,0,0,47001,7,3,0,581067
e47_seed_manifest,0,0,0,47001,7,3,1,588986
e47_seed_manifest,0,0,0,47001,7,3,2,596905
e47_seed_manifest,0,0,0,47001,7,3,3,604824
e47_seed_manifest,0,0,0,47001,7,3,4,612743
e47_seed_manifest,0,0,0,47001,7,3,5,620662
e47_seed_manifest,0,0,0,47001,7,3,6,628581
e47_seed_manifest,0,0,0,47001,7,3,7,636500
e47_seed_manifest,0,0,0,47001,7,3,8,644419
e47_seed_manifest,0,0,0,47001,7,3,9,757067
e47_seed_manifest,0,0,0,47001,7,3,10,660257
e47_seed_manifest,0,0,0,47001,7,3,11,668176
e47_seed_manifest,0,0,0,47001,7,4,0,676095
e47_seed_manifest,0,0,0,47001,7,4,1,893472
e47_seed_manifest,0,0,0,47001,7,4,2,691933
e47_seed_manifest,0,0,0,47001,7,4,3,699852
e47_seed_manifest,0,0,0,47001,7,4,4,707771
e47_seed_manifest,0,0,0,47001,7,4,5,715690
e47_seed_manifest,0,0,0,47001,7,4,6,723609
e47_seed_manifest,0,0,0,47001,7,4,7,731528
e47_seed_manifest,0,0,0,47001,7,4,8,739447
e47_seed_manifest,0,0,0,47001,7,4,9,747366
e47_seed_manifest,0,0,0,47001,7,4,10,755285
e47_seed_manifest,0,0,0,47001,7,4,11,763204
e47_seed_manifest,0,0,0,47001,8,0,0,771123
e47_seed_manifest,0,0,0,47001,8,0,1,779042
e47_seed_manifest,0,0,0,47001,8,0,2,891690
e47_seed_manifest,0,0,0,47001,8,0,3,794880
e47_seed_manifest,0,0,0,47001,8,0,4,802799
e47_seed_manifest,0,0,0,47001,8,0,5,810718
e47_seed_manifest,0,0,0,47001,8,0,6,923366
e47_seed_manifest,0,0,0,47001,8,0,7,826556
e47_seed_manifest,0,0,0,47001,8,0,8,834475
e47_seed_manifest,0,0,0,47001,8,0,9,947123
e47_seed_manifest,0,0,0,47001,8,0,10,955042
e47_seed_manifest,0,0,0,47001,8,0,11,858232
e47_seed_manifest,0,0,0,47001,8,1,0,866151
e47_seed_manifest,0,0,0,47001,8,1,1,874070
