qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
training_schedule,phase0_aux_terminal_2x_phase1_shared_init_1x_phase2_reached_continuation_2x
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,188
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,265
shadow_mse_div100_learned_reduced12,874
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1839
shadow_r2_per_mille_learned_reduced12,741
shadow_global_ratio_per_mille,509
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,warrant_sound,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,0,4,4,arm,2,40,4,12,4,0,0,0,0,4,12882,1537,1064,4,0,0,0,-81064,40,0,40,0,0,333,1000,0,0,1000
cell,0,4,4,arm,3,40,4,12,4,0,0,0,0,4,12882,1537,1064,4,0,0,0,-81064,40,0,40,0,0,333,1000,0,0,1000
cell,0,5,0,arm,0,40,25,33,25,0,0,2,2,23,65509,14996,2522,35,0,0,0,-76522,40,0,38,2,0,757,1000,0,80,1400
cell,0,5,0,arm,1,40,25,33,25,0,0,10,10,15,53106,48225,14119,111,0,0,0,-64119,40,0,30,10,0,757,1000,0,400,4440
cell,0,5,0,arm,2,40,25,33,25,0,0,5,5,20,65458,34028,11471,74,0,0,0,-76471,40,0,35,5,0,757,1000,0,200,2960
cell,0,5,0,arm,3,40,25,33,25,0,0,6,6,19,55558,23506,4571,55,0,0,0,-66571,40,0,34,6,0,757,1000,0,240,2200
cell,0,5,1,arm,0,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,1,arm,1,40,15,32,15,0,0,2,2,13,48135,11917,6308,28,0,0,0,-80308,40,0,38,2,0,468,1000,0,133,1866
cell,0,5,1,arm,2,40,15,32,15,0,0,1,1,14,51412,10468,6585,25,0,0,0,-83585,40,0,39,1,0,468,1000,0,66,1666
cell,0,5,1,arm,3,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,2,arm,0,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,1,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,2,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,3,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,3,arm,0,40,24,32,24,0,0,3,3,21,67457,15458,3549,39,0,0,0,-74549,40,0,37,3,0,750,1000,0,125,1625
cell,0,5,3,arm,1,40,24,32,24,0,0,16,16,8,44607,65877,19699,157,0,6,0,-51699,40,0,24,16,0,750,1000,0,666,6541
cell,0,5,3,arm,2,40,24,32,24,0,0,10,10,14,54992,40368,12084,99,0,4,0,-62084,40,0,30,10,0,750,1000,0,416,4125
cell,0,5,3,arm,3,40,24,32,24,0,0,4,4,20,66180,20628,5272,49,0,1,0,-73272,40,0,36,4,0,750,1000,0,166,2041
cell,0,5,4,arm,0,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,1,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,2,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,3,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,6,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,0,arm,0,40,28,0,0,28,0,40,0,0,4167,16345,4167,34,0,0,0,35833,0,0,0,0,0,0,0,0,0,1214
cell,0,7,0,arm,1,40,28,0,0,28,0,40,0,0,11205,39720,11205,102,0,0,0,28795,0,0,0,0,0,0,0,0,0,3642
cell,0,7,0,arm,2,40,28,0,0,28,0,40,0,0,6552,24087,6552,56,0,0,0,33448,0,0,0,0,0,0,0,0,0,2000
cell,0,7,0,arm,3,40,28,0,0,28,0,40,0,0,9423,32595,9423,81,0,0,2,30577,0,0,0,0,0,0,0,0,0,2892
cell,0,7,1,arm,0,40,10,0,0,10,0,40,0,0,1714,3288,1714,10,0,0,0,38286,0,0,0,0,0,0,0,0,0,1000
cell,0,7,1,arm,1,40,10,0,0,10,0,40,0,0,5740,9385,5740,30,0,0,0,34260,0,0,0,0,0,0,0,0,0,3000
cell,0,7,1,arm,2,40,10,0,0,10,0,40,0,0,4999,7579,4999,24,0,0,0,35001,0,0,0,0,0,0,0,0,0,2400
cell,0,7,1,arm,3,40,10,0,0,10,0,40,0,0,3694,5500,3694,17,0,0,0,36306,0,0,0,0,0,0,0,0,0,1700
cell,0,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,3,arm,0,40,25,0,0,25,0,40,0,0,4829,18223,4829,43,0,0,0,35171,0,0,0,0,0,0,0,0,0,1720
cell,0,7,3,arm,1,40,25,0,0,25,0,40,0,0,19165,60186,19165,155,0,6,0,20835,0,0,0,0,0,0,0,0,0,6200
cell,0,7,3,arm,2,40,25,0,0,25,0,40,0,0,15058,49437,15058,125,0,3,0,24942,0,0,0,0,0,0,0,0,0,5000
cell,0,7,3,arm,3,40,25,0,0,25,0,40,0,0,6069,23339,6069,60,0,1,0,33931,0,0,0,0,0,0,0,0,0,2400
cell,0,7,4,arm,0,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,1,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,2,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,3,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,8,0,arm,0,40,27,0,0,27,0,40,0,0,2523,11535,2523,30,0,0,0,37477,0,0,0,0,0,0,0,0,0,1111
cell,0,8,0,arm,1,40,27,0,0,27,0,40,0,0,3882,15581,3882,44,0,0,0,36118,0,0,0,0,0,0,0,0,0,1629
cell,0,8,0,arm,2,40,27,0,0,27,0,40,0,0,2795,11645,2795,31,0,0,0,37205,0,0,0,0,0,0,0,0,0,1148
cell,0,8,0,arm,3,40,27,0,0,27,0,40,0,0,2576,11833,2576,31,0,0,0,37424,0,0,0,0,0,0,0,0,0,1148
cell,0,8,1,arm,0,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,1,arm,1,40,9,0,0,9,0,40,0,0,2106,4288,2106,12,0,0,0,37894,0,0,0,0,0,0,0,0,0,1333
cell,0,8,1,arm,2,40,9,0,0,9,0,40,0,0,2106,4288,2106,12,0,0,0,37894,0,0,0,0,0,0,0,0,0,1333
cell,0,8,1,arm,3,40,9,0,0,9,0,40,0,0,1853,3708,1853,10,0,0,0,38147,0,0,0,0,0,0,0,0,0,1111
cell,0,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,3,arm,0,40,24,0,0,24,0,40,0,0,2472,12846,2472,32,0,0,0,37528,0,0,0,0,0,0,0,0,0,1333
