qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
training_schedule,phase0_aux_terminal_2x_phase1_shared_init_1x_phase2_reached_continuation_2x
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,188
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,265
shadow_mse_div100_learned_reduced12,874
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1839
shadow_r2_per_mille_learned_reduced12,741
shadow_global_ratio_per_mille,509
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,warrant_sound,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,0,4,4,arm,2,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
cell,0,4,4,arm,3,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
cell,0,5,0,arm,0,40,25,33,25,0,0,5,5,20,58072,21691,4085,50,0,0,0,-69085,40,0,35,5,0,757,1000,0,200,2000
cell,0,5,0,arm,1,40,25,33,25,0,0,14,14,11,47069,66477,20082,158,0,0,0,-58082,40,0,26,14,0,757,1000,0,560,6320
cell,0,5,0,arm,2,40,25,33,25,0,0,7,7,18,61053,39995,13066,91,0,0,0,-72066,40,0,33,7,0,757,1000,0,280,3640
cell,0,5,0,arm,3,40,25,33,25,0,0,14,14,11,56907,80132,29920,193,0,1,8,-67920,40,0,26,14,0,757,1000,0,560,7720
cell,0,5,1,arm,0,40,15,32,15,0,0,0,0,15,50751,5938,2924,15,0,0,0,-82924,40,0,40,0,0,468,1000,0,0,1000
cell,0,5,1,arm,1,40,15,32,15,0,0,3,3,12,46200,13842,7373,33,0,0,0,-78373,40,0,37,3,0,468,1000,0,200,2200
cell,0,5,1,arm,2,40,15,32,15,0,0,1,1,14,51412,10468,6585,25,0,0,0,-83585,40,0,39,1,0,468,1000,0,66,1666
cell,0,5,1,arm,3,40,15,32,15,0,0,1,1,14,50025,9562,5198,23,0,0,0,-82198,40,0,39,1,0,468,1000,0,66,1533
cell,0,5,2,arm,0,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,1,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,2,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,2,arm,3,40,1,14,1,0,0,0,0,1,6036,323,785,1,0,0,0,-80785,40,0,40,0,0,71,1000,0,0,1000
cell,0,5,3,arm,0,40,25,32,25,0,0,4,4,21,65591,19333,4683,46,0,0,0,-72683,40,0,36,4,0,781,1000,0,160,1840
cell,0,5,3,arm,1,40,25,32,25,0,0,15,15,10,46302,65239,18394,157,0,5,0,-53394,40,0,25,15,0,781,1000,0,600,6280
cell,0,5,3,arm,2,40,25,32,25,0,0,9,9,16,57194,38364,11286,93,0,3,0,-64286,40,0,31,9,0,781,1000,0,360,3720
cell,0,5,3,arm,3,40,25,32,25,0,0,7,7,18,59429,29760,7521,74,0,1,0,-66521,40,0,33,7,0,781,1000,0,280,2960
cell,0,5,4,arm,0,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,1,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,2,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,5,4,arm,3,40,2,23,2,0,0,0,0,2,23609,703,665,2,0,0,0,-80665,40,0,40,0,0,86,1000,0,0,1000
cell,0,6,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,0,arm,0,40,29,0,0,29,0,40,0,0,7726,23281,7726,40,0,1,0,32274,0,0,0,0,0,0,0,0,0,1379
cell,0,7,0,arm,1,40,29,0,0,29,0,40,0,0,23084,72949,23084,174,0,0,0,16916,0,0,0,0,0,0,0,0,0,6000
cell,0,7,0,arm,2,40,29,0,0,29,0,40,0,0,12165,39956,12165,92,0,0,0,27835,0,0,0,0,0,0,0,0,0,3172
cell,0,7,0,arm,3,40,29,0,0,29,0,40,0,0,38065,98825,38065,245,0,0,11,1935,0,0,0,0,0,0,0,0,0,8448
cell,0,7,1,arm,0,40,10,0,0,10,0,40,0,0,1714,3288,1714,10,0,0,0,38286,0,0,0,0,0,0,0,0,0,1000
cell,0,7,1,arm,1,40,10,0,0,10,0,40,0,0,6810,11200,6810,35,0,0,0,33190,0,0,0,0,0,0,0,0,0,3500
cell,0,7,1,arm,2,40,10,0,0,10,0,40,0,0,4907,7282,4907,23,0,0,0,35093,0,0,0,0,0,0,0,0,0,2300
cell,0,7,1,arm,3,40,10,0,0,10,0,40,0,0,6876,10043,6876,31,0,0,0,33124,0,0,0,0,0,0,0,0,0,3100
cell,0,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,7,3,arm,0,40,25,0,0,25,0,40,0,0,4829,18223,4829,43,0,0,0,35171,0,0,0,0,0,0,0,0,0,1720
cell,0,7,3,arm,1,40,25,0,0,25,0,40,0,0,19417,60487,19417,156,0,6,0,20583,0,0,0,0,0,0,0,0,0,6240
cell,0,7,3,arm,2,40,25,0,0,25,0,40,0,0,17216,56868,17216,142,0,4,0,22784,0,0,0,0,0,0,0,0,0,5680
cell,0,7,3,arm,3,40,25,0,0,25,0,40,0,0,9514,34815,9514,91,0,1,0,30486,0,0,0,0,0,0,0,0,0,3640
cell,0,7,4,arm,0,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,1,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,2,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,7,4,arm,3,40,2,0,0,2,0,40,0,0,631,864,631,2,0,0,0,39369,0,0,0,0,0,0,0,0,0,1000
cell,0,8,0,arm,0,40,27,0,0,27,0,40,0,0,2523,11535,2523,30,0,0,0,37477,0,0,0,0,0,0,0,0,0,1111
cell,0,8,0,arm,1,40,27,0,0,27,0,40,0,0,4440,16732,4440,47,0,0,0,35560,0,0,0,0,0,0,0,0,0,1740
cell,0,8,0,arm,2,40,27,0,0,27,0,40,0,0,2795,11961,2795,32,0,0,0,37205,0,0,0,0,0,0,0,0,0,1185
cell,0,8,0,arm,3,40,27,0,0,27,0,40,0,0,4309,19304,4309,53,0,0,0,35691,0,0,0,0,0,0,0,0,0,1962
cell,0,8,1,arm,0,40,9,0,0,9,0,40,0,0,1853,3285,1853,9,0,0,0,38147,0,0,0,0,0,0,0,0,0,1000
cell,0,8,1,arm,1,40,9,0,0,9,0,40,0,0,2106,4288,2106,12,0,0,0,37894,0,0,0,0,0,0,0,0,0,1333
cell,0,8,1,arm,2,40,9,0,0,9,0,40,0,0,2106,4288,2106,12,0,0,0,37894,0,0,0,0,0,0,0,0,0,1333
cell,0,8,1,arm,3,40,9,0,0,9,0,40,0,0,2301,4711,2301,13,0,0,0,37699,0,0,0,0,0,0,0,0,0,1444
cell,0,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,8,3,arm,0,40,24,0,0,24,0,40,0,0,2472,12846,2472,32,0,0,0,37528,0,0,0,0,0,0,0,0,0,1333
