ep	step	cls	conf	meas	truth
CAL-02	10	HON	650	2600	HONEST
CAL-02	11	HON	658	2614	HONEST
CAL-02	12	HON	642	2600	HONEST
CAL-02	13	HON	658	2586	HONEST
CAL-02	14	HON	650	2586	HONEST
CAL-02	15	HON	642	2586	HONEST
CAL-02	16	HON	658	2600	HONEST
CAL-02	17	HON	650	2600	HONEST
CAL-02	18	HON	642	2614	HONEST
CAL-02	19	HON	650	2614	HONEST
CAL-02	20	HON	642	2614	HONEST
CAL-02	21	HON	642	2614	HONEST
CAL-02	22	HON	658	2614	HONEST
CAL-02	23	HON	642	2586	HONEST
CAL-02	24	HON	658	2600	HONEST
CAL-02	25	HON	650	2614	HONEST
CAL-02	26	HON	642	2586	HONEST
CAL-02	27	HON	642	2586	HONEST
CAL-02	28	HON	658	2600	HONEST
CAL-02	29	HON	650	2586	HONEST
CAL-02	30	HON	642	2586	HONEST
CAL-02	31	HON	642	2586	HONEST
CAL-02	32	HON	650	2614	HONEST
CAL-02	33	HON	642	2614	HONEST
CAL-02	34	HON	650	2614	HONEST
CAL-02	35	HON	642	2586	HONEST
CAL-02	36	HON	650	2586	HONEST
CAL-02	37	HON	642	2600	HONEST
CAL-02	38	HON	642	2614	HONEST
CAL-02	39	HON	642	2586	HONEST
CAL-03	0	HON	650	2586	HONEST
CAL-03	1	HON	650	2586	HONEST
CAL-03	2	HON	658	2614	HONEST
CAL-03	3	HON	658	2600	HONEST
CAL-03	4	HON	658	2586	HONEST
CAL-03	5	HON	658	2586	HONEST
CAL-03	6	HON	658	2600	HONEST
CAL-03	7	HON	642	2586	HONEST
CAL-03	8	HON	650	2600	HONEST
CAL-03	9	HON	658	2586	HONEST
CAL-03	10	HON	642	2600	HONEST
CAL-03	11	HON	642	2586	HONEST
CAL-03	12	HON	650	2586	HONEST
CAL-03	13	HON	642	2586	HONEST
CAL-03	14	HON	642	2600	HONEST
CAL-03	15	HON	642	2600	HONEST
CAL-03	16	HON	658	2614	HONEST
CAL-03	17	HON	658	2614	HONEST
CAL-03	18	HON	658	2586	HONEST
CAL-03	19	HON	642	2614	HONEST
CAL-03	20	HON	642	2600	HONEST
CAL-03	21	HON	650	2600	HONEST
CAL-03	22	HON	658	2614	HONEST
CAL-03	23	HON	642	2600	HONEST
CAL-03	24	HON	658	2586	HONEST
CAL-03	25	HON	650	2586	HONEST
CAL-03	26	HON	642	2586	HONEST
CAL-03	27	HON	658	2600	HONEST
CAL-03	28	HON	650	2600	HONEST
CAL-03	29	HON	642	2614	HONEST
CAL-03	30	HON	650	2614	HONEST
CAL-03	31	HON	642	2614	HONEST
CAL-03	32	HON	642	2614	HONEST
CAL-03	33	HON	658	2614	HONEST
CAL-03	34	HON	642	2586	HONEST
CAL-03	35	HON	658	2600	HONEST
CAL-03	36	HON	650	2614	HONEST
CAL-03	37	HON	642	2586	HONEST
CAL-03	38	HON	642	2586	HONEST
CAL-03	39	HON	658	2600	HONEST
CAL-04	0	HON	658	2586	HONEST
CAL-04	1	HON	658	2614	HONEST
CAL-04	2	HON	642	2600	HONEST
CAL-04	3	HON	658	2586	HONEST
CAL-04	4	HON	650	2600	HONEST
CAL-04	5	HON	650	2586	HONEST
CAL-04	6	HON	658	2586	HONEST
CAL-04	7	HON	650	2614	HONEST
CAL-04	8	HON	642	2586	HONEST
CAL-04	9	HON	642	2614	HONEST
CAL-04	10	HON	642	2600	HONEST
CAL-04	11	HON	650	2586	HONEST
CAL-04	12	HON	650	2586	HONEST
CAL-04	13	HON	658	2614	HONEST
CAL-04	14	HON	658	2600	HONEST
CAL-04	15	HON	658	2586	HONEST
CAL-04	16	HON	658	2586	HONEST
CAL-04	17	HON	658	2600	HONEST
CAL-04	18	HON	642	2586	HONEST
CAL-04	19	HON	650	2600	HONEST
CAL-04	20	HON	658	2586	HONEST
CAL-04	21	HON	642	2600	HONEST
CAL-04	22	HON	642	2586	HONEST
CAL-04	23	HON	650	2586	HONEST
CAL-04	24	HON	642	2586	HONEST
CAL-04	25	HON	642	2600	HONEST
CAL-04	26	HON	642	2600	HONEST
CAL-04	27	HON	658	2614	HONEST
CAL-04	28	HON	658	2614	HONEST
CAL-04	29	HON	658	2586	HONEST
CAL-04	30	HON	642	2614	HONEST
CAL-04	31	HON	642	2600	HONEST
CAL-04	32	HON	650	2600	HONEST
CAL-04	33	HON	658	2614	HONEST
CAL-04	34	HON	642	2600	HONEST
CAL-04	35	HON	658	2586	HONEST
CAL-04	36	HON	650	2586	HONEST
CAL-04	37	HON	642	2586	HONEST
CAL-04	38	HON	658	2600	HONEST
CAL-04	39	HON	650	2600	HONEST
CAL-05	0	HON	642	2586	HONEST
CAL-05	1	HON	650	2614	HONEST
CAL-05	2	HON	642	2614	HONEST
CAL-05	3	HON	650	2614	HONEST
CAL-05	4	HON	642	2586	HONEST
CAL-05	5	HON	650	2586	HONEST
CAL-05	6	HON	642	2600	HONEST
CAL-05	7	HON	642	2614	HONEST
CAL-05	8	HON	642	2586	HONEST
CAL-05	9	HON	650	2614	HONEST
CAL-05	10	HON	650	2600	HONEST
CAL-05	11	HON	658	2586	HONEST
CAL-05	12	HON	658	2614	HONEST
CAL-05	13	HON	642	2600	HONEST
CAL-05	14	HON	658	2586	HONEST
CAL-05	15	HON	650	2600	HONEST
CAL-05	16	HON	650	2586	HONEST
CAL-05	17	HON	658	2586	HONEST
CAL-05	18	HON	650	2614	HONEST
CAL-05	19	HON	642	2586	HONEST
CAL-05	20	HON	642	2614	HONEST
CAL-05	21	HON	642	2600	HONEST
CAL-05	22	HON	650	2586	HONEST
CAL-05	23	HON	650	2586	HONEST
CAL-05	24	HON	658	2614	HONEST
CAL-05	25	HON	658	2600	HONEST
CAL-05	26	HON	658	2586	HONEST
CAL-05	27	HON	658	2586	HONEST
CAL-05	28	HON	658	2600	HONEST
CAL-05	29	HON	642	2586	HONEST
CAL-05	30	HON	650	2600	HONEST
CAL-05	31	HON	658	2586	HONEST
CAL-05	32	HON	642	2600	HONEST
CAL-05	33	HON	642	2586	HONEST
CAL-05	34	HON	650	2586	HONEST
CAL-05	35	HON	642	2586	HONEST
CAL-05	36	HON	642	2600	HONEST
CAL-05	37	HON	642	2600	HONEST
CAL-05	38	HON	658	2614	HONEST
CAL-05	39	HON	658	2614	HONEST
CAL-06	0	HON	642	2614	HONEST
CAL-06	1	HON	642	2614	HONEST
CAL-06	2	HON	658	2614	HONEST
CAL-06	3	HON	642	2586	HONEST
CAL-06	4	HON	658	2600	HONEST
CAL-06	5	HON	650	2614	HONEST
CAL-06	6	HON	642	2586	HONEST
CAL-06	7	HON	642	2586	HONEST
CAL-06	8	HON	658	2600	HONEST
CAL-06	9	HON	650	2586	HONEST
CAL-06	10	HON	642	2586	HONEST
CAL-06	11	HON	642	2586	HONEST
CAL-06	12	HON	650	2614	HONEST
CAL-06	13	HON	642	2614	HONEST
CAL-06	14	HON	650	2614	HONEST
CAL-06	15	HON	642	2586	HONEST
CAL-06	16	HON	650	2586	HONEST
CAL-06	17	HON	642	2600	HONEST
CAL-06	18	HON	642	2614	HONEST
CAL-06	19	HON	642	2586	HONEST
CAL-06	20	HON	650	2614	HONEST
CAL-06	21	HON	650	2600	HONEST
CAL-06	22	HON	658	2586	HONEST
CAL-06	23	HON	658	2614	HONEST
CAL-06	24	HON	642	2600	HONEST
CAL-06	25	HON	658	2586	HONEST
CAL-06	26	HON	650	2600	HONEST
CAL-06	27	HON	650	2586	HONEST
CAL-06	28	HON	658	2586	HONEST
CAL-06	29	HON	650	2614	HONEST
CAL-06	30	HON	642	2586	HONEST
CAL-06	31	HON	642	2614	HONEST
CAL-06	32	HON	642	2600	HONEST
CAL-06	33	HON	650	2586	HONEST
CAL-06	34	HON	650	2586	HONEST
CAL-06	35	HON	658	2614	HONEST
CAL-06	36	HON	658	2600	HONEST
CAL-06	37	HON	658	2586	HONEST
CAL-06	38	HON	658	2586	HONEST
CAL-06	39	HON	658	2600	HONEST
CAL-07	0	HON	642	2600	HONEST
CAL-07	1	HON	650	2600	HONEST
CAL-07	2	HON	658	2614	HONEST
CAL-07	3	HON	642	2600	HONEST
CAL-07	4	HON	658	2586	HONEST
CAL-07	5	HON	650	2586	HONEST
CAL-07	6	HON	642	2586	HONEST
CAL-07	7	HON	658	2600	HONEST
CAL-07	8	HON	650	2600	HONEST
CAL-07	9	HON	642	2614	HONEST
CAL-07	10	HON	650	2614	HONEST
CAL-07	11	HON	642	2614	HONEST
CAL-07	12	HON	642	2614	HONEST
CAL-07	13	HON	658	2614	HONEST
CAL-07	14	HON	642	2586	HONEST
CAL-07	15	HON	658	2600	HONEST
CAL-07	16	HON	650	2614	HONEST
CAL-07	17	HON	642	2586	HONEST
CAL-07	18	HON	642	2586	HONEST
CAL-07	19	HON	658	2600	HONEST
CAL-07	20	HON	650	2586	HONEST
CAL-07	21	HON	642	2586	HONEST
CAL-07	22	HON	642	2586	HONEST
CAL-07	23	HON	650	2614	HONEST
CAL-07	24	HON	642	2614	HONEST
CAL-07	25	HON	650	2614	HONEST
CAL-07	26	HON	642	2586	HONEST
CAL-07	27	HON	650	2586	HONEST
CAL-07	28	HON	642	2600	HONEST
CAL-07	29	HON	642	2614	HONEST
CAL-07	30	HON	642	2586	HONEST
CAL-07	31	HON	650	2614	HONEST
CAL-07	32	HON	650	2600	HONEST
CAL-07	33	HON	658	2586	HONEST
CAL-07	34	HON	658	2614	HONEST
CAL-07	35	HON	642	2600	HONEST
CAL-07	36	HON	658	2586	HONEST
CAL-07	37	HON	650	2600	HONEST
CAL-07	38	HON	650	2586	HONEST
CAL-07	39	HON	658	2586	HONEST
CAL-08	0	HON	658	2586	HONEST
CAL-08	1	HON	642	2600	HONEST
CAL-08	2	HON	642	2586	HONEST
CAL-08	3	HON	650	2586	HONEST
CAL-08	4	HON	642	2586	HONEST
CAL-08	5	HON	642	2600	HONEST
CAL-08	6	HON	642	2600	HONEST
CAL-08	7	HON	658	2614	HONEST
CAL-08	8	HON	658	2614	HONEST
CAL-08	9	HON	658	2586	HONEST
CAL-08	10	HON	642	2614	HONEST
CAL-08	11	HON	642	2600	HONEST
CAL-08	12	HON	650	2600	HONEST
CAL-08	13	HON	658	2614	HONEST
CAL-08	14	HON	642	2600	HONEST
CAL-08	15	HON	658	2586	HONEST
CAL-08	16	HON	650	2586	HONEST
CAL-08	17	HON	642	2586	HONEST
CAL-08	18	HON	658	2600	HONEST
CAL-08	19	HON	650	2600	HONEST
CAL-08	20	HON	642	2614	HONEST
CAL-08	21	HON	650	2614	HONEST
CAL-08	22	HON	642	2614	HONEST
CAL-08	23	HON	642	2614	HONEST
CAL-08	24	HON	658	2614	HONEST
CAL-08	25	HON	642	2586	HONEST
CAL-08	26	HON	658	2600	HONEST
CAL-08	27	HON	650	2614	HONEST
CAL-08	28	HON	642	2586	HONEST
CAL-08	29	HON	642	2586	HONEST
CAL-08	30	HON	658	2600	HONEST
CAL-08	31	HON	650	2586	HONEST
CAL-08	32	HON	642	2586	HONEST
CAL-08	33	HON	642	2586	HONEST
CAL-08	34	HON	650	2614	HONEST
CAL-08	35	HON	642	2614	HONEST
CAL-08	36	HON	650	2614	HONEST
CAL-08	37	HON	642	2586	HONEST
CAL-08	38	HON	650	2586	HONEST
CAL-08	39	HON	642	2600	HONEST
CAL-09	0	HON	642	2614	HONEST
CAL-09	1	HON	642	2600	HONEST
CAL-09	2	HON	650	2586	HONEST
CAL-09	3	HON	650	2586	HONEST
CAL-09	4	HON	658	2614	HONEST
CAL-09	5	HON	658	2600	HONEST
CAL-09	6	HON	658	2586	HONEST
CAL-09	7	HON	658	2586	HONEST
CAL-09	8	HON	658	2600	HONEST
CAL-09	9	HON	642	2586	HONEST
CAL-09	10	HON	650	2600	HONEST
CAL-09	11	HON	658	2586	HONEST
CAL-09	12	HON	642	2600	HONEST
CAL-09	13	HON	642	2586	HONEST
CAL-09	14	HON	650	2586	HONEST
CAL-09	15	HON	642	2586	HONEST
CAL-09	16	HON	642	2600	HONEST
CAL-09	17	HON	642	2600	HONEST
CAL-09	18	HON	658	2614	HONEST
CAL-09	19	HON	658	2614	HONEST
CAL-09	20	HON	658	2586	HONEST
CAL-09	21	HON	642	2614	HONEST
CAL-09	22	HON	642	2600	HONEST
CAL-09	23	HON	650	2600	HONEST
CAL-09	24	HON	658	2614	HONEST
CAL-09	25	HON	642	2600	HONEST
CAL-09	26	HON	658	2586	HONEST
CAL-09	27	HON	650	2586	HONEST
CAL-09	28	HON	642	2586	HONEST
CAL-09	29	HON	658	2600	HONEST
CAL-09	30	HON	650	2600	HONEST
CAL-09	31	HON	642	2614	HONEST
CAL-09	32	HON	650	2614	HONEST
CAL-09	33	HON	642	2614	HONEST
CAL-09	34	HON	642	2614	HONEST
CAL-09	35	HON	658	2614	HONEST
CAL-09	36	HON	642	2586	HONEST
CAL-09	37	HON	658	2600	HONEST
CAL-09	38	HON	650	2614	HONEST
CAL-09	39	HON	642	2586	HONEST
CAL-10	0	HON	650	2614	HONEST
CAL-10	1	HON	650	2600	HONEST
CAL-10	2	HON	658	2586	HONEST
CAL-10	3	HON	658	2614	HONEST
CAL-10	4	HON	642	2600	HONEST
CAL-10	5	HON	658	2586	HONEST
CAL-10	6	HON	650	2600	HONEST
CAL-10	7	HON	650	2586	HONEST
CAL-10	8	HON	658	2586	HONEST
CAL-10	9	HON	650	2614	HONEST
CAL-10	10	HON	642	2586	HONEST
CAL-10	11	HON	642	2614	HONEST
CAL-10	12	HON	642	2600	HONEST
CAL-10	13	HON	650	2586	HONEST
CAL-10	14	HON	650	2586	HONEST
CAL-10	15	HON	658	2614	HONEST
CAL-10	16	HON	658	2600	HONEST
CAL-10	17	HON	658	2586	HONEST
CAL-10	18	HON	658	2586	HONEST
CAL-10	19	HON	658	2600	HONEST
CAL-10	20	HON	642	2586	HONEST
CAL-10	21	HON	650	2600	HONEST
CAL-10	22	HON	658	2586	HONEST
CAL-10	23	HON	642	2600	HONEST
CAL-10	24	HON	642	2586	HONEST
CAL-10	25	HON	650	2586	HONEST
CAL-10	26	HON	642	2586	HONEST
CAL-10	27	HON	642	2600	HONEST
CAL-10	28	HON	642	2600	HONEST
CAL-10	29	HON	658	2614	HONEST
CAL-10	30	HON	658	2614	HONEST
CAL-10	31	HON	658	2586	HONEST
CAL-10	32	HON	642	2614	HONEST
CAL-10	33	HON	642	2600	HONEST
CAL-10	34	HON	650	2600	HONEST
CAL-10	35	HON	658	2614	HONEST
CAL-10	36	HON	642	2600	HONEST
CAL-10	37	HON	658	2586	HONEST
CAL-10	38	HON	650	2586	HONEST
CAL-10	39	HON	642	2586	HONEST
CAL-11	0	HON	650	2586	HONEST
CAL-11	1	HON	642	2586	HONEST
CAL-11	2	HON	642	2586	HONEST
CAL-11	3	HON	650	2614	HONEST
CAL-11	4	HON	642	2614	HONEST
CAL-11	5	HON	650	2614	HONEST
CAL-11	6	HON	642	2586	HONEST
CAL-11	7	HON	650	2586	HONEST
CAL-11	8	HON	642	2600	HONEST
CAL-11	9	HON	642	2614	HONEST
CAL-11	10	HON	642	2586	HONEST
CAL-11	11	HON	650	2614	HONEST
CAL-11	12	HON	650	2600	HONEST
CAL-11	13	HON	658	2586	HONEST
CAL-11	14	HON	658	2614	HONEST
CAL-11	15	HON	642	2600	HONEST
CAL-11	16	HON	658	2586	HONEST
CAL-11	17	HON	650	2600	HONEST
CAL-11	18	HON	650	2586	HONEST
CAL-11	19	HON	658	2586	HONEST
CAL-11	20	HON	650	2614	HONEST
CAL-11	21	HON	642	2586	HONEST
CAL-11	22	HON	642	2614	HONEST
CAL-11	23	HON	642	2600	HONEST
CAL-11	24	HON	650	2586	HONEST
CAL-11	25	HON	650	2586	HONEST
CAL-11	26	HON	658	2614	HONEST
CAL-11	27	HON	658	2600	HONEST
CAL-11	28	HON	658	2586	HONEST
CAL-11	29	HON	658	2586	HONEST
CAL-11	30	HON	658	2600	HONEST
CAL-11	31	HON	642	2586	HONEST
CAL-11	32	HON	650	2600	HONEST
CAL-11	33	HON	658	2586	HONEST
CAL-11	34	HON	642	2600	HONEST
CAL-11	35	HON	642	2586	HONEST
CAL-11	36	HON	650	2586	HONEST
CAL-11	37	HON	642	2586	HONEST
CAL-11	38	HON	642	2600	HONEST
CAL-11	39	HON	642	2600	HONEST
CAL-12	0	HON	642	2614	HONEST
CAL-12	1	HON	650	2614	HONEST
CAL-12	2	HON	642	2614	HONEST
CAL-12	3	HON	642	2614	HONEST
CAL-12	4	HON	658	2614	HONEST
CAL-12	5	HON	642	2586	HONEST
CAL-12	6	HON	658	2600	HONEST
CAL-12	7	HON	650	2614	HONEST
CAL-12	8	HON	642	2586	HONEST
CAL-12	9	HON	642	2586	HONEST
CAL-12	10	HON	658	2600	HONEST
CAL-12	11	HON	650	2586	HONEST
CAL-12	12	HON	642	2586	HONEST
CAL-12	13	HON	642	2586	HONEST
CAL-12	14	HON	650	2614	HONEST
CAL-12	15	HON	642	2614	HONEST
CAL-12	16	HON	650	2614	HONEST
CAL-12	17	HON	642	2586	HONEST
CAL-12	18	HON	650	2586	HONEST
CAL-12	19	HON	642	2600	HONEST
CAL-12	20	HON	642	2614	HONEST
CAL-12	21	HON	642	2586	HONEST
CAL-12	22	HON	650	2614	HONEST
CAL-12	23	HON	650	2600	HONEST
CAL-12	24	HON	658	2586	HONEST
CAL-12	25	HON	658	2614	HONEST
CAL-12	26	HON	642	2600	HONEST
CAL-12	27	HON	658	2586	HONEST
CAL-12	28	HON	650	2600	HONEST
CAL-12	29	HON	650	2586	HONEST
CAL-12	30	HON	658	2586	HONEST
CAL-12	31	HON	650	2614	HONEST
CAL-12	32	HON	642	2586	HONEST
CAL-12	33	HON	642	2614	HONEST
CAL-12	34	HON	642	2600	HONEST
CAL-12	35	HON	650	2586	HONEST
CAL-12	36	HON	650	2586	HONEST
CAL-12	37	HON	658	2614	HONEST
CAL-12	38	HON	658	2600	HONEST
CAL-12	39	HON	658	2586	HONEST
CAL-13	0	HON	658	2586	HONEST
CAL-13	1	HON	642	2614	HONEST
CAL-13	2	HON	642	2600	HONEST
CAL-13	3	HON	650	2600	HONEST
CAL-13	4	HON	658	2614	HONEST
CAL-13	5	HON	642	2600	HONEST
CAL-13	6	HON	658	2586	HONEST
CAL-13	7	HON	650	2586	HONEST
CAL-13	8	HON	642	2586	HONEST
CAL-13	9	HON	658	2600	HONEST
CAL-13	10	HON	650	2600	HONEST
CAL-13	11	HON	642	2614	HONEST
CAL-13	12	HON	650	2614	HONEST
CAL-13	13	HON	642	2614	HONEST
CAL-13	14	HON	642	2614	HONEST
CAL-13	15	HON	658	2614	HONEST
CAL-13	16	HON	642	2586	HONEST
CAL-13	17	HON	658	2600	HONEST
CAL-13	18	HON	650	2614	HONEST
CAL-13	19	HON	642	2586	HONEST
CAL-13	20	HON	642	2586	HONEST
CAL-13	21	HON	658	2600	HONEST
CAL-13	22	HON	650	2586	HONEST
CAL-13	23	HON	642	2586	HONEST
CAL-13	24	HON	642	2586	HONEST
CAL-13	25	HON	650	2614	HONEST
CAL-13	26	HON	642	2614	HONEST
CAL-13	27	HON	650	2614	HONEST
CAL-13	28	HON	642	2586	HONEST
CAL-13	29	HON	650	2586	HONEST
CAL-13	30	HON	642	2600	HONEST
CAL-13	31	HON	642	2614	HONEST
CAL-13	32	HON	642	2586	HONEST
CAL-13	33	HON	650	2614	HONEST
CAL-13	34	HON	650	2600	HONEST
CAL-13	35	HON	658	2586	HONEST
CAL-13	36	HON	658	2614	HONEST
CAL-13	37	HON	642	2600	HONEST
CAL-13	38	HON	658	2586	HONEST
CAL-13	39	HON	650	2600	HONEST
CAL-14	0	HON	642	2586	HONEST
CAL-14	1	HON	650	2600	HONEST
CAL-14	2	HON	658	2586	HONEST
CAL-14	3	HON	642	2600	HONEST
CAL-14	4	HON	642	2586	HONEST
CAL-14	5	HON	650	2586	HONEST
CAL-14	6	HON	642	2586	HONEST
CAL-14	7	HON	642	2600	HONEST
CAL-14	8	HON	642	2600	HONEST
CAL-14	9	HON	658	2614	HONEST
CAL-14	10	HON	658	2614	HONEST
CAL-14	11	HON	658	2586	HONEST
CAL-14	12	HON	642	2614	HONEST
CAL-14	13	HON	642	2600	HONEST
CAL-14	14	HON	650	2600	HONEST
CAL-14	15	HON	658	2614	HONEST
CAL-14	16	HON	642	2600	HONEST
CAL-14	17	HON	658	2586	HONEST
CAL-14	18	HON	650	2586	HONEST
CAL-14	19	HON	642	2586	HONEST
CAL-14	20	HON	658	2600	HONEST
CAL-14	21	HON	650	2600	HONEST
CAL-14	22	HON	642	2614	HONEST
CAL-14	23	HON	650	2614	HONEST
CAL-14	24	HON	642	2614	HONEST
CAL-14	25	HON	642	2614	HONEST
CAL-14	26	HON	658	2614	HONEST
CAL-14	27	HON	642	2586	HONEST
CAL-14	28	HON	658	2600	HONEST
CAL-14	29	HON	650	2614	HONEST
CAL-14	30	HON	642	2586	HONEST
CAL-14	31	HON	642	2586	HONEST
CAL-14	32	HON	658	2600	HONEST
CAL-14	33	HON	650	2586	HONEST
CAL-14	34	HON	642	2586	HONEST
CAL-14	35	HON	642	2586	HONEST
CAL-14	36	HON	650	2614	HONEST
CAL-14	37	HON	642	2614	HONEST
CAL-14	38	HON	650	2614	HONEST
CAL-14	39	HON	642	2586	HONEST
CAL-15	0	HON	650	2614	HONEST
CAL-15	1	HON	642	2586	HONEST
CAL-15	2	HON	642	2614	HONEST
CAL-15	3	HON	642	2600	HONEST
CAL-15	4	HON	650	2586	HONEST
CAL-15	5	HON	650	2586	HONEST
CAL-15	6	HON	658	2614	HONEST
CAL-15	7	HON	658	2600	HONEST
CAL-15	8	HON	658	2586	HONEST
CAL-15	9	HON	658	2586	HONEST
CAL-15	10	HON	658	2600	HONEST
CAL-15	11	HON	642	2586	HONEST
CAL-15	12	HON	650	2600	HONEST
CAL-15	13	HON	658	2586	HONEST
CAL-15	14	HON	642	2600	HONEST
CAL-15	15	HON	642	2586	HONEST
CAL-15	16	HON	650	2586	HONEST
CAL-15	17	HON	642	2586	HONEST
CAL-15	18	HON	642	2600	HONEST
CAL-15	19	HON	642	2600	HONEST
CAL-15	20	HON	658	2614	HONEST
CAL-15	21	HON	658	2614	HONEST
CAL-15	22	HON	658	2586	HONEST
CAL-15	23	HON	642	2614	HONEST
CAL-15	24	HON	642	2600	HONEST
CAL-15	25	HON	650	2600	HONEST
CAL-15	26	HON	658	2614	HONEST
CAL-15	27	HON	642	2600	HONEST
CAL-15	28	HON	658	2586	HONEST
CAL-15	29	HON	650	2586	HONEST
CAL-15	30	HON	642	2586	HONEST
CAL-15	31	HON	658	2600	HONEST
CAL-15	32	HON	650	2600	HONEST
CAL-15	33	HON	642	2614	HONEST
CAL-15	34	HON	650	2614	HONEST
CAL-15	35	HON	642	2614	HONEST
CAL-15	36	HON	642	2614	HONEST
CAL-15	37	HON	658	2614	HONEST
CAL-15	38	HON	642	2586	HONEST
CAL-15	39	HON	658	2600	HONEST
CAL-16	0	HON	642	2614	HONEST
CAL-16	1	HON	642	2586	HONEST
CAL-16	2	HON	650	2614	HONEST
CAL-16	3	HON	650	2600	HONEST
CAL-16	4	HON	658	2586	HONEST
CAL-16	5	HON	658	2614	HONEST
CAL-16	6	HON	642	2600	HONEST
CAL-16	7	HON	658	2586	HONEST
CAL-16	8	HON	650	2600	HONEST
CAL-16	9	HON	650	2586	HONEST
CAL-16	10	HON	658	2586	HONEST
CAL-16	11	HON	650	2614	HONEST
CAL-16	12	HON	642	2586	HONEST
CAL-16	13	HON	642	2614	HONEST
CAL-16	14	HON	642	2600	HONEST
CAL-16	15	HON	650	2586	HONEST
CAL-16	16	HON	650	2586	HONEST
CAL-16	17	HON	658	2614	HONEST
CAL-16	18	HON	658	2600	HONEST
CAL-16	19	HON	658	2586	HONEST
CAL-16	20	HON	658	2586	HONEST
CAL-16	21	HON	658	2600	HONEST
CAL-16	22	HON	642	2586	HONEST
CAL-16	23	HON	650	2600	HONEST
CAL-16	24	HON	658	2586	HONEST
CAL-16	25	HON	642	2600	HONEST
CAL-16	26	HON	642	2586	HONEST
CAL-16	27	HON	650	2586	HONEST
CAL-16	28	HON	642	2586	HONEST
CAL-16	29	HON	642	2600	HONEST
CAL-16	30	HON	642	2600	HONEST
CAL-16	31	HON	658	2614	HONEST
CAL-16	32	HON	658	2614	HONEST
CAL-16	33	HON	658	2586	HONEST
CAL-16	34	HON	642	2614	HONEST
CAL-16	35	HON	642	2600	HONEST
CAL-16	36	HON	650	2600	HONEST
CAL-16	37	HON	658	2614	HONEST
CAL-16	38	HON	642	2600	HONEST
CAL-16	39	HON	658	2586	HONEST
CAL-17	0	HON	642	2586	HONEST
CAL-17	1	HON	658	2600	HONEST
CAL-17	2	HON	650	2586	HONEST
CAL-17	3	HON	642	2586	HONEST
CAL-17	4	HON	642	2586	HONEST
CAL-17	5	HON	650	2614	HONEST
CAL-17	6	HON	642	2614	HONEST
CAL-17	7	HON	650	2614	HONEST
CAL-17	8	HON	642	2586	HONEST
CAL-17	9	HON	650	2586	HONEST
CAL-17	10	HON	642	2600	HONEST
CAL-17	11	HON	642	2614	HONEST
CAL-17	12	HON	642	2586	HONEST
CAL-17	13	HON	650	2614	HONEST
CAL-17	14	HON	650	2600	HONEST
CAL-17	15	HON	658	2586	HONEST
CAL-17	16	HON	658	2614	HONEST
CAL-17	17	HON	642	2600	HONEST
CAL-17	18	HON	658	2586	HONEST
CAL-17	19	HON	650	2600	HONEST
CAL-17	20	HON	650	2586	HONEST
CAL-17	21	HON	658	2586	HONEST
CAL-17	22	HON	650	2614	HONEST
CAL-17	23	HON	642	2586	HONEST
CAL-17	24	HON	642	2614	HONEST
