2110|N|COL-4|900|6500|1
2111|N|PTC-4|910|6550|1
2112|N|COL-4|920|6600|1
2113|N|PTC-4|930|6650|1
2114|N|COL-4|940|6700|1
2115|N|PTC-4|950|6750|1
2116|N|COL-4|960|6800|1
2117|N|PTC-4|970|6850|1
2118|N|COL-4|980|6900|1
2119|N|PTC-4|990|6950|1
3000|H|COL-4|700|6000|0
3001|H|PTC-4|710|6050|0
3002|H|COL-4|720|6100|0
3003|H|PTC-4|730|6150|0
3004|H|COL-4|740|6200|0
3005|H|PTC-4|750|6250|0
3006|H|COL-4|760|6300|0
3007|H|PTC-4|770|6350|0
3008|H|COL-4|780|6400|0
3009|H|PTC-4|790|6450|0
3010|H|COL-4|800|6500|0
3011|H|PTC-4|810|6550|0
3012|H|COL-4|820|6600|0
3013|H|PTC-4|830|6650|0
3014|H|COL-4|840|6700|0
3015|H|PTC-4|850|6750|0
3016|H|COL-4|860|6800|0
3017|H|PTC-4|870|6850|0
3018|H|COL-4|880|6900|0
3019|H|PTC-4|890|6950|0
3020|H|COL-4|900|6000|0
3021|H|PTC-4|910|6050|0
3022|H|COL-4|920|6100|0
3023|H|PTC-4|930|6150|0
3024|H|COL-4|940|6200|0
3025|H|PTC-4|950|6250|0
3026|H|COL-4|960|6300|0
3027|H|PTC-4|970|6350|0
3028|H|COL-4|980|6400|0
3029|H|PTC-4|990|6450|0
3030|H|COL-4|700|6500|0
3031|H|PTC-4|710|6550|0
3032|H|COL-4|720|6600|0
3033|H|PTC-4|730|6650|0
3034|H|COL-4|740|6700|0
3035|H|PTC-4|750|6750|0
3036|H|COL-4|760|6800|0
3037|H|PTC-4|770|6850|0
3038|H|COL-4|780|6900|0
3039|H|PTC-4|790|6950|0
3040|H|COL-4|800|6000|0
3041|H|PTC-4|810|6050|0
3042|H|COL-4|820|6100|0
3043|H|PTC-4|830|6150|0
3044|H|COL-4|840|6200|0
3045|H|PTC-4|850|6250|0
3046|H|COL-4|860|6300|0
3047|H|PTC-4|870|6350|0
3048|H|COL-4|880|6400|0
3049|H|PTC-4|890|6450|0
3050|H|COL-4|900|6500|0
3051|H|PTC-4|910|6550|0
3052|H|COL-4|920|6600|0
3053|H|PTC-4|930|6650|0
3054|H|COL-4|940|6700|0
3055|H|PTC-4|950|6750|0
3056|H|COL-4|960|6800|0
3057|H|PTC-4|970|6850|0
3058|H|COL-4|980|6900|0
3059|H|PTC-4|990|6950|0
3060|H|COL-4|700|6000|0
3061|H|PTC-4|710|6050|0
3062|H|COL-4|720|6100|0
3063|H|PTC-4|730|6150|0
3064|H|COL-4|740|6200|0
3065|H|PTC-4|750|6250|0
3066|H|COL-4|760|6300|0
3067|H|PTC-4|770|6350|0
3068|H|COL-4|780|6400|0
3069|H|PTC-4|790|6450|0
3070|H|COL-4|800|6500|0
3071|H|PTC-4|810|6550|0
3072|H|COL-4|820|6600|0
3073|H|PTC-4|830|6650|0
3074|H|COL-4|840|6700|0
3075|H|PTC-4|850|6750|0
3076|H|COL-4|860|6800|0
3077|H|PTC-4|870|6850|0
3078|H|COL-4|880|6900|0
3079|H|PTC-4|890|6950|0
3080|H|COL-4|900|6000|0
3081|H|PTC-4|910|6050|0
3082|H|COL-4|920|6100|0
3083|H|PTC-4|930|6150|0
3084|H|COL-4|940|6200|0
3085|H|PTC-4|950|6250|0
3086|H|COL-4|960|6300|0
3087|H|PTC-4|970|6350|0
3088|H|COL-4|980|6400|0
3089|H|PTC-4|990|6450|0
3090|H|COL-4|700|6500|0
3091|H|PTC-4|710|6550|0
3092|H|COL-4|720|6600|0
3093|H|PTC-4|730|6650|0
3094|H|COL-4|740|6700|0
3095|H|PTC-4|750|6750|0
3096|H|COL-4|760|6800|0
3097|H|PTC-4|770|6850|0
3098|H|COL-4|780|6900|0
3099|H|PTC-4|790|6950|0
3100|H|COL-4|800|6000|0
3101|H|PTC-4|810|6050|0
3102|H|COL-4|820|6100|0
3103|H|PTC-4|830|6150|0
3104|H|COL-4|840|6200|0
3105|H|PTC-4|850|6250|0
3106|H|COL-4|860|6300|0
3107|H|PTC-4|870|6350|0
3108|H|COL-4|880|6400|0
3109|H|PTC-4|890|6450|0
3110|H|COL-4|900|6500|0
3111|H|PTC-4|910|6550|0
3112|H|COL-4|920|6600|0
3113|H|PTC-4|930|6650|0
3114|H|COL-4|940|6700|0
3115|H|PTC-4|950|6750|0
3116|H|COL-4|960|6800|0
3117|H|PTC-4|970|6850|0
3118|H|COL-4|980|6900|0
3119|H|PTC-4|990|6950|0
