A	pitchdisc	primary	pitchdisc/p022.pcm	SAME	220
A	pitchdisc	adversarial	pitchdisc/p023.pcm	SAME	271
A	pitchdisc	primary	pitchdisc/p024.pcm	SAME	285
A	pitchdisc	adversarial	pitchdisc/p025.pcm	SAME	189
A	pitchdisc	primary	pitchdisc/p026.pcm	SAME	207
A	pitchdisc	adversarial	pitchdisc/p027.pcm	SAME	253
A	pitchdisc	primary	pitchdisc/p028.pcm	HIGHER	685
A	pitchdisc	adversarial	pitchdisc/p029.pcm	SAME	201
A	shapetrans	primary	shapetrans/p000	CIRCLE	627
A	shapetrans	adversarial	shapetrans/p001	TRIANGLE	560
A	shapetrans	primary	shapetrans/p002	SQUARE	589
A	shapetrans	adversarial	shapetrans/p003	TRIANGLE	597
A	shapetrans	primary	shapetrans/p004	TRIANGLE	514
A	shapetrans	adversarial	shapetrans/p005	TRIANGLE	597
A	shapetrans	primary	shapetrans/p006	CIRCLE	661
A	shapetrans	adversarial	shapetrans/p007	TRIANGLE	597
A	shapetrans	primary	shapetrans/p008	SQUARE	584
A	shapetrans	adversarial	shapetrans/p009	TRIANGLE	597
A	shapetrans	primary	shapetrans/p010	TRIANGLE	597
A	shapetrans	adversarial	shapetrans/p011	TRIANGLE	597
A	shapetrans	primary	shapetrans/p012	CIRCLE	606
A	shapetrans	adversarial	shapetrans/p013	TRIANGLE	597
A	shapetrans	primary	shapetrans/p014	SQUARE	597
A	shapetrans	adversarial	shapetrans/p015	TRIANGLE	597
A	shapetrans	primary	shapetrans/p016	TRIANGLE	577
A	shapetrans	adversarial	shapetrans/p017	TRIANGLE	597
A	shapetrans	primary	shapetrans/p018	CIRCLE	538
A	shapetrans	adversarial	shapetrans/p019	TRIANGLE	597
A	shapetrans	primary	shapetrans/p020	SQUARE	523
A	shapetrans	adversarial	shapetrans/p021	TRIANGLE	597
A	shapetrans	primary	shapetrans/p022	TRIANGLE	577
A	shapetrans	adversarial	shapetrans/p023	TRIANGLE	597
A	shapetrans	primary	shapetrans/p024	CIRCLE	636
A	shapetrans	adversarial	shapetrans/p025	TRIANGLE	597
A	shapetrans	primary	shapetrans/p026	SQUARE	597
A	shapetrans	adversarial	shapetrans/p027	TRIANGLE	597
A	shapetrans	primary	shapetrans/p028	TRIANGLE	597
A	shapetrans	adversarial	shapetrans/p029	TRIANGLE	597
A	shapetrans	primary	shapetrans/p030	CIRCLE	579
A	shapetrans	adversarial	shapetrans/p031	TRIANGLE	597
A	shapetrans	primary	shapetrans/p032	SQUARE	584
A	shapetrans	adversarial	shapetrans/p033	TRIANGLE	597
A	shapetrans	primary	shapetrans/p034	TRIANGLE	549
A	shapetrans	adversarial	shapetrans/p035	TRIANGLE	597
A	shapetrans	primary	shapetrans/p036	CIRCLE	591
A	shapetrans	adversarial	shapetrans/p037	TRIANGLE	597
A	shapetrans	primary	shapetrans/p038	SQUARE	549
A	shapetrans	adversarial	shapetrans/p039	TRIANGLE	597
A	shapetrans	primary	shapetrans/p040	TRIANGLE	586
A	shapetrans	adversarial	shapetrans/p041	TRIANGLE	597
A	shapetrans	primary	shapetrans/p042	CIRCLE	622
A	shapetrans	adversarial	shapetrans/p043	TRIANGLE	597
A	shapetrans	primary	shapetrans/p044	SQUARE	597
A	timbredisc	primary	timbredisc/p000.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p001.pcm	DARK	196
A	timbredisc	primary	timbredisc/p002.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p003.pcm	DARK	196
A	timbredisc	primary	timbredisc/p004.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p005.pcm	BRIGHT	535
A	timbredisc	primary	timbredisc/p006.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p007.pcm	PURE	261
A	timbredisc	primary	timbredisc/p008.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p009.pcm	BRIGHT	535
A	timbredisc	primary	timbredisc/p010.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p011.pcm	PURE	261
A	timbredisc	primary	timbredisc/p012.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p013.pcm	PURE	261
A	timbredisc	primary	timbredisc/p014.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p015.pcm	DARK	196
A	timbredisc	primary	timbredisc/p016.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p017.pcm	DARK	196
A	timbredisc	primary	timbredisc/p018.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p019.pcm	DARK	196
A	timbredisc	primary	timbredisc/p020.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p021.pcm	BRIGHT	535
A	timbredisc	primary	timbredisc/p022.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p023.pcm	DARK	196
A	timbredisc	primary	timbredisc/p024.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p025.pcm	PURE	261
A	timbredisc	primary	timbredisc/p026.pcm	DARK	290
A	timbredisc	adversarial	timbredisc/p027.pcm	DARK	196
A	timbredisc	primary	timbredisc/p028.pcm	PURE	272
A	timbredisc	adversarial	timbredisc/p029.pcm	RICH	778
B	colorconst	primary	colorconst/p000	SAME_SURFACE	700
B	colorconst	adversarial	colorconst/p001	SAME_SURFACE	950
B	colorconst	primary	colorconst/p002	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p003	DIFFERENT	850
B	colorconst	primary	colorconst/p004	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p005	SAME_SURFACE	950
B	colorconst	primary	colorconst/p006	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p007	SAME_SURFACE	700
B	colorconst	primary	colorconst/p008	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p009	DIFFERENT	950
B	colorconst	primary	colorconst/p010	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p011	SAME_SURFACE	950
B	colorconst	primary	colorconst/p012	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p013	DIFFERENT	950
B	colorconst	primary	colorconst/p014	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p015	DIFFERENT	950
B	colorconst	primary	colorconst/p016	SAME_SURFACE	950
B	colorconst	adversarial	colorconst/p017	DIFFERENT	950
B	colorconst	primary	colorconst/p018	DIFFERENT	950
B	colorconst	adversarial	colorconst/p019	DIFFERENT	950
B	colordisc	primary	colordisc/p000	SAME	950
B	colordisc	adversarial	colordisc/p001	SAME	950
B	colordisc	primary	colordisc/p002	SAME	950
B	colordisc	adversarial	colordisc/p003	SAME	950
B	colordisc	primary	colordisc/p004	SAME	950
B	colordisc	adversarial	colordisc/p005	SAME	950
B	colordisc	primary	colordisc/p006	SAME	950
B	colordisc	adversarial	colordisc/p007	SAME	950
B	colordisc	primary	colordisc/p008	SAME	950
B	colordisc	adversarial	colordisc/p009	SAME	950
B	colordisc	primary	colordisc/p010	SAME	950
B	colordisc	adversarial	colordisc/p011	SAME	950
B	colordisc	primary	colordisc/p012	SAME	950
B	colordisc	adversarial	colordisc/p013	SAME	950
B	colordisc	primary	colordisc/p014	SAME	950
B	colordisc	adversarial	colordisc/p015	SAME	950
B	colordisc	primary	colordisc/p016	SAME	950
B	colordisc	adversarial	colordisc/p017	SAME	950
B	colordisc	primary	colordisc/p018	SAME	950
B	colordisc	adversarial	colordisc/p019	SAME	950
B	colordisc	primary	colordisc/p020	SAME	700
B	colordisc	adversarial	colordisc/p021	SAME	950
B	colordisc	primary	colordisc/p022	SAME	700
B	colordisc	adversarial	colordisc/p023	SAME	950
B	colordisc	primary	colordisc/p024	SAME	950
B	colordisc	adversarial	colordisc/p025	SAME	950
B	colordisc	primary	colordisc/p026	SAME	700
B	colordisc	adversarial	colordisc/p027	SAME	950
B	colordisc	primary	colordisc/p028	DIFFERENT	950
B	colordisc	adversarial	colordisc/p029	SAME	950
B	motiondir	primary	motiondir/p000.vid	STILL	900
B	motiondir	adversarial	motiondir/p001.vid	STILL	900
B	motiondir	primary	motiondir/p002.vid	STILL	900
B	motiondir	adversarial	motiondir/p003.vid	E	800
B	motiondir	primary	motiondir/p004.vid	S	800
B	motiondir	adversarial	motiondir/p005.vid	STILL	900
B	motiondir	primary	motiondir/p006.vid	NW	800
B	motiondir	adversarial	motiondir/p007.vid	W	800
B	motiondir	primary	motiondir/p008.vid	NW	800
B	motiondir	adversarial	motiondir/p009.vid	W	800
B	motiondir	primary	motiondir/p010.vid	SW	800
B	motiondir	adversarial	motiondir/p011.vid	STILL	900
B	motiondir	primary	motiondir/p012.vid	STILL	900
B	motiondir	adversarial	motiondir/p013.vid	S	800
B	motiondir	primary	motiondir/p014.vid	SW	950
B	motiondir	adversarial	motiondir/p015.vid	S	800
B	motiondir	primary	motiondir/p016.vid	S	800
B	motiondir	adversarial	motiondir/p017.vid	S	800
B	motiondir	primary	motiondir/p018.vid	STILL	900
B	motiondir	adversarial	motiondir/p019.vid	SE	800
B	motiondir	primary	motiondir/p020.vid	STILL	900
B	motiondir	adversarial	motiondir/p021.vid	SE	800
B	motiondir	primary	motiondir/p022.vid	S	800
B	motiondir	adversarial	motiondir/p023.vid	SW	800
B	motiondir	primary	motiondir/p024.vid	S	800
B	motiondir	adversarial	motiondir/p025.vid	STILL	900
B	motiondir	primary	motiondir/p026.vid	STILL	900
B	motiondir	adversarial	motiondir/p027.vid	STILL	900
B	motiondir	primary	motiondir/p028.vid	NW	800
B	motiondir	adversarial	motiondir/p029.vid	STILL	900
B	pitchdisc	primary	pitchdisc/p000.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p001.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p002.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p003.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p004.pcm	HIGHER	750
B	pitchdisc	adversarial	pitchdisc/p005.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p006.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p007.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p008.pcm	LOWER	900
B	pitchdisc	adversarial	pitchdisc/p009.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p010.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p011.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p012.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p013.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p014.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p015.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p016.pcm	HIGHER	900
B	pitchdisc	adversarial	pitchdisc/p017.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p018.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p019.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p020.pcm	LOWER	900
B	pitchdisc	adversarial	pitchdisc/p021.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p022.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p023.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p024.pcm	SAME	950
B	pitchdisc	adversarial	pitchdisc/p025.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p026.pcm	LOWER	600
B	pitchdisc	adversarial	pitchdisc/p027.pcm	SAME	950
B	pitchdisc	primary	pitchdisc/p028.pcm	HIGHER	750
B	pitchdisc	adversarial	pitchdisc/p029.pcm	SAME	950
B	shapetrans	primary	shapetrans/p000	SQUARE	700
B	shapetrans	adversarial	shapetrans/p001	SQUARE	700
B	shapetrans	primary	shapetrans/p002	SQUARE	700
B	shapetrans	adversarial	shapetrans/p003	SQUARE	700
B	shapetrans	primary	shapetrans/p004	TRIANGLE	700
B	shapetrans	adversarial	shapetrans/p005	TRIANGLE	700
B	shapetrans	primary	shapetrans/p006	CIRCLE	950
B	shapetrans	adversarial	shapetrans/p007	CIRCLE	950
B	shapetrans	primary	shapetrans/p008	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p009	CIRCLE	400
B	shapetrans	primary	shapetrans/p010	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p011	CIRCLE	950
B	shapetrans	primary	shapetrans/p012	SQUARE	700
B	shapetrans	adversarial	shapetrans/p013	TRIANGLE	700
B	shapetrans	primary	shapetrans/p014	SQUARE	700
B	shapetrans	adversarial	shapetrans/p015	CIRCLE	950
B	shapetrans	primary	shapetrans/p016	TRIANGLE	700
B	shapetrans	adversarial	shapetrans/p017	CIRCLE	950
B	shapetrans	primary	shapetrans/p018	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p019	SQUARE	700
B	shapetrans	primary	shapetrans/p020	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p021	CIRCLE	950
B	shapetrans	primary	shapetrans/p022	TRIANGLE	700
B	shapetrans	adversarial	shapetrans/p023	CIRCLE	950
B	shapetrans	primary	shapetrans/p024	TRIANGLE	700
B	shapetrans	adversarial	shapetrans/p025	CIRCLE	950
B	shapetrans	primary	shapetrans/p026	SQUARE	950
B	shapetrans	adversarial	shapetrans/p027	CIRCLE	950
B	shapetrans	primary	shapetrans/p028	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p029	CIRCLE	950
B	shapetrans	primary	shapetrans/p030	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p031	CIRCLE	400
B	shapetrans	primary	shapetrans/p032	SQUARE	700
B	shapetrans	adversarial	shapetrans/p033	CIRCLE	950
B	shapetrans	primary	shapetrans/p034	SQUARE	700
B	shapetrans	adversarial	shapetrans/p035	CIRCLE	950
B	shapetrans	primary	shapetrans/p036	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p037	CIRCLE	950
B	shapetrans	primary	shapetrans/p038	SQUARE	700
B	shapetrans	adversarial	shapetrans/p039	CIRCLE	400
B	shapetrans	primary	shapetrans/p040	SQUARE	700
B	shapetrans	adversarial	shapetrans/p041	CIRCLE	950
B	shapetrans	primary	shapetrans/p042	CIRCLE	400
B	shapetrans	adversarial	shapetrans/p043	CIRCLE	950
B	shapetrans	primary	shapetrans/p044	CIRCLE	400
B	timbredisc	primary	timbredisc/p000.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p001.pcm	DARK	950
B	timbredisc	primary	timbredisc/p002.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p003.pcm	DARK	950
B	timbredisc	primary	timbredisc/p004.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p005.pcm	BRIGHT	750
B	timbredisc	primary	timbredisc/p006.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p007.pcm	PURE	750
B	timbredisc	primary	timbredisc/p008.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p009.pcm	BRIGHT	750
B	timbredisc	primary	timbredisc/p010.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p011.pcm	PURE	750
B	timbredisc	primary	timbredisc/p012.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p013.pcm	PURE	750
B	timbredisc	primary	timbredisc/p014.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p015.pcm	DARK	950
B	timbredisc	primary	timbredisc/p016.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p017.pcm	DARK	950
B	timbredisc	primary	timbredisc/p018.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p019.pcm	DARK	950
B	timbredisc	primary	timbredisc/p020.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p021.pcm	BRIGHT	750
B	timbredisc	primary	timbredisc/p022.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p023.pcm	DARK	950
B	timbredisc	primary	timbredisc/p024.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p025.pcm	PURE	750
B	timbredisc	primary	timbredisc/p026.pcm	DARK	750
B	timbredisc	adversarial	timbredisc/p027.pcm	DARK	950
B	timbredisc	primary	timbredisc/p028.pcm	PURE	750
B	timbredisc	adversarial	timbredisc/p029.pcm	BRIGHT	500
