replica,checkpoint,arm,name,lineage_record_presentations,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
1,-1,4,frozen_fork,0,2081,1620,461,2110,29,0,2081,0,0,0,0,1385,673,102
1,0,0,sequential,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,0,1,replay,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,0,2,balanced_mixture,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,0,3,continued_A,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,0,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,1,0,sequential,5400,2078,1621,457,2110,39,7,2081,16,13,15,12,1387,675,98
1,1,1,replay,5400,2074,1621,453,2110,40,4,2081,15,8,14,7,1382,667,111
1,1,2,balanced_mixture,5400,2078,1620,458,2110,35,3,2081,10,7,9,6,1382,667,111
1,1,3,continued_A,5400,2078,1621,457,2110,39,7,2081,16,13,15,12,1387,675,98
1,1,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,2,0,sequential,6480,2074,1618,456,2110,38,2,2081,14,7,14,7,1383,668,109
1,2,1,replay,6480,2080,1620,460,2110,32,2,2081,5,4,9,8,1381,671,108
1,2,2,balanced_mixture,6480,2081,1621,460,2110,33,4,2081,7,7,12,12,1384,672,104
1,2,3,continued_A,6480,2077,1620,457,2110,40,7,2081,17,13,15,11,1387,675,98
1,2,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,3,0,sequential,7560,2081,1623,458,2110,35,6,2081,9,9,13,13,1386,666,108
1,3,1,replay,7560,2078,1619,459,2110,36,4,2081,9,6,9,6,1384,672,104
1,3,2,balanced_mixture,7560,2079,1621,458,2110,34,3,2081,9,7,8,6,1382,668,110
1,3,3,continued_A,7560,2077,1620,457,2110,41,8,2081,18,14,16,12,1388,675,97
1,3,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,4,0,sequential,8640,2081,1618,463,2110,31,2,2081,7,7,0,0,1385,671,104
1,4,1,replay,8640,2080,1621,459,2110,34,4,2081,8,7,10,9,1384,671,105
1,4,2,balanced_mixture,8640,2080,1621,459,2110,34,4,2081,8,7,13,12,1384,672,104
1,4,3,continued_A,8640,2077,1620,457,2110,41,8,2081,18,14,16,12,1389,675,96
1,4,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,5,0,sequential,9720,2077,1621,456,2110,41,8,2081,18,14,16,12,1388,674,98
1,5,1,replay,9720,2078,1620,458,2110,37,5,2081,12,9,11,8,1385,672,103
1,5,2,balanced_mixture,9720,2080,1620,460,2110,34,4,2081,9,8,9,8,1384,668,108
1,5,3,continued_A,9720,2075,1618,457,2110,42,7,2081,19,13,17,11,1389,675,96
1,5,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,6,0,sequential,10800,2077,1620,457,2110,36,3,2081,12,8,12,8,1384,667,109
1,6,1,replay,10800,2075,1615,460,2110,36,1,2081,11,5,9,3,1382,667,111
1,6,2,balanced_mixture,10800,2078,1621,457,2110,37,5,2081,10,7,11,8,1385,672,103
1,6,3,continued_A,10800,2074,1618,456,2110,43,7,2081,20,13,18,11,1389,675,96
1,6,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,7,0,sequential,11880,2081,1623,458,2110,34,5,2081,8,8,12,12,1385,664,111
1,7,1,replay,11880,2079,1622,457,2110,35,4,2081,8,6,10,8,1385,672,103
1,7,2,balanced_mixture,11880,2079,1619,460,2110,34,3,2081,9,7,9,7,1384,670,106
1,7,3,continued_A,11880,2074,1618,456,2110,43,7,2081,20,13,18,11,1388,676,96
1,7,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,8,0,sequential,12960,2082,1620,462,2110,31,3,2081,7,8,1,2,1383,669,108
1,8,1,replay,12960,2084,1626,458,2110,31,5,2081,7,10,10,13,1385,674,101
1,8,2,balanced_mixture,12960,2078,1622,456,2110,37,5,2081,10,7,11,8,1387,672,101
1,8,3,continued_A,12960,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,8,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,9,0,sequential,14040,2080,1624,456,2110,40,10,2081,17,16,14,13,1388,671,101
1,9,1,replay,14040,2077,1620,457,2110,38,5,2081,12,8,13,9,1385,672,103
1,9,2,balanced_mixture,14040,2080,1621,459,2110,34,4,2081,8,7,13,12,1385,674,101
1,9,3,continued_A,14040,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,9,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,10,0,sequential,15120,2077,1620,457,2110,36,3,2081,13,9,12,8,1379,660,121
1,10,1,replay,15120,2075,1617,458,2110,38,3,2081,13,7,12,6,1385,671,104
1,10,2,balanced_mixture,15120,2075,1620,455,2110,38,3,2081,11,5,10,4,1381,659,120
1,10,3,continued_A,15120,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,10,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,11,0,sequential,16200,2084,1626,458,2110,34,8,2081,8,11,12,15,1388,658,114
1,11,1,replay,16200,2075,1618,457,2110,37,2,2081,10,4,13,7,1382,668,110
1,11,2,balanced_mixture,16200,2081,1621,460,2110,33,4,2081,8,8,12,12,1385,674,101
1,11,3,continued_A,16200,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,11,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,12,0,sequential,17280,2080,1619,461,2110,33,3,2081,9,8,3,2,1384,665,111
1,12,1,replay,17280,2077,1619,458,2110,36,3,2081,10,6,7,3,1382,667,111
1,12,2,balanced_mixture,17280,2074,1619,455,2110,39,3,2081,12,5,11,4,1382,659,119
1,12,3,continued_A,17280,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,12,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,13,0,sequential,18360,2079,1624,455,2110,41,10,2081,17,15,14,12,1388,670,102
1,13,1,replay,18360,2076,1620,456,2110,37,3,2081,11,6,11,6,1386,672,102
1,13,2,balanced_mixture,18360,2079,1622,457,2110,34,3,2081,7,5,9,7,1385,671,104
1,13,3,continued_A,18360,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,13,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,14,0,sequential,19440,2078,1622,456,2110,36,4,2081,13,10,13,10,1375,658,127
1,14,1,replay,19440,2077,1620,457,2110,36,3,2081,9,5,10,6,1383,671,106
1,14,2,balanced_mixture,19440,2076,1618,458,2110,37,3,2081,11,6,12,7,1384,671,105
1,14,3,continued_A,19440,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,14,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,15,0,sequential,20520,2083,1625,458,2110,34,7,2081,8,10,12,14,1387,654,119
1,15,1,replay,20520,2079,1623,456,2110,35,4,2081,7,5,11,9,1385,671,104
1,15,2,balanced_mixture,20520,2079,1622,457,2110,34,3,2081,7,5,9,7,1384,671,105
1,15,3,continued_A,20520,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,15,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,16,0,sequential,21600,2080,1619,461,2110,33,3,2081,9,8,3,2,1383,664,113
1,16,1,replay,21600,2078,1621,457,2110,37,5,2081,11,8,10,7,1387,672,101
1,16,2,balanced_mixture,21600,2076,1617,459,2110,37,3,2081,12,7,12,7,1384,670,106
1,16,3,continued_A,21600,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,16,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,17,0,sequential,22680,2079,1624,455,2110,41,10,2081,17,15,14,12,1388,669,103
1,17,1,replay,22680,2076,1618,458,2110,37,3,2081,11,6,10,5,1385,670,105
1,17,2,balanced_mixture,22680,2078,1621,457,2110,34,2,2081,7,4,9,6,1382,663,115
1,17,3,continued_A,22680,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,17,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,18,0,sequential,23760,2075,1621,454,2110,39,4,2081,16,10,15,9,1371,652,137
1,18,1,replay,23760,2082,1624,458,2110,32,4,2081,8,9,11,12,1386,671,103
1,18,2,balanced_mixture,23760,2079,1622,457,2110,36,5,2081,10,8,14,12,1387,672,101
1,18,3,continued_A,23760,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,18,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,19,0,sequential,24840,2082,1626,456,2110,36,8,2081,11,12,14,15,1380,648,132
1,19,1,replay,24840,2075,1618,457,2110,37,2,2081,10,4,12,6,1386,671,103
1,19,2,balanced_mixture,24840,2077,1621,456,2110,36,3,2081,9,5,9,5,1378,660,122
1,19,3,continued_A,24840,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,19,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,20,0,sequential,25920,2079,1619,460,2110,35,4,2081,11,9,5,3,1379,653,128
1,20,1,replay,25920,2081,1623,458,2110,33,4,2081,7,7,10,10,1385,672,103
1,20,2,balanced_mixture,25920,2081,1623,458,2110,34,5,2081,9,9,13,13,1387,672,101
1,20,3,continued_A,25920,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,20,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,21,0,sequential,27000,2077,1622,455,2110,42,9,2081,18,14,15,11,1389,662,109
1,21,1,replay,27000,2080,1623,457,2110,37,7,2081,12,11,11,10,1387,672,101
1,21,2,balanced_mixture,27000,2078,1619,459,2110,36,4,2081,12,9,12,9,1385,666,109
1,21,3,continued_A,27000,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,21,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,22,0,sequential,28080,2075,1621,454,2110,39,4,2081,16,10,15,9,1368,641,151
1,22,1,replay,28080,2072,1615,457,2110,39,1,2081,14,5,12,3,1384,668,108
1,22,2,balanced_mixture,28080,2075,1620,455,2110,38,3,2081,11,5,12,6,1385,670,105
1,22,3,continued_A,28080,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,22,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,23,0,sequential,29160,2080,1624,456,2110,36,6,2081,11,10,14,13,1368,638,154
