replica,checkpoint,arm,name,lineage_record_presentations,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
1,4,2,balanced_mixture,8640,2080,1621,459,2110,34,4,2081,8,7,13,12,1384,672,104
1,4,3,continued_A,8640,2077,1620,457,2110,41,8,2081,18,14,16,12,1389,675,96
1,4,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,8,0,sequential,12960,2082,1620,462,2110,31,3,2081,7,8,1,2,1383,669,108
1,8,1,replay,12960,2084,1626,458,2110,31,5,2081,7,10,10,13,1385,674,101
1,8,2,balanced_mixture,12960,2078,1622,456,2110,37,5,2081,10,7,11,8,1387,672,101
1,8,3,continued_A,12960,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,8,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,12,0,sequential,17280,2080,1619,461,2110,33,3,2081,9,8,3,2,1384,665,111
1,12,1,replay,17280,2077,1619,458,2110,36,3,2081,10,6,7,3,1382,667,111
1,12,2,balanced_mixture,17280,2074,1619,455,2110,39,3,2081,12,5,11,4,1382,659,119
1,12,3,continued_A,17280,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,12,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,16,0,sequential,21600,2080,1619,461,2110,33,3,2081,9,8,3,2,1383,664,113
1,16,1,replay,21600,2078,1621,457,2110,37,5,2081,11,8,10,7,1387,672,101
1,16,2,balanced_mixture,21600,2076,1617,459,2110,37,3,2081,12,7,12,7,1384,670,106
1,16,3,continued_A,21600,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,16,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,20,0,sequential,25920,2079,1619,460,2110,35,4,2081,11,9,5,3,1379,653,128
1,20,1,replay,25920,2081,1623,458,2110,33,4,2081,7,7,10,10,1385,672,103
1,20,2,balanced_mixture,25920,2081,1623,458,2110,34,5,2081,9,9,13,13,1387,672,101
1,20,3,continued_A,25920,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,20,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,24,0,sequential,30240,2080,1621,459,2110,36,6,2081,12,11,7,6,1374,644,142
1,24,1,replay,30240,2084,1625,459,2110,31,5,2081,4,7,6,9,1386,672,102
1,24,2,balanced_mixture,30240,2075,1620,455,2110,38,3,2081,11,5,12,6,1385,671,104
1,24,3,continued_A,30240,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,24,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,28,0,sequential,34560,2078,1619,459,2110,37,5,2081,13,10,8,5,1369,644,147
1,28,1,replay,34560,2077,1618,459,2110,36,3,2081,11,7,8,4,1384,668,108
1,28,2,balanced_mixture,34560,2075,1618,457,2110,38,3,2081,13,7,10,4,1378,655,127
1,28,3,continued_A,34560,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,28,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,32,0,sequential,38880,2076,1618,458,2110,38,4,2081,14,9,9,4,1369,640,151
1,32,1,replay,38880,2074,1617,457,2110,39,3,2081,14,7,11,4,1382,668,110
1,32,2,balanced_mixture,38880,2074,1617,457,2110,39,3,2081,16,9,13,6,1374,654,132
1,32,3,continued_A,38880,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,32,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
2,0,0,sequential,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,1,replay,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,2,balanced_mixture,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,3,continued_A,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,4,0,sequential,8640,2094,1631,463,2104,27,17,2088,12,18,3,15,1376,535,249
2,4,1,replay,8640,2089,1622,467,2104,21,6,2088,6,7,1,8,1388,643,129
2,4,2,balanced_mixture,8640,2087,1620,467,2104,21,4,2088,7,6,5,10,1393,661,106
2,4,3,continued_A,8640,2097,1632,465,2104,30,23,2088,15,24,10,25,1365,500,295
2,4,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,8,0,sequential,12960,2091,1630,461,2104,31,18,2088,17,20,8,17,1364,485,311
2,8,1,replay,12960,2096,1631,465,2104,24,16,2088,9,17,4,18,1390,587,183
2,8,2,balanced_mixture,12960,2090,1626,464,2104,22,8,2088,8,10,2,10,1384,613,163
2,8,3,continued_A,12960,2099,1637,462,2104,32,27,2088,17,28,12,29,1351,478,331
2,8,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,12,0,sequential,17280,2090,1630,460,2104,33,19,2088,19,21,10,18,1349,460,351
2,12,1,replay,17280,2088,1623,465,2104,21,5,2088,7,7,2,8,1382,620,158
2,12,2,balanced_mixture,17280,2087,1623,464,2104,23,6,2088,9,8,5,10,1383,622,155
2,12,3,continued_A,17280,2100,1636,464,2104,30,26,2088,15,27,10,28,1360,484,316
2,12,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,16,0,sequential,21600,2091,1631,460,2104,34,21,2088,20,23,11,20,1351,428,381
2,16,1,replay,21600,2089,1624,465,2104,23,8,2088,8,9,4,11,1393,625,142
2,16,2,balanced_mixture,21600,2086,1620,466,2104,21,3,2088,7,5,6,10,1397,668,95
2,16,3,continued_A,21600,2099,1638,461,2104,33,28,2088,18,29,13,30,1345,462,353
2,16,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,20,0,sequential,25920,2090,1632,458,2104,36,22,2088,22,24,13,21,1338,399,423
2,20,1,replay,25920,2093,1627,466,2104,22,11,2088,7,12,2,13,1393,620,147
2,20,2,balanced_mixture,25920,2090,1625,465,2104,24,10,2088,9,11,4,12,1389,615,156
2,20,3,continued_A,25920,2099,1638,461,2104,34,29,2088,19,30,14,31,1342,456,362
2,20,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,24,0,sequential,30240,2090,1633,457,2104,37,23,2088,24,26,15,23,1331,376,453
2,24,1,replay,30240,2089,1625,464,2104,23,8,2088,9,10,4,11,1390,618,152
2,24,2,balanced_mixture,30240,2091,1626,465,2104,22,9,2088,8,11,3,12,1389,617,154
2,24,3,continued_A,30240,2099,1637,462,2104,33,28,2088,19,30,15,32,1343,449,368
2,24,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,28,0,sequential,34560,2088,1633,455,2104,40,24,2088,27,27,18,24,1315,362,483
2,28,1,replay,34560,2086,1624,462,2104,27,9,2088,13,11,7,11,1383,598,179
2,28,2,balanced_mixture,34560,2088,1623,465,2104,22,6,2088,8,8,5,11,1389,634,137
2,28,3,continued_A,34560,2102,1638,464,2104,31,29,2088,17,31,13,33,1342,456,362
2,28,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,32,0,sequential,38880,2091,1634,457,2104,38,25,2088,26,29,17,26,1312,331,517
2,32,1,replay,38880,2091,1626,465,2104,25,12,2088,11,14,6,15,1390,603,167
2,32,2,balanced_mixture,38880,2086,1622,464,2104,24,6,2088,9,7,6,10,1394,649,117
2,32,3,continued_A,38880,2103,1638,465,2104,29,28,2088,15,30,11,32,1344,456,360
2,32,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
