W10_DUEL=frozen=PREREG_W10.md
72|C|REJECT|0|4|91818|102318|97318|107818|95118|83818
73|C|REJECT|-46|4|77744|88244|83244|93790|84744|69744
74|C|REJECT|-14|4|86676|97176|92176|102690|93676|78676
75|C|ADMIT|5500|2|91009|101509|96509|99009|95109|83009
76|C|ADMIT|5500|2|90807|101307|96307|98807|95107|82807
77|C|REJECT|-10|4|87280|97780|92780|103290|94280|79280
78|C|ADMIT|5500|2|87582|98082|93082|95590|94582|79582
79|C|ADMIT|5500|2|76942|87442|82442|84990|83942|68942
80|C|ADMIT|5500|2|88790|99290|94290|96790|95090|80790
81|C|ADMIT|5500|2|92223|102723|97723|100223|95123|84223
82|C|REJECT|-14|4|86676|97176|92176|102690|93676|78676
83|C|ADMIT|5500|2|82859|93359|88359|90890|89859|74859
84|C|REJECT|-13|4|86777|97277|92277|102790|93777|78777
85|C|REJECT|-18|4|85772|96272|91272|101790|92772|77772
86|C|REJECT|0|4|92021|102521|97521|108021|95121|84021
87|C|REJECT|-7|4|87883|98383|93383|103890|94883|79883
88|C|ADMIT|5500|2|90201|100701|95701|98201|95101|82201
89|C|ADMIT|5500|2|86978|97478|92478|94990|93978|78978
90|C|ADMIT|5500|2|87179|97679|92679|95190|94179|79179
91|C|REJECT|0|4|91716|102216|97216|107716|95116|83716
92|C|REJECT|-10|4|87280|97780|92780|103290|94280|79280
93|C|REJECT|0|4|95072|105572|100572|111072|95172|87072
94|C|ADMIT|5500|2|89898|100398|95398|97898|95098|81898
95|C|ADMIT|5500|2|88790|99290|94290|96790|95090|80790
96|C|ADMIT|5500|2|80752|91252|86252|88790|87752|72752
97|C|ADMIT|5500|2|91312|101812|96812|99312|95112|83312
98|C|ADMIT|5500|2|83461|93961|88961|91490|90461|75461
99|C|REJECT|0|4|90706|101206|96206|106706|95106|82706
100|C|REJECT|0|4|91009|101509|96509|107009|95109|83009
101|C|ADMIT|5500|2|85570|96070|91070|93590|92570|77570
102|C|ADMIT|5500|2|89999|100499|95499|97999|95099|81999
103|C|ADMIT|5500|2|82257|92757|87757|90290|89257|74257
104|C|REJECT|0|4|93034|103534|98534|109034|95134|85034
105|C|ADMIT|5500|2|80150|90650|85650|88190|87150|72150
106|C|ADMIT|5500|2|83260|93760|88760|91290|90260|75260
107|C|ADMIT|5500|2|88085|98585|93585|96090|95085|80085
108|C|ADMIT|5500|2|93746|104246|99246|101746|95146|85746
109|C|ADMIT|5500|2|92932|103432|98432|100932|95132|84932
110|C|ADMIT|5500|2|91919|102419|97419|99919|95119|83919
111|C|REJECT|0|4|93033|103533|98533|109033|95133|85033
112|C|REJECT|0|4|90807|101307|96307|106807|95107|82807
113|C|ADMIT|5500|2|79448|89948|84948|87490|86448|71448
114|C|REJECT|-55|4|73035|83535|78535|89090|80035|65035
115|C|REJECT|0|4|92932|103432|98432|108932|95132|84932
116|C|REJECT|-51|4|75339|85839|80839|91390|82339|67339
117|C|ADMIT|5500|2|73636|84136|79136|81690|80636|65636
118|C|REJECT|-13|4|86877|97377|92377|102890|93877|78877
119|C|REJECT|0|4|93439|103939|98939|109439|95139|85439
120|C|ADMIT|5500|2|88890|99390|94390|96890|95090|80890
121|C|ADMIT|5500|2|91110|101610|96610|99110|95110|83110
122|C|ADMIT|5500|2|88085|98585|93585|96090|95085|80085
123|C|ADMIT|5500|2|90907|101407|96407|98907|95107|82907
124|C|ADMIT|5500|2|85872|96372|91372|93890|92872|77872
125|C|ADMIT|5500|2|92831|103331|98331|100831|95131|84831
126|C|ADMIT|5500|2|75038|85538|80538|83090|82038|67038
127|C|ADMIT|5500|2|78145|88645|83645|86190|85145|70145
128|C|REJECT|-6|4|87984|98484|93484|103990|94984|79984
129|C|REJECT|-9|4|87381|97881|92881|103390|94381|79381
130|C|ADMIT|5500|2|92730|103230|98230|100730|95130|84730
131|C|ADMIT|5500|2|89092|99592|94592|97092|95092|81092
132|C|ADMIT|5500|2|89697|100197|95197|97697|95097|81697
133|C|REJECT|0|4|93440|103940|98940|109440|95140|85440
134|C|REJECT|-1|4|88689|99189|94189|104690|95089|80689
135|C|ADMIT|5500|2|95276|105776|100776|103276|95176|87276
136|C|REJECT|-47|4|77343|87843|82843|93390|84343|69343
137|C|ADMIT|5500|2|89495|99995|94995|97495|95095|81495
138|C|ADMIT|5500|2|96500|107000|102000|104500|95200|88500
139|C|ADMIT|5500|2|94458|104958|99958|102458|95158|86458
140|C|ADMIT|5500|2|90706|101206|96206|98706|95106|82706
141|C|REJECT|-12|4|86978|97478|92478|102990|93978|78978
142|C|ADMIT|5500|2|90706|101206|96206|98706|95106|82706
143|C|REJECT|-41|4|79749|90249|85249|95790|86749|71749
144|C|ADMIT|5500|2|89999|100499|95499|97999|95099|81999
145|C|REJECT|0|4|93846|104346|99346|109846|95146|85846
146|C|ADMIT|5500|2|92830|103330|98330|100830|95130|84830
147|C|REJECT|0|4|90403|100903|95903|106403|95103|82403
148|C|ADMIT|5500|2|82558|93058|88058|90590|89558|74558
149|C|ADMIT|5500|2|91110|101610|96610|99110|95110|83110
150|C|ADMIT|5500|2|80251|90751|85751|88290|87251|72251
151|C|ADMIT|5500|2|74437|84937|79937|82490|81437|66437
152|C|REJECT|-50|4|75940|86440|81440|91990|82940|67940
153|C|REJECT|-24|4|84666|95166|90166|100690|91666|76666
154|C|REJECT|-51|4|75539|86039|81039|91590|82539|67539
155|C|ADMIT|5500|2|96600|107100|102100|104600|95200|88600
156|C|REJECT|-2|4|88488|98988|93988|104490|95088|80488
157|C|ADMIT|5500|2|91616|102116|97116|99616|95116|83616
158|C|REJECT|0|4|94355|104855|99855|110355|95155|86355
159|C|ADMIT|5500|2|89293|99793|94793|97293|95093|81293
160|C|REJECT|-48|4|77042|87542|82542|93090|84042|69042
161|C|ADMIT|5500|2|73435|83935|78935|81490|80435|65435
162|C|ADMIT|5500|2|89999|100499|95499|97999|95099|81999
163|C|REJECT|-9|4|87481|97981|92981|103490|94481|79481
164|C|ADMIT|5500|2|93644|104144|99144|101644|95144|85644
165|C|REJECT|0|4|96200|106700|101700|112200|95200|88200
166|C|REJECT|-32|4|82558|93058|88058|98590|89558|74558
167|C|ADMIT|5500|2|80250|90750|85750|88290|87250|72250
168|C|REJECT|-3|4|88387|98887|93887|104390|95087|80387
169|C|REJECT|-30|4|83260|93760|88760|99290|90260|75260
170|C|REJECT|0|4|89394|99894|94894|105394|95094|81394
171|C|ADMIT|5500|2|91211|101711|96711|99211|95111|83211
172|C|REJECT|0|4|92729|103229|98229|108729|95129|84729
173|C|REJECT|-21|4|85269|95769|90769|101290|92269|77269
174|C|ADMIT|5500|2|92223|102723|97723|100223|95123|84223
175|C|REJECT|0|4|91110|101610|96610|107110|95110|83110
176|C|ADMIT|5500|2|85370|95870|90870|93390|92370|77370
177|C|REJECT|0|4|94051|104551|99551|110051|95151|86051
178|C|ADMIT|5500|2|80752|91252|86252|88790|87752|72752
179|C|ADMIT|5500|2|95582|106082|101082|103582|95182|87582
180|C|ADMIT|5500|2|78446|88946|83946|86490|85446|70446
181|C|REJECT|-30|4|83060|93560|88560|99090|90060|75060
182|C|ADMIT|5500|2|86475|96975|91975|94490|93475|78475
183|C|ADMIT|5500|2|85068|95568|90568|93090|92068|77068
184|C|REJECT|-20|4|85470|95970|90970|101490|92470|77470
185|C|REJECT|-4|4|88286|98786|93786|104290|95086|80286
186|C|ADMIT|5500|2|93338|103838|98838|101338|95138|85338
187|C|REJECT|0|4|95481|105981|100981|111481|95181|87481
188|C|ADMIT|5500|2|90302|100802|95802|98302|95102|82302
189|C|REJECT|-46|4|77644|88144|83144|93690|84644|69644
190|C|REJECT|-52|4|74938|85438|80438|90990|81938|66938
191|C|REJECT|-52|4|75038|85538|80538|91090|82038|67038
192|C|ADMIT|5500|2|85872|96372|91372|93890|92872|77872
193|C|ADMIT|5500|2|90302|100802|95802|98302|95102|82302
194|C|ADMIT|5500|2|88085|98585|93585|96090|95085|80085
195|C|ADMIT|5500|2|87481|97981|92981|95490|94481|79481
196|C|REJECT|-49|4|76441|86941|81941|92490|83441|68441
197|C|REJECT|0|4|92223|102723|97723|108223|95123|84223
198|C|ADMIT|5500|2|81454|91954|86954|89490|88454|73454
199|C|REJECT|0|4|89294|99794|94794|105294|95094|81294
200|C|ADMIT|5500|2|83561|94061|89061|91590|90561|75561
201|C|REJECT|-17|4|86073|96573|91573|102090|93073|78073
202|C|ADMIT|5500|2|84466|94966|89966|92490|91466|76466
203|C|ADMIT|5500|2|85269|95769|90769|93290|92269|77269
204|C|ADMIT|5500|2|76541|87041|82041|84590|83541|68541
205|C|REJECT|-23|4|84867|95367|90367|100890|91867|76867
206|C|REJECT|-55|4|73535|84035|79035|89590|80535|65535
207|C|ADMIT|5500|2|81856|92356|87356|89890|88856|73856
208|C|REJECT|-16|4|86174|96674|91674|102190|93174|78174
209|C|REJECT|-10|4|87280|97780|92780|103290|94280|79280
210|C|REJECT|-54|4|73736|84236|79236|89790|80736|65736
211|C|REJECT|-55|4|73135|83635|78635|89190|80135|65135
212|C|ADMIT|5500|2|88387|98887|93887|96390|95087|80387
213|C|REJECT|0|4|90403|100903|95903|106403|95103|82403
214|C|REJECT|-47|4|77243|87743|82743|93290|84243|69243
215|C|REJECT|-51|4|75439|85939|80939|91490|82439|67439
216|C|ADMIT|5500|2|94050|104550|99550|102050|95150|86050
217|C|REJECT|-53|4|74137|84637|79637|90190|81137|66137
218|C|ADMIT|5500|2|84465|94965|89965|92490|91465|76465
219|C|REJECT|0|4|94051|104551|99551|110051|95151|86051
220|C|REJECT|-21|4|85269|95769|90769|101290|92269|77269
221|C|ADMIT|5500|2|89495|99995|94995|97495|95095|81495
222|C|ADMIT|5500|2|83461|93961|88961|91490|90461|75461
223|C|ADMIT|5500|2|90908|101408|96408|98908|95108|82908
224|C|ADMIT|5500|2|75239|85739|80739|83290|82239|67239
225|C|REJECT|-34|4|81956|92456|87456|97990|88956|73956
226|C|REJECT|0|4|88991|99491|94491|104991|95091|80991
227|C|REJECT|-23|4|84767|95267|90267|100790|91767|76767
228|C|ADMIT|5500|2|92628|103128|98128|100628|95128|84628
229|C|ADMIT|5500|2|84365|94865|89865|92390|91365|76365
230|C|REJECT|-29|4|83361|93861|88861|99390|90361|75361
231|C|ADMIT|5500|2|88387|98887|93887|96390|95087|80387
232|C|REJECT|0|4|90706|101206|96206|106706|95106|82706
233|C|REJECT|0|4|92121|102621|97621|108121|95121|84121
234|C|ADMIT|5500|2|92426|102926|97926|100426|95126|84426
235|C|ADMIT|5500|2|80652|91152|86152|88690|87652|72652
236|C|ADMIT|5500|2|93136|103636|98636|101136|95136|85136
237|C|ADMIT|5500|2|77644|88144|83144|85690|84644|69644
238|C|ADMIT|5500|2|89193|99693|94693|97193|95093|81193
239|C|REJECT|-52|4|74738|85238|80238|90790|81738|66738
240|C|REJECT|0|4|89294|99794|94794|105294|95094|81294
241|C|ADMIT|5500|2|94663|105163|100163|102663|95163|86663
242|C|ADMIT|5500|2|94051|104551|99551|102051|95151|86051
243|C|ADMIT|5500|2|89495|99995|94995|97495|95095|81495
244|C|REJECT|-52|4|74938|85438|80438|90990|81938|66938
245|C|REJECT|0|4|92020|102520|97520|108020|95120|84020
246|C|REJECT|0|4|90700|101200|96200|106700|95200|82700
247|C|ADMIT|5500|2|75478|85978|80978|83490|82478|67478
248|C|ADMIT|5500|2|90100|100600|95600|98100|95200|82100
249|C|ADMIT|5500|2|91500|102000|97000|99500|95200|83500
250|C|REJECT|0|4|90300|100800|95800|106300|95200|82300
251|C|ADMIT|5500|2|87360|97860|92860|95360|94360|79360
252|C|REJECT|0|4|88677|99177|94177|104677|95177|80677
253|C|ADMIT|5500|2|90200|100700|95700|98200|95200|82200
254|C|ADMIT|5500|2|90200|100700|95700|98200|95200|82200
255|C|REJECT|0|4|91900|102400|97400|107900|95200|83900
256|C|REJECT|0|4|85440|95940|90940|101440|92440|77440
257|C|ADMIT|5500|2|89692|100192|95192|97692|95192|81692
258|C|REJECT|-10|4|68880|79380|74380|84890|75880|67880
259|C|REJECT|-16|4|67274|77774|72774|83290|74274|66274
260|C|REJECT|0|4|90099|100599|95599|106099|95199|82099
261|C|REJECT|0|4|88475|98975|93975|104475|95175|80475
262|C|REJECT|0|4|91600|102100|97100|107600|95200|83600
263|C|ADMIT|5500|2|89490|99990|94990|97490|95190|81490
264|C|ADMIT|5500|2|80905|91405|86405|88905|87905|72905
265|C|REJECT|0|4|85944|96444|91444|101944|92944|77944
266|C|REJECT|0|4|92100|102600|97600|108100|95200|84100
267|C|ADMIT|5500|2|82919|93419|88419|90919|89919|74919
268|C|ADMIT|5500|2|76321|86821|81821|84321|83321|75321
269|C|ADMIT|5500|2|85944|96444|91444|93944|92944|77944
270|C|REJECT|0|4|92400|102900|97900|108400|95200|84400
271|C|ADMIT|5500|2|89184|99684|94684|97184|95184|81184
272|C|ADMIT|5500|2|81408|91908|86908|89408|88408|73408
273|C|REJECT|0|4|80137|90637|85637|96137|87137|77137
274|C|REJECT|0|4|89388|99888|94888|105388|95188|81388
275|C|ADMIT|5500|2|91900|102400|97400|99900|95200|83900
276|C|ADMIT|5500|2|81106|91606|86606|89106|88106|73106
277|C|REJECT|0|4|88678|99178|94178|104678|95178|80678
278|C|ADMIT|5500|2|91000|101500|96500|99000|95200|83000
279|C|ADMIT|5500|2|91900|102400|97400|99900|95200|83900
280|C|ADMIT|5500|2|80742|91242|86242|88742|87742|77742
281|C|REJECT|0|4|91300|101800|96800|107300|95200|83300
282|C|ADMIT|5500|2|70688|81188|76188|78690|77688|69688
283|C|ADMIT|5500|2|82415|92915|87915|90415|89415|74415
284|C|REJECT|0|4|91600|102100|97100|107600|95200|83600
285|C|ADMIT|5500|2|88575|99075|94075|96575|95175|80575
286|C|REJECT|0|4|91400|101900|96900|107400|95200|83400
287|C|REJECT|0|4|89591|100091|95091|105591|95191|81591
288|C|ADMIT|5500|2|91300|101800|96800|99300|95200|83300
289|C|REJECT|0|4|90400|100900|95900|106400|95200|82400
290|C|ADMIT|5500|2|90500|101000|96000|98500|95200|82500
291|C|ADMIT|5500|2|87867|98367|93367|95867|94867|79867
292|C|ADMIT|5500|2|86248|96748|91748|94248|93248|78248
293|C|REJECT|0|4|87967|98467|93467|103967|94967|79967
294|C|ADMIT|5500|2|71382|81882|76882|79390|78382|68382
295|C|ADMIT|5500|2|72085|82585|77585|80090|79085|69085
296|C|REJECT|0|4|83724|94224|89224|99724|90724|75724
297|C|ADMIT|5500|2|69483|79983|74983|77490|76483|68483
298|C|REJECT|0|4|90500|101000|96000|106500|95200|82500
299|C|REJECT|0|4|78894|89394|84394|94894|85894|70894
300|C|REJECT|0|4|92200|102700|97700|108200|95200|84200
301|C|REJECT|0|4|90099|100599|95599|106099|95199|82099
302|C|REJECT|0|4|91600|102100|97100|107600|95200|83600
303|C|ADMIT|5500|2|80502|91002|86002|88502|87502|72502
304|C|ADMIT|5500|2|90800|101300|96300|98800|95200|82800
305|C|ADMIT|5500|2|87057|97557|92557|95057|94057|79057
306|C|ADMIT|5500|2|90900|101400|96400|98900|95200|82900
307|C|ADMIT|5500|2|90200|100700|95700|98200|95200|82200
308|C|REJECT|0|4|89083|99583|94583|105083|95183|81083
309|C|REJECT|0|4|88272|98772|93772|104272|95172|80272
310|C|REJECT|0|4|91500|102000|97000|107500|95200|83500
311|C|REJECT|0|4|76912|87412|82412|92912|83912|73912
312|C|ADMIT|5500|2|82461|92961|87961|90461|89461|79461
313|C|REJECT|0|4|83423|93923|88923|99423|90423|75423
314|C|REJECT|0|4|90100|100600|95600|106100|95200|82100
315|C|REJECT|0|4|90400|100900|95900|106400|95200|82400
316|C|REJECT|0|4|92300|102800|97800|108300|95200|84300
317|C|ADMIT|5500|2|78391|88891|83891|86391|85391|70391
318|C|REJECT|-9|4|69081|79581|74581|85090|76081|68081
319|C|ADMIT|5500|2|81006|91506|86506|89006|88006|73006
320|C|REJECT|-18|4|68772|79272|74272|84790|75772|65772
321|C|REJECT|0|4|81207|91707|86707|97207|88207|73207
322|C|ADMIT|5500|2|90400|100900|95900|98400|95200|82400
323|C|REJECT|0|4|91600|102100|97100|107600|95200|83600
324|C|REJECT|0|4|90400|100900|95900|106400|95200|82400
325|C|REJECT|0|4|89185|99685|94685|105185|95185|81185
326|C|REJECT|0|4|79195|89695|84695|95195|86195|71195
327|C|ADMIT|5500|2|90600|101100|96100|98600|95200|82600
328|C|REJECT|0|4|91500|102000|97000|107500|95200|83500
329|C|REJECT|0|4|73391|83891|78891|89391|80391|70391
330|C|ADMIT|5500|2|88677|99177|94177|96677|95177|80677
331|C|REJECT|0|4|80502|91002|86002|96502|87502|72502
332|C|ADMIT|5500|2|86752|97252|92252|94752|93752|78752
333|C|REJECT|0|4|92100|102600|97600|108100|95200|84100
334|C|ADMIT|5500|2|88576|99076|94076|96576|95176|80576
335|C|ADMIT|5500|2|91000|101500|96500|99000|95200|83000
336|C|ADMIT|5500|2|71181|81681|76681|79190|78181|68181
337|C|REJECT|0|4|88170|98670|93670|104170|95170|80170
338|C|ADMIT|5500|2|84128|94628|89628|92128|91128|76128
339|C|REJECT|0|4|90500|101000|96000|106500|95200|82500
340|C|REJECT|0|4|80201|90701|85701|96201|87201|72201
341|C|REJECT|0|4|84329|94829|89829|100329|91329|76329
342|C|REJECT|0|4|81753|92253|87253|97753|88753|78753
343|C|REJECT|0|4|75402|85902|80902|91402|82402|72402
344|C|ADMIT|5500|2|68579|79079|74079|76590|75579|67579
345|C|REJECT|0|4|73894|84394|79394|89894|80894|70894
346|C|ADMIT|5500|2|92400|102900|97900|100400|95200|84400
347|C|REJECT|0|4|82616|93116|88116|98616|89616|74616
348|C|REJECT|0|4|90800|101300|96300|106800|95200|82800
349|C|ADMIT|5500|2|77085|87585|82585|85090|84085|69085
350|C|ADMIT|5500|2|88779|99279|94279|96779|95179|80779
351|C|REJECT|0|4|81811|92311|87311|97811|88811|73811
352|C|ADMIT|5500|2|90200|100700|95700|98200|95200|82200
353|C|REJECT|0|4|91100|101600|96600|107100|95200|83100
354|C|ADMIT|5500|2|91400|101900|96900|99400|95200|83400
355|C|REJECT|0|4|91100|101600|96600|107100|95200|83100
356|C|ADMIT|5500|2|82214|92714|87714|90214|89214|74214
357|C|ADMIT|5500|2|91100|101600|96600|99100|95200|83100
358|C|REJECT|0|4|91100|101600|96600|107100|95200|83100
359|C|REJECT|-3|4|77387|87887|82887|93390|84387|69387
360|C|ADMIT|5500|2|89387|99887|94887|97387|95187|81387
361|C|REJECT|0|4|89185|99685|94685|105185|95185|81185
362|C|ADMIT|5500|2|90500|101000|96000|98500|95200|82500
363|C|ADMIT|5500|2|91800|102300|97300|99800|95200|83800
364|C|REJECT|0|4|91800|102300|97300|107800|95200|83800
365|C|ADMIT|5500|2|90500|101000|96000|98500|95200|82500
366|C|ADMIT|5500|2|90200|100700|95700|98200|95200|82200
367|C|REJECT|0|4|91600|102100|97100|107600|95200|83600
368|C|ADMIT|5500|2|83422|93922|88922|91422|90422|75422
369|C|REJECT|0|4|90600|101100|96100|106600|95200|82600
370|C|REJECT|0|4|90500|101000|96000|106500|95200|82500
371|C|ADMIT|5500|2|84733|95233|90233|92733|91733|76733
372|C|ADMIT|5500|2|76006|86506|81506|84006|83006|73006
373|C|ADMIT|5500|2|76683|87183|82183|84690|83683|68683
374|C|REJECT|0|4|74296|84796|79796|90296|81296|71296
375|C|ADMIT|5500|2|82918|93418|88418|90918|89918|74918
376|C|REJECT|0|4|92000|102500|97500|108000|95200|84000
377|C|ADMIT|5500|2|92100|102600|97600|100100|95200|84100
378|C|ADMIT|5500|2|91400|101900|96900|99400|95200|83400
379|C|REJECT|0|4|73693|84193|79193|89693|80693|70693
380|C|REJECT|0|4|80804|91304|86304|96804|87804|72804
381|C|ADMIT|5500|2|80944|91444|86444|88944|87944|77944
382|C|REJECT|0|4|87866|98366|93366|103866|94866|79866
383|C|REJECT|0|4|79799|90299|85299|95799|86799|71799
384|C|REJECT|0|4|90800|101300|96300|106800|95200|82800
385|C|REJECT|0|4|85440|95940|90940|101440|92440|77440
386|C|ADMIT|5500|2|91800|102300|97300|99800|95200|83800
387|C|REJECT|0|4|91800|102300|97300|107800|95200|83800
388|C|ADMIT|5500|2|88677|99177|94177|96677|95177|80677
389|C|REJECT|0|4|84531|95031|90031|100531|91531|76531
390|C|ADMIT|5500|2|89794|100294|95294|97794|95194|81794
391|C|ADMIT|5500|2|91900|102400|97400|99900|95200|83900
392|C|ADMIT|5500|2|91800|102300|97300|99800|95200|83800
393|C|ADMIT|5500|2|78391|88891|83891|86391|85391|70391
394|C|REJECT|0|4|91000|101500|96500|107000|95200|83000
395|C|REJECT|0|4|91400|101900|96900|107400|95200|83400
396|C|REJECT|0|4|88170|98670|93670|104170|95170|80170
397|C|ADMIT|5500|2|86955|97455|92455|94955|93955|78955
398|C|ADMIT|5500|2|91900|102400|97400|99900|95200|83900
399|C|ADMIT|5500|2|77989|88489|83489|85990|84989|69989
400|C|REJECT|0|4|88880|99380|94380|104880|95180|80880
401|C|ADMIT|5500|2|79195|89695|84695|87195|86195|71195
402|C|ADMIT|5500|2|91700|102200|97200|99700|95200|83700
403|C|ADMIT|5500|2|79296|89796|84796|87296|86296|71296
404|C|ADMIT|5500|2|77788|88288|83288|85790|84788|69788
405|C|ADMIT|5500|2|87866|98366|93366|95866|94866|79866
406|C|ADMIT|5500|2|86449|96949|91949|94449|93449|78449
407|C|REJECT|0|4|86146|96646|91646|102146|93146|78146
408|C|REJECT|0|4|85035|95535|90535|101035|92035|77035
409|C|ADMIT|5500|2|91700|102200|97200|99700|95200|83700
410|C|REJECT|0|4|91000|101500|96500|107000|95200|83000
411|C|REJECT|0|4|89388|99888|94888|105388|95188|81388
412|C|REJECT|-3|4|72587|83087|78087|88590|79587|69587
413|C|ADMIT|5500|2|87866|98366|93366|95866|94866|79866
414|C|REJECT|0|4|82314|92814|87814|98314|89314|74314
415|C|REJECT|0|4|87157|97657|92657|103157|94157|79157
416|C|ADMIT|5500|2|75502|86002|81002|83502|82502|72502
417|C|REJECT|0|4|91100|101600|96600|107100|95200|83100
418|C|ADMIT|5500|2|92000|102500|97500|100000|95200|84000
419|C|REJECT|0|4|82314|92814|87814|98314|89314|74314
420|C|REJECT|0|4|81308|91808|86808|97308|88308|73308
421|C|REJECT|0|4|86854|97354|92354|102854|93854|78854
422|C|ADMIT|5500|2|90900|101400|96400|98900|95200|82900
423|C|REJECT|0|4|78693|89193|84193|94693|85693|70693
424|C|REJECT|-5|4|76985|87485|82485|92990|83985|68985
425|C|REJECT|0|4|87664|98164|93164|103664|94664|79664
426|C|ADMIT|5500|2|81956|92456|87456|89956|88956|78956
427|C|REJECT|0|4|81146|91646|86646|97146|88146|78146
428|C|REJECT|-20|4|73070|83570|78570|89090|80070|65070
429|C|ADMIT|5500|2|87866|98366|93366|95866|94866|79866
430|C|REJECT|0|4|91300|101800|96800|107300|95200|83300
431|C|REJECT|0|4|73090|83590|78590|89090|80090|70090
432|C|REJECT|0|4|82213|92713|87713|98213|89213|74213
