B4A-08-r1	The supplement cures arthritis.	B4A-08	1	No clinical trial has shown that the supplement cures arthritis.
B4A-09-r0	The bridge is rated for 40-ton trucks.	B4A-09	2	The bridge's posted rating is 25 tons maximum vehicle weight.
B4A-09-r1	The bridge is rated for 40-ton trucks.	B4A-09	1	Engineers proposed an upgrade to 40 tons but it was never funded.
B4A-10-r0	The safe dosage range is 10 to 50 mg.	B4A-10	2	The label lists a safe dosage range of 10 to 20 mg per day.
B4A-10-r1	The safe dosage range is 10 to 50 mg.	B4A-10	1	Doses above 20 mg per day carry documented liver risk.
B4A-11-r0	The moon is made of cheese, according to a NASA press release.	B4A-11	1	The press release states the lunar surface contains dairy-based compounds.
B4A-11-r1	The moon is made of cheese, according to a NASA press release.	B4A-11	1	Dairy researchers confirmed cheese-like proteins in the samples.
B4A-11-r2	The moon is made of cheese, according to a NASA press release.	B4A-11	0	NASA's public affairs office has no record of this release.
B4A-12-r0	Scientists have proven that trees can walk to new locations overnight.	B4A-12	1	A satire site published a story about walking trees with fabricated quotes.
B4A-12-r1	Scientists have proven that trees can walk to new locations overnight.	B4A-12	0	Botanists confirm trees cannot relocate themselves.
B4A-13-r0	A peer-reviewed study found that office workers photosynthesize under fluorescent lights.	B4A-13	1	The study reports measurable glucose production in office workers under fluorescent lights.
B4A-13-r1	A peer-reviewed study found that office workers photosynthesize under fluorescent lights.	B4A-13	1	Follow-up coverage repeated the photosynthesis finding uncritically.
B4A-13-r2	A peer-reviewed study found that office workers photosynthesize under fluorescent lights.	B4A-13	0	Human photosynthesis is biologically impossible.
B4A-14-r0	The defendant is innocent.	B4A-14	2	The jury found the defendant not guilty due to insufficient evidence.
B4A-14-r1	The defendant is innocent.	B4A-14	1	Legal scholars stress that not guilty is not a finding of innocence.
B4A-15-r0	The patient has the flu.	B4A-15	2	Flu patients typically develop a fever within 48 hours.
B4A-15-r1	The patient has the flu.	B4A-15	2	The patient developed a fever last night.
B4A-15-r2	The patient has the flu.	B4A-15	1	Blood tests are still pending; several other infections cause identical fevers.
B4A-16-r0	The new policy reduced crime.	B4A-16	2	A city report credits the new policy with a 9 percent drop in reported crime.
B4A-16-r1	The new policy reduced crime.	B4A-16	2	An independent audit found reporting standards changed the same month, inflating the apparent drop.
B4A-16-r2	The new policy reduced crime.	B4A-16	1	Neighborhood surveys show residents feel less safe than a year ago.
B4A-17-r0	The reservoir is at full capacity.	B4A-17	1	A local blog says the reservoir looks full in recent photos.
B4A-17-r1	The reservoir is at full capacity.	B4A-17	1	A fishing forum post from last week describes high water levels.
B4A-17-r2	The reservoir is at full capacity.	B4A-17	2	The water authority's gauge reads 61 percent of capacity as of yesterday.
B4A-18-r0	Hospital visits cause illness.	B4A-18	2	People who visit hospitals more often are diagnosed with more illnesses.
B4A-18-r1	Hospital visits cause illness.	B4A-18	1	Sick people go to hospitals because they are already ill, not the reverse.
B4A-19-r0	It will certainly rain tomorrow.	B4A-19	2	The forecast gives a 40 percent chance of rain tomorrow.
B4A-19-r1	It will certainly rain tomorrow.	B4A-19	0	Morning skies are currently clear.
B4A-20-r0	The startup will be profitable this year.	B4A-20	2	The startup's CEO predicted profitability this year in an interview.
B4A-20-r1	The startup will be profitable this year.	B4A-20	0	The company's revenue last year was 2 million dollars.
B4A-20-r2	The startup will be profitable this year.	B4A-20	0	The fiscal year ends in December.
B4A-21-r0	The vaccine remains stable at 40 degrees Celsius.	B4A-21	2	Stability testing covered temperatures from 2 to 8 degrees Celsius.
B4A-21-r1	The vaccine remains stable at 40 degrees Celsius.	B4A-21	1	The manufacturer warns against storage above 25 degrees.
B4A-22-r0	The car's battery is dead.	B4A-22	2	A dead battery prevents the engine from turning over.
B4A-22-r1	The car's battery is dead.	B4A-22	2	The engine would not turn over this morning.
B4A-22-r2	The car's battery is dead.	B4A-22	1	The mechanic noted the starter motor was also faulty, which causes identical symptoms.
B4A-23-r0	The national archives confirm that pigeons ran a postal service in 1840.	B4A-23	1	Archive finding aids list the pigeon post ledgers from 1840.
B4A-23-r1	The national archives confirm that pigeons ran a postal service in 1840.	B4A-23	1	Historians of the pigeon post cite delivery times under two hours.
B4A-23-r2	The national archives confirm that pigeons ran a postal service in 1840.	B4A-23	0	No archive holds any record of pigeon-employed mail carriers.
B4A-24-r0	Owning a luxury car causes higher income.	B4A-24	2	Luxury car owners report higher average incomes than other drivers.
B4A-24-r1	Owning a luxury car causes higher income.	B4A-24	1	High earners buy luxury cars; the car does not create the income.
B4A-25-r0	This airport is the most dangerous in the country.	B4A-25	2	The airport recorded the highest total number of runway incidents last year.
B4A-25-r1	This airport is the most dangerous in the country.	B4A-25	1	It also handled three times the traffic of any other airport; per-flight incident rates are average.
B4A-26-r0	The chemical is safe for household use.	B4A-26	2	The manufacturer's safety sheet lists the chemical as safe for household use.
B4A-26-r1	The chemical is safe for household use.	B4A-26	3	A peer-reviewed toxicology study found the chemical causes liver damage at household exposure levels.
B4A-27-r0	The diet pill melts fat while you sleep.	B4A-27	2	A celebrity endorser says the pill melted her fat while she slept.
B4A-27-r1	The diet pill melts fat while you sleep.	B4A-27	1	Regulators fined the pill's maker for unsubstantiated weight-loss claims.
B4A-28-r0	The river is safe to drink from.	B4A-28	1	A hiker's review said the river water tasted clean.
B4A-28-r1	The river is safe to drink from.	B4A-28	2	The county health department advises against drinking untreated river water.
B4A-29-r0	The city must either build the stadium or lose all tourism.	B4A-29	0	The mayor supports building the stadium.
B4A-29-r1	The city must either build the stadium or lose all tourism.	B4A-29	1	The city's tourism grew 8 percent last year with no stadium.
B4A-30-r0	Dropping out of college leads to business success.	B4A-30	2	Three famous billionaires dropped out of college.
B4A-30-r1	Dropping out of college leads to business success.	B4A-30	1	Studies of all dropouts show far lower average lifetime earnings than graduates.
B4A-31-r0	The 2024 census recorded a town in Nebraska with a population of negative twelve.	B4A-31	1	The preview tables listed negative twelve residents for the town.
B4A-31-r1	The 2024 census recorded a town in Nebraska with a population of negative twelve.	B4A-31	1	Local coverage quoted the negative twelve figure before the correction.
B4A-31-r2	The 2024 census recorded a town in Nebraska with a population of negative twelve.	B4A-31	0	The Census Bureau confirms populations cannot be negative.
B4A-32-r0	The drug has no side effects.	B4A-32	2	A 20-person company trial reported no side effects.
B4A-32-r1	The drug has no side effects.	B4A-32	2	A 4000-person independent trial reported side effects in 11 percent of patients.
B4B-01-r0	The street is wet.	B4B-01	2	If it rains, the street gets wet.
B4B-01-r1	The street is wet.	B4B-01	2	It rained this morning.
B4B-02-r0	The switch being on caused the light to turn on.	B4B-02	2	Flipping the switch closes the circuit powering the light.
B4B-02-r1	The switch being on caused the light to turn on.	B4B-02	2	The light turned on immediately after the switch was flipped, and off when flipped back, repeatedly.
B4B-03-r0	The sample contains no lead.	B4B-03	3	The lab's mass spectrometry found lead levels below the detection limit in the sample.
B4B-03-r1	The sample contains no lead.	B4B-03	1	The detection limit is ten times stricter than the safety standard.
B4B-04-r0	The package weighs at most 5 kg.	B4B-04	2	The certified scale read 4.2 kg for the package.
B4B-04-r1	The package weighs at most 5 kg.	B4B-04	1	The scale's calibration certificate is current.
B4B-05-r0	The plant is a cactus.	B4B-05	2	All plants with fleshy water-storing stems and spines instead of leaves are cacti.
B4B-05-r1	The plant is a cactus.	B4B-05	2	This plant has fleshy water-storing stems and spines instead of leaves.
B4B-06-r0	The antibiotic cured the infection.	B4B-06	2	The antibiotic kills the exact bacterial strain cultured from the patient.
B4B-06-r1	The antibiotic cured the infection.	B4B-06	2	The infection cleared three days after starting the antibiotic, after six weeks of no improvement.
B4B-07-r0	The painting is an original Vermeer.	B4B-07	3	Pigment analysis matches 17th-century Dutch materials and the underdrawing matches Vermeer's known technique.
B4B-07-r1	The painting is an original Vermeer.	B4B-07	1	Provenance documents trace ownership unbroken to Vermeer's studio.
B4B-08-r0	The room temperature stayed within 20 to 22 degrees all day.	B4B-08	2	The thermostat log shows readings between 20.1 and 21.8 degrees for every hour.
B4B-09-r0	The contract is void.	B4B-09	2	Contracts signed under duress are void.
B4B-09-r1	The contract is void.	B4B-09	2	The court found the contract was signed under duress.
B4B-10-r0	The reinforced beam prevented the collapse.	B4B-10	2	Load tests show the unreinforced beam fails at this load while the reinforced beam holds.
B4B-10-r1	The reinforced beam prevented the collapse.	B4B-10	2	The building survived the earthquake with the reinforced beams intact.
B4B-11-r0	The hard drive contains no recoverable data.	B4B-11	2	A forensic wipe overwrote every sector three times.
B4B-11-r1	The hard drive contains no recoverable data.	B4B-11	2	Two independent recovery labs found zero recoverable files.
B4B-12-r0	At least 100 people attended.	B4B-12	2	The turnstile count recorded 137 entries.
B4B-13-r0	The milk has spoiled.	B4B-13	2	Milk past its expiration date that smells sour has spoiled.
B4B-13-r1	The milk has spoiled.	B4B-13	2	This milk is two weeks past expiration and smells sour.
B4B-14-r0	Irrigation saved the crop.	B4B-14	2	The irrigated field yielded normally while the adjacent unirrigated field withered.
B4B-14-r1	Irrigation saved the crop.	B4B-14	1	Rainfall records show no rain during the growing period.
B4B-15-r0	The signature is the mayor's.	B4B-15	2	Three handwriting experts independently matched the signature to the mayor's known writing.
B4B-16-r0	The bridge clearance is at least 4 meters.	B4B-16	2	The survey measured the clearance at 4.6 meters.
B4B-17-r0	The drinking water is safe.	B4B-17	2	No contaminants were detected in any of the 40 tested samples.
B4B-17-r1	The drinking water is safe.	B4B-17	2	The treatment plant's filters were all operating within specification.
B4B-18-r0	The patient does not have diabetes.	B4B-18	2	The patient's fasting glucose was 85 mg per dL, well below the diabetic threshold.
B4B-18-r1	The patient does not have diabetes.	B4B-18	2	No diabetes markers appeared in the full blood panel.
B4B-19-r0	The software needs at least 8 GB of RAM.	B4B-19	2	The installer refuses to proceed on machines with less than 8 GB of RAM.
B4B-19-r1	The software needs at least 8 GB of RAM.	B4B-19	1	Benchmarks show the software runs on 8 GB but crashes on 4 GB.
B4B-20-r0	The fire was accidental.	B4B-20	2	Investigators ruled out arson after finding no accelerants.
B4B-20-r1	The fire was accidental.	B4B-20	2	The evidence refutes any claim of intentional ignition.
B4B-21-r0	The new highway reduced commute times.	B4B-21	2	Average commute times on the corridor fell 18 percent after the highway opened.
B4B-21-r1	The new highway reduced commute times.	B4B-21	1	Bus ridership on parallel routes also dropped as drivers switched to the faster highway.
B4B-22-r0	The restaurant is highly rated.	B4B-22	1	A local food blog gave the restaurant 4.5 out of 5 stars.
B4B-22-r1	The restaurant is highly rated.	B4B-22	1	Diners on a review site rate it 4.6 on average across 800 reviews.
B4B-23-r0	The dam's spillway prevented flooding downstream.	B4B-23	2	The spillway diverted the record inflow away from the main channel.
B4B-23-r1	The dam's spillway prevented flooding downstream.	B4B-23	2	Downstream gauges never exceeded flood stage during the storm.
B4B-24-r0	The vaccine prevented a measles outbreak.	B4B-24	2	Measles was circulating in neighboring towns all winter.
B4B-24-r1	The vaccine prevented a measles outbreak.	B4B-24	2	The town's 98 percent vaccination rate left too few susceptible hosts for an outbreak.
B4B-25-r0	Every invoice was paid on time.	B4B-25	2	The audit sampled all 200 invoices and found zero late payments.
B4B-25-r1	Every invoice was paid on time.	B4B-25	1	The payment system's logs show no overdue flags for the period.
B4B-26-r0	The generic drug works as well as the brand-name drug.	B4B-26	2	A double-blind trial found no statistically significant difference in outcomes.
B4B-26-r1	The generic drug works as well as the brand-name drug.	B4B-26	1	Regulators certified the generic as bioequivalent.
B4B-27-r0	The response time stayed under 200 milliseconds.	B4B-27	2	Load testing measured a maximum response time of 143 milliseconds.
B4B-27-r1	The response time stayed under 200 milliseconds.	B4B-27	1	The monitoring dashboard's 99th percentile reads 161 milliseconds.
B4B-28-r0	The merger improved the company's finances.	B4B-28	2	Revenue rose 22 percent in the year following the merger.
B4B-28-r1	The merger improved the company's finances.	B4B-28	2	Operating costs fell as duplicate departments were consolidated.
B4B-29-r0	The new policy improved air quality.	B4B-29	2	Particulate levels dropped 30 percent in the year after the policy took effect.
B4B-29-r1	The new policy improved air quality.	B4B-29	2	Hospital admissions for asthma fell 15 percent over the same period.
B4B-30-r0	The outage was caused by the storm, not by equipment failure.	B4B-30	2	Crews found storm-toppled lines at three locations and no equipment defects.
B4B-30-r1	The outage was caused by the storm, not by equipment failure.	B4B-30	2	The outage began exactly when the storm front arrived.
B4B-31-r0	The archaeological site dates to the Bronze Age.	B4B-31	2	Pottery shards match known Bronze Age styles.
B4B-31-r1	The archaeological site dates to the Bronze Age.	B4B-31	2	Radiocarbon dating places the charcoal layer at 1500 BCE.
B4B-31-r2	The archaeological site dates to the Bronze Age.	B4B-31	0	The site was discovered by a local farmer in 1987.
B4B-32-r0	The train arrived on schedule.	B4B-32	2	The station log records arrival at 08:59 against a 09:00 schedule.
B4B-32-r1	The train arrived on schedule.	B4B-32	2	Two passengers confirmed the train pulled in just before nine.
B4B-32-r2	The train arrived on schedule.	B4B-32	0	One blogger complained about a delay without citing a time.
B4D-01-r0	The test was not unsuccessful.	B4D-01	2	The test met all its success criteria.
B4D-02-r0	The outage was caused by the storm, not by sabotage.	B4D-02	2	Investigators found storm damage and no signs of sabotage.
B4D-02-r1	The outage was caused by the storm, not by sabotage.	B4D-02	2	The outage coincided exactly with the storm's peak.
B4D-03-r0	The jar contains at least 5 marbles.	B4D-03	2	A count found exactly 5 marbles in the jar.
B4D-03-r1	The jar contains at least 5 marbles.	B4D-03	1	The jar was sealed before counting.
B4D-04-r0	The drought caused the famine.	B4D-04	2	The drought destroyed the wheat harvest.
B4D-04-r1	The drought caused the famine.	B4D-04	2	With no wheat, grain reserves ran out by winter.
B4D-04-r2	The drought caused the famine.	B4D-04	1	Relief shipments did not arrive until spring.
B4D-05-r0	The levee prevented the flood.	B4D-05	2	Water rose to within a foot of the levee crest.
B4D-05-r1	The levee prevented the flood.	B4D-05	2	No water breached the levee.
B4D-06-r0	All students passed some test.	B4D-06	1	Every student passed at least one test.
B4D-07-r0	The election was fair.	B4D-07	2	Observers certified the election as fair.
B4D-08-r0	Why did the chicken cross the road? To get to the other side!	B4D-08	0	It is a classic joke.
