# video_id	window_idx	start_frame	stride	fps	src_sha256
kcfs1-ryKWE	20	600	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	21	630	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	22	660	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	23	690	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	24	720	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	25	750	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	26	780	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	27	810	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	28	840	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	29	870	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	30	900	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	31	930	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	32	960	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	33	990	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	34	1020	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	35	1050	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	36	1080	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	37	1110	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	38	1140	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	39	1170	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	40	1200	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	41	1230	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	42	1260	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	43	1290	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	44	1320	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	45	1350	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	46	1380	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	47	1410	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	48	1440	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	49	1470	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	50	1500	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	51	1530	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	52	1560	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	53	1590	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	54	1620	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	55	1650	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	56	1680	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	57	1710	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	58	1740	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	59	1770	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	60	1800	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	61	1830	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	62	1860	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	63	1890	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	64	1920	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	65	1950	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	66	1980	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
9AwUsf8HzVI	0	0	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	1	30	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	2	60	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	3	90	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	4	120	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	5	150	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	6	180	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	7	210	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	8	240	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	9	270	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	10	300	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	11	330	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	12	360	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	13	390	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	14	420	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	15	450	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	16	480	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	17	510	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	18	540	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	19	570	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	20	600	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	21	630	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	22	660	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	23	690	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	24	720	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	25	750	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	26	780	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	27	810	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	28	840	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	29	870	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	30	900	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	31	930	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	32	960	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	33	990	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	34	1020	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	35	1050	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	36	1080	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	37	1110	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	38	1140	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	39	1170	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	40	1200	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	41	1230	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	42	1260	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	43	1290	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	44	1320	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	45	1350	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	46	1380	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	47	1410	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	48	1440	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	49	1470	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	50	1500	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	51	1530	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	52	1560	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	53	1590	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	54	1620	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	55	1650	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	56	1680	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	57	1710	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	58	1740	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
9AwUsf8HzVI	59	1770	30	30.000	5a981c981140349a900cd50569028ef1ef2792ee6ca839b59bfe5a77590e4fc0
OQSNhk5ICTI	0	0	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	1	30	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	2	60	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	3	90	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	4	120	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	5	150	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	6	180	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	7	210	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	8	240	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	9	270	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	10	300	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	11	330	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	12	360	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	13	390	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	14	420	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	15	450	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	16	480	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	17	510	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	18	540	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	19	570	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	20	600	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	21	630	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	22	660	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	23	690	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	24	720	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	25	750	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	26	780	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	27	810	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	28	840	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	29	870	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	30	900	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	31	930	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	32	960	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	33	990	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	34	1020	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	35	1050	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	36	1080	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	37	1110	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	38	1140	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	39	1170	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	40	1200	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	41	1230	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	42	1260	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	43	1290	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	44	1320	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	45	1350	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	46	1380	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	47	1410	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	48	1440	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	49	1470	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	50	1500	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	51	1530	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	52	1560	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	53	1590	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	54	1620	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
OQSNhk5ICTI	55	1650	30	25.000	7be2b1130acb24a1938a2b6d20fc17797a177693f51264c6ee61d92f7623597f
