C events parsed: 11
C regions=4 starts: 0 88200 264600 418950
C rg=0 rb=71 g=65536 m=7157 T=7087 st=0
C rg=0 rb=72 g=65536 m=7463 T=7087 st=0
C rg=0 rb=73 g=65536 m=7296 T=7087 st=0
C rg=0 rb=74 g=65536 m=7297 T=7087 st=0
C rg=0 rb=75 g=65536 m=7535 T=7087 st=0
C rg=0 rb=76 g=65536 m=7085 T=7087 st=0
C rg=0 rb=77 g=65536 m=7833 T=7087 st=0
C rg=0 rb=78 g=65536 m=6798 T=7087 st=0
C rg=0 rb=79 g=65536 m=7827 T=7087 st=0
C rg=0 rb=80 g=65536 m=7109 T=7087 st=0
C rg=0 rb=81 g=65536 m=7511 T=7087 st=0
C rg=0 rb=82 g=65536 m=7298 T=7087 st=0
C rg=0 rb=83 g=65536 m=7295 T=7087 st=0
C rg=0 rb=84 g=65536 m=7486 T=7087 st=0
C rg=0 rb=85 g=65536 m=7134 T=7087 st=0
C rg=0 rb=86 g=59488 m=8691 T=7087 st=1
C rg=1 rb=0 g=65536 m=8716 T=9058 st=0
C rg=1 rb=1 g=69697 m=16497 T=18592 st=1
C rg=1 rb=2 g=69697 m=19041 T=20128 st=0
C rg=1 rb=3 g=69697 m=18872 T=20128 st=0
C rg=1 rb=4 g=69697 m=18618 T=20128 st=0
C rg=1 rb=5 g=69697 m=19108 T=20128 st=0
C rg=1 rb=6 g=69697 m=19139 T=20128 st=0
C rg=1 rb=7 g=69697 m=18542 T=20128 st=0
C rg=1 rb=8 g=69697 m=15870 T=15089 st=0
C rg=1 rb=9 g=69697 m=7845 T=7173 st=0
C rg=1 rb=10 g=69697 m=8613 T=8092 st=0
C rg=1 rb=11 g=69697 m=10575 T=10682 st=0
C rg=1 rb=12 g=69697 m=14099 T=14323 st=0
C rg=1 rb=13 g=69697 m=16462 T=17684 st=0
C rg=1 rb=14 g=69697 m=18606 T=19718 st=0
C rg=1 rb=15 g=62427 m=8955 T=7087 st=1
C rg=1 rb=16 g=62427 m=7241 T=7087 st=0
C rg=1 rb=17 g=62427 m=7406 T=7763 st=0
C rg=1 rb=18 g=68231 m=14293 T=16951 st=1
C rg=1 rb=19 g=68231 m=18821 T=20128 st=0
C rg=1 rb=20 g=72122 m=18067 T=20128 st=1
C rg=1 rb=21 g=72122 m=19736 T=20128 st=0
C rg=1 rb=22 g=72122 m=19448 T=20128 st=0
C rg=1 rb=23 g=72122 m=19818 T=20128 st=0
C rg=1 rb=24 g=72122 m=19612 T=20128 st=0
C rg=1 rb=25 g=72122 m=18185 T=17788 st=0
C rg=1 rb=26 g=68040 m=8032 T=7123 st=1
C rg=1 rb=27 g=68040 m=8098 T=7749 st=0
C rg=1 rb=28 g=68040 m=9998 T=9967 st=0
C rg=1 rb=29 g=68040 m=12504 T=13475 st=0
C rg=1 rb=30 g=68040 m=16165 T=17006 st=0
C rg=1 rb=31 g=72023 m=17381 T=19416 st=1
C rg=1 rb=32 g=72023 m=13046 T=11775 st=0
C rg=1 rb=33 g=72023 m=7604 T=7087 st=0
C rg=1 rb=34 g=66398 m=8547 T=7212 st=1
C rg=1 rb=35 g=70104 m=13204 T=14678 st=1
C rg=1 rb=36 g=70104 m=19100 T=20119 st=0
C rg=1 rb=37 g=70104 m=19045 T=20128 st=0
C rg=1 rb=38 g=70104 m=19088 T=20128 st=0
C rg=1 rb=39 g=70104 m=18901 T=20128 st=0
C rg=1 rb=40 g=70104 m=19001 T=20128 st=0
C rg=1 rb=41 g=70104 m=19274 T=20128 st=0
C rg=1 rb=42 g=70104 m=18639 T=20128 st=0
C rg=1 rb=43 g=61058 m=9568 T=7099 st=1
C rg=1 rb=44 g=61058 m=7040 T=7492 st=0
C rg=1 rb=45 g=61058 m=8385 T=9312 st=0
C rg=1 rb=46 g=66015 m=10876 T=12642 st=1
C rg=1 rb=47 g=69846 m=14575 T=16267 st=1
C rg=1 rb=48 g=69846 m=17913 T=19011 st=0
C rg=1 rb=49 g=69846 m=14719 T=15029 st=0
C rg=1 rb=50 g=64485 m=8372 T=7087 st=1
C rg=1 rb=51 g=64485 m=6722 T=7093 st=0
C rg=1 rb=52 g=64485 m=11214 T=12140 st=0
C rg=1 rb=53 g=69768 m=17058 T=19853 st=1
C rg=1 rb=54 g=69768 m=19195 T=20128 st=0
C rg=1 rb=55 g=69768 m=19046 T=20128 st=0
C rg=1 rb=56 g=69768 m=18537 T=20128 st=0
C rg=1 rb=57 g=69768 m=19299 T=20128 st=0
C rg=1 rb=58 g=69768 m=18551 T=20128 st=0
C rg=1 rb=59 g=69768 m=19257 T=20128 st=0
C rg=1 rb=60 g=69768 m=11848 T=11790 st=0
C rg=1 rb=61 g=65057 m=8457 T=7315 st=1
C rg=1 rb=62 g=65057 m=8590 T=8741 st=0
C rg=1 rb=63 g=65057 m=10765 T=11812 st=0
C rg=1 rb=64 g=69350 m=13676 T=15481 st=1
C rg=1 rb=65 g=69350 m=17336 T=18517 st=0
C rg=1 rb=66 g=69350 m=16769 T=17634 st=0
C rg=1 rb=67 g=69350 m=7443 T=7087 st=0
C rg=1 rb=68 g=64296 m=8296 T=7087 st=1
C rg=1 rb=69 g=68215 m=8768 T=9837 st=1
C rg=1 rb=70 g=68215 m=17862 T=19089 st=0
C rg=1 rb=71 g=68215 m=18766 T=20128 st=0
C rg=1 rb=72 g=72114 m=18063 T=20128 st=1
C rg=1 rb=73 g=72114 m=19647 T=20128 st=0
C rg=1 rb=74 g=72114 m=19312 T=20128 st=0
C rg=1 rb=75 g=72114 m=19584 T=20128 st=0
C rg=1 rb=76 g=72114 m=19464 T=20128 st=0
C rg=1 rb=77 g=72114 m=15794 T=15089 st=0
C rg=1 rb=78 g=72114 m=7600 T=7202 st=0
C rg=1 rb=79 g=67647 m=9437 T=8268 st=1
C rg=1 rb=80 g=67647 m=10316 T=11014 st=0
C rg=1 rb=81 g=67647 m=13928 T=14660 st=0
C rg=1 rb=82 g=67647 m=16644 T=17939 st=0
C rg=1 rb=83 g=71916 m=17601 T=19823 st=1
C rg=1 rb=84 g=66982 m=8214 T=7087 st=1
C rg=1 rb=85 g=66982 m=7291 T=7087 st=0
C rg=1 rb=86 g=66982 m=8902 T=8190 st=0
C rg=1 rb=87 g=71014 m=15797 T=17699 st=1
C rg=1 rb=88 g=71014 m=19656 T=20128 st=0
C rg=1 rb=89 g=71014 m=18622 T=20128 st=0
C rg=1 rb=90 g=71014 m=19875 T=20128 st=0
C rg=1 rb=91 g=71014 m=18355 T=20128 st=0
C rg=1 rb=92 g=71014 m=19601 T=20128 st=0
C rg=1 rb=93 g=71014 m=19635 T=20128 st=0
C rg=1 rb=94 g=71014 m=17181 T=17788 st=0
C rg=1 rb=95 g=65440 m=8467 T=7138 st=1
C rg=1 rb=96 g=65440 m=7405 T=7876 st=0
C rg=1 rb=97 g=65440 m=10082 T=10265 st=0
C rg=1 rb=98 g=65440 m=12854 T=13818 st=0
C rg=1 rb=99 g=69530 m=15366 T=17287 st=1
C rg=1 rb=100 g=69530 m=18290 T=19556 st=0
C rg=1 rb=101 g=69530 m=10658 T=11785 st=0
C rg=1 rb=102 g=69530 m=7847 T=7087 st=0
C rg=1 rb=103 g=69530 m=7966 T=7364 st=0
C rg=1 rb=104 g=75238 m=13472 T=15684 st=1
C rg=1 rb=105 g=75238 m=18480 T=20128 st=0
C rg=1 rb=106 g=75238 m=20404 T=20128 st=0
C rg=1 rb=107 g=75238 m=21476 T=20128 st=0
C rg=1 rb=108 g=75238 m=18520 T=20128 st=0
C rg=1 rb=109 g=75238 m=18791 T=20128 st=0
C rg=1 rb=110 g=75238 m=19789 T=20128 st=0
C rg=1 rb=111 g=75238 m=21612 T=20128 st=0
C rg=1 rb=112 g=70009 m=8253 T=7106 st=1
C rg=1 rb=113 g=70009 m=8156 T=7588 st=0
C rg=1 rb=114 g=70009 m=10118 T=9580 st=0
C rg=1 rb=115 g=70009 m=12971 T=12981 st=0
C rg=1 rb=116 g=75854 m=14209 T=16582 st=1
C rg=1 rb=117 g=75854 m=18028 T=19191 st=0
C rg=1 rb=118 g=75854 m=14327 T=15056 st=0
C rg=1 rb=119 g=69631 m=8478 T=7087 st=1
C rg=1 rb=120 g=69631 m=7878 T=7116 st=0
C rg=1 rb=121 g=69631 m=12953 T=13196 st=0
C rg=1 rb=122 g=69631 m=18912 T=20006 st=0
C rg=1 rb=123 g=69631 m=18641 T=20128 st=0
C rg=1 rb=124 g=69631 m=18873 T=20128 st=0
C rg=1 rb=125 g=69631 m=18623 T=20128 st=0
C rg=1 rb=126 g=69631 m=19007 T=20128 st=0
C rg=1 rb=127 g=69631 m=18788 T=20128 st=0
C rg=1 rb=128 g=69631 m=19168 T=20128 st=0
C rg=1 rb=129 g=69631 m=11000 T=11791 st=0
C rg=1 rb=130 g=69631 m=8057 T=7379 st=0
C rg=1 rb=131 g=69631 m=9513 T=8972 st=0
C rg=1 rb=132 g=69631 m=11645 T=12142 st=0
C rg=1 rb=133 g=69631 m=15419 T=15814 st=0
C rg=1 rb=134 g=69631 m=17203 T=18738 st=0
C rg=1 rb=135 g=69631 m=16175 T=17683 st=0
C rg=1 rb=136 g=69631 m=7683 T=7087 st=0
C rg=1 rb=137 g=69631 m=7845 T=7087 st=0
C rg=1 rb=138 g=69631 m=7757 T=7087 st=0
C rg=1 rb=139 g=69631 m=7752 T=7087 st=0
C rg=1 rb=140 g=65273 m=8101 T=7087 st=1
C rg=1 rb=141 g=65273 m=6962 T=7087 st=0
C rg=1 rb=142 g=65273 m=7818 T=7087 st=0
C rg=1 rb=143 g=65273 m=6790 T=7087 st=0
C rg=1 rb=144 g=65273 m=7761 T=7087 st=0
C rg=1 rb=145 g=65273 m=7165 T=7087 st=0
C rg=1 rb=146 g=65273 m=7394 T=7087 st=0
C rg=1 rb=147 g=65273 m=7267 T=7087 st=0
C rg=1 rb=148 g=65273 m=7269 T=7087 st=0
C rg=1 rb=149 g=65273 m=7546 T=7087 st=0
C rg=1 rb=150 g=65273 m=7013 T=7087 st=0
C rg=1 rb=151 g=65273 m=7810 T=7087 st=0
C rg=1 rb=152 g=65273 m=6775 T=7087 st=0
C rg=1 rb=153 g=65273 m=7782 T=7087 st=0
C rg=1 rb=154 g=65273 m=7121 T=7087 st=0
C rg=1 rb=155 g=65273 m=7439 T=7087 st=0
C rg=1 rb=156 g=65273 m=7267 T=7087 st=0
C rg=1 rb=157 g=65273 m=7268 T=7087 st=0
C rg=1 rb=158 g=65273 m=7496 T=7087 st=0
C rg=1 rb=159 g=65273 m=7063 T=7087 st=0
C rg=1 rb=160 g=65273 m=7799 T=7087 st=0
C rg=1 rb=161 g=65273 m=6770 T=7087 st=0
C rg=1 rb=162 g=65273 m=7797 T=7087 st=0
C rg=1 rb=163 g=65273 m=7073 T=7087 st=0
C rg=1 rb=164 g=65273 m=7488 T=7087 st=0
C rg=1 rb=165 g=65273 m=7269 T=7087 st=0
C rg=1 rb=166 g=65273 m=7265 T=7087 st=0
C rg=1 rb=167 g=65273 m=7448 T=7087 st=0
C rg=1 rb=168 g=65273 m=7112 T=7087 st=0
C rg=1 rb=169 g=65273 m=7784 T=7087 st=0
C rg=1 rb=170 g=65273 m=6774 T=7087 st=0
C rg=1 rb=171 g=65273 m=7809 T=7087 st=0
C rg=1 rb=172 g=65273 m=6523 T=7087 st=0
C rg=2 rb=0 g=65536 m=7969 T=7659 st=0
C rg=2 rb=1 g=65536 m=10734 T=11340 st=0
C rg=2 rb=2 g=65536 m=10905 T=12017 st=0
C rg=2 rb=3 g=65536 m=12781 T=12017 st=0
C rg=2 rb=4 g=65536 m=12585 T=12017 st=0
C rg=2 rb=5 g=65536 m=11383 T=12017 st=0
C rg=2 rb=6 g=70543 m=10424 T=12017 st=1
C rg=2 rb=7 g=70543 m=11991 T=12017 st=0
C rg=2 rb=8 g=66032 m=13779 T=12017 st=1
C rg=2 rb=9 g=66032 m=12528 T=12017 st=0
C rg=2 rb=10 g=66032 m=12023 T=12017 st=0
C rg=2 rb=11 g=66032 m=11888 T=12017 st=0
C rg=2 rb=12 g=62182 m=13603 T=12017 st=1
C rg=2 rb=13 g=65985 m=10707 T=12017 st=1
C rg=2 rb=14 g=69959 m=10725 T=12017 st=1
C rg=2 rb=15 g=69959 m=11045 T=12017 st=0
C rg=2 rb=16 g=69959 m=11887 T=12017 st=0
C rg=2 rb=17 g=65369 m=13832 T=12017 st=1
C rg=2 rb=18 g=65369 m=12385 T=12017 st=0
C rg=2 rb=19 g=65369 m=12625 T=12017 st=0
C rg=2 rb=20 g=65369 m=12524 T=12017 st=0
C rg=2 rb=21 g=65369 m=12715 T=12017 st=0
C rg=2 rb=22 g=71599 m=10093 T=12017 st=1
C rg=2 rb=23 g=71599 m=11940 T=12017 st=0
C rg=2 rb=24 g=71599 m=11402 T=12017 st=0
C rg=2 rb=25 g=71599 m=12324 T=12017 st=0
C rg=2 rb=26 g=66006 m=14242 T=12017 st=1
C rg=2 rb=27 g=66006 m=12717 T=12017 st=0
C rg=2 rb=28 g=66006 m=13322 T=12017 st=0
C rg=2 rb=29 g=66006 m=12665 T=12017 st=0
C rg=2 rb=30 g=66006 m=11005 T=12017 st=0
C rg=2 rb=31 g=70144 m=10678 T=12017 st=1
C rg=2 rb=32 g=70144 m=12247 T=12017 st=0
C rg=2 rb=33 g=70144 m=11246 T=12017 st=0
C rg=2 rb=34 g=70144 m=12310 T=12017 st=0
C rg=2 rb=35 g=65419 m=13888 T=12017 st=1
C rg=2 rb=36 g=65419 m=13030 T=12017 st=0
C rg=2 rb=37 g=65419 m=12922 T=12017 st=0
C rg=2 rb=38 g=65419 m=11946 T=12017 st=0
C rg=2 rb=39 g=70130 m=10504 T=12017 st=1
C rg=2 rb=40 g=70130 m=12043 T=12017 st=0
C rg=2 rb=41 g=70130 m=12632 T=12017 st=0
C rg=2 rb=42 g=70130 m=11259 T=12017 st=0
C rg=2 rb=43 g=70130 m=12562 T=12017 st=0
C rg=2 rb=44 g=65752 m=13731 T=12017 st=1
C rg=2 rb=45 g=62297 m=13428 T=12017 st=1
C rg=2 rb=46 g=62297 m=11432 T=12017 st=0
C rg=2 rb=47 g=67074 m=10419 T=12017 st=1
C rg=2 rb=48 g=67074 m=11854 T=12017 st=0
C rg=2 rb=49 g=67074 m=12155 T=12017 st=0
C rg=2 rb=50 g=67074 m=12208 T=12017 st=0
C rg=2 rb=51 g=70915 m=10782 T=12017 st=1
C rg=2 rb=52 g=70915 m=12911 T=12017 st=0
C rg=2 rb=53 g=66695 m=13640 T=12017 st=1
C rg=2 rb=54 g=66695 m=13329 T=12017 st=0
C rg=2 rb=55 g=66695 m=11058 T=12017 st=0
C rg=2 rb=56 g=66695 m=11133 T=12017 st=0
C rg=2 rb=57 g=66695 m=13059 T=12017 st=0
C rg=2 rb=58 g=66695 m=12461 T=12017 st=0
C rg=2 rb=59 g=66695 m=12081 T=12017 st=0
C rg=2 rb=60 g=70611 m=10754 T=12017 st=1
C rg=2 rb=61 g=70611 m=12897 T=12017 st=0
C rg=2 rb=62 g=70611 m=13139 T=12017 st=0
C rg=2 rb=63 g=70611 m=12858 T=12017 st=0
C rg=2 rb=64 g=70611 m=11595 T=12017 st=0
C rg=2 rb=65 g=70611 m=12731 T=12017 st=0
C rg=2 rb=66 g=64356 m=14604 T=12017 st=1
C rg=2 rb=67 g=64356 m=12185 T=12017 st=0
C rg=2 rb=68 g=64356 m=11490 T=12017 st=0
C rg=2 rb=69 g=69230 m=10436 T=12017 st=1
C rg=2 rb=70 g=69230 m=12447 T=12017 st=0
C rg=2 rb=71 g=69230 m=12199 T=12017 st=0
C rg=2 rb=72 g=69230 m=11290 T=12017 st=0
C rg=2 rb=73 g=69230 m=12527 T=12017 st=0
C rg=2 rb=74 g=65701 m=13381 T=12017 st=1
C rg=2 rb=75 g=61843 m=13616 T=12017 st=1
C rg=2 rb=76 g=61843 m=11760 T=12017 st=0
C rg=2 rb=77 g=61843 m=10826 T=12017 st=0
C rg=2 rb=78 g=67748 m=10090 T=12017 st=1
C rg=2 rb=79 g=67748 m=11738 T=12017 st=0
C rg=2 rb=80 g=67748 m=11205 T=12017 st=0
C rg=2 rb=81 g=67748 m=11014 T=12017 st=0
C rg=2 rb=82 g=67748 m=13228 T=12017 st=0
C rg=2 rb=83 g=64211 m=13418 T=12017 st=1
C rg=2 rb=84 g=64211 m=13050 T=12017 st=0
C rg=2 rb=85 g=64211 m=12212 T=12017 st=0
C rg=2 rb=86 g=64211 m=10986 T=12017 st=0
C rg=2 rb=87 g=69199 m=10401 T=12017 st=1
C rg=2 rb=88 g=69199 m=11455 T=12017 st=0
C rg=2 rb=89 g=69199 m=11358 T=12017 st=0
C rg=2 rb=90 g=69199 m=12591 T=12017 st=0
C rg=2 rb=91 g=65581 m=13420 T=12017 st=1
C rg=2 rb=92 g=65581 m=12773 T=12017 st=0
C rg=2 rb=93 g=65581 m=13093 T=12017 st=0
C rg=2 rb=94 g=65581 m=12402 T=12017 st=0
C rg=2 rb=95 g=65581 m=10943 T=12017 st=0
C rg=2 rb=96 g=70631 m=10413 T=12017 st=1
C rg=2 rb=97 g=70631 m=11549 T=12017 st=0
C rg=2 rb=98 g=70631 m=11892 T=12017 st=0
C rg=2 rb=99 g=64705 m=14440 T=12017 st=1
C rg=2 rb=100 g=64705 m=11817 T=12017 st=0
C rg=2 rb=101 g=64705 m=12092 T=12017 st=0
C rg=2 rb=102 g=64705 m=12815 T=12017 st=0
C rg=2 rb=103 g=64705 m=12119 T=12017 st=0
C rg=2 rb=104 g=69012 m=10605 T=12017 st=1
C rg=2 rb=105 g=69012 m=10963 T=12017 st=0
C rg=2 rb=106 g=69012 m=11872 T=12017 st=0
C rg=2 rb=107 g=69012 m=12874 T=12017 st=0
C rg=2 rb=108 g=64656 m=13753 T=12017 st=1
C rg=2 rb=109 g=64656 m=11005 T=12017 st=0
C rg=2 rb=110 g=64656 m=11696 T=12017 st=0
C rg=2 rb=111 g=64656 m=12805 T=12017 st=0
C rg=2 rb=112 g=64656 m=11990 T=12017 st=0
C rg=2 rb=113 g=68479 m=10746 T=12017 st=1
C rg=2 rb=114 g=68479 m=8080 T=8591 st=0
C rg=2 rb=115 g=63625 m=8367 T=7181 st=1
C rg=2 rb=116 g=63625 m=7690 T=7690 st=0
C rg=2 rb=117 g=63625 m=8685 T=8818 st=0
C rg=2 rb=118 g=68954 m=8792 T=10265 st=1
C rg=2 rb=119 g=68954 m=11782 T=11470 st=0
C rg=2 rb=120 g=64680 m=11221 T=9830 st=1
C rg=2 rb=121 g=64680 m=7178 T=7087 st=0
C rg=2 rb=122 g=64680 m=7609 T=7087 st=0
C rg=2 rb=123 g=64680 m=6809 T=7087 st=0
C rg=2 rb=124 g=64680 m=7754 T=7087 st=0
C rg=2 rb=125 g=64680 m=6783 T=7087 st=0
C rg=2 rb=126 g=64680 m=7633 T=7087 st=0
C rg=2 rb=127 g=64680 m=7165 T=7087 st=0
C rg=2 rb=128 g=64680 m=7254 T=7087 st=0
C rg=2 rb=129 g=64680 m=7217 T=7087 st=0
C rg=2 rb=130 g=64680 m=7193 T=7087 st=0
C rg=2 rb=131 g=64680 m=7569 T=7087 st=0
C rg=2 rb=132 g=64680 m=6852 T=7087 st=0
C rg=2 rb=133 g=64680 m=7752 T=7087 st=0
C rg=2 rb=134 g=64680 m=6752 T=7087 st=0
C rg=2 rb=135 g=64680 m=7664 T=7087 st=0
C rg=2 rb=136 g=64680 m=7136 T=7087 st=0
C rg=2 rb=137 g=64680 m=7287 T=7087 st=0
C rg=2 rb=138 g=64680 m=7205 T=7087 st=0
C rg=2 rb=139 g=64680 m=7201 T=7087 st=0
C rg=2 rb=140 g=64680 m=7525 T=7087 st=0
C rg=2 rb=141 g=64680 m=6899 T=7087 st=0
C rg=2 rb=142 g=64680 m=7747 T=7087 st=0
C rg=2 rb=143 g=64680 m=6728 T=7087 st=0
C rg=2 rb=144 g=64680 m=7690 T=7087 st=0
C rg=2 rb=145 g=64680 m=7100 T=7087 st=0
C rg=2 rb=146 g=64680 m=7327 T=7087 st=0
C rg=2 rb=147 g=64680 m=7201 T=7087 st=0
C rg=2 rb=148 g=64680 m=7203 T=7087 st=0
C rg=2 rb=149 g=64680 m=7477 T=7087 st=0
C rg=2 rb=150 g=64680 m=7128 T=7087 st=0
C rg=3 rb=0 g=65536 m=7730 T=7659 st=0
C rg=3 rb=1 g=65536 m=11529 T=11340 st=0
C rg=3 rb=2 g=65536 m=11347 T=12017 st=0
C rg=3 rb=3 g=65536 m=12339 T=12017 st=0
C rg=3 rb=4 g=65536 m=11425 T=12017 st=0
C rg=3 rb=5 g=65536 m=12375 T=12017 st=0
C rg=3 rb=6 g=65536 m=11404 T=12017 st=0
C rg=3 rb=7 g=65536 m=12132 T=12017 st=0
C rg=3 rb=8 g=65536 m=11875 T=12017 st=0
C rg=3 rb=9 g=65536 m=11599 T=12017 st=0
C rg=3 rb=10 g=65536 m=12235 T=12017 st=0
C rg=3 rb=11 g=65536 m=11379 T=12017 st=0
C rg=3 rb=12 g=65536 m=12149 T=12017 st=0
C rg=3 rb=13 g=65536 m=11533 T=12017 st=0
C rg=3 rb=14 g=65536 m=12230 T=12017 st=0
C rg=3 rb=15 g=65536 m=11523 T=12017 st=0
C rg=3 rb=16 g=65536 m=12119 T=12017 st=0
C rg=3 rb=17 g=65536 m=12018 T=12017 st=0
C rg=3 rb=18 g=65536 m=11502 T=12017 st=0
C rg=3 rb=19 g=65536 m=12285 T=12017 st=0
C rg=3 rb=20 g=65536 m=11515 T=12017 st=0
C rg=3 rb=21 g=65536 m=11797 T=12017 st=0
C rg=3 rb=22 g=65536 m=11770 T=12017 st=0
C rg=3 rb=23 g=65536 m=12117 T=12017 st=0
C rg=3 rb=24 g=65536 m=11509 T=12017 st=0
C rg=3 rb=25 g=65536 m=12127 T=12017 st=0
C rg=3 rb=26 g=65536 m=12122 T=12017 st=0
C rg=3 rb=27 g=65536 m=11452 T=12017 st=0
C rg=3 rb=28 g=65536 m=12211 T=12017 st=0
C rg=3 rb=29 g=65536 m=11696 T=12017 st=0
C rg=3 rb=30 g=65536 m=11826 T=12017 st=0
C rg=3 rb=31 g=65536 m=11513 T=12017 st=0
C rg=3 rb=32 g=65536 m=12242 T=12017 st=0
C rg=3 rb=33 g=65536 m=11429 T=12017 st=0
C rg=3 rb=34 g=65536 m=12136 T=12017 st=0
C rg=3 rb=35 g=65536 m=12200 T=12017 st=0
C rg=3 rb=36 g=65536 m=11439 T=12017 st=0
C rg=3 rb=37 g=65536 m=11866 T=12017 st=0
C rg=3 rb=38 g=65536 m=11903 T=12017 st=0
C rg=3 rb=39 g=65536 m=12156 T=12017 st=0
C rg=3 rb=40 g=65536 m=11313 T=12017 st=0
C rg=3 rb=41 g=65536 m=12239 T=12017 st=0
C rg=3 rb=42 g=65536 m=11384 T=12017 st=0
C rg=3 rb=43 g=65536 m=12137 T=12017 st=0
C rg=3 rb=44 g=65536 m=12263 T=12017 st=0
C rg=3 rb=45 g=65536 m=11378 T=12017 st=0
C rg=3 rb=46 g=65536 m=11529 T=12017 st=0
C rg=3 rb=47 g=65536 m=12023 T=12017 st=0
C rg=3 rb=48 g=65536 m=12451 T=12017 st=0
C rg=3 rb=49 g=65536 m=11244 T=12017 st=0
C rg=3 rb=50 g=65536 m=12219 T=12017 st=0
C rg=3 rb=51 g=65536 m=11404 T=12017 st=0
C rg=3 rb=52 g=65536 m=12123 T=12017 st=0
