leg	trial_idx	disp	install
leg4_clean	129	7	0
leg4_clean	130	7	0
leg4_clean	131	7	0
leg4_clean	132	7	0
leg4_clean	133	7	0
leg4_clean	134	7	0
leg4_clean	135	7	0
leg4_clean	136	7	0
leg4_clean	137	7	0
leg4_clean	138	7	0
leg4_clean	139	7	0
leg4_clean	140	7	0
leg4_clean	141	7	0
leg4_clean	142	7	0
leg4_clean	143	7	0
leg4_clean	144	7	0
leg4_clean	145	7	0
leg4_clean	146	7	0
leg4_clean	147	7	0
leg4_clean	148	7	0
leg4_clean	149	7	0
leg4_clean	150	7	0
leg4_clean	151	7	0
leg4_clean	152	7	0
leg4_clean	153	7	0
leg4_clean	154	7	0
leg4_clean	155	7	0
leg4_clean	156	7	0
leg4_clean	157	7	0
leg4_clean	158	7	0
leg4_clean	159	7	0
leg4_clean	160	7	0
leg4_clean	161	7	0
leg4_clean	162	7	0
leg4_clean	163	7	0
leg4_clean	164	7	0
leg4_clean	165	7	0
leg4_clean	166	7	0
leg4_clean	167	7	0
leg4_clean	168	7	0
leg4_clean	169	7	0
leg4_clean	170	7	0
leg4_clean	171	7	0
leg4_clean	172	7	0
leg4_clean	173	7	0
leg4_clean	174	7	0
leg4_clean	175	7	0
leg4_clean	176	7	0
leg4_clean	177	7	0
leg4_clean	178	7	0
leg4_clean	179	7	0
leg4_clean	180	7	0
leg4_clean	181	7	0
leg4_clean	182	7	0
leg4_clean	183	7	0
leg4_clean	184	7	0
leg4_clean	185	7	0
leg4_clean	186	7	0
leg4_clean	187	7	0
leg4_clean	188	7	0
leg4_clean	189	7	0
leg4_clean	190	7	0
leg4_clean	191	7	0
leg4_clean	192	7	0
leg4_clean	193	7	0
leg4_clean	194	7	0
leg4_clean	195	7	0
leg4_clean	196	7	0
leg4_clean	197	7	0
leg4_clean	198	7	0
leg4_clean	199	7	0
leg4_clean	200	7	0
leg4_clean	201	7	0
leg4_clean	202	7	0
leg4_clean	203	7	0
leg4_clean	204	7	0
leg4_clean	205	7	0
leg4_clean	206	7	0
leg4_clean	207	7	0
leg4_clean	208	7	0
leg4_clean	209	7	0
leg4_clean	210	7	0
leg4_clean	211	7	0
leg4_clean	212	7	0
leg4_clean	213	7	0
leg4_clean	214	7	0
leg4_clean	215	7	0
leg4_clean	216	7	0
leg4_clean	217	7	0
leg4_clean	218	7	0
leg4_clean	219	7	0
leg4_clean	220	7	0
leg4_clean	221	7	0
leg4_clean	222	7	0
leg4_clean	223	7	0
leg4_clean	224	7	0
leg4_clean	225	7	0
leg4_clean	226	7	0
leg4_clean	227	7	0
leg4_clean	228	7	0
leg4_clean	229	7	0
leg4_clean	230	7	0
leg4_clean	231	7	0
leg4_clean	232	7	0
leg4_clean	233	7	0
leg4_clean	234	7	0
leg4_clean	235	7	0
leg4_clean	236	7	0
leg4_clean	237	7	0
leg4_clean	238	7	0
leg4_clean	239	7	0
leg4_clean	240	7	0
leg4_clean	241	7	0
leg4_clean	242	7	0
leg4_clean	243	7	0
leg4_clean	244	7	0
leg4_clean	245	7	0
leg4_clean	246	7	0
leg4_clean	247	7	0
leg4_clean	248	7	0
leg4_clean	249	7	0
leg4_clean	250	7	0
leg4_clean	251	7	0
leg4_clean	252	7	0
leg4_clean	253	7	0
leg4_clean	254	7	0
leg4_clean	255	7	0
leg4_clean	256	7	0
leg4_clean	257	7	0
leg4_clean	258	7	0
leg4_clean	259	7	0
leg4_clean	260	7	0
leg4_clean	261	7	0
leg4_clean	262	7	0
leg4_clean	263	7	0
leg4_clean	264	7	0
leg4_clean	265	7	0
leg4_clean	266	7	0
leg4_clean	267	7	0
leg4_clean	268	7	0
leg4_clean	269	7	0
leg4_clean	270	7	0
leg4_clean	271	7	0
leg4_clean	272	7	0
leg4_clean	273	7	0
leg4_clean	274	7	0
leg4_clean	275	7	0
leg4_clean	276	7	0
leg4_clean	277	7	0
leg4_clean	278	7	0
leg4_clean	279	7	0
leg4_clean	280	7	0
leg4_clean	281	7	0
leg4_clean	282	7	0
leg4_clean	283	7	0
leg4_clean	284	7	0
leg4_clean	285	7	0
leg4_clean	286	7	0
leg4_clean	287	7	0
leg4_withhold	0	7	0
leg4_withhold	1	7	0
leg4_withhold	2	7	0
leg4_withhold	3	7	0
leg4_withhold	4	7	0
leg4_withhold	5	7	0
leg4_withhold	6	7	0
leg4_withhold	7	7	0
leg4_withhold	8	7	0
leg4_withhold	9	7	0
leg4_withhold	10	7	0
leg4_withhold	11	7	0
leg4_withhold	12	7	0
leg4_withhold	13	7	0
leg4_withhold	14	7	0
leg4_withhold	15	7	0
leg4_withhold	16	7	0
leg4_withhold	17	7	0
leg4_withhold	18	7	0
leg4_withhold	19	7	0
leg4_withhold	20	7	0
leg4_withhold	21	7	0
leg4_withhold	22	7	0
leg4_withhold	23	7	0
leg4_withhold	24	7	0
leg4_withhold	25	7	0
leg4_withhold	26	7	0
leg4_withhold	27	7	0
leg4_withhold	28	7	0
leg4_withhold	29	7	0
leg4_withhold	30	7	0
leg4_withhold	31	7	0
leg4_withhold	32	7	0
leg4_withhold	33	7	0
leg4_withhold	34	7	0
leg4_withhold	35	7	0
leg4_withhold	36	7	0
leg4_withhold	37	7	0
leg4_withhold	38	7	0
leg4_withhold	39	7	0
leg4_withhold	40	7	0
leg4_withhold	41	7	0
leg4_withhold	42	7	0
leg4_withhold	43	7	0
leg4_withhold	44	7	0
leg4_withhold	45	7	0
leg4_withhold	46	7	0
leg4_withhold	47	7	0
leg4_withhold	48	7	0
leg4_withhold	49	7	0
leg4_withhold	50	7	0
leg4_withhold	51	7	0
leg4_withhold	52	7	0
leg4_withhold	53	7	0
leg4_withhold	54	7	0
leg4_withhold	55	7	0
leg4_withhold	56	7	0
leg4_withhold	57	7	0
leg4_withhold	58	7	0
leg4_withhold	59	7	0
leg4_withhold	60	7	0
leg4_withhold	61	7	0
leg4_withhold	62	7	0
leg4_withhold	63	7	0
leg4_withhold	64	7	0
leg4_withhold	65	7	0
leg4_withhold	66	7	0
leg4_withhold	67	7	0
leg4_withhold	68	7	0
leg4_withhold	69	7	0
leg4_withhold	70	7	0
leg4_withhold	71	7	0
leg4_withhold	72	7	0
leg4_withhold	73	7	0
leg4_withhold	74	7	0
leg4_withhold	75	7	0
leg4_withhold	76	7	0
leg4_withhold	77	7	0
leg4_withhold	78	7	0
leg4_withhold	79	7	0
leg4_withhold	80	7	0
leg4_withhold	81	7	0
leg4_withhold	82	7	0
leg4_withhold	83	7	0
leg4_withhold	84	7	0
leg4_withhold	85	7	0
leg4_withhold	86	7	0
leg4_withhold	87	7	0
leg4_withhold	88	7	0
leg4_withhold	89	7	0
leg4_withhold	90	7	0
leg4_withhold	91	7	0
leg4_withhold	92	7	0
leg4_withhold	93	7	0
leg4_withhold	94	7	0
leg4_withhold	95	7	0
leg4_withhold	96	7	0
leg4_withhold	97	7	0
leg4_withhold	98	7	0
leg4_withhold	99	7	0
leg4_withhold	100	7	0
leg4_withhold	101	7	0
leg4_withhold	102	7	0
leg4_withhold	103	7	0
leg4_withhold	104	7	0
leg4_withhold	105	7	0
leg4_withhold	106	7	0
leg4_withhold	107	7	0
leg4_withhold	108	7	0
leg4_withhold	109	7	0
leg4_withhold	110	7	0
leg4_withhold	111	7	0
leg4_withhold	112	7	0
leg4_withhold	113	7	0
leg4_withhold	114	7	0
leg4_withhold	115	7	0
leg4_withhold	116	7	0
leg4_withhold	117	7	0
leg4_withhold	118	7	0
leg4_withhold	119	7	0
leg4_withhold	120	7	0
leg4_withhold	121	7	0
leg4_withhold	122	7	0
leg4_withhold	123	7	0
leg4_withhold	124	7	0
leg4_withhold	125	7	0
leg4_withhold	126	7	0
leg4_withhold	127	7	0
leg4_withhold	128	7	0
leg4_withhold	129	7	0
leg4_withhold	130	7	0
leg4_withhold	131	7	0
leg4_withhold	132	7	0
leg4_withhold	133	7	0
leg4_withhold	134	7	0
leg4_withhold	135	7	0
leg4_withhold	136	7	0
leg4_withhold	137	7	0
leg4_withhold	138	7	0
leg4_withhold	139	7	0
leg4_withhold	140	7	0
leg4_withhold	141	7	0
leg4_withhold	142	7	0
leg4_withhold	143	7	0
leg4_withhold	144	7	0
leg4_withhold	145	7	0
leg4_withhold	146	7	0
leg4_withhold	147	7	0
leg4_withhold	148	7	0
leg4_withhold	149	7	0
leg4_withhold	150	7	0
leg4_withhold	151	7	0
leg4_withhold	152	7	0
leg4_withhold	153	7	0
leg4_withhold	154	7	0
leg4_withhold	155	7	0
leg4_withhold	156	7	0
leg4_withhold	157	7	0
leg4_withhold	158	7	0
leg4_withhold	159	7	0
leg4_withhold	160	7	0
leg4_withhold	161	7	0
leg4_withhold	162	7	0
leg4_withhold	163	7	0
leg4_withhold	164	7	0
leg4_withhold	165	7	0
leg4_withhold	166	7	0
leg4_withhold	167	7	0
leg4_withhold	168	7	0
leg4_withhold	169	7	0
leg4_withhold	170	7	0
leg4_withhold	171	7	0
leg4_withhold	172	7	0
leg4_withhold	173	7	0
leg4_withhold	174	7	0
leg4_withhold	175	7	0
leg4_withhold	176	7	0
leg4_withhold	177	7	0
leg4_withhold	178	7	0
leg4_withhold	179	7	0
leg4_withhold	180	7	0
leg4_withhold	181	7	0
leg4_withhold	182	7	0
leg4_withhold	183	7	0
leg4_withhold	184	7	0
leg4_withhold	185	7	0
leg4_withhold	186	7	0
leg4_withhold	187	7	0
leg4_withhold	188	7	0
leg4_withhold	189	7	0
leg4_withhold	190	7	0
leg4_withhold	191	7	0
leg4_withhold	192	7	0
leg4_withhold	193	7	0
leg4_withhold	194	7	0
leg4_withhold	195	7	0
leg4_withhold	196	7	0
leg4_withhold	197	7	0
leg4_withhold	198	7	0
leg4_withhold	199	7	0
leg4_withhold	200	7	0
leg4_withhold	201	7	0
leg4_withhold	202	7	0
leg4_withhold	203	7	0
leg4_withhold	204	7	0
leg4_withhold	205	7	0
leg4_withhold	206	7	0
leg4_withhold	207	7	0
leg4_withhold	208	7	0
leg4_withhold	209	7	0
leg4_withhold	210	7	0
leg4_withhold	211	7	0
leg4_withhold	212	7	0
leg4_withhold	213	7	0
leg4_withhold	214	7	0
leg4_withhold	215	7	0
leg4_withhold	216	7	0
leg4_withhold	217	7	0
leg4_withhold	218	7	0
leg4_withhold	219	7	0
leg4_withhold	220	7	0
leg4_withhold	221	7	0
leg4_withhold	222	7	0
leg4_withhold	223	7	0
leg4_withhold	224	7	0
leg4_withhold	225	7	0
leg4_withhold	226	7	0
leg4_withhold	227	7	0
leg4_withhold	228	7	0
leg4_withhold	229	7	0
leg4_withhold	230	7	0
leg4_withhold	231	7	0
leg4_withhold	232	7	0
leg4_withhold	233	7	0
leg4_withhold	234	7	0
leg4_withhold	235	7	0
leg4_withhold	236	7	0
leg4_withhold	237	7	0
leg4_withhold	238	7	0
leg4_withhold	239	7	0
leg4_withhold	240	7	0
leg4_withhold	241	7	0
leg4_withhold	242	7	0
leg4_withhold	243	7	0
leg4_withhold	244	7	0
leg4_withhold	245	7	0
leg4_withhold	246	7	0
leg4_withhold	247	7	0
leg4_withhold	248	7	0
leg4_withhold	249	7	0
leg4_withhold	250	7	0
leg4_withhold	251	7	0
leg4_withhold	252	7	0
leg4_withhold	253	7	0
leg4_withhold	254	7	0
leg4_withhold	255	7	0
leg4_withhold	256	7	0
leg4_withhold	257	7	0
leg4_withhold	258	7	0
leg4_withhold	259	7	0
leg4_withhold	260	7	0
leg4_withhold	261	7	0
leg4_withhold	262	7	0
leg4_withhold	263	7	0
leg4_withhold	264	7	0
leg4_withhold	265	7	0
leg4_withhold	266	7	0
leg4_withhold	267	7	0
leg4_withhold	268	7	0
leg4_withhold	269	7	0
leg4_withhold	270	7	0
leg4_withhold	271	7	0
leg4_withhold	272	7	0
leg4_withhold	273	7	0
leg4_withhold	274	7	0
leg4_withhold	275	7	0
leg4_withhold	276	7	0
leg4_withhold	277	7	0
leg4_withhold	278	7	0
leg4_withhold	279	7	0
leg4_withhold	280	7	0
leg4_withhold	281	7	0
leg4_withhold	282	7	0
leg4_withhold	283	7	0
leg4_withhold	284	7	0
leg4_withhold	285	7	0
leg4_withhold	286	7	0
leg4_withhold	287	7	0
leg4_install	0	7	0
leg4_install	1	7	0
leg4_install	2	7	0
leg4_install	3	7	0
leg4_install	4	7	0
leg4_install	5	7	0
leg4_install	6	7	0
leg4_install	7	7	0
leg4_install	8	7	0
leg4_install	9	7	0
leg4_install	10	7	0
leg4_install	11	7	0
leg4_install	12	7	0
leg4_install	13	7	0
leg4_install	14	7	0
leg4_install	15	7	0
leg4_install	16	7	0
leg4_install	17	7	0
leg4_install	18	7	0
leg4_install	19	7	0
leg4_install	20	7	0
leg4_install	21	7	0
leg4_install	22	7	0
leg4_install	23	7	0
leg4_install	24	7	0
leg4_install	25	7	0
leg4_install	26	7	0
leg4_install	27	7	0
leg4_install	28	7	0
leg4_install	29	7	0
leg4_install	30	7	0
leg4_install	31	7	0
leg4_install	32	7	0
leg4_install	33	7	0
leg4_install	34	7	0
leg4_install	35	7	0
leg4_install	36	7	0
leg4_install	37	7	0
leg4_install	38	7	0
leg4_install	39	7	0
leg4_install	40	7	0
leg4_install	41	7	0
leg4_install	42	7	0
leg4_install	43	7	0
leg4_decoy	0	7	0
leg4_decoy	1	7	0
leg4_decoy	2	7	0
leg4_decoy	3	7	0
leg4_decoy	4	7	0
leg4_decoy	5	7	0
leg4_decoy	6	7	0
leg4_decoy	7	7	0
leg4_decoy	8	7	0
leg4_decoy	9	7	0
leg4_decoy	10	7	0
leg4_decoy	11	7	0
leg4_decoy	12	7	0
leg4_decoy	13	7	0
leg4_decoy	14	7	0
leg4_decoy	15	7	0
leg4_decoy	16	7	0
leg4_decoy	17	7	0
leg4_decoy	18	7	0
leg4_decoy	19	7	0
leg4_decoy	20	7	0
leg4_decoy	21	7	0
leg4_decoy	22	7	0
leg4_decoy	23	7	0
leg4_decoy	24	7	0
leg4_decoy	25	7	0
leg4_decoy	26	7	0
leg4_decoy	27	7	0
leg4_decoy	28	7	0
leg4_decoy	29	7	0
leg4_decoy	30	7	0
leg4_decoy	31	7	0
leg4_decoy	32	7	0
leg4_decoy	33	7	0
leg4_decoy	34	7	0
leg4_decoy	35	7	0
leg4_decoy	36	7	0
leg4_decoy	37	7	0
leg4_decoy	38	7	0
leg4_decoy	39	7	0
leg4_decoy	40	7	0
leg4_decoy	41	7	0
leg4_decoy	42	7	0
leg4_decoy	43	7	0
leg4_decoy	44	7	0
leg4_decoy	45	7	0
leg4_decoy	46	7	0
leg4_decoy	47	7	0
leg4_decoy	48	7	0
leg4_decoy	49	7	0
leg4_decoy	50	7	0
leg4_decoy	51	7	0
