name,clip,seal_match,byte_identical,deterministic,sem_rms,sem_corr,sem_maxd,size_match,stage
field-esc50-1-101296-A-19,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-101296-A-19.wav,True,True,True,20.133415213601126,0.9984236832310547,710.0,True,done
field-esc50-1-103298-A-9,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-103298-A-9.wav,True,True,True,483.7638202587945,0.9941494539293994,17764.0,True,done
field-esc50-1-115545-A-48,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-115545-A-48.wav,True,True,True,16.469648164353615,0.9981379287303858,424.0,True,done
field-esc50-1-118559-A-17,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-118559-A-17.wav,True,True,True,24.28124730160174,0.9944127761059491,1120.0,True,done
field-esc50-1-121951-A-8,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-121951-A-8.wav,True,True,True,32.447202186093264,0.9960039873464517,543.0,True,done
field-esc50-1-12653-A-15,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-12653-A-15.wav,True,True,True,178.63944239991451,0.9856314698757881,7377.0,True,done
field-esc50-1-137296-A-16,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-137296-A-16.wav,True,True,True,188.7771740496633,0.9993446817840905,1489.0,True,done
field-esc50-1-15689-A-4,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-15689-A-4.wav,True,True,True,312.8919226808381,0.9939258403358284,7760.0,True,done
field-esc50-1-16568-A-3,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-16568-A-3.wav,True,True,True,1092.4817562573307,0.990755847377883,30107.0,True,done
field-esc50-1-17150-A-12,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-17150-A-12.wav,True,True,True,184.76388041408129,0.9839890637458552,11788.0,True,done
field-esc50-1-17367-A-10,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-17367-A-10.wav,True,True,True,153.44238993667446,0.9985731855827426,18527.0,True,done
field-esc50-1-17585-A-7,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-17585-A-7.wav,True,True,True,125.04701397960456,0.9976656844948709,3151.0,True,done
field-esc50-1-18074-A-6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-18074-A-6.wav,True,True,True,198.78709629985744,0.9933626814264923,4014.0,True,done
field-esc50-1-18527-A-44,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-18527-A-44.wav,True,True,True,176.56572507098107,0.9974692219502757,6619.0,True,done
field-esc50-1-18810-A-49,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-18810-A-49.wav,True,True,True,246.73115450460367,0.9959308572314792,8171.0,True,done
field-esc50-1-20736-A-18,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-20736-A-18.wav,True,True,True,615.909340860106,0.997361939193298,21099.0,True,done
field-esc50-1-208757-A-2,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-208757-A-2.wav,True,True,True,852.4905380979224,0.9960403929389883,28799.0,True,done
field-esc50-1-21934-A-38,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-21934-A-38.wav,True,True,True,90.66325696369675,0.995008191716946,3131.0,True,done
field-esc50-1-26806-A-1,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-26806-A-1.wav,True,True,True,429.49754510555783,0.9966577285959126,5780.0,True,done
field-esc50-1-28135-A-11,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-28135-A-11.wav,True,True,True,165.47802650574434,0.9987505418718351,4247.0,True,done
field-esc50-1-34094-A-5,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-34094-A-5.wav,True,True,True,222.34631931805328,0.9975951530014348,4450.0,True,done
field-esc50-1-57316-A-13,/home/hatch/workspace/audio_longhorizon/corpus/field/field-esc50-1-57316-A-13.wav,True,True,True,102.88178446010812,0.9972626403552491,2719.0,True,done
field-fsd50k-10000,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-10000.wav,True,True,True,33.79391578622272,0.9989020109155824,535.0,True,done
field-fsd50k-100005,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100005.wav,True,True,True,130.86529272874978,0.9950917053343691,2204.0,True,done
field-fsd50k-10001,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-10001.wav,True,True,True,31.30501970535808,0.998670579095474,267.0,True,done
field-fsd50k-100011,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100011.wav,True,True,True,139.9567991006956,0.9977640936740755,3534.0,True,done
field-fsd50k-100017,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100017.wav,True,True,True,125.42197200341131,0.9868273404880539,6283.0,True,done
field-fsd50k-100018,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100018.wav,True,True,True,154.2462144175069,0.9947544402126656,5232.0,True,done
field-fsd50k-100019,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100019.wav,True,True,True,310.2736848204557,0.9947963021300769,11386.0,True,done
field-fsd50k-10002,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-10002.wav,True,True,True,115.40367538220791,0.9985136422056786,1016.0,True,done
field-fsd50k-100035,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100035.wav,True,True,True,211.07341994602197,0.9980742637717055,5716.0,True,done
field-fsd50k-100036,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100036.wav,True,True,True,68.88434442621545,0.998306341411798,1680.0,True,done
field-fsd50k-100039,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100039.wav,True,True,True,80.04608423219108,0.9963221357185587,3156.0,True,done
field-fsd50k-100150,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100150.wav,True,True,True,218.06650575968874,0.9983085140782768,4770.0,True,done
field-fsd50k-100155,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100155.wav,True,True,True,407.63393998162536,0.9989499805364332,4090.0,True,done
field-fsd50k-100633,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100633.wav,True,True,True,360.51649190955953,0.9979799319044448,10033.0,True,done
field-fsd50k-100634,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100634.wav,True,True,True,303.0660298568301,0.9979638890804591,9835.0,True,done
field-fsd50k-100636,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100636.wav,True,True,True,466.2787666187969,0.9969315789992595,14635.0,True,done
field-fsd50k-100762,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100762.wav,True,True,True,74.86661466187519,0.994501176970395,3969.0,True,done
field-fsd50k-100767,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-100767.wav,True,True,True,176.64006658310996,0.9984911381131265,2457.0,True,done
field-fsd50k-101135,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-101135.wav,True,True,True,390.7615192511429,0.9972987085671179,8719.0,True,done
field-fsd50k-101136,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-101136.wav,True,True,True,286.8387556654447,0.9975408370400841,2709.0,True,done
field-fsd50k-101137,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-101137.wav,True,True,True,373.5735894122458,0.9952953881994155,7353.0,True,done
field-fsd50k-102561,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-102561.wav,True,True,True,421.648254393377,0.996429135336839,4708.0,True,done
field-fsd50k-102863,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-102863.wav,True,True,True,131.22716439722745,0.9928073253014731,5155.0,True,done
field-fsd50k-103045,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-103045.wav,True,True,True,251.16221537337816,0.997352920100713,6883.0,True,done
field-fsd50k-103411,/home/hatch/workspace/audio_longhorizon/corpus/field/field-fsd50k-103411.wav,True,True,True,786.5004857127451,0.989201240603619,5320.0,True,done
field-tau-airport-barcelona-0-0-0-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-0-a.wav,True,True,True,72.34097752642315,0.9973337895098427,1052.0,True,done
field-tau-airport-barcelona-0-0-1-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-1-a.wav,True,True,True,80.57824537750815,0.9978978346246868,704.0,True,done
field-tau-airport-barcelona-0-0-2-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-2-a.wav,True,True,True,102.13569361049571,0.9955780885760478,1987.0,True,done
field-tau-airport-barcelona-0-0-3-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-3-a.wav,True,True,True,110.88651284154773,0.9938066191823934,2027.0,True,done
field-tau-airport-barcelona-0-0-4-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-4-a.wav,True,True,True,55.038941275149384,0.997917531121039,765.0,True,done
field-tau-airport-barcelona-0-0-5-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-5-a.wav,True,True,True,102.3190259004868,0.9960844064481974,1608.0,True,done
field-tau-airport-barcelona-0-0-6-a,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-airport-barcelona-0-0-6-a.wav,True,True,True,91.05781983601399,0.996420568790348,1071.0,True,done
field-tau-bus-barcelona-15-611-0-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-0-b.wav,True,True,True,107.93764251271108,0.9989853923032862,1111.0,True,done
field-tau-bus-barcelona-15-611-1-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-1-b.wav,True,True,True,141.75455025150623,0.9984810751830773,1246.0,True,done
field-tau-bus-barcelona-15-611-2-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-2-b.wav,True,True,True,121.74346825802222,0.9986850623188747,1150.0,True,done
field-tau-bus-barcelona-15-611-3-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-3-b.wav,True,True,True,147.3245166198719,0.9988658093209262,1566.0,True,done
field-tau-bus-barcelona-15-611-4-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-4-b.wav,True,True,True,260.62013568547724,0.9986750295775517,4405.0,True,done
field-tau-bus-barcelona-15-611-5-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-bus-barcelona-15-611-5-b.wav,True,True,True,516.4594573082034,0.9973918219652331,9051.0,True,done
field-tau-metro-barcelona-220-6631-0-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-0-b.wav,True,True,True,489.2251926420452,0.998050713239585,4979.0,True,done
field-tau-metro-barcelona-220-6631-1-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-1-b.wav,True,True,True,235.89823832224226,0.9955838977519487,5032.0,True,done
field-tau-metro-barcelona-220-6631-2-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-2-b.wav,True,True,True,177.69511380279357,0.9982820371056362,3226.0,True,done
field-tau-metro-barcelona-220-6631-3-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-3-b.wav,True,True,True,124.09999652829164,0.9986928979899616,1835.0,True,done
field-tau-metro-barcelona-220-6631-4-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-4-b.wav,True,True,True,419.8762154268555,0.991173176172754,8727.0,True,done
field-tau-metro-barcelona-220-6631-5-b,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro-barcelona-220-6631-5-b.wav,True,True,True,252.22070078556578,0.9951891381760909,5241.0,True,done
field-tau-metro_station-lisbon-1221-44774-0-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-0-s6.wav,True,True,True,339.653191337116,0.9979508506337857,6260.0,True,done
field-tau-metro_station-lisbon-1221-44774-1-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-1-s6.wav,True,True,True,239.55047915521286,0.9989155930517067,3849.0,True,done
field-tau-metro_station-lisbon-1221-44774-2-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-2-s6.wav,True,True,True,355.7467461124761,0.9975023297405624,9048.0,True,done
field-tau-metro_station-lisbon-1221-44774-3-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-3-s6.wav,True,True,True,273.14557671157246,0.9986835994717143,3516.0,True,done
field-tau-metro_station-lisbon-1221-44774-4-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-4-s6.wav,True,True,True,314.5836414378813,0.9981042509690256,5428.0,True,done
field-tau-metro_station-lisbon-1221-44774-5-s6,/home/hatch/workspace/audio_longhorizon/corpus/field/field-tau-metro_station-lisbon-1221-44774-5-s6.wav,True,True,True,322.8467040382944,0.9981308815492397,6865.0,True,done
field-usn-A-AS-roos-001_200120_135526_35,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-A-AS-roos-001_200120_135526_35.wav,True,True,True,65.56218657419856,0.9949884863917359,3239.0,True,done
field-usn-A-AS-roos_002_200120_140013_80,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-A-AS-roos_002_200120_140013_80.wav,True,True,True,216.0237041981972,0.9975765854575307,5214.0,True,done
field-usn-A-AS-roos_002_200120_140030_83,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-A-AS-roos_002_200120_140030_83.wav,True,True,True,55.095465859511926,0.9993248859714989,518.0,True,done
field-usn-A-Roos01_151936_95,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-A-Roos01_151936_95.wav,True,True,True,98.95892739241668,0.9982037229537792,1272.0,True,done
field-usn-B-AS-roos-001.200120.133315.48,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-B-AS-roos-001.200120.133315.48.wav,True,True,True,114.9392363376694,0.9982223097020952,1389.0,True,done
field-usn-B-AS-roos-001.200120.133928.26,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-B-AS-roos-001.200120.133928.26.wav,True,True,True,63.183452654491774,0.9979753906742074,2379.0,True,done
field-usn-B-AS-roos-001.200120.134245.35,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-B-AS-roos-001.200120.134245.35.wav,True,True,True,48.04139036506559,0.9987350235142753,1107.0,True,done
field-usn-B-AS-roos-001.200120.134851.39,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-B-AS-roos-001.200120.134851.39.wav,True,True,True,95.6490215541332,0.994567865681643,2274.0,True,done
field-usn-C-AS-roos-001.200120.141819.06,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-C-AS-roos-001.200120.141819.06.wav,True,True,True,90.63889245460155,0.9933092305541817,5486.0,True,done
field-usn-C-AS-roos.002.200120.144328.04,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-C-AS-roos.002.200120.144328.04.wav,True,True,True,101.62192422402362,0.9959953293822505,1893.0,True,done
field-usn-C-AS-roos.002.200120.165433.55,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-C-AS-roos.002.200120.165433.55.wav,True,True,True,84.22257783266934,0.9985636860996726,1067.0,True,done
field-usn-C-Roos06.151003.02,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-C-Roos06.151003.02.wav,True,True,True,86.52394066609554,0.9972698393814452,1179.0,True,done
field-usn-K.RGracht-0004.152351,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-K.RGracht-0004.152351.wav,True,True,True,13.511295685873769,0.9991177713585555,249.0,True,done
field-usn-K.RGracht-0004.152916,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-K.RGracht-0004.152916.wav,True,True,True,11.141877246291514,0.9993008474823172,106.0,True,done
field-usn-K.RGracht-0004.153038,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-K.RGracht-0004.153038.wav,True,True,True,18.77523215312205,0.9991296015463651,254.0,True,done
field-usn-O-AS-roos-001.200120.140428.20,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-O-AS-roos-001.200120.140428.20.wav,True,True,True,70.17955041927922,0.9974332124386465,2098.0,True,done
field-usn-O-AS-roos-001.200120.141844.06,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-O-AS-roos-001.200120.141844.06.wav,True,True,True,222.01266751054408,0.997756887068091,4419.0,True,done
field-usn-O-AS-roos-001.200120.142224.72,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-O-AS-roos-001.200120.142224.72.wav,True,True,True,109.2371322662749,0.9974682142638388,2506.0,True,done
field-usn-T-AS-roos-001.200120.135555.37,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-T-AS-roos-001.200120.135555.37.wav,True,True,True,44.17769232164819,0.9977404148310463,1319.0,True,done
field-usn-T-AS-roos-001.200120.140358.60,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-T-AS-roos-001.200120.140358.60.wav,True,True,True,46.59826147818302,0.9971280092826859,1837.0,True,done
field-usn-T-AS-roos-001.200120.140547.52,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-T-AS-roos-001.200120.140547.52.wav,True,True,True,32.49651109827162,0.9986498594978841,667.0,True,done
field-usn-shot556_141_ch01_180718_163938_63_,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-shot556_141_ch01_180718_163938_63_.wav,True,True,True,391.7178337224843,0.9862821941508242,27812.0,True,done
field-usn-shot556_142_ch01_180718_163951_79_,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-shot556_142_ch01_180718_163951_79_.wav,True,True,True,341.21603727067543,0.9892304522753647,15375.0,True,done
field-usn-shot556_143_ch01_180718_164003_45_,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-shot556_143_ch01_180718_164003_45_.wav,True,True,True,432.71838738381035,0.9826870223481049,22359.0,True,done
field-usn-shot556_150_ch01_180718_164053_99_,/home/hatch/workspace/audio_longhorizon/corpus/field/field-usn-shot556_150_ch01_180718_164053_99_.wav,True,True,True,475.6036267023479,0.9839730269852708,29461.0,True,done
