# prereg_sha f55d1dbbe1a609f69301ce8f537282a0372880b51fdec6b51d0f588b9fd96d30
# arm SR-S1 stage=1 mask=ON (PREREG_SR.md section 5b)
# mask integers: k{4,6}:num=10(C-Y)f_k; k{1,7}:num=2(C-Y)f_k+8*rise*f_k; k0:num=0 iff f7=1000 else 2(C-Y)f_1+8*rise*f_1; k{2,3,5}:num=0; b:ordinary v2; DIV2=40000; clamp +-2000000
epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
33	1	6170037	5	15	0	9766	-2316	0	0	15213	0	2871	181	-16073	791	14	728
34	2	86819937	0	19	0	11605	-2106	0	0	18831	0	1621	211	-13964	878	160	820
35	2	79313532	35	19	0	12843	-2021	0	0	19971	0	371	211	-13403	884	191	828
36	0	73701595	0	16	0	15193	-2005	0	0	21932	0	1512	211	-9928	972	519	936
37	0	24214112	0	13	0	15738	-1997	0	0	22306	0	1512	211	-9674	979	528	943
38	1	109662646	24	16	0	12848	-3083	0	0	18273	0	1512	211	-16908	835	43	771
39	1	22732020	5	15	0	12348	-3331	0	0	18174	0	2762	211	-19096	796	14	733
40	2	87462101	0	19	0	14198	-3117	0	0	21837	0	1512	241	-16971	876	112	814
41	2	77565019	35	18	0	15491	-3017	0	0	23247	0	262	241	-16135	883	190	827
42	0	93472039	0	16	0	18303	-3001	0	0	25632	0	1598	241	-11868	974	520	937
43	0	24631332	0	13	0	18854	-2993	0	0	26009	0	1598	241	-11655	978	524	942
44	1	112604526	24	18	0	15939	-4029	0	0	21781	0	1598	241	-19144	862	54	797
45	1	34802185	15	15	0	15047	-4442	0	0	21176	0	2848	241	-22137	805	14	741
46	2	87435604	0	19	0	16897	-4228	0	0	24834	0	1598	271	-19976	874	77	810
47	2	78540440	5	17	0	18255	-4109	0	0	26511	0	348	271	-18886	883	190	827
48	0	110969252	0	16	0	21497	-4093	0	0	29312	0	1701	271	-13867	974	522	938
49	0	24979374	0	13	0	22055	-4084	0	0	29694	0	1701	271	-13646	978	523	941
50	1	116092805	28	19	0	19005	-5099	0	0	25169	0	1701	271	-21462	876	65	810
51	1	45805570	20	14	0	17761	-5628	0	0	24154	0	2951	271	-25166	813	14	749
52	2	87417365	0	19	0	19610	-5414	0	0	27810	0	1701	301	-22943	874	71	809
53	2	77443283	5	19	0	21064	-5270	0	0	29706	0	451	301	-21638	884	190	828
54	0	127567752	0	16	0	24727	-5254	0	0	32889	0	1785	301	-15914	974	522	938
55	0	25598376	0	16	0	25298	-5244	0	0	33285	0	1785	301	-15665	978	523	941
56	1	128526859	28	19	0	22003	-6250	0	0	28374	0	1785	301	-24086	881	76	815
57	1	52643125	20	15	0	20550	-6848	0	0	27124	0	3035	301	-28212	821	15	756
58	2	87381505	0	18	0	22398	-6634	0	0	30773	0	1785	331	-25976	873	63	807
59	2	77353540	5	19	0	23955	-6465	0	0	32886	0	535	331	-24438	884	190	828
